year,autres_ADJ airs_NOUN,autres_ADJ guerres_NOUN
1800,6.60274537267469e-08,2.389564883742423e-07
1801,6.429193177837078e-08,2.3335590038087162e-07
1802,3.5805442166747525e-08,1.544109693440987e-07
1803,4.6808139586573816e-08,2.3209036736915323e-07
1804,8.651478111687538e-08,1.4336735887354735e-07
1805,3.980028751016107e-08,1.8762993558851804e-07
1806,1.2103009794373065e-07,1.2967511509032192e-07
1807,2.8469550272802735e-08,3.672572006507835e-07
1808,3.172503681980743e-08,1.7675377250725433e-07
1809,9.036122294858728e-09,1.6942728731095258e-07
1810,9.594519356781461e-08,8.89248141788812e-08
1811,4.763445815569867e-08,1.3788921648938413e-07
1812,8.801787032552966e-08,7.468182872116813e-08
1813,3.163315653864629e-08,2.501895295381473e-07
1814,1.5733386149463513e-08,2.234140765722259e-07
1815,1.8880564667256294e-08,1.5104451733805035e-07
1816,5.7940098940889584e-08,1.7845549393769033e-07
1817,8.56280379935015e-08,2.459860013459547e-07
1818,6.079800130009971e-08,1.9312307819596697e-07
1819,7.866798057420965e-08,2.8982940192268103e-07
1820,4.390598107306687e-08,1.8867704731917456e-07
1821,5.719663320746804e-08,2.4949565924359263e-07
1822,6.015369535816717e-08,2.9375053145486163e-07
1823,4.249555374258307e-08,3.587415229322488e-07
1824,5.3053010873327366e-08,1.7515914230159524e-07
1825,6.251864448358901e-08,1.6466178465179837e-07
1826,5.5490302908189904e-08,2.069876274823912e-07
1827,3.041700225026034e-08,1.963279139260976e-07
1828,2.7516904310687096e-08,1.4859128327771032e-07
1829,2.4862210068476998e-08,1.646049838655017e-07
1830,5.218418053232199e-08,1.982998867333663e-07
1831,4.5214498811674275e-08,1.6994414009374736e-07
1832,3.788391467196561e-08,1.2582871555810726e-07
1833,7.52935847003755e-08,1.1351955819804971e-07
1834,3.733812548034621e-08,1.456186851100938e-07
1835,3.6302822081779595e-08,1.3916081087472776e-07
1836,1.0753200108126748e-08,2.11031554897545e-07
1837,2.99189295560609e-08,1.5585675328111392e-07
1838,4.86036455527028e-08,2.0009553569622085e-07
1839,5.2436064379435265e-08,1.5590989699276747e-07
1840,5.159447979963261e-08,1.5733130565021014e-07
1841,2.6966304744746594e-08,1.431782350458377e-07
1842,3.287049921141261e-08,1.2410289995656854e-07
1843,2.4809025944705354e-08,1.0573371156397116e-07
1844,3.622450606144412e-08,1.8331794837678217e-07
1845,4.0177642546268544e-08,1.1606874039671311e-07
1846,1.5807152919933287e-08,1.4928977698502877e-07
1847,2.9123407685460734e-08,8.575225418638865e-08
1848,2.654923214606697e-08,1.3033259449457546e-07
1849,2.8490010350878947e-08,1.1982562853063428e-07
1850,1.425689166723032e-08,1.439267123259924e-07
1851,3.353708066811123e-08,1.3221350059211545e-07
1852,6.640756566866912e-08,5.599068941819496e-08
1853,3.4040009921909586e-08,9.614809926006274e-08
1854,2.5458755104068587e-08,1.1274591571464043e-07
1855,3.131092896069276e-08,1.0401596739484376e-07
1856,4.711242240773572e-08,9.526028321715785e-08
1857,2.0502337605421417e-08,1.2545478966785595e-07
1858,1.859596826525589e-08,1.2870367527284543e-07
1859,3.258990943777462e-08,1.1050016013314234e-07
1860,2.654766717569146e-08,1.0435979191925071e-07
1861,3.3483342321005694e-08,8.252936822827905e-08
1862,3.7047489076513784e-08,1.138532539357584e-07
1863,2.8469337998160427e-08,9.589671723375659e-08
1864,1.1986819536957682e-08,1.0356612700768153e-07
1865,2.3534221682552925e-08,1.3085027772419267e-07
1866,2.6274308950746672e-08,1.0655692261885008e-07
1867,1.0190904120577216e-08,1.1161466773046413e-07
1868,2.9639243948054173e-08,6.47123495900459e-08
1869,1.904572499711321e-08,1.0108884285209285e-07
1870,2.0069171213776826e-08,9.403839840160799e-08
1871,4.354682658913589e-08,8.178306387662815e-08
1872,3.8702971494330995e-08,5.624025467554361e-08
1873,2.3944018323618366e-08,4.8486636927691507e-08
1874,2.6885741633009275e-08,5.556386639682387e-08
1875,3.0324094124623e-08,1.0470394568029562e-07
1876,1.4510435741854621e-08,8.101659632053781e-08
1877,3.339800647150781e-08,7.359930975781026e-08
1878,4.227361927178208e-08,6.76377922559368e-08
1879,7.331190321480108e-09,9.836014036590512e-08
1880,4.428314070992201e-08,7.508880250917116e-08
1881,2.8587281875047665e-08,7.321132955429022e-08
1882,2.994923331556265e-08,5.590523399767733e-08
1883,2.211768546089843e-08,6.698499532831192e-08
1884,1.7164412113856997e-08,7.856019124119484e-08
1885,2.2559724754955823e-08,7.412481295432372e-08
1886,2.774989482645651e-08,4.6464938785462095e-08
1887,2.0239665943222462e-08,7.181817096579834e-08
1888,1.7119660356001987e-08,5.7699594435689505e-08
1889,4.2602930960811136e-08,5.575971573357208e-08
1890,1.6385966361553983e-08,4.7847022621727575e-08
1891,1.7210394887001712e-08,5.736798058819659e-08
1892,1.002961980134387e-08,3.447681962143179e-08
1893,2.4017824173938607e-08,5.1114856347567184e-08
1894,2.2685540557176864e-08,3.969969597505951e-08
1895,1.5648398132839247e-08,4.814891596538473e-08
1896,1.5921978790967017e-08,5.366296207398591e-08
1897,1.5732126712464378e-08,4.020432275986252e-08
1898,1.8106735777401184e-08,5.035935757291554e-08
1899,2.984892333302014e-08,6.190887802404177e-08
1900,1.661137005726232e-08,6.021621301588453e-08
1901,2.9061443029831935e-08,4.6386532004394354e-08
1902,2.8479645752810256e-08,5.303106720422335e-08
1903,2.214090244478939e-08,5.4542223626441455e-08
1904,2.2573425795258117e-08,4.944655174199397e-08
1905,2.4771643958310108e-08,4.1286071450485906e-08
1906,2.674975863037332e-08,4.6812079546043606e-08
1907,2.7771354993433306e-08,4.2685599055403145e-08
1908,3.290630701258124e-08,3.388858615949175e-08
1909,2.0903737407707013e-08,5.8860524232429157e-08
1910,3.847788310196165e-08,2.939282950364941e-08
1911,3.08581699082211e-08,4.575521828087403e-08
1912,3.6465947372832375e-08,3.6986889995205274e-08
1913,4.295421618394357e-08,5.2499597558153255e-08
1914,3.214437072074361e-08,7.500352694478352e-08
1915,1.767114277129167e-08,2.6388906348984165e-07
1916,6.592477230782379e-09,3.032539552805247e-07
1917,1.4256351654751143e-08,1.6559300775043084e-07
1918,2.5270027848023346e-08,1.619578995359916e-07
1919,2.3940405213807026e-08,1.896816779756172e-07
1920,2.4988365154854364e-08,1.2645626679130828e-07
1921,5.679560644011872e-08,5.982470696608289e-08
1922,2.0658220023506146e-08,7.673052948575787e-08
1923,3.503262746562541e-08,6.475728397958846e-08
1924,2.836157442231979e-08,8.637388049237416e-08
1925,2.4195990988573612e-08,5.169143690864075e-08
1926,3.009457216762712e-08,4.458455293843144e-08
1927,2.5643217327342427e-08,2.8987985345452216e-08
1928,2.5137291359556002e-08,4.34189573184085e-08
1929,1.4482528065684619e-08,6.795647777835256e-08
1930,2.2057568216382606e-08,8.928063266466779e-08
1931,3.307553431142196e-08,5.930785462737731e-08
1932,2.4110979990332737e-08,8.110057336807586e-08
1933,1.8353059072495626e-08,8.25887696009886e-08
1934,3.354842448288764e-08,7.308763905200522e-08
1935,1.795242710045386e-08,5.505410882733486e-08
1936,6.426098764222843e-08,6.547345776652946e-08
1937,7.554670666820584e-09,6.295559273894469e-08
1938,1.5558256905023882e-08,8.81634605320869e-08
1939,1.8352860564618823e-08,5.8117393564316444e-08
1940,5.0715658339584024e-09,1.0396709626547818e-07
1941,5.312704587367989e-08,8.559357667081713e-08
1942,3.944475324146879e-08,1.1833425617169269e-07
1943,1.1612940831184915e-08,7.83873517207212e-08
1944,1.927911696952833e-08,9.639558129492798e-08
1945,2.6142048525912287e-08,1.4160276862185128e-07
1946,4.454753366189834e-08,8.631084824628488e-08
1947,1.4305045148432782e-08,5.9604353452868963e-08
1948,2.9354097819123126e-08,8.045196864259196e-08
1949,9.817008539414473e-09,4.810334175431308e-08
1950,1.4889506516624351e-08,4.892266147749069e-08
1951,1.5992101864981123e-08,5.757156884556025e-08
1952,1.2653764258629963e-08,8.224947123380844e-08
1953,2.2625037843226892e-08,7.97263197682696e-08
1954,2.3454086450769296e-08,6.938500418662841e-08
1955,4.035811418390267e-08,5.349796339260138e-08
1956,3.1396109267944894e-08,4.883839466174322e-08
1957,3.180613550313183e-08,6.891329462632712e-08
1958,1.9853384713997002e-08,4.963345967556876e-08
1959,2.635254203742221e-08,3.022791617013354e-08
1960,3.391208380776334e-08,6.297958166090467e-08
1961,1.80652133252579e-08,8.268309414916075e-08
1962,1.4586500007851555e-08,5.517501977525541e-08
1963,2.5217608334848762e-08,5.043521511538529e-08
1964,2.8594651979574337e-08,6.631525539813055e-08
1965,2.9001830714747712e-08,5.8003660541317004e-08
1966,2.6033652011925312e-08,6.5361085432869e-08
1967,2.5144711202074177e-08,8.13505373620238e-08
1968,4.715986512415782e-08,7.635406973349745e-08
1969,2.6796370788950696e-08,6.403878671790153e-08
1970,2.4833115841449427e-08,8.645603344348274e-08
1971,3.23719047123916e-08,5.498085187127799e-08
1972,2.924183739594355e-08,7.695220033410166e-08
1973,2.3155456441159572e-08,7.167164917110114e-08
1974,1.7439271360331077e-08,8.944659246612474e-08
1975,1.4278700444236847e-08,6.682431896720686e-08
1976,1.7711933253394818e-08,4.5136863080497136e-08
1977,1.8218023367655434e-08,5.171568062678489e-08
1978,2.5544543480471305e-08,3.742572596276972e-08
1979,1.9896710057309974e-08,5.442335082594951e-08
1980,2.21720881654619e-08,5.628299248883195e-08
1981,2.9730083506152027e-08,7.021360204362281e-08
