year,autres_ADJ airs_NOUN,autres_ADJ guerres_NOUN
1982,1.9243256987877544e-08,5.7729771185677237e-08
1983,2.0209012019378747e-08,5.810090897284681e-08
1984,2.7255339596354844e-08,5.9149886766363124e-08
1985,2.4663788567025335e-08,5.414002401948892e-08
1986,2.517683839187157e-08,6.833713683818132e-08
1987,2.688759392910356e-08,7.149655800731125e-08
1988,2.5185526497661925e-08,5.396898572485043e-08
1989,3.841685658478866e-08,6.860152979015766e-08
1990,2.1794604454505873e-08,6.70184046591693e-08
1991,4.1030257413865456e-08,7.737133955743047e-08
1992,2.1488782808720686e-08,8.7057117070799e-08
1993,3.101956203011014e-08,7.644106148063656e-08
1994,1.3714808788645172e-08,7.33214803316784e-08
1995,3.090797101590326e-08,8.513247706787297e-08
1996,2.6690460508405067e-08,9.181518767498176e-08
1997,2.8289877107567918e-08,7.527984480226735e-08
1998,2.288702027897216e-08,6.913787453655118e-08
1999,2.1479944767310855e-08,9.003296047582765e-08
2000,2.5182780305499364e-08,9.41040738666743e-08
2001,2.3220422196157386e-08,8.49955057447005e-08
2002,2.7601694596590676e-08,9.112940391187152e-08
2003,2.8335076507346457e-08,8.7088685818415e-08
2004,2.9512100679918163e-08,1.17607925176344e-07
2005,3.197662323817241e-08,9.908249154477744e-08
2006,2.7178073125355695e-08,1.0665334676529525e-07
2007,2.276853267035861e-08,9.426971772641402e-08
2008,2.7673358715674112e-08,9.579239446111387e-08
2009,2.384096209340214e-08,1.1109888720106653e-07
2010,2.3146586702882388e-08,8.975206694517013e-08
2011,2.562061141020422e-08,7.992101558329523e-08
2012,1.838296448397614e-08,8.782971716581045e-08
2013,1.3945625099154313e-08,8.980982357797984e-08
2014,2.3170263929728208e-08,8.033801890405812e-08
2015,2.3052384889865607e-08,8.578146921955909e-08
2016,2.0713400911143154e-08,7.477537589117844e-08
2017,1.911864622172743e-08,8.150581010113456e-08
2018,2.4007640875289837e-08,8.105805449076797e-08
2019,1.5816123244416502e-08,5.7652322027479386e-08
