year,les_DET oeufs_NOUN,les_DET gueux_NOUN
1912,4.282144366873908e-07,5.542824395021739e-07
1913,2.837099453145697e-07,3.3143685707059944e-07
1914,4.151981181643727e-07,2.5313690904527064e-07
1915,3.2750518208501944e-07,1.6021836679591672e-07
1916,2.3293419881831312e-07,1.8898434572811595e-07
1917,3.0705989151336155e-07,2.1713520359512017e-07
1918,2.83713492699178e-07,3.5378038987232685e-07
1919,2.9649270938403305e-07,3.3148254946491207e-07
1920,3.7936880126210326e-07,2.5594143249207946e-07
1921,2.726189037294269e-07,3.188126658226764e-07
1922,2.847883099899029e-07,3.0839769715740317e-07
1923,4.554241823662153e-07,3.1104727860054027e-07
1924,3.699896127251634e-07,2.2818175793304363e-07
1925,5.290123736845231e-07,3.48642240410868e-07
1926,4.6813781517940356e-07,2.441004367526034e-07
1927,4.2701530234001694e-07,5.05059904232219e-07
1928,5.633038279162506e-07,3.8277237335293535e-07
1929,8.789780379103718e-07,2.8965055998142475e-07
1930,5.840003525214854e-07,3.2141026595766675e-07
1931,7.481913923967909e-07,2.1442070874400088e-07
1932,6.257895375227918e-07,2.1151905471583632e-07
1933,7.387106162326518e-07,2.2253085241175086e-07
1934,8.950240175664703e-07,2.755763457429339e-07
1935,8.114496772293478e-07,3.4827707295903565e-07
1936,7.638570274082213e-07,4.825636290561874e-07
1937,6.408879105190834e-07,1.8886677677354413e-07
1938,5.28980734770812e-07,1.5298953037756746e-07
1939,1.049171872935517e-06,1.9270503148760554e-07
1940,8.063789493917284e-07,3.575453797477479e-07
1941,1.0005593633621856e-06,2.9515026511717224e-07
1942,6.614581877784076e-07,3.034211806252074e-07
1943,3.629043916486552e-07,2.2064587934522706e-07
1944,3.566636674889878e-07,1.3398986311585759e-06
1945,7.014783127701207e-07,5.707680639233104e-07
1946,6.180970544278352e-07,3.6473293008043584e-07
1947,3.8504414412443566e-07,3.0636638648218195e-07
1948,1.057834707829386e-06,2.630996926988871e-07
1949,5.566243777010982e-07,1.7768784621452482e-07
1950,4.626382323902334e-07,2.648205055244546e-07
1951,7.633563519071629e-07,1.9403751183588724e-07
1952,7.497355831720398e-07,1.4657277502827526e-07
1953,6.011795739002679e-07,1.7561338294669326e-07
1954,5.511710292616101e-07,2.0717776094691942e-07
1955,8.034080436480906e-07,1.9897488678921604e-07
1956,5.764674670949432e-07,1.8924877465131829e-07
1957,7.72182288777401e-07,1.625646977032602e-07
1958,6.501983400575284e-07,2.407222829958755e-07
1959,4.828715949312112e-07,2.495740751840003e-07
1960,5.22522918933177e-07,2.581470846529932e-07
1961,6.982899829477418e-07,2.466596491501605e-07
1962,5.898019761474416e-07,4.769151153993789e-07
1963,6.737627499253662e-07,2.8256652573332985e-07
1964,8.268112994258559e-07,2.3119079978206614e-07
1965,5.554124030138219e-07,2.5116678570302753e-07
1966,8.103666230274698e-07,2.1934736071926864e-07
1967,4.595072743418527e-07,2.4750283933450135e-07
1968,5.124705322046008e-07,3.808720698827983e-07
1969,4.777929254462521e-07,3.1973974889965007e-07
1970,6.718737441957501e-07,2.846610818174611e-07
1971,5.662513892223942e-07,2.8261186191258503e-07
1972,5.740634398954114e-07,3.10886899113072e-07
1973,5.204464335606396e-07,2.580179330191612e-07
1974,6.328768321073319e-07,2.5596350505807663e-07
1975,7.544865474606866e-07,2.1703624941693533e-07
1976,6.833378223269904e-07,1.8797503442691266e-07
1977,7.73384478236494e-07,2.5270162495871773e-07
1978,6.986135150377493e-07,2.3584147679223122e-07
1979,6.419614724251232e-07,1.8960393488587357e-07
1980,6.111537174113835e-07,1.8874700491444685e-07
1981,6.717733417316296e-07,2.3151510886165738e-07
1982,6.362689918271158e-07,2.9423560976571395e-07
1983,6.062703232778688e-07,2.58927961738209e-07
1984,7.82866140802696e-07,2.9806902723805706e-07
1985,6.677269133170682e-07,2.135523161639341e-07
1986,6.695840271686571e-07,2.1879872691421554e-07
1987,7.125212542757886e-07,1.808801819436212e-07
1988,9.246686110131463e-07,1.6310626071991408e-07
1989,6.519889432787807e-07,1.931819062495066e-07
1990,5.889991832597197e-07,2.0432441405482393e-07
1991,7.238909756068779e-07,1.7525780826588289e-07
1992,5.835030778555961e-07,2.887210728275136e-07
1993,6.00450086096771e-07,1.5952917503669894e-07
1994,6.646407415544786e-07,1.8409493662829846e-07
1995,5.975540732228168e-07,1.8002536350536502e-07
1996,6.448415177384703e-07,1.9056988675991704e-07
1997,5.341512370193868e-07,1.7980854083443631e-07
1998,4.1673448558654513e-07,1.9692373498525484e-07
1999,3.482493194650882e-07,2.1068627553688657e-07
2000,3.4107201796196307e-07,2.2045977621232282e-07
2001,3.4085828362617754e-07,2.2563241053319416e-07
2002,2.812744225866304e-07,2.2344230199422555e-07
2003,2.537656054180104e-07,2.3543114568980172e-07
2004,2.6076363504601296e-07,1.5460817373580404e-07
2005,2.1122585680544148e-07,1.7654698269975455e-07
2006,1.8818757102634365e-07,2.0836522729439366e-07
2007,1.7855323841686754e-07,2.412665607298692e-07
2008,2.0435710545996244e-07,2.558721202694514e-07
2009,9.679430590381344e-08,1.854826887637273e-07
2010,1.610813472052719e-07,2.276868187323089e-07
2011,4.672893813839618e-07,1.9808175077962176e-07
2012,1.0689353249770939e-07,2.7948914738118447e-07
2013,1.2021129158767963e-07,3.0066768780256936e-07
2014,1.6305802340299547e-07,2.988314384833046e-07
2015,9.863760744299732e-08,3.313780065905547e-07
2016,5.136923367787816e-07,2.852235293504535e-07
2017,1.3383052352433644e-07,1.8087245715059375e-07
2018,1.6314870038280915e-07,2.0212885082360188e-07
2019,1.8596700579465164e-07,2.706597972412794e-07
