year,leurs_DET os_NOUN,leurs_DET gosses_NOUN
1885,3.1067965444719903e-07,0.0
1886,2.671734105064161e-07,6.453463874400711e-10
1887,1.7171072386190644e-07,6.528924623161458e-10
1888,2.529905316350778e-07,0.0
1889,2.813046418026488e-07,6.265136742733546e-10
1890,2.3989054431794443e-07,6.554386478008212e-10
1891,1.816652765995741e-07,0.0
1892,2.438451378594664e-07,0.0
1893,2.4633666928508546e-07,6.158416554491453e-10
1894,2.2181417946853799e-07,6.301539290376468e-10
1895,2.184757050827102e-07,6.018614495673091e-10
1896,1.780902731951528e-07,5.89702897624278e-10
1897,1.9985627330854072e-07,2.330685422435863e-09
1898,1.980424211289744e-07,6.7900258748920805e-09
1899,1.8738490936698327e-07,2.7637891975018647e-09
1900,1.681901222738702e-07,2.07642125715779e-09
1901,1.4586608276800916e-07,2.235495566438317e-09
1902,1.2324812725950096e-07,1.9641135384773634e-09
1903,1.625466277133114e-07,5.940242076007962e-09
1904,2.0477321793777037e-07,6.987012746151322e-09
1905,1.7288543485705077e-07,2.580379465655369e-09
1906,2.5360828281861814e-07,1.5432553013283723e-09
1907,1.871994941282651e-07,7.199980611716228e-09
1908,1.3997458303549593e-07,4.4202499438483756e-09
1909,1.7988216471920282e-07,2.2003934230241384e-09
1910,2.2659199405694608e-07,1.6032452032632705e-09
1911,2.1919941062265025e-07,5.852411444351446e-09
1912,1.8962292891444577e-07,8.335073964360618e-09
1913,1.8560464631889317e-07,1.1666577037772186e-08
1914,1.6072184827464753e-07,3.348371913070025e-09
1915,2.4503985152080077e-07,2.0027295377644805e-08
1916,1.7140440267127133e-07,3.625862632361532e-08
1917,2.6648412010388256e-07,2.8512703309502285e-08
1918,2.0330886663089132e-07,1.2635013924011673e-08
1919,2.5321582874937576e-07,3.1306683467846597e-08
1920,1.9914969939804905e-07,2.4231141537711665e-08
1921,2.203669495770555e-07,1.5145495524393482e-08
1922,1.696925187033571e-07,6.640141769764796e-09
1923,2.1550374107448533e-07,7.431163684401554e-09
1924,1.6888027598582767e-07,1.675911143195208e-08
1925,1.6497267196768917e-07,1.9796720707176974e-08
1926,1.8948435087651205e-07,2.5636119005412183e-08
1927,2.2632926421906063e-07,1.1149224765638621e-08
1928,1.9881311708047633e-07,2.399468712610542e-08
1929,1.804745841660349e-07,1.6710609784809094e-08
1930,1.7015837805445244e-07,9.453243521306831e-09
1931,1.8590731531986648e-07,1.596749932275543e-08
1932,1.8083235220345273e-07,2.082311922890767e-08
1933,1.8238353405308771e-07,2.6382522833046096e-08
1934,1.5695869670651064e-07,3.5944740517379614e-08
1935,1.843115766675396e-07,2.752705441366743e-08
1936,1.7823330100696921e-07,3.394919900756577e-08
1937,1.44797860368584e-07,3.651424407280501e-08
1938,1.646582195036217e-07,2.9819993585533666e-08
1939,1.3611705007576802e-07,3.6705721129237645e-08
1940,1.8764793541237168e-07,1.5214697057785997e-08
1941,1.387206172154265e-07,3.541802984230458e-08
1942,1.5474480141719482e-07,3.034211815133858e-08
1943,2.293555789734114e-07,2.9032351633873077e-08
1944,2.1207028666481165e-07,5.462416652335378e-08
1945,2.2874292149310804e-07,7.624764020164321e-08
1946,1.9071913115453754e-07,7.517396483081029e-08
1947,1.8358140629892716e-07,4.649139651036194e-08
1948,2.18524938588871e-07,5.3272248834446145e-08
1949,1.1878579719848403e-07,6.773735428122762e-08
1950,1.893094374594284e-07,4.2541447031752e-08
1951,1.7164856247475768e-07,5.863770979885885e-08
1952,1.782071823441811e-07,5.166953798152463e-08
1953,1.8100029830492304e-07,3.878577814475648e-08
1954,1.7688290654405137e-07,4.0067398288101685e-08
1955,1.773879945154988e-07,3.660386971304774e-08
1956,1.718064917000106e-07,3.4884565680570745e-08
1957,1.52846157508435e-07,3.35731449863097e-08
1958,1.5965430577580264e-07,2.3989505493204888e-08
1959,1.271122624935117e-07,3.022791617013354e-08
1960,1.398008375730342e-07,4.8445834510690844e-08
1961,1.8343140784082834e-07,6.183861667174995e-08
1962,1.6362247734491575e-07,4.249110646670218e-08
1963,1.6682417225410973e-07,4.526237162849611e-08
1964,1.8495263254258987e-07,3.346182708696688e-08
1965,1.2859301978807025e-07,4.2134733035936733e-08
1966,1.7669648855189735e-07,4.542041409649755e-08
1967,1.5875680858812302e-07,3.894965278083973e-08
1968,1.8055492212454283e-07,3.4134760795723196e-08
1969,2.0574163350772778e-07,4.81426320475542e-08
1970,1.7199232082987237e-07,3.311082111268071e-08
1971,1.8755150499316642e-07,4.62455783667437e-08
1972,1.6057359708554486e-07,4.463227937234748e-08
1973,1.5436970901561153e-07,4.90675151620934e-08
1974,1.2657536263560587e-07,5.344293102504949e-08
1975,1.296505973691353e-07,5.6543654203267124e-08
1976,1.262689486303259e-07,5.0850390509449284e-08
1977,1.1224653495567338e-07,6.934602475583418e-08
1978,1.6039596673067535e-07,6.118808770771977e-08
1979,1.5098090688780985e-07,5.383815493420485e-08
1980,1.216622216304586e-07,4.2638630515234865e-08
1981,1.6383172685152658e-07,4.1748627666038374e-08
1982,1.5022155874788723e-07,5.58675191664193e-08
1983,1.187279430325816e-07,5.873243824616736e-08
1984,1.3743650351116798e-07,4.697196792635694e-08
1985,1.4437339146411432e-07,4.0905795084533736e-08
1986,1.6544779901650486e-07,4.136195141946075e-08
1987,1.240495812737663e-07,4.644220796823362e-08
1988,1.2412866090549812e-07,4.137622156008547e-08
1989,1.4543523807475367e-07,6.036934374620273e-08
1990,1.2041518981931176e-07,3.923028618624258e-08
1991,1.4243361112775688e-07,4.630557476348329e-08
1992,1.371976168229594e-07,4.242657170028252e-08
1993,1.2407824367954845e-07,4.5421501226883265e-08
1994,1.6563269689129356e-07,5.7496698735448604e-08
1995,1.3773024765129094e-07,4.554858684668872e-08
1996,1.361213541883899e-07,4.697521260865756e-08
1997,1.601494759029265e-07,4.794894636894753e-08
1998,1.2540179206155244e-07,5.5310298230359933e-08
1999,1.4441835149980875e-07,3.5647568286112374e-08
2000,1.387261896468317e-07,5.5667195408837244e-08
2001,1.3494132655722524e-07,3.592593600387772e-08
2002,1.6648641398830932e-07,5.038404837787169e-08
2003,1.4709237827759125e-07,4.0835844483666506e-08
2004,1.33465172691416e-07,5.109557826843414e-08
2005,1.4231848943779823e-07,5.584649487300197e-08
2006,1.519501351410213e-07,4.941467945940303e-08
2007,1.5498580863138045e-07,4.713485637908299e-08
2008,1.443272097390036e-07,6.215862152769702e-08
2009,1.6450263817802124e-07,5.483421272600708e-08
2010,1.8989648076228605e-07,8.833493136961579e-08
2011,2.1643681336058762e-07,1.0515923237752745e-07
2012,2.6553170151544236e-07,1.2663819681790756e-07
2013,2.870009616628977e-07,1.2718410791201507e-07
2014,3.116075495412929e-07,1.28194359128031e-07
2015,3.0012432183923465e-07,1.2257661907710826e-07
2016,3.071797376463792e-07,1.0729541233267526e-07
2017,3.3684035649628186e-07,1.232649595728219e-07
2018,3.229414868854974e-07,1.20812642112611e-07
2019,2.9770026799269544e-07,1.007640169081725e-07
