year,ses_DET août_NOUN,ses_DET gouttes_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,6.667310969987739e-08
1802,0.0,2.9091921760482364e-08
1803,0.0,7.801356893821776e-09
1804,0.0,4.943701892301533e-09
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-08,1.0950342410609437e-07
1807,0.0,1.1387820464392462e-08
1808,6.798221985349073e-09,9.064295980465431e-09
1809,0.0,4.518061036407062e-09
1810,2.3401267590372754e-09,2.8081521108447305e-08
1811,7.521229861140455e-09,1.504245972228091e-08
1812,8.00162425207418e-09,3.467370746079723e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,4.045835311217161e-08
1816,0.0,1.8540831092650478e-08
1817,0.0,3.269434145636296e-08
1818,0.0,4.410835785506606e-08
1819,0.0,1.656168058250529e-08
1820,0.0,5.814575754214957e-08
1821,0.0,7.198886464721e-08
1822,1.0025615893027862e-09,1.9148926355683216e-07
1823,0.0,2.1544258022032636e-07
1824,0.0,1.5494847893648966e-07
1825,0.0,1.1094858365368054e-07
1826,0.0,1.056958154332932e-08
1827,0.0,2.3043183361437514e-08
1828,9.172301251858528e-10,1.0089530988466322e-08
1829,8.57317605795771e-10,1.3717081692732336e-08
1830,0.0,3.339787468803479e-08
1831,0.0,1.5591206548037917e-08
1832,1.3529969367098715e-09,1.7588959622116818e-08
1833,0.0,3.1275796175123105e-08
1834,2.8003592777992026e-09,3.827157613045529e-08
1835,7.563087933704082e-10,4.764745398233572e-08
1836,0.0,9.409050250042128e-08
1837,0.0,1.3219992922586243e-07
1838,0.0,1.2119351122663602e-07
1839,6.9914751765765e-10,6.50207212515852e-08
1840,0.0,1.7198159341091923e-08
1841,6.420548537278137e-10,2.8892468861840825e-08
1842,6.708265054555795e-10,6.842430622100437e-08
1843,0.0,2.067418880535854e-08
1844,0.0,9.879410178825765e-09
1845,7.254296274794569e-09,4.3525776760589e-08
1846,1.1709002656346001e-09,2.751615646445771e-08
1847,0.0,2.8584086209093584e-08
1848,8.045221711050488e-10,4.022610816667438e-08
1849,1.005529792763582e-08,2.0948537349241292e-08
1850,3.394498016007219e-09,9.97982443351475e-08
1851,1.2898877521649865e-09,6.900899451878217e-08
1852,1.9531636308300904e-09,3.2552726736412296e-08
1853,5.971931837933653e-10,5.4344579947240845e-08
1854,0.0,5.715230888547751e-08
1855,0.0,5.200798369742188e-08
1856,2.0708756931497874e-09,1.6049285789243584e-08
1857,4.881508974818871e-09,5.369660011078636e-08
1858,0.0,4.697929062436046e-08
1859,0.0,3.81912985680799e-08
1860,0.0,3.570203332969868e-08
1861,0.0,1.9807046947040163e-08
1862,0.0,6.415540815263299e-08
1863,0.0,3.49623441309177e-08
1864,0.0,8.390774153266278e-08
1865,4.706844358715045e-10,2.5416959203994338e-08
1866,4.865612912574591e-10,6.47126512376417e-08
1867,0.0,5.920430012906763e-08
1868,0.0,5.335063946176888e-08
1869,0.0,2.6859355739539126e-08
1870,5.734048791339319e-10,2.6376625328339287e-08
1871,0.0,3.292564887402705e-08
1872,2.4189357183956872e-09,3.5679303067581714e-08
1873,5.986004469882289e-10,2.8732820567256567e-08
1874,5.974609140757536e-10,2.3898437007119355e-08
1875,0.0,4.4627910256167524e-08
1876,0.0,2.0556450763820067e-08
1877,0.0,3.896433975469904e-08
1878,0.0,2.5968081018845623e-08
1879,0.0,2.3826368433788048e-08
1880,6.417846254436199e-10,4.1074216028391675e-08
1881,0.0,2.022027217885025e-08
1882,0.0,1.9966154951589488e-08
1883,4.423537092179686e-09,7.835980397885578e-08
1884,0.0,1.7164412113856997e-08
1885,6.445635691854079e-10,1.8692343672910283e-08
1886,0.0,3.678474314039448e-08
1887,1.3057849246322917e-09,3.525619224342691e-08
1888,0.0,3.233713341543876e-08
1889,0.0,3.821733329800736e-08
1890,5.898947663673937e-09,2.1629475099871343e-08
1891,0.0,5.418086956865409e-08
1892,0.0,4.2625885043889866e-08
1893,6.158416554491453e-10,3.4487133149241345e-08
1894,2.520615716150587e-09,1.8274463275957942e-08
1895,0.0,2.7083764564395096e-08
1896,5.89702897624278e-10,3.892039046604623e-08
1897,1.7480140668268973e-09,1.7480140002135158e-08
1898,0.0,2.772593887812036e-08
1899,1.1055156790007459e-09,2.1004797901014172e-08
1900,5.191053142894475e-10,3.0627212765921286e-08
1901,0.0,2.4031576728589243e-08
1902,4.910283846193408e-10,2.2096276808269977e-08
1903,0.0,2.2680925582108102e-08
1904,0.0,1.7736262236667244e-08
1905,0.0,3.612531429553201e-08
1906,1.0288369045596824e-09,2.983626856689625e-08
1907,0.0,3.239991386294605e-08
1908,0.0,2.6030361865991836e-08
1909,0.0,3.905698164885507e-08
1910,0.0,2.6186338430989053e-08
1911,0.0,4.096687944432631e-08
1912,5.209421227725386e-10,4.115442742147479e-08
1913,0.0,3.553003224965323e-08
1914,1.3393487430235496e-09,3.080502253283157e-08
1915,1.1780761921542648e-09,5.183535289887686e-08
1916,0.0,3.296238504368887e-08
1917,0.0,2.1932848093264568e-08
1918,1.1486376294556067e-09,3.790504266021344e-08
1919,0.0,2.9465114792515124e-08
1920,0.0,4.543339127138779e-08
1921,0.0,4.316466117870732e-08
1922,0.0,4.795658004042025e-08
1923,1.0615948120573648e-09,2.653987074552333e-08
1924,1.289162443462999e-09,3.996403541428606e-08
1925,0.0,3.95934391939079e-08
1926,0.0,3.009457361091705e-08
1927,1.1149224876660924e-09,3.7907363026334906e-08
1928,1.1426041224282812e-09,3.313552077166548e-08
1929,0.0,3.676334259239411e-08
1930,0.0,3.991369368350206e-08
1931,0.0,2.2810713318222042e-08
1932,0.0,3.3974561830518724e-08
1933,0.0,3.785318369864399e-08
1934,0.0,1.5576054224197833e-08
1935,0.0,2.6330225111337313e-08
1936,1.2124714565686645e-09,3.6374142808881516e-08
1937,0.0,1.888667711114067e-08
1938,0.0,2.463390735840676e-08
1939,0.0,2.7529290846928234e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,4.8547388331598995e-08
1943,0.0,4.3548528338988035e-08
1944,0.0,1.927911696952833e-08
1945,0.0,4.357008043243127e-08
1946,0.0,3.7586982415405146e-08
1947,0.0,2.145756705651536e-08
1948,0.0,4.2400363886585524e-08
1949,0.0,1.3743811422273211e-08
1950,0.0,2.9779012811204097e-08
1951,0.0,3.6248767543156646e-08
1952,0.0,1.7926167217297007e-08
1953,0.0,2.2625037843226892e-08
1954,0.0,4.299915956629263e-08
1955,0.0,2.1586897602787758e-08
1956,0.0,2.3547081839936368e-08
1957,0.0,3.9757669878515145e-08
1958,0.0,2.8125628048769613e-08
1959,0.0,2.4027317579999874e-08
1960,0.0,3.0451666577224756e-08
1961,0.0,3.2656349402415685e-08
1962,0.0,2.853880404218856e-08
1963,0.0,3.8796319823397596e-08
1964,0.0,3.8329002083337116e-08
1965,0.0,3.064344211711756e-08
1966,0.0,2.7695373772118614e-08
1967,0.0,3.451235031093347e-08
1968,4.4914158503495116e-10,4.401587561098097e-08
1969,0.0,2.5433842920641325e-08
1970,4.5987250119061684e-10,3.357069289222636e-08
1971,0.0,3.545494275947192e-08
1972,0.0,2.5650734147841803e-08
