year,des_DET août_NOUN,des_DET gouttes_NOUN
1951,2.1322803522849654e-09,7.516288036413243e-07
1952,3.1634410646574906e-09,7.750431183506379e-07
1953,0.0,7.703286835081258e-07
1954,0.0,8.404380906767983e-07
1955,0.0,7.264460410993934e-07
1956,0.0,8.206593968829168e-07
1957,8.835037701437898e-10,7.598132548136682e-07
1958,0.0,7.436746742861544e-07
1959,1.5501495642666896e-09,7.169441929022469e-07
1960,6.920833350854139e-10,7.758254056966507e-07
1961,0.0,7.031537165858026e-07
1962,0.0,7.439115073393232e-07
1963,1.2932106496776896e-09,7.403630748470391e-07
1964,6.083968329129164e-10,7.471112900558907e-07
1965,1.0944086747954884e-09,6.801750096485648e-07
1966,0.0,7.272805369051838e-07
1967,4.930335584241163e-10,6.843305955239742e-07
1968,0.0,6.997625736360202e-07
1969,0.0,5.854325814680372e-07
1970,0.0,5.490877708069775e-07
1971,0.0,6.09413916885515e-07
1972,5.130146862875051e-10,5.130146942811109e-07
1973,5.513203782392395e-10,5.695139467243315e-07
1974,0.0,5.057388863249912e-07
1975,0.0,4.78622040667176e-07
1976,0.0,4.6279566290330365e-07
1977,0.0,4.7660700719376337e-07
1978,0.0,5.429700407066917e-07
1979,0.0,4.763506297189579e-07
1980,0.0,5.019987909804513e-07
1981,0.0,5.787877910279349e-07
1982,6.207502289967692e-10,4.76115416092604e-07
1983,0.0,4.970153888450568e-07
1984,5.799008495621649e-10,5.364082765746403e-07
1985,0.0,4.974866372187137e-07
1986,5.994485463567401e-10,5.113296168701709e-07
1987,0.0,4.6381100560211053e-07
1988,0.0,5.258977821553934e-07
1989,0.0,4.944798197570321e-07
1990,5.44865097484859e-10,5.056348029164326e-07
1991,0.0,5.029137183365506e-07
1992,0.0,5.328115924019272e-07
1993,0.0,4.6695519317907497e-07
1994,5.274926606624319e-10,5.185252893724623e-07
1995,1.0844901643380922e-09,5.384493775295596e-07
1996,0.0,4.670830779929247e-07
1997,0.0,5.346307381248749e-07
1998,0.0,4.782433693506505e-07
1999,0.0,4.867264196128929e-07
2000,0.0,5.226531191171446e-07
2001,1.3143635346768434e-09,5.055918366192458e-07
2002,8.76244299341522e-10,5.358233978181026e-07
2003,1.2500769308587678e-09,5.908696518730494e-07
2004,4.404791253964646e-10,4.792412851006844e-07
2005,4.5037495954858286e-10,5.931438329387362e-07
2006,4.1178899179428186e-10,5.937996974125781e-07
2007,7.988958938831558e-10,6.758659396588484e-07
2008,4.257439678578834e-10,7.859233526197329e-07
2009,0.0,8.353873162114667e-07
2010,0.0,1.1063123215859783e-06
2011,0.0,1.3613340401341656e-06
2012,0.0,1.6548072210298415e-06
2013,2.789125042035323e-10,1.7987067053581995e-06
2014,0.0,1.8655310008997006e-06
2015,0.0,1.7976425945587238e-06
2016,0.0,1.7772097680723853e-06
2017,7.54683426862357e-10,1.8205479364041821e-06
2018,0.0,2.0636244515426228e-06
2019,1.02039510174734e-09,1.8900267801380544e-06
