year,deux_DET amas_NOUN,deux_DET gamma_NOUN
1896,7.84304847734063e-08,7.076434549446731e-09
1897,5.943247982642674e-08,1.1653427112179315e-09
1898,6.224190418624431e-08,0.0
1899,4.698441813388854e-08,0.0
1900,7.786580002999699e-08,1.038210628578895e-09
1901,8.159558761988706e-08,0.0
1902,6.137854668963882e-08,4.910283846193408e-10
1903,6.37226000854696e-08,2.7001101354784396e-09
1904,8.868131828876358e-08,5.374625189347171e-10
1905,1.021830287051273e-07,1.5482277682110634e-09
1906,5.5042774782521064e-08,0.0
1907,5.19427174050513e-08,0.0
1908,5.402527891718023e-08,0.0
1909,5.2809443651380406e-08,0.0
1910,5.183826079502296e-08,0.0
1911,6.065226421103631e-08,0.0
1912,4.948950049765699e-08,0.0
1913,6.681766850924475e-08,0.0
1914,5.6252648761301316e-08,0.0
1915,2.3561523843085297e-08,0.0
1916,2.7468654906215306e-08,0.0
1917,1.6449636319748606e-08,0.0
1918,4.9391417178412667e-08,0.0
1919,2.2098836538475553e-08,0.0
1920,4.1647274073852714e-08,0.0
1921,4.543648302046677e-08,0.0
1922,4.869437270071941e-08,0.0
1923,2.653987074552333e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,3.409435000989447e-08,0.0
1926,1.0477370349093462e-07,0.0
1927,6.68953474836087e-08,0.0
1928,6.969884935870141e-08,0.0
1929,3.3421218459395163e-08,0.0
1930,5.882018072611572e-08,0.0
1931,6.386999729102172e-08,0.0
1932,6.356531490059325e-08,0.0
1933,5.1617981000617874e-08,1.1470662197865522e-09
1934,3.9539214569117576e-08,0.0
1935,6.821921960664667e-08,0.0
1936,6.183604739362636e-08,0.0
1937,2.7700460369928237e-08,0.0
1938,1.633617081608918e-07,0.0
1939,4.282334220562234e-08,0.0
1940,4.057252667166722e-08,0.0
1941,3.836953510472085e-08,0.0
1942,8.192371581117186e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,4.177142187700156e-08,0.0
1945,2.178504132643866e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,3.337843779149807e-08,0.0
1948,1.0654449922320453e-07,0.0
1949,3.141442661558358e-08,0.0
1950,1.808011518278363e-08,3.190608444114673e-09
1951,3.731490494374157e-08,3.1984206394497505e-09
1952,3.901577316778315e-08,3.1634410646574906e-09
1953,6.033343469269425e-08,1.0773827385790469e-09
1954,5.0817187791096785e-08,0.0
1955,4.6928039232341234e-08,2.815682353940474e-09
1956,7.064124929456739e-08,1.744228317335228e-09
1957,7.863183526524153e-08,5.301022731885041e-09
1958,6.038737776492553e-08,8.272243445794913e-10
1959,4.4954337141689393e-08,7.750747821333448e-10
1960,4.0140834878243936e-08,6.920833350854139e-10
1961,5.072156206153977e-08,4.16889545107324e-09
1962,5.7077608861533236e-08,0.0
1963,4.590897839662489e-08,0.0
1964,5.4755716405452404e-08,0.0
1965,3.173785262378104e-08,5.472043373977442e-10
1966,3.2680540162921545e-08,0.0
1967,4.486605265086041e-08,4.930335584241163e-10
1968,3.233819340087152e-08,0.0
1969,4.042164292172856e-08,0.0
1970,1.563566556783691e-08,0.0
1971,2.2608948047064814e-08,2.0553589941130213e-09
1972,2.3598675014113724e-08,5.130146862875051e-10
1973,3.6387146629124345e-08,5.513203782392395e-10
1974,2.3627401424253236e-08,0.0
1975,2.513051278185685e-08,0.0
1976,2.513951891103261e-08,5.713526873840635e-10
1977,2.938390863960194e-08,1.1753563677885381e-09
1978,2.435642465492549e-08,5.940591352171509e-10
1979,2.867466875056124e-08,0.0
1980,2.728872350310496e-08,0.0
1981,2.024175915771309e-08,0.0
1982,1.4898005940011672e-08,6.207502289967692e-10
1983,2.5261264635645375e-08,0.0
1984,2.087642975157067e-08,0.0
1985,1.5038894574104233e-08,0.0
1986,2.158014755782034e-08,5.994485463567401e-10
1987,1.4665960224036212e-08,0.0
1988,1.9188971966954682e-08,0.0
1989,2.250130082259716e-08,0.0
1990,1.852541386959672e-08,0.0
1991,1.934283444526841e-08,0.0
1992,2.479474825456407e-08,5.509944167592096e-10
1993,3.15734827172065e-08,0.0
1994,2.4264662945583382e-08,5.274926606624319e-10
1995,1.1929391474652107e-08,0.0
1996,7.473329066698398e-09,0.0
1997,1.6782131240233866e-08,0.0
1998,6.675380914700213e-09,4.768129224785866e-10
1999,1.0511462728013399e-08,4.570201161957499e-10
2000,1.2370487856294687e-08,0.0
2001,1.796296889011728e-08,2.6287270138425356e-09
2002,9.200564976552528e-09,0.0
2003,1.583430675466957e-08,2.9168460979889232e-09
2004,1.189293641346012e-08,4.404791253964646e-10
2005,5.85487458515388e-09,0.0
2006,8.235780224463696e-09,0.0
2007,1.0385646481703148e-08,3.994479469415779e-10
2008,1.2772319285536682e-08,0.0
2009,6.675469732542183e-09,0.0
2010,9.447585658239888e-09,0.0
2011,9.177532511728259e-09,0.0
2012,1.0893608487494433e-08,3.404252713057332e-10
2013,9.204113027294625e-09,2.789125042035323e-10
2014,1.0177592019156023e-08,2.1654451842767486e-10
2015,1.2412821881468972e-08,0.0
2016,1.3049442526558153e-08,0.0
2017,1.2326495657521974e-08,5.031222660711876e-10
2018,1.6005093694815287e-08,0.0
2019,9.94885246408117e-09,0.0
