year,autres_ADJ ans_NOUN,autres_ADJ gants_NOUN
1853,2.9859659189668264e-09,2.9859659189668264e-09
1854,9.352195906586758e-09,5.195664454227256e-10
1855,1.3798036491152743e-08,5.306937111981824e-10
1856,3.624032518523279e-09,2.5885946719483854e-09
1857,7.322263795295214e-09,3.905207268672939e-09
1858,1.468102750479261e-09,1.468102750479261e-09
1859,8.147477359443656e-09,6.110608019582742e-09
1860,8.238931398230065e-09,7.323494255473406e-09
1861,7.545542080045209e-09,7.545541969022906e-09
1862,1.445755604123633e-08,1.3553959066214816e-09
1863,6.493007298491449e-09,2.9967726078439227e-09
1864,9.109982990196386e-09,2.3973640850272204e-09
1865,6.589581991178761e-09,2.3534221238463715e-09
1866,4.865612801552288e-09,3.4059290943133647e-09
1867,9.220341823379385e-09,1.94112459439566e-09
1868,6.9158236915001225e-09,1.4819622196071691e-09
1869,9.767038733343725e-09,0.0
1870,4.013834153937523e-09,5.734048791339319e-09
1871,3.18635318130589e-09,1.0621177271019633e-09
1872,3.0236697590169115e-09,3.0236697590169115e-09
1873,4.1902030178953e-09,1.1972008939764578e-09
1874,9.559374625212058e-09,2.9873046258899194e-09
1875,5.149374426860476e-09,2.8607636259891933e-09
1876,9.06902175579205e-09,9.069021977836655e-09
1877,1.0514186854493346e-08,8.040260901509555e-09
1878,6.039088784604019e-09,1.3889904337816006e-08
1879,1.649517855639715e-08,4.27652757650776e-09
1880,1.4761046163158653e-08,6.417846254436199e-10
1881,6.275256869692214e-09,0.0
1882,5.324307883469714e-09,6.655385131892899e-09
1883,6.319339107552224e-09,6.319338941018771e-10
1884,3.9610181801208455e-09,6.601696966868076e-10
1885,7.734762830224895e-09,7.7347630522695e-09
1886,3.2267319372003556e-09,3.2267319927115068e-09
1887,5.223139754040318e-09,2.6115698492645834e-09
1888,2.53624587998047e-09,6.340614699951175e-10
1889,3.132568371366773e-09,2.5060546970934183e-09
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,3.1871101313640793e-09,7.0116419337296065e-09
1892,1.0656470816883257e-08,0.0
1893,8.621783287310336e-09,3.079208221734575e-09
1894,6.301539290376468e-09,4.411077725308132e-09
1895,3.611168697403855e-09,0.0
1896,4.717623180994224e-09,5.89702897624278e-10
1897,5.244042311502994e-09,5.826713334045053e-09
1898,2.26334195829736e-09,5.092519295146758e-09
1899,4.9748205555033564e-09,2.2110313580014918e-09
1900,3.6337372000261325e-09,2.5955265714472375e-09
1901,2.794369402536745e-09,1.1177477832191585e-09
1902,1.178468167495339e-08,2.9461704187383475e-09
1903,4.860198243861191e-09,4.860198465905796e-09
1904,7.524475265086039e-09,5.374625189347171e-10
1905,6.708986810544104e-09,0.0
1906,5.144184633820714e-09,0.0
1907,4.6285588695127444e-09,0.0
1908,3.929111258571538e-09,1.4734167219643268e-09
1909,5.5009836685826485e-09,2.7504918342913243e-09
1910,6.412980702030779e-09,5.878565634276356e-09
1911,7.44852390877071e-09,2.6601871816467337e-09
1912,1.5107321338359014e-08,1.5628263128064646e-09
1913,9.015082513830208e-09,7.954484182448596e-09
1914,5.357394972094198e-09,2.678697486047099e-09
1915,2.3561523843085297e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,6.579854550103903e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,0.0
1919,5.524709134618888e-09,3.6831393490643904e-09
1920,1.514446346106979e-09,7.572231730534895e-10
1921,3.7863738810983705e-09,4.543648568500203e-09
1922,5.902348387820666e-09,0.0
1923,1.5923922180860473e-08,5.307974060286824e-09
1924,3.867487330388997e-09,3.867487219366694e-09
1925,8.798542117105512e-09,0.0
1926,4.458455382660986e-09,6.687683296036084e-09
1927,4.4596899506643695e-09,4.4596899506643695e-09
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,3.1510810627466412e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,0.0
1932,6.575721966939341e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,9.585264137967897e-09,0.0
1935,3.590485242455088e-09,0.0
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,3.0429395447839624e-08,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.0728784083369192e-08,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,1.2762433776458693e-08,0.0
1951,7.462981121975076e-09,7.462981344019681e-09
1952,1.2653764702719172e-08,2.1089607837865287e-09
1953,8.619062019654677e-09,4.3095309543161875e-09
1954,9.772535891627854e-09,9.772536113672459e-10
1955,6.569925492527773e-09,9.385607846468247e-10
1956,5.232684952005684e-09,0.0
1957,1.3252556385623393e-08,0.0
1958,3.3088974338291166e-09,1.6544487113634432e-08
1959,2.3252243464000344e-09,5.4255236969780185e-09
1960,8.305000021024966e-09,0.0
1961,9.727423089245235e-09,4.16889545107324e-09
1962,3.170978202238217e-09,1.2683912808952869e-09
1963,3.233026624194224e-09,1.2932106496776896e-09
1964,3.0419841645645818e-09,6.083968440151466e-09
1965,9.84967779560364e-09,5.472043373977442e-10
1966,7.20079718075084e-09,2.769537488234164e-09
1967,7.395503320850594e-09,2.4651677366094304e-09
1968,1.2575964603023237e-08,2.694849510209707e-09
1969,9.991866833924945e-09,1.3625273409534344e-09
1970,7.81783243697376e-09,1.2876430144359574e-08
1971,4.110718099248345e-09,4.624557625731995e-09
1972,5.643161493651405e-09,3.0780881177250308e-09
1973,2.756601946707349e-09,1.6539611347177186e-09
1974,3.937900283634832e-09,1.1251143350321513e-09
1975,4.569184142155791e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,0.0,2.3507127910882275e-09
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,6.437170796402825e-09,3.5111840102075575e-09
1980,5.1166357817322705e-09,5.6851505725319385e-09
1981,3.795329828193417e-09,0.0
1982,4.345251602977385e-09,0.0
1983,6.315316269933646e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,2.319603453759811e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,5.488122289953878e-09,2.7440609784434855e-09
1990,5.9935161278446e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,2.344586136349136e-09
1992,3.3059665005552574e-09,4.407955445095979e-09
1993,3.323524566667402e-09,2.2156829704300662e-09
1994,1.5824779819872958e-09,5.274926495602017e-09
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,3.736664311304594e-09,5.338092190498855e-10
1997,8.151320507465698e-09,7.671831170341648e-09
1998,4.7681290027412615e-09,1.7165264432073002e-08
1999,3.1991408688814005e-09,2.5136105558098976e-08
2000,3.97622823555821e-09,1.7672125429690766e-08
2001,1.3143635069212678e-09,1.4896120059670892e-08
2002,2.190610692842654e-09,1.5334275182965484e-08
2003,2.083461403401543e-09,5.416999848684156e-09
2004,5.726228824443069e-09,2.2023955992267474e-09
2005,9.007499190971657e-10,2.251874686720612e-09
2006,4.11788997345397e-09,1.6471559671771274e-09
2007,7.988958938831558e-10,4.393927444112933e-09
2008,1.2772318758180745e-09,3.8316958494988285e-09
2009,9.53638501499654e-10,9.53638501499654e-10
2010,4.723793023408973e-10,4.723792912386671e-09
2011,1.911985902935953e-09,4.971163480860241e-09
2012,6.808505426114664e-10,8.851056776393307e-09
2013,1.6734750252211938e-09,8.367375237128272e-09
2014,8.661780737106994e-10,5.413613113347537e-09
2015,1.329945265027277e-09,8.422986225165019e-09
2016,8.285360175719347e-10,3.935546111222266e-09
2017,1.509366853724714e-09,4.528100561174142e-09
2018,1.5488800242380307e-09,8.26069346260283e-09
2019,2.04079020349468e-09,7.652963596171958e-09
