year,quelques_DET os_NOUN,quelques_DET gosses_NOUN
1872,2.660829387934882e-07,0.0
1873,2.957086273625009e-07,0.0
1874,2.2763260565383803e-07,0.0
1875,1.6592429119555163e-07,0.0
1876,2.708614665891673e-07,0.0
1877,1.5400191166747845e-07,0.0
1878,1.872117492141001e-07,0.0
1879,1.8022508996295983e-07,0.0
1880,2.0537107481288785e-07,0.0
1881,1.8965220593969434e-07,0.0
1882,1.5839815858953443e-07,0.0
1883,1.6493474674916797e-07,0.0
1884,1.425966527079936e-07,0.0
1885,2.4815697585722774e-07,0.0
1886,1.1938908328623654e-07,0.0
1887,1.886859166688737e-07,0.0
1888,2.637695768470394e-07,0.0
1889,1.8983364924451962e-07,0.0
1890,2.1760563351236328e-07,0.0
1891,1.6381745737703568e-07,0.0
1892,1.5295170285867243e-07,0.0
1893,1.404119007730742e-07,0.0
1894,1.1090709417516109e-07,0.0
1895,1.1977042824184991e-07,0.0
1896,2.0167838954421313e-07,1.179405795248556e-09
1897,1.270223495275502e-07,0.0
1898,1.1090375551248144e-07,0.0
1899,1.0004916717321066e-07,0.0
1900,1.3704380918966308e-07,0.0
1901,1.3133536258536083e-07,5.588738916095792e-10
1902,1.266853217885e-07,0.0
1903,1.5876647907475672e-07,0.0
1904,1.3974025403484802e-07,0.0
1905,1.4501733325289479e-07,0.0
1906,1.5329670155495023e-07,0.0
1907,1.5222815719084792e-07,0.0
1908,1.5176192569299474e-07,0.0
1909,1.4632616540666277e-07,0.0
1910,1.587212761222645e-07,0.0
1911,1.4045787199989945e-07,0.0
1912,1.3857059855126863e-07,1.0418842455450772e-09
1913,1.2408995608836904e-07,5.30298971401777e-10
1914,1.714366462124417e-07,5.357394972094198e-09
1915,3.015875176259897e-07,0.0
1916,6.922101336570563e-08,9.888715624128963e-09
1917,7.347504293875318e-08,4.386569774084137e-09
1918,8.385055050297296e-08,2.2972752589112133e-09
1919,8.655377303767864e-08,0.0
1920,1.1964126045427292e-07,4.543339038320937e-09
1921,1.0980483722278223e-07,2.2718242842501013e-09
1922,7.599273388336769e-08,0.0
1923,1.0722107557370464e-07,2.1231896241147297e-09
1924,1.0313299636521833e-07,1.289162443462999e-09
1925,8.798542383559038e-08,0.0
1926,1.0923215931768482e-07,3.343841648018042e-09
1927,9.47684135610416e-08,1.1149224876660924e-09
1928,1.016917652307825e-07,1.1426041224282812e-09
1929,8.800921080798219e-08,6.684243825105796e-09
1930,7.247486522032887e-08,3.1510811737689437e-09
1931,1.1063195870519849e-07,5.7026783295555106e-09
1932,6.246935990716906e-08,2.1919073223131136e-09
1933,9.176529935928102e-08,4.588264879146209e-09
1934,1.4737343434489958e-07,1.1981580172459871e-09
1935,1.1848601122466107e-07,5.98414207075848e-09
1936,7.274828961456592e-08,4.849885826274658e-09
1937,8.687871666523961e-08,5.0364472592434595e-09
1938,9.46460669837279e-08,0.0
1939,1.0858776100519663e-07,6.117620188206274e-09
1940,6.593035628554844e-08,5.0715658339584024e-09
1941,9.739958617416278e-08,8.854507793643052e-09
1942,8.49579278039414e-08,0.0
1943,1.1903264240942235e-07,5.806470415592457e-09
1944,1.670856821789357e-07,6.4263723231761105e-09
1945,1.4813827142745595e-07,1.3071024262956144e-08
1946,1.823664685929316e-07,1.5313215584455975e-08
1947,8.702235554380877e-08,7.152522574216391e-09
1948,1.174163912764925e-07,9.784699273041042e-09
1949,8.442627041915785e-08,1.9634016634739737e-09
1950,9.67817888053446e-08,3.190608444114673e-09
1951,9.382033283600322e-08,7.462981344019681e-09
1952,2.172229622843247e-07,7.381362632230548e-09
1953,1.960836613079664e-07,2.0470272588113403e-08
1954,1.0261163163605147e-07,1.07497895029951e-08
1955,1.1262729504579738e-07,1.407841132561316e-08
1956,8.023450215333128e-08,6.976913491385517e-09
1957,1.1838950708664697e-07,8.8350378124602e-09
1958,5.956015397545755e-08,1.2408365002158916e-08
1959,9.610927631520383e-08,1.007597205671118e-08
1960,6.436374899720931e-08,2.0070416439921246e-08
1961,9.171569992361128e-08,8.33779090214648e-09
1962,1.0781325876507708e-07,1.3318108615933966e-08
1963,9.375776954811954e-08,5.819447590482696e-09
1964,8.274197105251346e-08,4.258777719368112e-09
1965,9.193032912691024e-08,7.660860834590721e-09
1966,1.1133540489538518e-07,9.970334335918096e-09
1967,8.628087000417395e-08,7.888536823763559e-09
1968,8.264205053620799e-08,5.838840411165336e-09
1969,1.149064736694072e-07,4.541757636644661e-09
1970,7.31197253855953e-08,4.59872506741732e-09
1971,1.16641620362401e-07,1.2332153964678128e-08
1972,1.0003786243828472e-07,7.695220349823728e-09
1973,7.49795727728042e-08,7.718485517393958e-09
1974,9.844750747944886e-08,7.313243344242437e-09
1975,9.652401633530872e-08,1.028066431985053e-08
1976,1.0284348395117604e-07,1.314111175432231e-08
1977,9.814225876425553e-08,8.815173035969792e-09
1978,9.26732277584108e-08,8.910886917234961e-09
1979,9.53871635012149e-08,5.851973350345929e-09
1980,9.096241360140311e-08,6.253665807420816e-09
1981,1.1259478149838742e-07,9.488324348438937e-09
1982,7.635227650126808e-08,6.207502400989995e-09
1983,1.048342470610919e-07,6.946847541655643e-09
1984,7.596701223633318e-08,4.639206629963866e-09
1985,8.542092233554399e-08,1.0226448576844405e-08
1986,1.1269632427257648e-07,1.258841941798039e-08
1987,9.28844188230471e-08,9.166225556356267e-09
1988,1.1273521405286147e-07,4.797243047249822e-09
1989,9.659094768466048e-08,9.878620144121442e-09
1990,8.772328019546194e-08,9.807571865749765e-09
1991,5.9200798485647965e-08,6.447611888837912e-09
1992,9.58730299593924e-08,7.713921723606632e-09
1993,9.361260566720375e-08,1.2740177357528637e-08
1994,8.598130474268828e-08,1.4242301560329906e-08
1995,8.079451596643139e-08,8.675921314704738e-09
1996,8.434185971850638e-08,3.736664533349199e-09
1997,6.856699119595078e-08,1.6302641014931396e-08
1998,8.058138023514516e-08,7.629006648635084e-09
1999,9.963038483107312e-08,2.285100553223174e-09
2000,6.936309615568348e-08,9.719669291641253e-09
2001,7.40424779266391e-08,9.638665865452367e-09
2002,7.404264579236042e-08,7.009954283709874e-09
2003,1.0959007212818506e-07,9.167230530238157e-09
2004,7.576241234374947e-08,1.1452457648886138e-08
2005,7.205999441595168e-08,9.457873928475635e-09
2006,8.153421782175485e-08,7.412201852297073e-09
2007,6.191443180370015e-08,3.5950314947186257e-09
2008,7.024775428021712e-08,7.237647259294988e-09
2009,8.153609432071107e-08,9.059565764246713e-09
2010,8.172162146991013e-08,1.133710347822614e-08
2011,7.686183334243424e-08,1.1471915639660324e-08
2012,9.565950120915545e-08,2.7574446281874998e-08
2013,1.0040850506598531e-07,1.5340187786705428e-08
2014,9.48465004313448e-08,2.3819896277643693e-08
2015,1.1193705429235479e-07,1.884089106951592e-08
2016,1.2655887760004703e-07,1.6570720795527905e-08
2017,9.383230059611947e-08,1.7106156935398076e-08
2018,1.0738901323747996e-07,1.626324053205508e-08
2019,9.642733767023515e-08,1.19896426120647e-08
