year,ses_DET airs_NOUN,ses_DET guerres_NOUN
1919,3.020174208501203e-07,3.370072632069565e-07
1920,3.150048288880214e-07,2.4912642304641963e-07
1921,3.5819095334233e-07,2.741334449440913e-07
1922,4.124265977623054e-07,2.34618347139115e-07
1923,3.290944050604594e-07,2.9300018056233057e-07
1924,3.3518223752082577e-07,2.500975279096096e-07
1925,3.4534278370301763e-07,2.5625754984659466e-07
1926,3.1655033794208975e-07,2.831119119139913e-07
1927,4.5934807424430346e-07,2.6646648643158244e-07
1928,3.462090392147843e-07,2.6622675264320605e-07
1929,4.3558989482050947e-07,2.9744885132743093e-07
1930,3.256117029337702e-07,3.1930954413894597e-07
1931,3.0110142468231516e-07,2.9539874635275964e-07
1932,3.1015487511609763e-07,2.7179651196362897e-07
1933,3.131490657892755e-07,2.775900291851485e-07
1934,3.6783452550537277e-07,2.9594503558882934e-07
1935,3.0638806425287157e-07,3.004039363929678e-07
1936,4.510393734058482e-07,3.746536867410555e-07
1937,2.8455927836290584e-07,3.613650911837851e-07
1938,2.917173134164841e-07,2.631938613717466e-07
1939,2.309401638811437e-07,2.9976340254478373e-07
1940,2.535782828161359e-07,3.0936551631555176e-07
1941,3.128592642731576e-07,3.3647130992520147e-07
1942,3.0948960283438964e-07,3.0342116996706636e-07
1943,3.01936453617202e-07,3.077429395759168e-07
1944,3.148922420592726e-07,4.4663288356616704e-07
1945,3.2895411239408645e-07,4.1609428036437635e-07
1946,4.051041377906017e-07,3.076564132342696e-07
1947,3.540498747511833e-07,2.5987499530089053e-07
1948,4.163933002843123e-07,2.891922163961169e-07
1949,3.1218087470641365e-07,2.6309583445183193e-07
1950,2.690746514488751e-07,2.8396416240639155e-07
1951,2.825271465667356e-07,2.345508440804167e-07
1952,2.0878712359007068e-07,2.0035127246131879e-07
1953,3.2429219665175424e-07,1.9285150698600262e-07
1954,3.1369841035910895e-07,2.775400278487439e-07
1955,2.778139780446054e-07,2.5528852232170607e-07
1956,3.4622931632810605e-07,2.1454007836929634e-07
1957,2.783037000853028e-07,2.6593462454371775e-07
1958,3.217902624363944e-07,3.821776586865333e-07
1959,2.8212721403519936e-07,2.263218417120072e-07
1960,3.335841540774709e-07,2.2008250599725443e-07
1961,2.4596482628425065e-07,2.4804928133725923e-07
1962,3.0060874589565856e-07,2.4923888397587746e-07
1963,2.7933350033038096e-07,1.8492911602052686e-07
1964,2.895968895799683e-07,2.403167429498865e-07
1965,2.746965828137604e-07,2.9713195992542296e-07
1966,2.980022166809704e-07,2.603365187869855e-07
1967,3.2096484048338425e-07,3.165275308525395e-07
1968,3.876091945187454e-07,3.229328092713146e-07
1969,2.529759104419327e-07,2.3026712403506622e-07
1970,2.441923028229098e-07,2.4557192057628185e-07
1971,3.088176994126002e-07,2.3996315845487004e-07
1972,4.022035220430098e-07,2.760018985581425e-07
1973,2.558126541707395e-07,2.574666198018605e-07
1974,2.0533337030670396e-07,2.593388475080616e-07
1975,1.7591359346980084e-07,2.084690278181256e-07
1976,2.2968377733079137e-07,2.2282754730262866e-07
1977,2.1685324647080506e-07,2.374219793543908e-07
1978,2.697028369524901e-07,2.1445534548192313e-07
1979,2.574868407378972e-07,2.346641283512696e-07
1980,2.8084645453674284e-07,2.046654299370232e-07
1981,2.4732899239765516e-07,1.897664851924219e-07
1982,2.5140385639943474e-07,1.9057032418778874e-07
1983,2.911360601487445e-07,1.8124956602250109e-07
1984,2.8183180766916394e-07,2.609553826360411e-07
1985,2.424270011402996e-07,1.8888852593157424e-07
1986,2.649562569345676e-07,1.7563842857892809e-07
1987,3.0126327388302343e-07,1.5521474994173445e-07
1988,2.758414856529612e-07,2.0927973265472133e-07
1989,2.820894806632168e-07,1.8385209499260924e-07
1990,2.838747201749925e-07,1.917925112060459e-07
1991,3.2062213728423217e-07,2.145296253974749e-07
1992,2.6833428190542463e-07,1.9725599664788263e-07
1993,3.22381882966738e-07,2.2544574607152867e-07
1994,3.048907606384432e-07,2.2260189691536425e-07
1995,3.399876735699081e-07,2.131023233431506e-07
1996,2.807836549933995e-07,1.9537417905723942e-07
1997,3.342041541287699e-07,2.1337280919908608e-07
1998,2.9610082297182316e-07,2.7559786719422164e-07
1999,2.883796819119766e-07,2.317092049342051e-07
2000,3.4593186448717006e-07,2.142745311184413e-07
2001,2.9704614989967126e-07,2.2300367974459334e-07
2002,3.2552475470737363e-07,2.335191109370527e-07
2003,3.55021846143444e-07,2.4126484188258246e-07
2004,3.470975600272652e-07,2.286086613345617e-07
2005,3.2607145872276533e-07,2.2428673041030578e-07
2006,3.6525684521393487e-07,2.470733848625173e-07
2007,4.809353253421023e-07,2.9159701142589256e-07
2008,5.20259151315372e-07,2.2181260384002144e-07
2009,5.163952465636612e-07,2.4794601527489135e-07
2010,6.608586202716538e-07,2.087916557425018e-07
2011,6.611647318521818e-07,1.8852181793427292e-07
2012,8.180419168724029e-07,2.148083448894056e-07
2013,7.829073780385443e-07,2.3372868063198382e-07
2014,9.523628090590819e-07,2.2607248428840876e-07
2015,9.234253326440012e-07,2.4382329311123385e-07
2016,9.399741180970977e-07,2.723812020377636e-07
2017,8.636093760117092e-07,2.2565033674926127e-07
2018,9.961880245157317e-07,1.814771102282009e-07
2019,1.0020280143407945e-06,2.1785435677657006e-07
