year,mes_DET ans_NOUN,mes_DET gants_NOUN
1923,1.252681860464122e-07,9.129715294875496e-08
1924,6.832561139091808e-08,9.53980245910202e-08
1925,4.5092530598367375e-08,1.044826929419429e-07
1926,5.907453304310195e-08,7.244989963517412e-08
1927,5.797596847045838e-08,8.250426475342465e-08
1928,3.9991142619655307e-08,9.255093180726703e-08
1929,5.570203187588163e-08,1.1474618366591471e-07
1930,3.571225359877417e-08,7.772666887895241e-08
1931,5.47457119637329e-08,6.72916034005766e-08
1932,6.466126656334836e-08,6.466126745152678e-08
1933,3.555905236929391e-08,4.81767814530798e-08
1934,3.9539216345474415e-08,7.907842736187831e-08
1935,3.351119648442591e-08,9.933675926276919e-08
1936,4.849885826274658e-08,5.334874275675361e-08
1937,3.399601800069263e-08,5.162358340804474e-08
1938,7.779128363694099e-08,6.35295513973233e-08
1939,5.6587986740908036e-08,1.208229933880034e-07
1940,2.2822046474857416e-08,3.550096039361961e-08
1941,7.083605924051994e-08,7.969057280732272e-08
1942,5.158160121254696e-08,1.7295007159745523e-07
1943,6.967764676346633e-08,8.129058692851743e-08
1944,2.5705489292704442e-08,1.221010741403461e-07
1945,3.921307367704685e-08,8.060465139791972e-08
1946,5.0115975369635635e-08,1.211136062551077e-07
1947,6.556479115182867e-08,8.106192228574116e-08
1948,7.392884038281977e-08,9.02366723565251e-08
1949,3.926803215925645e-08,9.915178589281481e-08
1950,8.295581910289229e-08,7.976521398944669e-08
1951,5.117472801074996e-08,9.808489487284078e-08
1952,4.5342655408120436e-08,6.537778207693634e-08
1953,2.9089333830611963e-08,7.541679380995703e-08
1954,4.104465189946893e-08,1.0065712130469251e-07
1955,2.3464019616170617e-08,9.291751990048169e-08
1956,6.45364459650466e-08,1.1337484373541429e-07
1957,2.2971097746182778e-08,6.449577671929774e-08
1958,6.700517385382909e-08,8.934022766027283e-08
1959,4.417926346977907e-08,7.285703196302507e-08
1960,6.021124887567453e-08,1.0035208664049833e-07
1961,7.156603948343943e-08,1.0213794077174043e-07
1962,5.2638239544933185e-08,9.132417222446065e-08
1963,5.496145316641332e-08,8.01790578375261e-08
1964,5.779770062552814e-08,8.091677705657219e-08
1965,8.043903410026587e-08,7.332537865778477e-08
1966,6.536108188015533e-08,8.973300946735208e-08
1967,7.148986402860658e-08,6.951773290353458e-08
1968,9.027746100676026e-08,9.656544275316037e-08
1969,4.859680741153838e-08,5.404691694188557e-08
1970,6.990062084710758e-08,8.50764108051294e-08
1971,5.6522371449929665e-08,6.834068333461119e-08
1972,4.052815893995643e-08,6.566587984480066e-08
1973,3.804110765281976e-08,7.387693123916961e-08
1974,4.5004571680440364e-08,5.513060274964232e-08
1975,4.283610222088896e-08,5.882824449798818e-08
1976,3.4852513541849817e-08,7.256179257453255e-08
1977,3.0559267116814226e-08,4.2900505370369046e-08
1978,4.8712848088605654e-08,6.178215139485133e-08
1979,3.101546042216796e-08,6.905328575612657e-08
1980,4.2070113837056056e-08,6.594775081580906e-08
1981,2.84649726012276e-08,5.439972450282937e-08
1982,2.545075850068912e-08,5.8350519971384074e-08
1983,2.5261265079734585e-08,6.189009615908958e-08
1984,2.5515636714601442e-08,6.088958803829314e-08
1985,2.7070011343610645e-08,4.451512869430019e-08
1986,4.2560845514572065e-08,4.3160294060928805e-08
1987,3.910922785621551e-08,4.888653393209097e-08
1988,2.3986215624827167e-08,5.45686409392232e-08
1989,3.2379922076941625e-08,5.2137159034515435e-08
1990,2.8877850832831342e-08,5.9935161278446e-08
1991,3.458264485889373e-08,6.5062262244453e-08
1992,3.4712649255030925e-08,5.3446460146489017e-08
1993,3.3789166409281535e-08,5.262247215753746e-08
1994,3.164955936219016e-08,4.272690601325735e-08
1995,3.904164591617132e-08,4.3379606906590595e-08
1996,3.5765218342476146e-08,4.644140294551846e-08
1997,2.8289877107567918e-08,4.219507232505748e-08
1998,2.5271084558298185e-08,4.7681291803769454e-08
1999,4.067479020264386e-08,7.266620105639277e-08
2000,4.0204088058715115e-08,5.3016378398496045e-08
2001,2.5411029003219454e-08,5.301266225998802e-08
2002,4.600282615951912e-08,5.476526787617786e-08
2003,2.7918383604941255e-08,7.542130520121759e-08
2004,2.7309704941913537e-08,5.6381327828702865e-08
2005,2.38698731891418e-08,4.819011900636383e-08
2006,2.5942706427528606e-08,5.970940453181584e-08
2007,2.876025217979361e-08,7.38978682690572e-08
2008,1.660401513503551e-08,1.0643599046566976e-07
2009,2.5271420511785436e-08,8.201290846443499e-08
2010,2.3146586702882388e-08,1.761974868230709e-07
2011,1.797266777070483e-08,1.9769934445079684e-07
2012,2.7234022259570168e-08,2.3217003874975717e-07
2013,3.0122549399269616e-08,3.076404970769886e-07
2014,2.988314290464089e-08,3.0662704997297396e-07
2015,3.635183642991535e-08,3.6617824417106704e-07
2016,3.728412201198239e-08,3.6621293375560526e-07
2017,2.6917040429896844e-08,3.7155579235559344e-07
2018,2.71054010347882e-08,3.8851074002366204e-07
2019,2.4234384055077385e-08,4.505044266522873e-07
