year,mes_DET os_NOUN,mes_DET gosses_NOUN
1927,2.8207538305125013e-07,1.4493992228636898e-08
1928,2.525155209376351e-07,2.170947821511504e-08
1929,2.0386942978234401e-07,2.0052731253272782e-08
1930,2.132231555762587e-07,1.995684684175103e-08
1931,1.8134517620893575e-07,1.7108034988666532e-08
1932,1.7206472069375423e-07,1.0959536833610173e-08
1933,2.1679551132081087e-07,1.6058926854967126e-08
1934,1.7253475093070847e-07,1.1981580172459871e-08
1935,2.0705131209552974e-07,2.6330225111337313e-08
1936,2.2794463561126577e-07,4.849885826274658e-09
1937,1.8760766540282248e-07,2.1404900518717795e-08
1938,2.8393819384575636e-07,2.8523471029551217e-08
1939,1.559993201283305e-07,1.2235240376412548e-08
1940,1.0650288118085882e-07,1.2678914806940611e-08
1941,1.8299315529546334e-07,1.1806010391524069e-08
1942,2.123948235066564e-07,2.1239483061208375e-08
1943,3.3096880436289666e-07,4.3548529227166455e-08
1944,3.1489223673020206e-07,5.1410980361765724e-08
1945,3.224185878281105e-07,5.664110647174425e-08
1946,3.271459485532091e-07,4.454753455007676e-08
1947,3.93388727815136e-07,5.722018103782034e-08
1948,3.0658723026988355e-07,9.349823848481265e-08
1949,2.8076644742469625e-07,4.810334042204545e-08
1950,3.6904702938045375e-07,1.808011518278363e-08
1951,2.846594315819573e-07,2.132280330080505e-08
1952,3.0896276292935454e-07,3.057993147592697e-08
1953,2.467206456913118e-07,3.1244100195948477e-08
1954,2.746082561344565e-07,3.3226624340798594e-08
1955,2.6467414038222614e-07,3.378818913546411e-08
1956,3.2006590089395104e-07,3.314033847345854e-08
1957,2.6593463786639404e-07,4.064117509194887e-08
1958,2.762929263155911e-07,3.308897444931347e-08
1959,2.836773616010646e-07,4.8829710053155395e-08
1960,2.7406499469861956e-07,4.706166678580814e-08
1961,2.9251751954006977e-07,2.779263752472616e-08
1962,2.968035452965978e-07,4.946726139820612e-08
1963,3.2653570336549365e-07,5.108182232760328e-08
1964,3.108907673521344e-07,4.806335018869845e-08
1965,3.0315120191914957e-07,3.337946569148542e-08
1966,3.6557892713062756e-07,2.6033650901702288e-08
1967,2.943410333244856e-07,3.401931625290899e-08
1968,3.202379392774901e-07,3.413476057367859e-08
1969,3.2518984660612205e-07,3.996746955614583e-08
1970,3.2512985193022814e-07,3.816941651635375e-08
1971,2.980270599195478e-07,1.413059258492666e-07
1972,3.0883483859156513e-07,4.4632278539680215e-08
1973,2.624284869412463e-07,7.11203265169047e-08
1974,2.418995843633809e-07,5.7943387865577733e-08
1975,3.04421902797003e-07,3.8838064764235014e-08
1976,2.3825406358923829e-07,4.913633189218558e-08
1977,2.785594652721102e-07,5.876781772329309e-08
1978,3.184156955882145e-07,4.930690833404583e-08
1979,2.762131439126847e-07,4.798618191692583e-08
1980,2.086450354710223e-07,3.2973873853592295e-08
1981,2.9413806323930203e-07,3.985096125314058e-08
1982,2.644396026596496e-07,4.903926864585628e-08
1983,2.513495847011882e-07,4.862793456794634e-08
1984,2.5457646835036485e-07,4.059305869219543e-08
1985,2.6588766477431136e-07,6.015558007277377e-08
1986,2.775446823477523e-07,4.7356433885425986e-08
1987,2.517656509937183e-07,4.6442209189478945e-08
1988,2.2187249548721866e-07,4.077656567957888e-08
1989,2.7934540725027546e-07,5.7625281879580825e-08
1990,2.800606671016226e-07,5.5031374124325794e-08
1991,2.2918328390630904e-07,5.3339334282753725e-08
1992,2.3802958093455118e-07,4.7385519064135906e-08
1993,2.2433789759190859e-07,3.212740340430287e-08
1994,2.595264012583698e-07,4.11444278647366e-08
1995,2.754605148425071e-07,4.066838132921191e-08
1996,2.7384412248920853e-07,5.925282442476032e-08
1997,3.083117121605028e-07,5.418230886178321e-08
1998,3.390139742265319e-07,7.05683111945632e-08
1999,3.180860090878923e-07,4.8901153348879234e-08
2000,3.45490065001286e-07,4.152949628632996e-08
2001,3.399820460714409e-07,5.47651479720912e-08
2002,3.027424142487689e-07,3.899286982189665e-08
2003,2.875176718930561e-07,3.958576710871853e-08
2004,2.7573993044427425e-07,5.0214619795596604e-08
2005,2.931941054384879e-07,5.359462151854899e-08
2006,2.841344102222365e-07,5.023825799810311e-08
2007,3.4672081916653497e-07,6.590891254987241e-08
2008,3.537932364849894e-07,5.364374100480518e-08
2009,3.771640297856038e-07,6.627787607627056e-08
2010,4.5395650971613577e-07,9.778251541803229e-08
2011,5.632710937675256e-07,1.338390216432117e-07
2012,6.345526877282737e-07,1.467232886298575e-07
2013,7.257303273888738e-07,1.43639944383267e-07
2014,7.139472515405032e-07,1.550458819110645e-07
2015,7.425527321913705e-07,1.2301993468355477e-07
2016,7.688814136486144e-07,1.1143809075520039e-07
2017,1.2452276507701754e-06,1.48924193865696e-07
2018,8.495606707015213e-07,1.3191295167302997e-07
2019,8.163160849505857e-07,1.3596764159018448e-07
