year,seuls_ADJ âges_NOUN,seuls_ADJ gages_NOUN
1995,1.626735190995987e-09,5.4224509327127635e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,1.438468344439059e-09,7.671831170341648e-09
1998,0.0,1.0489884516573511e-08
1999,2.285100553223174e-09,5.941261704833778e-09
2000,4.4180314962005696e-10,1.0603275812925972e-08
2001,2.6287270138425356e-09,7.448060029835446e-09
2002,0.0,1.0076809053849445e-08
2003,8.333845835650777e-10,1.0833999475323708e-08
2004,0.0,4.845270407116686e-09
2005,2.702249757291497e-09,5.854874363109275e-09
2006,4.1178899179428186e-10,4.529678854225949e-09
2007,1.1983438685803094e-09,5.592271090648637e-09
2008,0.0,6.811903485726134e-09
2009,0.0,9.53638501499654e-09
2010,0.0,9.919965293647692e-09
2011,3.82397197240536e-10,7.265546830836911e-09
2012,0.0,5.1063788752969685e-09
2013,0.0,1.2829975415407091e-08
2014,0.0,9.74450370394564e-09
2015,0.0,6.871383642637063e-09
2016,0.0,8.078226365615393e-09
2017,1.2578056374223934e-09,9.056201122348284e-09
2018,0.0,8.002546458829585e-09
2019,2.55098775436835e-10,5.101975730781305e-09
