year,dix_DET ans_NOUN,dix_DET gants_NOUN
1969,2.3281505036720773e-05,0.0
1970,2.3631467797713412e-05,0.0
1971,2.3510737946708105e-05,0.0
1972,2.341450237963727e-05,0.0
1973,2.274196538110118e-05,0.0
1974,2.2818444449512754e-05,0.0
1975,2.2102857542449783e-05,1.1422960355389478e-09
1976,2.2296466795523884e-05,5.713526873840635e-10
1977,2.2224814301807783e-05,0.0
1978,2.4256621827589697e-05,1.1881182704343018e-09
1979,2.3761937427480007e-05,0.0
1980,2.3672398356211488e-05,0.0
1981,2.3489927343689487e-05,0.0
1982,2.303728331298771e-05,0.0
1983,2.3720327590126544e-05,0.0
1984,2.48307751462562e-05,0.0
1985,2.5361592633998953e-05,0.0
1986,2.5502938569843536e-05,0.0
1987,2.5003017981362063e-05,0.0
1988,2.5061997348529985e-05,5.996553809062277e-10
1989,2.5958818014260032e-05,0.0
1990,2.6422143037052592e-05,0.0
1991,2.6545404352873447e-05,0.0
1992,2.6245517801726237e-05,5.509944167592096e-10
1993,2.593346152934828e-05,5.539207426075166e-10
1994,2.56160981280118e-05,0.0
1995,2.5520765348119312e-05,0.0
1996,2.5282806518589496e-05,1.6014276571496566e-09
1997,2.5684332285891287e-05,1.438468344439059e-09
1998,2.6387780508230207e-05,1.43043876743576e-09
1999,2.5746684514160734e-05,0.0
2000,2.6073012122651562e-05,0.0
2001,2.6455071520103957e-05,1.3143635069212678e-09
2002,2.567395790720184e-05,0.0
2003,2.5632825554566807e-05,4.1669229178253886e-10
2004,2.6275902200723067e-05,0.0
2005,2.514263223929447e-05,0.0
2006,2.559556810410868e-05,0.0
2007,2.5213154913217295e-05,3.994479469415779e-10
2008,2.5303667825937737e-05,0.0
2009,2.43397148551594e-05,0.0
2010,2.4732363726798212e-05,9.447586046817946e-10
2011,2.3976686634341604e-05,0.0
2012,2.512849073355028e-05,6.808505426114664e-10
2013,2.526919456613541e-05,8.367375126105969e-10
2014,2.7515445708559128e-05,2.1654451842767486e-10
2015,2.5791848770495562e-05,6.649726325136385e-10
2016,2.465992531597294e-05,6.214020409345267e-10
2017,2.523963098610693e-05,0.0
2018,2.5311797799076885e-05,0.0
2019,2.5908086399795138e-05,1.2754939326953263e-09
