year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET gages_NOUN
1877,7.298082882467583e-08,6.184815992682502e-10,3.9582823352368735e-08
1878,7.126124756950958e-08,1.2078177347163432e-09,1.4493812372506909e-08
1879,7.331190365889029e-08,0.0,3.4823155470320444e-08
1880,7.123809209197418e-08,6.417846254436199e-10,1.4761046607247863e-08
1881,1.0807386985334233e-07,0.0,4.322954794133693e-08
1882,1.044895456825401e-07,1.3310770263785798e-09,1.7969540522244642e-08
1883,8.594300737740923e-08,1.895801682305631e-09,2.401348808689363e-08
1884,7.393900602892245e-08,6.601696966868076e-10,1.7824581810543805e-08
1885,5.478790227053665e-08,6.445635691854079e-10,2.964992351639495e-08
1886,6.776136884933948e-08,0.0,1.613365974151293e-08
1887,3.982643864697266e-08,6.528924623161458e-10,5.027272109714431e-08
1888,4.438430378783664e-08,1.268122939990235e-09,2.4728397107764977e-08
1889,6.45309095048674e-08,6.265136742733546e-10,1.628935564212952e-08
1890,6.095579418996522e-08,1.3108772956016423e-09,2.0318597915292003e-08
1891,5.163118199646988e-08,0.0,3.633305456496316e-08
1892,9.089342789536659e-08,6.268512375839919e-10,2.7581453565517222e-08
1893,8.806535678473892e-08,0.0,1.4164357686752282e-08
1894,7.75089308291399e-08,0.0,9.452309157609307e-09
1895,9.027921521465032e-08,6.018614495673091e-10,1.8055843487019274e-09
1896,8.255840810988957e-08,0.0,4.717623269812066e-08
1897,7.691261894038348e-08,0.0,5.185775009408644e-08
1898,6.620275028179634e-08,1.6975064687230201e-09,4.526684027617023e-09
1899,6.522542150833033e-08,0.0,7.738609753005221e-09
1900,7.942311097686172e-08,0.0,2.1283318218934255e-08
1901,5.253414420147706e-08,0.0,2.6825946353170593e-08
1902,5.401312180852713e-08,1.9641135939885146e-09,2.7988618755969696e-08
1903,8.748356594701079e-08,5.400220270956879e-09,1.0260418292773466e-08
1904,5.535864033845428e-08,0.0,1.3974025492302644e-08
1905,6.192911039537563e-08,1.0321518084666081e-09,1.2901898049921812e-08
1906,8.693672093329496e-08,5.144184522798412e-10,2.572092228092515e-08
1907,7.662836826183295e-08,5.142843373384665e-10,2.0571373937627868e-08
1908,6.532147267535038e-08,1.4734167219643268e-09,1.1787333775714615e-08
1909,5.611003189853747e-08,1.1001967115120692e-09,1.980354014108343e-08
1910,8.336875367831453e-08,0.0,1.0153886620400954e-08
1911,9.417062329930559e-08,1.5961122423746588e-09,2.606983251496331e-08
1912,7.293189818735613e-08,0.0,7.814131564032323e-09
1913,5.356019472380069e-08,0.0,1.2727175757731857e-08
1914,7.165515736318184e-08,3.348371913070025e-09,1.0714789944188396e-08
1915,7.539687973956433e-08,1.1780761921542648e-09,3.534228465440492e-09
1916,6.372727856529536e-08,0.0,1.5382446649780945e-08
1917,5.3735478289240746e-08,1.0966424435210342e-09,1.4256351654751143e-08
1918,7.581008532042688e-08,0.0,1.1486376294556067e-08
1919,1.0957339613426598e-07,9.207848372660976e-10,2.1178051312631396e-08
1920,8.178010180159845e-08,3.028892692213958e-09,3.028892692213958e-08
1921,7.345565183891622e-08,7.572747429129834e-10,2.7261890522822796e-08
1922,9.6650952130517e-08,0.0,6.049906886573808e-08
1923,9.235874642854469e-08,0.0,9.554353086471679e-08
1924,1.353620575628156e-07,1.289162443462999e-09,1.2633792634275665e-07
1925,9.018505831015489e-08,0.0,4.179307477869543e-08
1926,1.0923215365554739e-07,0.0,1.0031524944054127e-08
1927,1.3602054282912945e-07,1.1149224876660924e-09,5.574612327308159e-09
1928,1.0054916321777796e-07,1.1426041224282812e-09,5.255978929863403e-08
1929,9.692153701834627e-08,0.0,4.567566591617833e-08
1930,7.457558304224676e-08,2.100720708497761e-09,2.6259009189288918e-08
1931,6.501053295693282e-08,1.1405356659111021e-09,2.2810713318222042e-09
1932,6.356531490059325e-08,0.0,1.4247397928102146e-08
1933,5.964744076436546e-08,0.0,1.9500125958415992e-08
1934,7.788027112098916e-08,0.0,1.4377896206951846e-08
1935,8.138433305049375e-08,0.0,1.0771455727365264e-08
1936,6.183604739362636e-08,1.2124714565686645e-09,1.8187070960351548e-08
1937,8.310137644684801e-08,0.0,7.554670666820584e-09
1938,5.4453899167583586e-08,0.0,2.5930428915188486e-09
1939,5.505858258203489e-08,0.0,1.8352861452797242e-08
1940,3.803674530900025e-08,0.0,1.7750480196809804e-08
1941,7.969057280732272e-08,0.0,1.1806010391524069e-08
1942,7.888950648293758e-08,3.034211770724937e-09,1.517105907566929e-08
1943,9.00002916637277e-08,0.0,1.7419411246777372e-08
1944,4.819779064746399e-08,0.0,9.639558484764166e-09
1945,5.446259976338297e-08,0.0,4.357008087652048e-09
1946,1.1693727408612631e-07,0.0,1.5313215584455975e-08
1947,7.867775075887096e-08,0.0,2.622591566137089e-08
1948,7.17544597073072e-08,0.0,5.435944139264848e-09
1949,8.148117158768287e-08,2.945102384188658e-09,8.835307596655184e-09
1950,1.1167129376765672e-07,1.0635361480382244e-09,7.444753258312176e-09
1951,9.382033372418164e-08,1.0661401761424827e-09,6.396841278899501e-09
1952,8.014050933979888e-08,0.0,1.6871686048247625e-08
1953,8.61906213067698e-08,0.0,4.30953106533849e-09
1954,5.5703454071576175e-08,0.0,1.0749790169128914e-08
1955,7.508486055129993e-08,0.0,8.447047061821422e-09
1956,7.1513363453235e-08,0.0,1.1337484062678982e-08
1957,9.18843952035786e-08,8.835037701437898e-10,9.718541360559385e-09
1958,6.204182634306221e-08,1.6544486891589827e-09,4.1361216673863055e-09
1959,8.9133602276803e-08,7.750747821333448e-10,5.425523585955716e-09
1960,1.0727291921419635e-07,0.0,5.536666680683311e-09
1961,9.796904398839956e-08,0.0,5.55852741612739e-09
1962,8.815319391120013e-08,6.341956404476434e-10,6.341956293454132e-09
1963,8.7291721406757e-08,6.466053248388448e-10,8.405868778815773e-09
1964,9.125952604716048e-08,0.0,1.764350798794112e-08
1965,8.481667279625071e-08,2.188817349590977e-09,1.258569987117042e-08
1966,7.699313964160126e-08,0.0,1.2185964570754493e-08
1967,8.430874154363721e-08,0.0,2.120044251263664e-08
1968,7.545578939449626e-08,4.4914158503495116e-10,1.6169096284102125e-08
1969,6.994306767094116e-08,2.2708788183223305e-09,1.090021850558287e-08
1970,8.507641591215531e-08,0.0,1.1036939917552502e-08
1971,8.375588000930634e-08,4.6245578477766e-09,8.735275836002643e-09
1972,6.463984758564578e-08,1.5390440033513642e-09,1.1799337507056862e-08
1973,6.781240968756208e-08,1.102640756478479e-09,4.410563136936219e-09
1974,6.525663398537773e-08,2.8127858930915295e-09,6.1881286761433785e-09
1975,6.511087491389844e-08,2.2845920710778955e-09,5.711480177694739e-09
1976,6.05633834194208e-08,5.713526873840635e-10,1.5997875024709174e-08
1977,6.053085394031044e-08,1.1753563677885381e-09,1.586731068758951e-08
1978,5.524750124052957e-08,2.9702956760857546e-09,1.485147826940647e-08
1979,6.495690174634916e-08,0.0,1.1703947033758766e-08
1980,1.000586504762424e-07,0.0,7.95921106799824e-09
1981,6.452060419270822e-08,2.5302198114474095e-09,8.855769451088236e-09
1982,6.331652335767046e-08,0.0,6.828252629986764e-09
1983,7.452073225167055e-08,0.0,7.57837881337764e-09
1984,5.277097780975737e-08,1.1598016991243298e-09,8.698512410365566e-09
1985,6.617113579299172e-08,0.0,6.617113634810323e-09
1986,7.373217170147939e-08,0.0,3.5966913891627428e-09
1987,7.027439680173941e-08,1.8332451112712533e-09,5.499735167280306e-09
1988,5.996553631426593e-08,1.798966087207532e-09,2.99827696004229e-09
1989,7.628489773203739e-08,5.488122178931576e-10,1.3720305114262032e-08
1990,6.919786588177601e-08,5.44865097484859e-10,3.8140557934163155e-09
1991,6.330382673613855e-08,0.0,2.344586080837985e-09
1992,6.997628887450702e-08,0.0,5.509944056569793e-09
1993,7.865674733764649e-08,5.539207426075166e-10,2.769603768548734e-09
1994,7.96513928147391e-08,0.0,2.637463358823311e-09
1995,7.157635240062632e-08,2.1689803286761844e-09,5.9646960148818096e-09
1996,6.9929007695535e-08,1.067618438099771e-09,1.0676184603042316e-08
1997,6.185413881087953e-08,0.0,1.4384683111323682e-08
1998,6.818424802546019e-08,4.768129224785866e-10,5.72175506974304e-09
1999,7.540831925556546e-08,4.570201161957499e-10,6.855301576402795e-09
2000,6.8479491188711e-08,4.4180314962005696e-10,8.836062992401139e-10
2001,6.528005669359516e-08,0.0,1.1829271423513532e-08
2002,6.61564415471716e-08,4.38122149670761e-10,6.133709984368352e-09
2003,8.000492068838128e-08,0.0,5.000307723435071e-09
2004,7.796480350208412e-08,4.404791253964646e-10,7.047666006343434e-09
2005,7.746449171008862e-08,4.5037495954858286e-10,8.55712400937847e-09
2006,8.771105508564858e-08,0.0,9.882935525507008e-09
2007,8.468296508468143e-08,3.994479469415779e-10,1.0385646481703148e-08
2008,9.536664533071892e-08,0.0,9.366367459406888e-09
2009,9.154929880850204e-08,0.0,7.152288761247405e-09
2010,1.2659764703215615e-07,0.0,3.77903447423833e-09
2011,1.6710758177218565e-07,1.1471915639660324e-09,5.7359579308524644e-09
2012,1.3378712515610403e-07,1.0212758416727752e-09,1.055318371578906e-08
2013,1.6344272957269368e-07,0.0,8.925199745934975e-09
2014,1.9034263232242665e-07,0.0,1.1043770259400176e-08
2015,1.5183541779428822e-07,2.2165753954528356e-10,1.1747849804066846e-08
2016,1.8766341325360258e-07,8.285360175719347e-10,1.3463710701877574e-08
2017,1.5672258912857728e-07,2.515611330355938e-10,1.25780570958689e-08
2018,1.8844706506371267e-07,0.0,1.1874747074536174e-08
2019,1.535694682530675e-07,0.0,1.071414901243628e-08
