year,les_DET arts_NOUN,les_DET gares_NOUN
1950,8.55614837291796e-06,1.476188121962707e-06
1951,9.28608102412909e-06,1.8486870470013628e-06
1952,7.6228390071264585e-06,1.4256574738524819e-06
1953,8.137471866120904e-06,1.679639661134047e-06
1954,8.794305330184216e-06,1.1942038664614074e-06
1955,8.75301796554595e-06,1.3590360019577474e-06
1956,8.776084627015734e-06,1.3622423722381427e-06
1957,8.289032365382809e-06,1.1476714171232416e-06
1958,8.281343028215815e-06,1.0671193662048495e-06
1959,8.078604409433865e-06,1.3067760360474523e-06
1960,8.048929387882708e-06,1.05404292582989e-06
1961,8.60460033891286e-06,1.079743991105886e-06
1962,8.677064656126277e-06,1.173261951592508e-06
1963,8.478289188929011e-06,1.1024621322519579e-06
1964,8.923356503487412e-06,1.0044631624239742e-06
1965,9.607814121181946e-06,9.82231796342603e-07
1966,9.197079535283592e-06,9.283489044165094e-07
1967,1.0728903589551919e-05,9.786716002047058e-07
1968,1.2051366724108448e-05,1.2095383192800568e-06
1969,1.0032289225136992e-05,9.923740664774527e-07
1970,9.81275927358638e-06,1.0347131571553092e-06
1971,9.676116107470989e-06,1.0194580226663419e-06
1972,1.1419193810979777e-05,9.131661329320195e-07
1973,8.860821026246413e-06,1.2956028854205215e-06
1974,8.237524667720209e-06,1.02891708531061e-06
1975,8.102876968507644e-06,9.395384714672161e-07
1976,8.767978428636525e-06,9.387324584331225e-07
1977,8.182243263377131e-06,8.909201252293997e-07
1978,9.090887019169713e-06,9.023757989723435e-07
1979,8.971660548695581e-06,8.930111192739787e-07
1980,9.31341388366036e-06,1.0983710589940188e-06
1981,8.140982302506927e-06,8.122005734634286e-07
1982,8.773683816798439e-06,1.018651129669479e-06
1983,8.693663851033762e-06,9.870838884040722e-07
1984,9.239560128548874e-06,8.466552507968572e-07
1985,8.697895367504316e-06,8.313501287382508e-07
1986,9.26028118897193e-06,9.309435826665435e-07
1987,9.099617415131434e-06,8.139607938772997e-07
1988,9.411591150865206e-06,8.395175497000196e-07
1989,1.0907094250001137e-05,9.247485595054172e-07
1990,1.0592177801527214e-05,9.2953987707034e-07
1991,1.0199535211086186e-05,7.649211895000008e-07
1992,1.0690944463931373e-05,8.67265203208234e-07
1993,1.062309159749475e-05,9.987190843219196e-07
1994,1.0124694149737934e-05,1.0096209512866494e-06
1995,1.0446351197401782e-05,1.0237587417805116e-06
1996,1.0359101665358139e-05,9.309632647003241e-07
1997,1.0175245122923116e-05,1.1119360259215227e-06
1998,1.0695867374010959e-05,1.0632928164611144e-06
1999,1.1373402969638846e-05,1.0273812174332875e-06
2000,1.1156412845991781e-05,9.618054459537007e-07
2001,1.0877672245612757e-05,9.923444501680478e-07
2002,1.142052967395557e-05,9.989184950320862e-07
2003,1.075191163835143e-05,1.0200627229561832e-06
2004,1.0760464988379681e-05,1.073888099778486e-06
2005,1.147014904745447e-05,8.728266931434803e-07
2006,1.1301548738629208e-05,1.0076476644194088e-06
2007,1.1538453314585695e-05,9.367054225606353e-07
2008,1.0299172309657934e-05,1.1358849012488292e-06
2009,1.069553261601186e-05,1.2392532300342651e-06
2010,8.610057506075464e-06,1.2683384332246028e-06
2011,7.672417424942068e-06,1.4485206019099195e-06
2012,6.899399060955602e-06,1.4845945741637223e-06
2013,6.206639849182238e-06,1.2258204857285016e-06
2014,6.930074349043025e-06,1.4244298416343781e-06
2015,7.883028843025386e-06,1.2324159417431702e-06
2016,8.182207324125557e-06,1.348856671912202e-06
2017,5.813326005466024e-06,1.1627155704907466e-06
2018,6.161960971695635e-06,1.306996644245828e-06
2019,6.80807632846836e-06,1.2563614237848242e-06
