year,quelques_DET âges_NOUN,quelques_DET ages_NOUN,quelques_DET gages_NOUN
1800,0.0,0.0,3.144164484325529e-09
1801,0.0,0.0,1.6668277424969347e-08
1802,0.0,0.0,6.713520406265161e-09
1803,0.0,0.0,1.5602713787643552e-08
1804,0.0,0.0,6.673997887673977e-08
1805,0.0,0.0,2.842877755426798e-08
1806,8.645007376628655e-09,0.0,3.1698359492793315e-08
1807,0.0,0.0,5.693910232196231e-09
1808,0.0,0.0,0.0
1809,0.0,0.0,3.388545621874073e-08
1810,0.0,0.0,2.574139479349924e-08
1811,0.0,0.0,0.0
1812,0.0,0.0,2.400487453257938e-08
1813,0.0,1.7254450312975678e-08,1.1502966579257645e-08
1814,0.0,3.1466771410748606e-09,5.97868634599763e-08
1815,0.0,0.0,3.776112933451259e-08
1816,2.5493642752394408e-08,2.3176038865813098e-09,3.7081662185300956e-08
1817,2.0239355080775567e-08,3.113746815941454e-09,6.227493631882908e-09
1818,0.0,0.0,1.668964877410417e-08
1819,1.035105001712111e-09,1.035105001712111e-09,1.2421260464634543e-08
1820,0.0,1.1866481131050932e-09,2.3732962262101864e-08
1821,2.9584463767662328e-09,0.0,9.861488514673056e-09
1822,0.0,0.0,3.8097340393505874e-08
1823,6.917880934764753e-09,0.0,5.435477845594505e-08
1824,1.0105335235266466e-08,8.421112696055388e-10,1.1789557774477544e-08
1825,8.805443041381977e-10,8.805443041381977e-10,1.1447076175841175e-08
1826,1.7615968683770689e-09,0.0,2.9947145208097936e-08
1827,0.0,9.217273055917019e-10,1.7512819638909605e-08
1828,0.0,0.0,1.6510142586412258e-08
1829,0.0,0.0,8.573175946935407e-09
1830,0.0,0.0,7.305785310052215e-09
1831,1.5591206103948707e-09,0.0,4.5214498811674275e-08
1832,8.117981842303834e-09,0.0,4.058990654698391e-08
1833,1.0425265983826648e-08,0.0,2.0850531967653296e-08
1834,7.467624740797874e-09,0.0,1.6802156110884425e-08
1835,3.025235173481633e-09,1.5126175867408165e-09,2.3445572594482655e-08
1836,4.032449929525228e-09,6.720750067579218e-10,5.2421851748363224e-08
1837,1.3915781860163179e-09,6.957890930081589e-10,2.435261858835247e-08
1838,0.0,6.312161904276081e-10,2.9035945203759184e-08
1839,6.9914751765765e-10,6.9914751765765e-10,2.1673573158409454e-08
1840,1.2739377330817092e-09,6.369688665408546e-10,4.458782143501594e-08
1841,0.0,6.420548537278137e-10,4.044945711711989e-08
1842,2.0124795163667386e-09,0.0,1.542900918138912e-08
1843,7.088293507706567e-09,1.7720733769266417e-09,4.016699506337318e-08
1844,7.683985892015244e-09,0.0,2.030767731753258e-08
1845,5.580227946389016e-10,0.0,2.1204865419122143e-08
1846,0.0,0.0,3.9810608587487195e-08
1847,5.393223645455691e-10,1.0786447290911383e-09,2.480882876909618e-08
1848,8.045221711050488e-10,0.0,1.930853166243196e-08
1849,0.0,0.0,5.027649052635752e-08
1850,4.752297222410107e-09,0.0,4.820187271548093e-08
1851,1.9348316282474798e-09,1.2898877521649865e-09,1.2898877521649865e-08
1852,0.0,1.3021090872200602e-09,5.599068941819496e-08
1853,0.0,1.1943863675867306e-09,2.8665272822081533e-08
1854,5.195664454227256e-10,0.0,1.4028294526013951e-08
1855,5.306937111981824e-10,1.0613874223963649e-09,1.6451505047143655e-08
1856,0.0,2.0708756931497874e-09,2.019103817474388e-08
1857,1.9526036343364694e-09,1.9526036343364694e-09,1.2691924067276261e-08
1858,5.872411001917044e-09,9.787352039936081e-10,2.985142433242771e-08
1859,0.0,0.0,1.6804172275897145e-08
1860,2.746310290291376e-09,0.0,3.066713105681629e-08
1861,4.715963730639317e-10,0.0,2.5937801240161207e-08
1862,0.0,9.035972525772706e-10,1.490935552794781e-08
1863,0.0,4.994620828036034e-10,3.7459656709870615e-08
1864,6.233146443435089e-09,0.0,5.0824116470948866e-08
1865,1.882737743486018e-09,4.706844358715045e-10,2.5887644250488506e-08
1866,2.919367858567057e-09,9.731225825149181e-10,2.77339928800302e-08
1867,1.455843445796745e-09,1.455843445796745e-09,3.202855580752839e-08
1868,1.4819622196071691e-09,0.0,1.432563490055827e-08
1869,4.883519144627257e-10,4.883519144627257e-10,2.0022428159904848e-08
1870,1.1468097582678638e-09,0.0,3.325748210158963e-08
1871,1.0621177271019633e-09,2.1242354542039266e-09,1.4869648623516696e-08
1872,6.047339295989218e-10,6.047339295989218e-10,1.2094679036067646e-08
1873,2.3944017879529156e-09,3.591602570907071e-09,1.2570609775330865e-08
1874,1.1949218281515073e-09,1.1949218281515073e-09,1.3741600746186577e-08
1875,0.0,5.721527140956084e-10,1.0870901512305409e-08
1876,1.813804439976252e-09,0.0,1.5115036777757496e-08
1877,3.0924081073635534e-09,1.2369631985365004e-09,2.1028373708986692e-08
1878,4.22736201599605e-09,1.2078177347163432e-09,2.4156355138416075e-08
1879,4.887460214320072e-09,1.221865053580018e-09,1.4051448005147904e-08
1880,6.417846254436199e-10,1.2835692508872398e-09,2.502960061434578e-08
1881,4.183504653809678e-09,6.972507571312292e-10,1.4642266066289267e-08
1882,0.0,6.655385131892899e-10,1.6638463051776853e-08
1883,3.159669414998234e-09,0.0,1.2006744043446815e-08
1884,2.6406787867472303e-09,1.3203393933736152e-09,2.2445769687351458e-08
1885,0.0,3.86738152613475e-09,1.9981470700258797e-08
1886,0.0,6.453463874400711e-10,1.097088819790315e-08
1887,3.264462256069578e-09,6.528924623161458e-10,1.6322312390570914e-08
1888,0.0,1.268122939990235e-09,1.3949351895803375e-08
1889,0.0,6.265136742733546e-10,1.50363277384713e-08
1890,2.6217545912032847e-09,0.0,1.3764211104216884e-08
1891,6.374220040683554e-10,0.0,1.211101796627645e-08
1892,3.1342561879199593e-09,1.8805537127519756e-09,2.1312942521944933e-08
1893,6.158416554491453e-10,6.158416554491453e-10,1.7243566685642975e-08
1894,1.2603078580752936e-09,6.301539290376468e-10,3.4028310835765296e-08
1895,2.4074457982692365e-09,6.018614495673091e-10,1.745398137131815e-08
1896,1.179405795248556e-09,1.7691086373616827e-09,2.4177818858106548e-08
1897,5.2440420894583895e-09,2.330685422435863e-09,1.9228155068162778e-08
1898,0.0,3.3950129374460403e-09,1.867257104493092e-08
1899,2.7637891975018647e-09,0.0,1.3818945987509323e-08
1900,0.0,1.038210628578895e-09,2.3359739032002835e-08
1901,0.0,1.676621730339889e-09,2.4031577172678453e-08
1902,1.4730852093691738e-09,9.820567692386817e-10,7.856454153909453e-09
1903,6.480264325148255e-09,5.400220270956879e-10,2.214090333296781e-08
1904,4.299700151477737e-09,5.374625189347171e-10,8.061937784020756e-09
1905,1.5482277682110634e-09,0.0,1.1353670004154992e-08
1906,1.1317205839134203e-08,1.0288369045596824e-09,8.745113744268451e-09
1907,3.599990305858114e-09,0.0,8.742834012309686e-09
1908,3.437972351250096e-09,9.822778146428846e-10,1.5225305460830896e-08
1909,3.300590023513905e-09,1.1001967115120692e-09,1.980354014108343e-08
1910,0.0,5.344150677544235e-10,2.0842188419578633e-08
1911,3.1922244847493175e-09,1.5961122423746588e-09,1.4365010403416534e-08
1912,4.688478938419394e-09,1.0418842455450772e-09,1.40654377034366e-08
1913,5.30298971401777e-10,1.060597942803554e-09,1.5378670004118078e-08
1914,1.0045115850232378e-08,1.3393487430235496e-09,2.0759905794420774e-08
1915,1.1780761921542648e-09,0.0,1.8849218630379028e-08
1916,0.0,0.0,7.691223435912775e-09
1917,0.0,0.0,2.631941953268324e-08
1918,0.0,1.1486376294556067e-09,2.8715941624568586e-08
1919,2.762354567309444e-09,0.0,1.2890987832747669e-08
1920,7.572231730534895e-10,0.0,1.8930579770426448e-08
1921,7.572747429129834e-10,0.0,2.4232791773215467e-08
1922,0.0,7.377935484775833e-10,1.1804696775641332e-08
1923,0.0,0.0,3.290943961786752e-08
1924,9.02413699321869e-09,1.289162443462999e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,0.0,2.3096173862313663e-08
1926,2.229227691330493e-09,1.1146138456652466e-09,2.7865345586519652e-08
1927,4.4596899506643695e-09,0.0,2.0068604555945058e-08
1928,7.998228745975666e-09,1.1426041224282812e-09,2.5137291359556002e-08
1929,2.2280812750352652e-09,1.1140406375176326e-09,2.33948540540041e-08
1930,0.0,1.0503603542488804e-09,1.3654684494213143e-08
1931,3.4216069977333063e-09,0.0,1.596749932275543e-08
1932,1.0959536611565568e-09,0.0,7.6716757391182e-09
1933,0.0,0.0,1.4911860191091364e-08
1934,4.7926320689839486e-09,0.0,2.6359476379411717e-08
1935,1.196828414151696e-09,0.0,1.0771455727365264e-08
1936,2.424942913137329e-09,0.0,1.6974599503782883e-08
1937,3.777335444432595e-09,1.2591118148108649e-09,2.7700460591972842e-08
1938,7.779128452511941e-09,0.0,1.5558256905023882e-08
1939,7.647025235257843e-09,0.0,7.647025235257843e-09
1940,7.607348528892999e-09,0.0,2.2822046474857416e-08
1941,2.9515025978810172e-09,0.0,2.066051862925633e-08
1942,0.0,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,0.0,1.7419411690866582e-08
1944,2.2492303131116387e-08,3.2131861615880553e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,2.178504043826024e-09,1.089252066321933e-08
1946,5.568441707737293e-09,0.0,8.352662561605939e-09
1947,1.1920870957027319e-09,0.0,1.0728784083369192e-08
1948,3.2615663503321457e-09,1.0871887834440486e-09,2.6092530802657166e-08
1949,3.9268033269479474e-09,9.817008317369869e-10,9.817008539414473e-09
1950,2.0207187034770868e-08,0.0,2.765194051512765e-08
1951,8.529121409139861e-09,0.0,1.2793682557799002e-08
1952,2.1089607837865287e-09,0.0,1.1599284199803606e-08
1953,3.232148326759443e-09,2.1547654771580937e-09,1.4005975934594517e-08
1954,9.772536113672459e-10,0.0,1.07497895029951e-08
1955,9.385607846468247e-09,9.385607846468247e-10,2.440258128899586e-08
1956,2.616342476002842e-09,0.0,3.488456634670456e-09
1957,2.6505113659425206e-09,8.835037701437898e-10,2.2087593976038988e-08
1958,2.481673033738474e-09,0.0,2.2335056470978998e-08
1959,5.425523585955716e-09,0.0,1.3951345856355601e-08
1960,4.844583401109048e-09,6.920833350854139e-10,1.314958364417862e-08
1961,4.8637115446226176e-09,0.0,2.36237411854745e-08
1962,6.976152211457531e-09,6.341956404476434e-10,1.4586500007851555e-08
1963,5.819447812527301e-09,6.466053248388448e-10,1.4871922360271128e-08
1964,6.083968440151466e-09,1.2167936658258327e-09,2.068549243006146e-08
1965,6.0192477668863376e-09,2.73602163147757e-09,1.3132904541635071e-08
1966,1.6617224263271169e-09,5.539074754423723e-10,1.772503954722282e-08
1967,3.451234853457663e-09,4.930335584241163e-10,1.972134211492005e-08
1968,7.63540694559417e-09,0.0,1.8414804320299183e-08
1969,2.2708788183223305e-09,4.5417578031781147e-10,2.497966811176866e-08
1970,5.518470042042978e-09,4.5987250119061684e-10,1.609553734738256e-08
1971,8.735275947024945e-09,0.0,1.490135304038631e-08
1972,1.2312352470900123e-08,5.130146862875051e-10,1.3338381954497436e-08
1973,6.064523994098181e-09,0.0,1.268036875501366e-08
1974,1.4063929631991101e-08,5.625571675160757e-10,1.743927147135338e-08
1975,5.140332159925265e-09,0.0,1.9990180177842376e-08
1976,6.856232248608762e-09,5.713526873840635e-10,1.5997875024709174e-08
