year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET gages_NOUN
1828,1.8619770969507954e-07,9.172301251858528e-10,1.5776357997765444e-07
1829,2.2204525473856762e-07,0.0,2.2204526572977556e-07
1830,1.8055725981014348e-07,0.0,2.3378512814531405e-07
1831,2.1359952118160663e-07,1.5591206103948707e-09,1.9644920357109186e-07
1832,2.963063165939417e-07,2.705993873419743e-09,1.7318360789886356e-07
1833,2.467312907317165e-07,2.3167257001688313e-09,1.9808005013999264e-07
1834,2.8283629482928063e-07,8.401077833397608e-09,2.7910246735984856e-07
1835,2.0722860938349186e-07,4.5378527602224494e-09,1.9739659506967655e-07
1836,2.28505502519738e-07,1.3441500135158435e-09,1.5054480151377447e-07
1837,3.1310508497028877e-07,3.478945576063097e-09,2.0734515437936807e-07
1838,2.1776958192276652e-07,1.2624323808552163e-09,1.5654161167333314e-07
1839,2.013544850854032e-07,6.9914751765765e-10,1.622022240965748e-07
1840,2.3567847851069246e-07,5.732719854378843e-09,1.7962521781100804e-07
1841,2.619583892027322e-07,2.5682194149112547e-09,1.5922959661907043e-07
1842,2.5424325444944884e-07,5.366612043644636e-09,2.1198117750031997e-07
1843,3.2133596494787753e-07,4.725528968130277e-09,1.7189111289894754e-07
1844,1.93197352338359e-07,1.6465684371524958e-09,2.0417447288423318e-07
1845,3.024483472557904e-07,8.37034175305007e-09,1.7019694986686318e-07
1846,3.0853222998672436e-07,3.5127007969038004e-09,1.539733887057082e-07
1847,3.0040256326913095e-07,4.314578916364553e-09,2.54020839918212e-07
1848,2.4135665288582686e-07,5.631655086713039e-09,1.61708950230377e-07
1849,2.2959596424065865e-07,3.3517659758786067e-09,1.5334329894756138e-07
1850,2.864956236692251e-07,4.752297222410107e-09,2.511928514081774e-07
1851,3.708427320781027e-07,3.2247193804124663e-09,1.6768541222234035e-07
1852,3.5677788634558283e-07,1.1718981784980542e-08,1.9726953226495425e-07
1853,2.484323697871105e-07,5.3747386541402875e-09,1.4870110831566308e-07
1854,2.3484403888218708e-07,1.143046168827766e-08,1.818482626703144e-07
1855,3.269073260980804e-07,2.1227748447927297e-09,1.5761603933128754e-07
1856,2.5989489271793786e-07,1.0354378243704332e-08,1.6463461172122607e-07
1857,3.3975302082822623e-07,3.905207379695241e-09,1.6645945599691458e-07
1858,2.8481194291885004e-07,2.4468380654951716e-09,1.5806573117060907e-07
1859,2.2456483961263984e-07,2.036869339860914e-09,2.0725145510880338e-07
1860,2.9522835820472437e-07,3.204028764525191e-09,1.5745512627063363e-07
1861,2.8767377990845944e-07,3.301174722469824e-09,1.782634306835007e-07
1862,2.7830795268357633e-07,4.969785083464018e-09,1.658100945434171e-07
1863,2.9618101571315947e-07,3.496234635136375e-09,1.4834023787102524e-07
1864,3.52891981414416e-07,5.7536736486341056e-09,1.884328106882549e-07
1865,2.847640931946671e-07,6.118897666329559e-09,1.6332749197545127e-07
1866,3.0896643288258474e-07,4.865612968085742e-09,9.974506554044638e-08
1867,3.741517797806182e-07,4.85281148598915e-09,1.5820165621960314e-07
1868,4.021057513625692e-07,3.951899252285784e-09,1.8623325104272226e-07
1869,4.2730792237932747e-07,5.371871170112286e-09,1.4357546262999676e-07
1870,4.117047027740739e-07,7.454263428741115e-09,1.7603529300913578e-07
1871,2.729642671894794e-07,1.0621177271019633e-09,1.317026008251787e-07
1872,3.9005337448827504e-07,2.4189357183956872e-09,1.8444384686233661e-07
1873,4.0824549341067495e-07,3.5916026819293734e-09,1.3408650012536327e-07
1874,4.050785111786581e-07,8.364452686038248e-09,1.6131444624534197e-07
1875,2.8149914577113577e-07,5.1493745933939294e-09,1.2701789842139988e-07
1876,3.4220444256050087e-07,1.209202959984168e-09,1.348261289280117e-07
1877,3.383094333564429e-07,3.710889595609501e-09,1.6760851906383323e-07
1878,3.1524042753972026e-07,3.6234532041490297e-09,1.4976939510802367e-07
1879,2.9324760930649063e-07,4.276527687530063e-09,1.2524116854706335e-07
1880,3.3693691925407165e-07,1.9253538763308597e-09,1.206555122479358e-07
1881,3.249188660348068e-07,2.7890030285249168e-09,1.2132163540456986e-07
1882,2.5756339816496165e-07,6.655385131892899e-10,1.4109416390795104e-07
1883,2.1928106086477328e-07,6.951272724098345e-09,1.6240701583569717e-07
1884,2.9179500060649843e-07,4.621187876807653e-09,1.4655767088811444e-07
1885,2.739395252859822e-07,5.1565086089944145e-09,1.488941849814296e-07
1886,1.7424353160322426e-07,4.517424767591649e-09,1.6972609628851387e-07
1887,2.0174376391679516e-07,4.570247291724172e-09,1.292727080937084e-07
1888,2.10508408038379e-07,3.804368819970705e-09,1.97827185743904e-07
1889,2.744129936615991e-07,2.506054641582267e-09,1.3282090094435262e-07
1890,2.4972213630292117e-07,3.932631886804927e-09,1.7434668109217455e-07
1891,2.4349520533206714e-07,3.1871099093194744e-09,1.268469826953833e-07
1892,2.0560719926621118e-07,3.1342561879199593e-09,1.3226561001999926e-07
1893,1.7120397943770627e-07,4.310891532632866e-09,1.0961981367074713e-07
1894,2.4323942460213743e-07,5.671385361338821e-09,1.2035940244459198e-07
1895,1.8838262771936343e-07,4.213030146971164e-09,1.408355814191964e-07
1896,1.7867998147735875e-07,4.127920338881097e-09,2.1170334463249674e-07
1897,1.4217181543152435e-07,4.661370844871726e-09,1.2469167209872012e-07
1898,2.1218831403047034e-07,2.26334195829736e-09,1.1769378360781957e-07
1899,2.1833934837900415e-07,6.080336234504102e-09,1.3597843029344858e-07
1900,1.8480149055477568e-07,4.1528424032932776e-09,9.655358645943579e-08
1901,1.6877992004005193e-07,2.794369458047896e-09,8.271333662435154e-08
1902,1.4681748350398038e-07,2.455141923096704e-09,1.5123674579342605e-07
1903,1.6740683417282298e-07,4.860198243861191e-09,1.1286460654957864e-07
1904,2.0154844637687575e-07,3.2247751136083025e-09,8.115683947096386e-08
1905,2.2294478885243052e-07,5.160759153355343e-09,9.753834806502937e-08
1906,2.201711006843965e-07,7.201858442940079e-09,1.2963344886429695e-07
1907,1.6097100075107562e-07,3.5999904168804164e-09,1.2239967084326508e-07
1908,1.9645556825764743e-07,7.367083387777029e-09,7.170628091301978e-08
1909,1.7548137432044086e-07,1.6502950672681038e-09,9.626720931521504e-08
1910,1.9185500654828047e-07,5.878565745298658e-09,1.0100445013705439e-07
1911,1.6546363301728206e-07,5.3203741412488625e-09,8.61900621984546e-08
1912,2.2869359872501605e-07,6.251305251225858e-09,1.2294233897591766e-07
1913,1.7128657470166786e-07,4.772690798127144e-09,1.267414564409819e-07
1914,1.6139152236860355e-07,2.0090231700464756e-09,7.902157506123331e-08
1915,1.9202642276283655e-07,0.0,1.1191723636727602e-07
1916,1.3514578811602007e-07,6.592477230782379e-09,1.7579939459722027e-07
1917,1.5572322809020989e-07,4.3865698851064394e-09,1.239205928982301e-07
1918,1.2979605212848355e-07,2.2972752589112133e-09,8.844509480354645e-08
1919,1.3995928999088747e-07,4.603924352863942e-09,1.473255775152893e-07
1920,1.2721349218480782e-07,1.514446346106979e-09,1.1206903316463013e-07
1921,1.893186833967775e-07,3.786373770076068e-09,1.6054223905825893e-07
1922,1.4165636075258448e-07,3.6889677978990676e-09,1.9551529284456137e-07
1923,1.380073242351898e-07,8.492758496458919e-09,2.5053637386918126e-07
1924,1.534103367673012e-07,3.867487219366694e-09,2.1013347861753573e-07
1925,1.6607248753963688e-07,5.499088961968823e-09,1.429763125671002e-07
1926,2.441004323117113e-07,2.229227691330493e-09,9.362756436814834e-08
1927,1.9065174816645936e-07,3.344767462998277e-09,9.69982547616155e-08
1928,1.73675829273634e-07,1.1426041224282812e-09,6.741364177997866e-08
1929,1.7156225795567082e-07,2.2280812750352652e-09,9.692153413176641e-08
1930,1.7015838249534454e-07,1.0503603542488804e-09,9.978423420875515e-08
1931,1.562533826771073e-07,4.5621426636444085e-09,1.3686427635661857e-07
1932,1.6110518430423326e-07,0.0,1.0192369082062669e-07
1933,1.1585368664412954e-07,2.2941324395731044e-09,1.4223620858899721e-07
1934,1.6294948679274057e-07,7.188948103475923e-09,1.0423974750040088e-07
1935,1.4840673046023767e-07,0.0,1.1609235617271452e-07
1936,1.612587050559e-07,3.6374143697059935e-09,6.426098586587159e-08
1937,1.0324717214515999e-07,3.777335444432595e-09,5.666003133342201e-08
1938,1.4909996326473163e-07,2.5930428915188486e-09,7.779128718965467e-08
1939,1.605875254995226e-07,1.5294050470515685e-09,8.411727936419311e-08
1940,1.293249303202515e-07,2.5357829169792012e-09,6.593035539737002e-08
1941,3.0990776522799024e-07,1.1806010835613279e-08,4.427254030048289e-08
1942,1.6688165294098667e-07,3.034211770724937e-09,5.765002475399683e-08
1943,2.5838794304178236e-07,5.806470415592457e-09,8.419382169222445e-08
1944,2.3134940363433998e-07,3.2131861615880553e-09,7.069009555493722e-08
1945,1.3506725338174874e-07,0.0,9.367567432860824e-08
1946,2.0603234407445825e-07,2.7842208538686464e-09,7.09976326618289e-08
1947,1.7881306302314215e-07,1.1920870957027319e-09,1.549713211090875e-07
1948,2.076530543071442e-07,5.435944139264848e-09,7.066727114590776e-08
1949,1.4921852553584358e-07,1.9634016634739737e-09,5.3993544746333555e-08
1950,1.893094410121421e-07,2.1270722960764488e-09,8.189228140054183e-08
1951,1.7484699288417005e-07,3.198420528427448e-09,9.915103582613938e-08
1952,1.5922654372779732e-07,4.2179215675730575e-09,6.0105383781206e-08
1953,1.4221451571927446e-07,3.2321482157371406e-09,7.218464226355081e-08
1954,2.04246004997799e-07,8.795282502305213e-09,8.893007930055319e-08
1955,1.670638241080269e-07,9.385607846468247e-09,6.945349895204345e-08
1956,1.4564306560771456e-07,5.232684952005684e-09,5.755953580433015e-08
1957,2.1292440699482995e-07,8.835037701437898e-09,6.714628497661579e-08
1958,2.03497190653934e-07,2.481673033738474e-09,8.437688414630884e-08
1959,1.7516690142826974e-07,3.8753737996444215e-09,7.59573248743095e-08
1960,1.6540791136776534e-07,2.0762500052562416e-09,5.3982499359506164e-08
1961,2.2650999831341778e-07,6.948159270159238e-10,5.836453720320378e-08
1962,2.4797050102165485e-07,4.4393695941558065e-09,5.961439164536841e-08
1963,2.153195772791605e-07,4.526237051827309e-09,5.8841083117044946e-08
1964,1.6183356343901778e-07,5.4755713296827935e-09,6.631525550915285e-08
1965,2.1395689309144927e-07,3.2832260243864653e-09,5.8003658764960164e-08
1966,1.8555900282990478e-07,4.431259803538978e-09,6.536108365651216e-08
1967,1.538264706724135e-07,1.9721342336964653e-09,1.1684895362407133e-07
1968,2.2142680222714262e-07,4.9405573798733116e-09,6.108325711906559e-08
1969,2.0165405345551335e-07,3.1792303789579535e-09,8.038911047947295e-08
1970,1.991247877697333e-07,1.3796175035718505e-09,7.357959752596344e-08
1971,2.3328324338933726e-07,5.6522372338108084e-09,6.474380853660477e-08
1972,2.6676764974808975e-07,6.15617617993891e-09,4.46322778735464e-08
1973,2.2824663759024588e-07,4.410563025913916e-09,4.410563159140679e-08
1974,2.509004985995489e-07,2.8127858930915295e-09,6.975709077039483e-08
1975,2.615857894738838e-07,8.567220266542108e-09,5.5401358167728176e-08
1976,2.1654267001736116e-07,1.0855700893763753e-08,3.942333659523456e-08
1977,2.92076059338342e-07,5.876782005476144e-09,7.463513007621714e-08
1978,2.2871276783575922e-07,1.1881182704343018e-09,5.8217794585146976e-08
1979,2.4753847505110116e-07,1.7555920051037788e-09,6.086052373177608e-08
1980,2.8368901894282317e-07,1.1370301367108482e-09,4.4912690455589654e-08
1981,2.5428709626851287e-07,6.325549528618524e-10,7.843681526509272e-08
1982,2.53886838663675e-07,4.345251602977385e-09,6.642027283731977e-08
1983,2.589279581854953e-07,5.68378455412244e-09,4.0418021818311445e-08
1984,2.1862261689875595e-07,8.118611782848006e-09,5.10312743173813e-08
1985,2.27388099460768e-07,1.8046674155058895e-09,4.090579563964525e-08
1986,2.2479320804791314e-07,4.196139768986029e-09,3.47680146894902e-08
1987,2.322110361774321e-07,5.499735167280306e-09,3.72759845213011e-08
1988,3.16618038453953e-07,5.396898372644898e-09,3.957725480674412e-08
1989,1.7507109717485037e-07,5.4881220679092735e-09,4.829547428641945e-08
1990,2.1849090714454178e-07,3.8140557934163155e-09,2.7788119472127448e-08
1991,2.1687420748150998e-07,2.344586136349136e-09,4.6305574485927536e-08
1992,2.573143866868577e-07,5.509944167592096e-10,5.620143017637247e-08
1993,2.6366627281504407e-07,1.6617622278225497e-09,4.209797754839428e-08
1994,2.210194320895198e-07,0.0,4.589186186620964e-08
1995,2.0930659871964963e-07,5.422450821690461e-10,4.5006343540876514e-08
1996,2.1512511771959453e-07,3.2028553142993132e-09,4.5373784729463296e-08
1997,1.9083679525522257e-07,1.917957792585412e-09,6.041567246484192e-08
1998,2.1981076159249824e-07,2.3840646123929332e-09,5.531029856342684e-08
1999,1.82351023170213e-07,2.7421206971744994e-09,5.072923325855072e-08
2000,1.6346716869009015e-07,4.4180314962005696e-10,5.522539403557403e-08
2001,2.234417948443479e-07,2.628727069353687e-09,3.811654281093979e-08
2002,1.7481074365832683e-07,3.5049772528772394e-09,5.607963515785741e-08
2003,1.9292853004060362e-07,2.5001538617175356e-09,4.291930544297884e-08
2004,1.7707260546728776e-07,1.3214374039449694e-09,3.788120528369632e-08
2005,2.3194309939356117e-07,0.0,3.873224718731194e-08
2006,1.7336316293636855e-07,2.0589450144825605e-09,5.5591512726493875e-08
2007,1.3541285959206562e-07,7.988958938831558e-10,4.07436906435521e-08
2008,1.468816628324987e-07,4.257439678578834e-10,4.129716479894796e-08
2009,1.5925763108270985e-07,1.907277002999308e-09,3.099325196487257e-08
2010,1.388795185519598e-07,0.0,2.9287517744336355e-08
2011,1.3077984428733203e-07,0.0,1.873746269254184e-08
2012,1.262977757932049e-07,0.0,2.8936148588343258e-08
2013,1.1602760352502628e-07,5.578250084070646e-10,4.211578819024453e-08
2014,1.2039875141311995e-07,4.330890368553497e-10,4.15765488703812e-08
2015,1.440774077821061e-07,4.433150790905671e-10,3.546520721542379e-08
2016,1.2510894187300892e-07,2.0713400439298368e-10,4.888362603594487e-08
2017,9.785728272149186e-08,2.515611330355938e-10,2.087957406970986e-08
2018,1.1022862711485004e-07,2.5814667070633845e-10,2.6589106916219407e-08
2019,1.576510459955216e-07,5.1019755087367e-10,3.035675488760603e-08
