year,des_DET arts_NOUN,des_DET gares_NOUN
1870,2.326877021729956e-06,1.6628741494884025e-07
1871,1.7227549875542536e-06,2.8783389427466943e-07
1872,1.712606495729574e-06,3.5679301291224874e-07
1873,1.6521372550037938e-06,2.71764591941448e-07
1874,1.4345035985741106e-06,3.584765368991327e-07
1875,1.7805392893421867e-06,3.089624556196213e-07
1876,1.9171912626347876e-06,3.464366553629361e-07
1877,1.8981200753387384e-06,2.597622597022564e-07
1878,1.9288849166798627e-06,3.0859744437616854e-07
1879,1.7234407145849673e-06,2.3215436328882788e-07
1880,1.8367876002400862e-06,2.5543027803998086e-07
1881,1.6594567648908765e-06,2.698360404007616e-07
1882,1.6225828964877564e-06,3.108064809964617e-07
1883,1.997543050080708e-06,2.6730802415997346e-07
1884,1.6900344306236548e-06,3.0565856157238613e-07
1885,1.677154427781602e-06,2.932764346930128e-07
1886,1.684999411111221e-06,3.181557772791166e-07
1887,1.7249418924336624e-06,4.5833051220967036e-07
1888,1.5743746288876537e-06,2.87229853901394e-07
1889,1.637706779078485e-06,2.9320838623725365e-07
1890,1.5737082366129584e-06,3.323073993755088e-07
1891,1.5623213585058693e-06,3.085122539658869e-07
1892,1.4793689473435734e-06,3.541709503451784e-07
1893,1.4798675076477252e-06,3.639624140960862e-07
1894,1.533794662833543e-06,3.251594353770315e-07
1895,1.4336339413389965e-06,3.081530537407673e-07
1896,1.4530279415225777e-06,2.5416195725824764e-07
1897,1.7439353028336768e-06,4.2301941682865163e-07
1898,1.454197253725198e-06,3.4119879499527883e-07
1899,1.3072723259455188e-06,2.868813258061209e-07
1900,1.6585414570613466e-06,4.002302045336137e-07
1901,1.5000174871104832e-06,4.778371636149359e-07
1902,1.2359184502486187e-06,3.717084875454191e-07
1903,1.5082814863731642e-06,4.206771695436373e-07
1904,1.4146013516125322e-06,3.665494316962281e-07
1905,1.5440990992487968e-06,3.2977249775356654e-07
1906,1.4799818419675148e-06,4.2902498442742854e-07
1907,1.5557101438190557e-06,5.127415088068688e-07
1908,1.4650673616500853e-06,4.371136252956376e-07
1909,1.5028687272433672e-06,4.774853867850481e-07
1910,1.347260415673901e-06,4.318073880682505e-07
1911,1.388085669518091e-06,4.107328965829993e-07
1912,1.4211300936040061e-06,3.5840819467836127e-07
1913,1.5771091064209486e-06,3.8234554944338583e-07
1914,1.661462101676392e-06,4.7479913778403215e-07
1915,1.3571437839088318e-06,5.501615802927518e-07
1916,1.8403998949256817e-06,7.339624534807854e-07
1917,1.1021256476340113e-06,5.636741979841986e-07
1918,1.2393800083998485e-06,6.696557210972287e-07
1919,1.310276865673643e-06,6.003517327712871e-07
1920,1.4917296802252622e-06,4.0359994457617177e-07
1921,1.3744536286885989e-06,3.233563230509162e-07
1922,1.3029434011713192e-06,3.961951371422856e-07
1923,1.3737036916872114e-06,3.322791766180444e-07
1924,1.311078245080921e-06,2.990856904361294e-07
1925,1.4671569310564792e-06,2.408600947578776e-07
1926,1.4389665299319176e-06,2.675073149660534e-07
1927,1.549742258077913e-06,2.519724926486333e-07
1928,1.2888574563163502e-06,3.4620903655024904e-07
1929,1.3011994823841633e-06,3.2307178088331057e-07
1930,1.3402598320055858e-06,4.012376670914364e-07
1931,1.2762593923909549e-06,3.3303641533422024e-07
1932,1.3403513063892092e-06,4.975629703807272e-07
1933,1.4040090672295946e-06,7.134751776050052e-07
1934,1.2173285366401387e-06,4.732724061540239e-07
1935,1.3943051371256843e-06,3.063880598119795e-07
1936,1.2815823176026697e-06,3.2009246098141375e-07
1937,1.4933066383449045e-06,3.185552941431524e-07
1938,1.306893590680147e-06,2.9949644719806656e-07
1939,1.2449357100763336e-06,3.1199862782216314e-07
1940,1.4555394005633104e-06,3.499380301086319e-07
1941,1.5583933796747829e-06,2.7153824166958884e-07
1942,1.565653240831466e-06,3.337632872302265e-07
1943,1.3500043820613428e-06,2.874202795766223e-07
1944,1.2884876365859554e-06,2.2170985225500317e-07
1945,1.6404135081415916e-06,4.0084474584034524e-07
1946,1.7888619101569248e-06,3.090485130030629e-07
1947,3.712159195146114e-06,2.741800388950111e-07
1948,1.6699219917981623e-06,3.7725450674486183e-07
1949,1.8122197236181137e-06,3.357416833438265e-07
1950,1.6080666576101521e-06,3.009807265641484e-07
1951,1.9830207822479906e-06,3.326357269628488e-07
1952,1.623899786196148e-06,2.572932107369752e-07
1953,1.6160740932136264e-06,2.3163728180009002e-07
1954,1.6085594201076248e-06,1.974052263875592e-07
1955,1.608693179555587e-06,2.0554481849899275e-07
1956,1.4756171555774245e-06,2.2762179163748897e-07
1957,1.616811895921444e-06,1.652152077369351e-07
1958,1.4650142619032636e-06,2.001882912772146e-07
1959,1.5346480868316803e-06,2.0772004205582562e-07
1960,1.5191229092437197e-06,1.86170417748599e-07
1961,1.6230899646529906e-06,2.2164627822007787e-07
1962,1.8169704629755756e-06,2.2577364156006752e-07
1963,1.7671723195888944e-06,2.0044764781346203e-07
1964,1.7710431476913868e-06,1.9894575853385277e-07
1965,1.750506719133682e-06,2.0739045059059436e-07
1966,1.590268341900014e-06,1.7725039391791597e-07
1967,1.7749208200967814e-06,1.903109536627312e-07
1968,1.676196325739454e-06,1.819023425220223e-07
1969,1.787635831362877e-06,2.0119986920974497e-07
1970,1.6261091015934426e-06,1.6647384204482307e-07
1971,1.6602162329348857e-06,1.5774879802421538e-07
1972,1.654472344903013e-06,1.7339895919121773e-07
1973,1.5718143835385945e-06,2.1170701902661904e-07
1974,1.5340934469421086e-06,1.9070688228595145e-07
1975,1.6334833037312535e-06,1.8562310266645454e-07
1976,1.6072151138857294e-06,1.622641661036539e-07
1977,1.5973093114851622e-06,1.639622084770309e-07
1978,1.6199992547427655e-06,1.7108903183071789e-07
1979,1.768466381779632e-06,1.597588781265813e-07
1980,1.905093951037884e-06,1.972747329936908e-07
1981,1.7496469819633376e-06,1.4358998035035597e-07
1982,1.916876746221874e-06,2.1788333093297751e-07
1983,1.8207055791918947e-06,1.888279523853953e-07
1984,2.040091191979343e-06,1.7281044861761075e-07
1985,2.4182544162698605e-06,1.7445117883596595e-07
1986,1.857091625367957e-06,1.5885387144587426e-07
1987,2.0727891083538452e-06,1.86990999573311e-07
1988,1.8949109512611528e-06,1.1813210654132433e-07
1989,1.953771523233172e-06,1.8824258907201852e-07
1990,1.8519964974927916e-06,1.7599143342650336e-07
1991,1.7725070708962676e-06,2.0456513638578144e-07
1992,1.8513412936016493e-06,1.9174605281335744e-07
1993,1.7326641028603262e-06,1.7005366403921585e-07
1994,1.7549680384476574e-06,1.7354508896616494e-07
1995,1.92388549002942e-06,1.491173966527981e-07
1996,1.7183319229729932e-06,1.622779981502731e-07
1997,1.6494437318215205e-06,2.0522147803347934e-07
1998,1.8538486274977117e-06,1.935860427515479e-07
1999,1.838591868974504e-06,2.1845562159228393e-07
2000,1.6576453667482838e-06,1.983696193974538e-07
2001,1.743722320313168e-06,1.5684738352561567e-07
2002,1.6284999801996491e-06,1.6341955877408054e-07
2003,1.6592686939986834e-06,2.0751275631170074e-07
2004,1.6218441896143077e-06,1.6473919295378892e-07
2005,1.7578134166029713e-06,1.6438685968012123e-07
2006,1.7554565090449614e-06,2.0301196945737843e-07
2007,1.6872681491975072e-06,1.6097752242316687e-07
2008,1.6327280736305738e-06,2.1074327083425715e-07
2009,1.5067488732256606e-06,2.0741637918320066e-07
2010,1.302349771137301e-06,1.9367551917781611e-07
2011,1.0661233513786783e-06,2.137600354501501e-07
2012,9.661269100291747e-07,2.4851044244655895e-07
2013,8.651865837094874e-07,2.0193265726220488e-07
2014,9.272436471974288e-07,2.5162474059925444e-07
2015,9.939124137048339e-07,2.0126504729489625e-07
2016,9.830580012248902e-07,2.121052204984153e-07
2017,8.51282863756353e-07,1.8640679622095035e-07
2018,8.366533847947721e-07,2.1710135200692093e-07
2019,8.813662422113566e-07,1.9489547042894628e-07
