year,ses_DET ans_NOUN,ses_DET gants_NOUN
1800,3.0812812790159683e-07,3.175606124727892e-07
1801,1.9049460320275102e-07,1.7382632933049535e-07
1802,1.991677720525331e-07,1.4769744893783354e-07
1803,2.86699872731333e-07,1.0726866039867389e-07
1804,3.534746895184071e-07,3.7324949708761324e-07
1805,2.3595885068061762e-07,3.4114531599627185e-07
1806,2.651135684317296e-07,2.1036184705280903e-07
1807,1.6512339584551228e-07,7.971474236256881e-08
1808,2.3793776904312836e-07,3.5803968856384927e-07
1809,1.4683698168482806e-07,1.965356517530381e-07
1810,1.9189039335287816e-07,4.610049777475922e-07
1811,1.1281845502253418e-07,3.6101905731555917e-07
1812,1.3869482984318893e-07,2.0270782519205e-07
1813,3.0770434955584847e-07,4.1410680751141626e-07
1814,3.1152103474596515e-07,2.2970743351891088e-07
1815,1.9959454156115441e-07,1.0519172000122978e-07
1816,1.7382029149359823e-07,2.0394913846644158e-07
1817,2.0550728674351149e-07,2.148485336306294e-07
1818,1.5855166157763279e-07,2.4915261764846264e-07
1819,2.5463583597229444e-07,1.6147638426389221e-07
1820,2.2190319004522507e-07,2.62249233884404e-07
1821,2.0610510154117634e-07,2.810524151186655e-07
1822,2.0452256421776838e-07,2.2156611123591574e-07
1823,3.508353771941586e-07,4.4274437094316e-07
1824,3.309497262904415e-07,3.4105505264392377e-07
1825,2.985045226555627e-07,4.0064766615444114e-07
1826,1.7704049115607745e-07,2.272459918017944e-07
1827,1.6683263970307394e-07,1.6406746006225603e-07
1828,1.72439257539736e-07,2.72417333135877e-07
1829,1.5431717381719778e-07,2.5890992105814803e-07
1830,1.711641122170704e-07,3.2771664848496584e-07
1831,1.1225668572478753e-07,2.8220084136165724e-07
1832,1.6371262312464552e-07,3.585441810116663e-07
1833,1.4942881421120546e-07,4.517615259658214e-07
1834,1.3255033382009174e-07,3.9578411392682256e-07
1835,1.1495893659230205e-07,4.779871431992433e-07
1836,1.52561029753695e-07,3.6762502020337706e-07
1837,1.342872963938646e-07,3.242377184520251e-07
1838,1.5338553316368575e-07,3.7241754036188013e-07
1839,1.2864314835603352e-07,3.1042150894222686e-07
1840,9.363442332599448e-08,3.6816800808026073e-07
1841,1.438202890113871e-07,4.134833355706746e-07
1842,1.0531976091243678e-07,4.5817450011753635e-07
1843,1.0455232551942473e-07,4.1407445827701395e-07
1844,9.056126382134266e-08,2.8650290273546375e-07
1845,6.417262066182872e-08,3.7331725089018164e-07
1846,8.781751636988133e-08,3.0970310760380926e-07
1847,8.898818659730523e-08,2.3029065054913644e-07
1848,8.769291981458593e-08,3.2904955649115664e-07
1849,1.03066805534624e-07,2.4886863236872614e-07
1850,8.622024783022653e-08,2.892112318519935e-07
1851,8.126293105092941e-08,2.760359816278424e-07
1852,5.3386471465799445e-08,3.444078613412671e-07
1853,8.300985521181303e-08,3.093460785308366e-07
1854,1.080698244226852e-07,3.41874724973934e-07
1855,1.0189318899733735e-07,4.983213699460975e-07
1856,1.2942973603990993e-07,4.08997935075206e-07
1857,1.9818926455528185e-07,4.232268251413984e-07
1858,1.1255455079073329e-07,4.272179108255614e-07
1859,1.217029423905558e-07,5.21947794318578e-07
1860,1.1580275360856263e-07,5.158486153788999e-07
1861,8.677372975718356e-08,4.0180011007251437e-07
1862,9.894390129439046e-08,3.808662345505809e-07
1863,1.0538649997116067e-07,4.185492241681743e-07
1864,1.1699136004406085e-07,3.270004444999586e-07
1865,8.425251252219823e-08,3.69016598611438e-07
1866,1.1093597684919132e-07,4.0092651598655493e-07
1867,9.899735431417866e-08,4.72178561139458e-07
1868,8.842374432660449e-08,4.3915480318901245e-07
1869,8.497323022993442e-08,4.058204545742683e-07
1870,8.601073497871425e-08,4.340674859548699e-07
1871,7.965882775629041e-08,2.485355392600752e-07
1872,7.498700549390946e-08,4.239184887566694e-07
1873,9.098726883038921e-08,4.082455173914923e-07
1874,7.528007572865647e-08,4.492906189312862e-07
1875,9.669380807153516e-08,4.542892595438275e-07
1876,9.915464427301401e-08,4.038737912992474e-07
1877,1.063788335198268e-07,4.514915570297262e-07
1878,1.0568405106603507e-07,4.0280721691487997e-07
1879,1.2951769345903585e-07,5.082958853819264e-07
1880,8.407378460084658e-08,4.1138394779594023e-07
1881,7.181682448731408e-08,4.302037064363162e-07
1882,6.122954476772691e-08,4.3725880649603255e-07
1883,6.066565261253487e-08,4.916445615066323e-07
1884,6.139578090369469e-08,4.535365816238368e-07
1885,5.41433392009516e-08,4.7568790950691664e-07
1886,6.195325363833604e-08,4.3044605257946955e-07
1887,5.353718296463583e-08,4.537602524834483e-07
1888,6.213802317134309e-08,5.731915955209388e-07
1889,6.82899904402845e-08,4.053543536386428e-07
1890,4.653614471550327e-08,4.7191581309391495e-07
1891,5.2268602779292905e-08,4.7169229500099163e-07
1892,4.8894397863818995e-08,4.55094002482781e-07
1893,3.879802479289651e-08,4.6557627886301134e-07
1894,5.9234470217717217e-08,4.562314552813973e-07
1895,2.6481904225050812e-08,6.102875218516601e-07
1896,4.776593365285464e-08,5.006577699084858e-07
1897,3.845631113552628e-08,6.094742435180933e-07
1898,3.791097891170381e-08,3.9099231763373155e-07
1899,5.030096339453394e-08,5.101954805297737e-07
1900,4.568126776849368e-08,4.801724045044864e-07
1901,7.041810740071597e-08,4.415103749266791e-07
1902,4.9593866791042274e-08,3.481391281923152e-07
1903,5.238213796054936e-08,4.006963374436623e-07
1904,5.4283715300584845e-08,3.590249670892831e-07
1905,5.47040444054403e-08,3.653817284288152e-07
1906,5.247068113334308e-08,4.4960172473906823e-07
1907,5.914269740614486e-08,4.119417456038832e-07
1908,4.71493368792153e-08,4.6461739611203257e-07
1909,5.005894987419879e-08,4.736346825851001e-07
1910,4.2753206530576904e-08,5.285365176632695e-07
1911,5.5863928927202267e-08,3.9530380702146317e-07
1912,5.5219864347755276e-08,3.818505653896409e-07
1913,4.984810397790085e-08,4.3219367018565436e-07
1914,7.500352927625187e-08,4.4332443049910353e-07
1915,4.1232666947443875e-08,4.311758932118437e-07
1916,4.6147340837521256e-08,3.7247496553760584e-07
1917,3.947912841084644e-08,3.9698457587888925e-07
1918,1.1026920887502456e-07,3.7790177742635933e-07
1919,8.471220486194753e-08,4.1251161242428225e-07
1920,4.391894581345923e-08,4.096577450596328e-07
1921,5.300923133777502e-08,6.156643426180608e-07
1922,6.861480361664007e-08,5.400648666054053e-07
1923,9.342034656967257e-08,5.148734674165212e-07
1924,7.606058605169608e-08,5.453157347901083e-07
1925,7.478760966073139e-08,5.763045347606521e-07
1926,5.684530801630672e-08,6.01891480656036e-07
1927,5.6861046204836896e-08,7.246996336363054e-07
1928,4.798937336403242e-08,5.713020501119104e-07
1929,6.57283965033173e-08,5.703887850927458e-07
1930,4.20144132817768e-08,5.304319916632494e-07
1931,4.5621425748265665e-08,3.9462532708256504e-07
1932,5.58936368300067e-08,5.435930203745443e-07
1933,1.835305885045102e-08,3.693553090045043e-07
1934,2.516131836216573e-08,5.954845434530398e-07
1935,5.0266793394371234e-08,5.301949936864503e-07
1936,6.304851440930292e-08,4.5952667360182886e-07
1937,2.3923124259361828e-08,4.784624887399502e-07
1938,1.1409389033545381e-07,4.939746833798608e-07
1939,7.188203721142372e-08,4.787037850562115e-07
1940,2.02862628917444e-08,3.119012867980331e-07
1941,4.7224041566096275e-08,5.01755446080665e-07
1942,5.765002231150618e-08,4.763712553312871e-07
1943,5.2258234184421326e-08,4.964532269724486e-07
1944,4.4984606262232774e-08,5.076834028727717e-07
1945,3.267756065739036e-08,6.230521476524586e-07
1946,3.897909195416105e-08,7.08584229514031e-07
1947,3.4570525775379224e-08,7.021392800510284e-07
1948,4.892349725338363e-08,6.914520653822365e-07
1949,2.846932456446183e-08,5.458256850943144e-07
1950,1.0635361658017928e-07,5.63674154463456e-07
1951,4.797630914765705e-08,6.108983132691037e-07
1952,1.5817205323287453e-08,6.717040275106001e-07
1953,2.801195131407752e-08,5.699354961308245e-07
1954,3.518112912104243e-08,6.27396797625579e-07
1955,1.6894094123642844e-08,5.349796232678727e-07
1956,4.622205040938354e-08,6.907143923484682e-07
1957,2.738861626383482e-08,5.292187319483332e-07
1958,4.797901348441158e-08,5.269419127706954e-07
1959,5.968075811324525e-08,4.487682963016937e-07
1960,3.045166724335857e-08,5.571271017856816e-07
1961,5.2111194193127375e-08,5.072156055163646e-07
1962,4.122271529682919e-08,5.17503659480667e-07
1963,3.9442925370281046e-08,4.9142004243663e-07
1964,5.718930329301486e-08,5.305220565077207e-07
1965,7.387258760260806e-08,4.77709399149262e-07
1966,5.040558159752351e-08,5.577848494198179e-07
1967,7.247593147852172e-08,4.895823000339306e-07
1968,8.623518454875523e-08,4.473450205821905e-07
1969,4.678010531722343e-08,3.842327176428739e-07
1970,4.2768142805016396e-08,3.6927762048222235e-07
1971,5.6008531923446014e-08,4.2905619324073996e-07
1972,2.9241836674298582e-08,3.5705822076792515e-07
1973,5.6785999680286636e-08,3.8978351035723335e-07
1974,3.0378086990356934e-08,3.071562080236845e-07
1975,3.712462071092659e-08,2.644415193486793e-07
1976,3.542386795007957e-08,2.5596599062538417e-07
1977,3.64360481786008e-08,2.750333853995812e-07
1978,3.3861370818399905e-08,2.9881175489521183e-07
1979,2.6333880187578984e-08,3.265401007368496e-07
1980,1.8760996423061727e-08,3.143888465118039e-07
1981,2.024175771442316e-08,2.865474026947368e-07
1982,4.03487647737677e-08,2.9361486630907763e-07
1983,1.4525227021167098e-08,3.075559034115827e-07
1984,2.3775934665515308e-08,2.9690923941672054e-07
1985,1.9249785432329247e-08,2.971685670871693e-07
1986,2.2179595993154777e-08,3.117132374441667e-07
1987,3.1165165836899433e-08,3.0248542781663446e-07
1988,3.717863328311921e-08,3.5859392211179397e-07
1989,2.2501301488730974e-08,2.925169173551012e-07
1990,2.3429198747759727e-08,3.0839363374113304e-07
1991,2.285971378856999e-08,3.493433373691346e-07
1992,2.975369950419804e-08,3.063528857261133e-07
1993,2.8249958761161764e-08,3.090877638278755e-07
1994,3.481451560372051e-08,3.0067081890905456e-07
1995,3.633042044981494e-08,2.7058028706505866e-07
1996,3.20285515886809e-08,2.8185126232926905e-07
1997,2.3494983403260505e-08,3.049552930178834e-07
1998,3.337690390736725e-08,2.698761250030657e-07
1999,3.427650954734851e-08,2.6689975829441437e-07
2000,2.9600811024543816e-08,3.0528598404799823e-07
2001,2.716351391041094e-08,2.444716171723371e-07
2002,4.3812214689520346e-08,3.215816541946026e-07
2003,1.833446089394286e-08,3.2501998425971124e-07
2004,2.026204010130428e-08,2.8058521550633486e-07
2005,3.7831496380036356e-08,3.0265196215850665e-07
2006,2.141302812841417e-08,4.311430679138084e-07
2007,2.3567429258131156e-08,5.955768882515144e-07
2008,1.6604014163590364e-08,6.739526994259393e-07
2009,3.0516430937765904e-08,7.562353268042443e-07
2010,2.2201827765133686e-08,1.0751353176630118e-06
2011,1.4913490886669933e-08,1.2118166843322342e-06
2012,1.8723389366703813e-08,1.6823816668676272e-06
2013,2.036061236276865e-08,1.8622987987271244e-06
2014,2.0138640005606945e-08,2.0121316559595925e-06
2015,1.994917830927534e-08,1.9709789107480447e-06
2016,3.2934305949083864e-08,2.040476996256757e-06
2017,1.2829617646037406e-08,1.8429369177397348e-06
2018,1.6779534151023512e-08,1.957526091445061e-06
2019,1.836711227554133e-08,1.972933862504078e-06
