year,nos_DET os_NOUN,nos_DET gosses_NOUN
1868,9.533956824014922e-08,0.0
1869,1.2843655738947746e-07,0.0
1870,9.977245030157178e-08,0.0
1871,7.647247901587662e-08,0.0
1872,7.801067791746163e-08,0.0
1873,1.0355787782856396e-07,0.0
1874,9.021659930219528e-08,0.0
1875,8.410645158107855e-08,0.0
1876,1.0399145633499529e-07,6.04601479992084e-10
1877,5.813727166348315e-08,0.0
1878,9.420978130947333e-08,0.0
1879,6.292605236879467e-08,0.0
1880,6.610381664273746e-08,0.0
1881,8.157833941702108e-08,0.0
1882,8.053016209430552e-08,0.0
1883,6.761692628032279e-08,0.0
1884,8.714239640994492e-08,0.0
1885,9.732909966864156e-08,1.933690763067375e-09
1886,9.680196000338981e-08,0.0
1887,6.724792611656483e-08,0.0
1888,5.7699592659332666e-08,6.340614699951175e-10
1889,7.079604547044482e-08,0.0
1890,4.391438945816617e-08,0.0
1891,5.928024782164698e-08,0.0
1892,5.704346128787563e-08,6.268512375839919e-10
1893,5.665743074700913e-08,4.310891643655168e-09
1894,5.7344009318782696e-08,0.0
1895,4.8148915299250916e-08,0.0
1896,6.604672675436518e-08,2.358811590497112e-09
1897,5.884980680548324e-08,4.661370844871726e-09
1898,5.3188536908166384e-08,0.0
1899,6.854197209804624e-08,1.1055156790007459e-09
1900,5.710158434979462e-08,7.786579381274805e-09
1901,5.5328513548502656e-08,5.588738916095792e-10
1902,6.923500084354828e-08,5.401312119790447e-09
1903,5.022204674354214e-08,5.400220270956879e-10
1904,7.578221161708143e-08,3.7622376325430196e-09
1905,5.883265252748515e-08,2.0643036169332163e-09
1906,4.835533307101514e-08,2.572092316910357e-09
1907,3.959989491875149e-08,1.1828539925318182e-08
1908,5.746325282274256e-08,1.4734167219643268e-09
1909,7.536347368386487e-08,3.300590190047359e-09
1910,7.642135435581565e-08,6.412980702030779e-09
1911,6.384449036112017e-08,4.2562992019767876e-09
1912,8.856016076030926e-08,1.0939784633734462e-08
1913,8.11357461216744e-08,5.302989825040072e-09
1914,5.424362337080879e-08,6.696743715117748e-10
1915,9.424609315189514e-08,3.652036273393833e-08
1916,6.592477230782379e-08,2.4172416068779512e-08
1917,9.43112525852996e-08,2.1932848093264568e-08
1918,1.1026921331591666e-07,3.101321510712296e-08
1919,8.655377214950022e-08,1.4732557174212957e-08
1920,5.5277290744726315e-08,6.057785384427916e-09
1921,4.543648302046677e-08,1.2873670629520717e-08
1922,6.345024861076354e-08,9.591316185719734e-09
1923,5.732611940700849e-08,1.1677543376720223e-08
1924,6.703644883643278e-08,3.867487330388997e-09
1925,7.03883371588887e-08,8.798542339150117e-09
1926,5.3501465036021045e-08,1.114613823460786e-08
1927,4.905659012344188e-08,7.804457524684949e-09
1928,5.82728083564632e-08,3.4278122562625413e-09
1929,7.129859769250402e-08,1.4482528065684619e-08
1930,6.197126056761704e-08,1.470504518152893e-08
1931,4.33403561928003e-08,1.596749932275543e-08
1932,5.150982085311284e-08,1.753525868952721e-08
1933,4.932384767286635e-08,2.1794258397989097e-08
1934,5.391711255242626e-08,2.156684431042777e-08
1935,5.984141981940638e-08,5.98414207075848e-09
1936,4.4861445669397426e-08,1.2124715009775855e-08
1937,8.687871733137342e-08,1.3850230295986421e-08
1938,5.315737894306949e-08,1.0372171899142302e-08
1939,7.035263571708583e-08,6.117620188206274e-09
1940,2.5357829391836617e-08,1.2678914806940611e-08
1941,1.3872062432085386e-07,2.9515025534720962e-08
1942,4.551317789314169e-08,3.3376328811840494e-08
1943,6.967764676346633e-08,4.064529379732562e-08
1944,7.390327994016843e-08,2.2492303131116387e-08
1945,8.060464695702763e-08,2.832055301382752e-08
1946,9.327139771642123e-08,1.2528993842408909e-08
1947,9.894322872128214e-08,5.1259744893172865e-08
1948,7.827759329614992e-08,1.3046265845417793e-08
1949,7.95177701462535e-08,2.2579119018928395e-08
1950,1.2337019539288008e-07,1.7016577702477775e-08
1951,8.742349266732674e-08,1.3859822622919182e-08
1952,4.428817490520487e-08,9.490323416017077e-09
1953,5.494651977855369e-08,1.939288951646745e-08
1954,1.0065712441331698e-07,3.518113045331006e-08
1955,5.5375085850073447e-08,1.6894094123642844e-08
1956,8.808352980338441e-08,3.662879399790597e-08
1957,8.835037945686963e-08,2.1204091371629374e-08
1958,6.783239536733987e-08,1.2408365446248126e-08
1959,7.595732620657714e-08,2.6352542370489118e-08
1960,6.436375166174457e-08,1.4533750203327145e-08
1961,5.975416961234714e-08,1.9454845179289748e-08
1962,9.830032166036062e-08,2.4099433559854333e-08
1963,1.015170392193454e-07,2.1984581710654538e-08
1964,7.118243017245618e-08,1.6426714211092985e-08
1965,7.715581418210604e-08,2.024656114985035e-08
1966,7.699313897546745e-08,1.6063316343739587e-08
1967,9.811367740475418e-08,2.3665610360268374e-08
1968,8.264205142438641e-08,1.392338955241712e-08
1969,9.764779074217245e-08,2.0892085339507815e-08
1970,7.403947033246538e-08,2.0694262303777577e-08
1971,9.351883623054391e-08,2.671966714551388e-08
1972,6.77179397001737e-08,2.5137719683598903e-08
1973,7.001768809189457e-08,1.4885650712059828e-08
1974,6.300640120748824e-08,2.812785870887069e-08
1975,6.796661145003213e-08,1.770558766267527e-08
1976,7.141908553442988e-08,1.9997343780886467e-08
1977,6.405692243305339e-08,2.8796231621441848e-08
1978,7.60395684196169e-08,2.6138601838532338e-08
1979,7.72460495568339e-08,3.3941445654050995e-08
1980,6.08311112593185e-08,3.922753866181239e-08
1981,9.361813457786639e-08,2.087431305586307e-08
1982,6.952402209492448e-08,2.2347008243883693e-08
1983,8.904595372172253e-08,2.084054262496693e-08
1984,5.972978645019111e-08,3.189454655938562e-08
1985,6.978047473182869e-08,1.684356232267703e-08
1986,6.71382380801333e-08,1.498621410300771e-08
1987,4.827545163621494e-08,2.0165695335805367e-08
1988,6.356346915481481e-08,1.6790350221285166e-08
1989,7.518727684896476e-08,1.7561990306447228e-08
1990,8.172976384557273e-08,2.0704873371357735e-08
1991,6.09592376576984e-08,2.3445860641846394e-08
1992,7.93431969015046e-08,2.5896737865238606e-08
1993,6.037736222097578e-08,2.2710749725263213e-08
1994,7.121150868982795e-08,2.162719947573777e-08
1995,7.320308981206836e-08,2.3858783393393423e-08
1996,7.580090866099454e-08,2.1886177314911492e-08
1997,7.911575927721515e-08,1.870008781157395e-08
1998,5.531029856342684e-08,1.859570408768718e-08
1999,7.175215666066492e-08,1.8280804259251937e-08
2000,9.189505245643659e-08,1.8113928246243916e-08
2001,7.360435771985863e-08,1.5334240544007116e-08
2002,6.790893447572444e-08,1.8401130730261173e-08
2003,6.792084672468945e-08,2.4584846158859364e-08
2004,9.294109215574053e-08,2.0702519032411715e-08
2005,8.512086679957065e-08,2.026687284661932e-08
2006,9.512325593874493e-08,1.729513776638214e-08
2007,7.269952906341359e-08,2.7561907645079486e-08
2008,7.961412018531178e-08,2.2990174292081278e-08
2009,1.0299295505333816e-07,3.957599647996801e-08
2010,8.361113490451544e-08,3.117703339938771e-08
2011,1.059240215539603e-07,2.7914995426314704e-08
2012,1.262977766813833e-07,3.506380230611228e-08
2013,1.1519086573485993e-07,4.3231439761370893e-08
2014,1.4356901800738342e-07,4.7639793443465805e-08
2015,1.411958470143304e-07,4.144995968680121e-08
2016,1.4623660860024756e-07,3.169150275539323e-08
2017,1.5722570800846825e-07,4.1759148361464327e-08
2018,1.6934421154246593e-07,4.0529028577651616e-08
2019,1.4311041507397704e-07,4.413208909426203e-08
