year,mes_DET âges_NOUN,mes_DET gages_NOUN
1971,6.166076982339064e-09,3.853798080655224e-08
1972,2.0520587451500205e-09,4.206720505273154e-08
1973,3.3079223804577396e-09,3.80411071532194e-08
1974,1.2938814464291681e-08,2.2502286700643026e-08
1975,6.282628195464213e-09,3.655347358133554e-08
1976,6.2848797277581525e-09,2.6282224285800737e-08
1977,8.22749424145286e-09,2.1744092748576804e-08
1978,1.3069301196821925e-08,2.613860150546543e-08
1979,8.192762912528906e-09,2.984506375369733e-08
1980,5.6851505725319385e-09,4.207011405910066e-08
1981,5.060439622894819e-09,3.668818826518816e-08
1982,4.345251713999687e-09,2.545075905580063e-08
1983,7.57837881337764e-09,5.683784332077835e-09
1984,4.639206796497319e-09,2.7255340206977507e-08
1985,1.4437339324047116e-08,2.105445351396895e-08
1986,7.792831269171074e-09,3.5367463846469605e-08
1987,6.721898593298192e-09,3.0554083263467646e-08
1988,6.596209356501959e-09,2.2786904585458956e-08
1989,4.939309850016116e-09,3.786804336769478e-08
1990,8.172976073694826e-09,3.1602174876965705e-08
1991,9.37834432335194e-09,5.5683918809279476e-08
1992,6.060938417817852e-09,3.195767694919027e-08
1993,5.539207315052863e-09,5.705383543386233e-08
1994,6.329911705904578e-09,5.327676033672901e-08
1995,5.4224509327127635e-09,4.1210624912579874e-08
1996,8.007138063703678e-09,3.149474347985404e-08
1997,3.835915585170824e-09,5.274384040632185e-08
1998,6.198567881199324e-09,2.6224710625299963e-08
1999,6.8553016596695215e-09,3.9760748693495884e-08
2000,4.418031274155965e-09,5.169096795043515e-08
2001,7.886181485616817e-09,3.198284548311392e-08
2002,2.1906108038649563e-09,3.329728404111165e-08
2003,7.500461585152607e-09,4.2085921414525274e-08
2004,4.404791198453495e-09,2.7309705163958142e-08
2005,9.908249332113428e-09,3.512924751092328e-08
2006,5.7650457740976435e-09,3.1707752423670854e-08
2007,1.5977917877663117e-09,3.395307590636776e-08
2008,8.940623352771127e-09,3.363377465426254e-08
2009,9.059565542202108e-09,2.9562793546489274e-08
2010,8.97520635589899e-09,4.440365497515586e-08
2011,1.3383901986685487e-08,5.468279828946265e-08
2012,1.5659562535574878e-08,7.046803407462221e-08
2013,1.0877587719448911e-08,7.893224029942303e-08
2014,1.7540106256319632e-08,6.886115722082309e-08
2015,1.0639562120218216e-08,7.558522385764377e-08
2016,9.113896304313585e-09,1.006671297432149e-07
2017,1.6603035390971854e-08,5.1066910033981117e-08
2018,1.161660012627408e-08,8.64791376287144e-08
2019,1.198964216797549e-08,5.7397223418576004e-08
