year,mes_DET âges_NOUN,mes_DET gages_NOUN
1800,0.0,1.0061326349841693e-07
1801,0.0,1.04772034603684e-07
1802,0.0,8.280008501060365e-08
1803,0.0,7.021220937986072e-08
1804,0.0,1.60670310833666e-07
1805,0.0,7.391481915419718e-08
1806,0.0,1.0374009207225754e-07
1807,0.0,1.395007984683616e-07
1808,0.0,6.345007363961486e-08
1809,0.0,1.3328279635516083e-07
1810,0.0,2.667744638529257e-07
1811,0.0,9.27618373225414e-08
1812,0.0,9.868670503010435e-08
1813,0.0,1.2940837734731758e-07
1814,0.0,1.0069366851439554e-07
1815,0.0,1.1328339155625144e-07
1816,0.0,6.257530316133852e-08
1817,0.0,1.8215418795541893e-07
1818,1.1921177378582115e-09,7.27191817873063e-08
1819,0.0,1.355987579998441e-07
1820,0.0,1.7325062628970045e-07
1821,0.0,2.435787678223278e-07
1822,0.0,1.73443154949382e-07
1823,0.0,1.9567719466984101e-07
1824,0.0,2.231594828927541e-07
1825,0.0,1.303205634517468e-07
1826,0.0,8.103345350285451e-08
1827,9.217273055917019e-10,6.728609491801762e-08
1828,0.0,1.0639869429951432e-07
1829,0.0,1.285976338749606e-07
1830,0.0,8.558205077946468e-08
1831,0.0,1.0602020239502963e-07
1832,0.0,5.817886894465829e-08
1833,0.0,6.486831749530353e-08
1834,1.6802156110884425e-08,8.587768496326476e-08
1835,5.294161553592858e-09,1.4445497953374797e-07
1836,6.720750067579218e-10,1.8146025232423924e-07
1837,3.478945576063097e-09,1.1550098877322057e-07
1838,1.8936485712828244e-09,8.773905024739292e-08
1839,0.0,7.271134494502007e-08
1840,0.0,9.044958071413589e-08
1841,0.0,7.126808565516285e-08
1842,0.0,6.171603983418095e-08
1843,0.0,6.556671211521703e-08
1844,0.0,8.946355078975898e-08
1845,0.0,7.81231945801153e-08
1846,5.854501328173001e-10,7.845032001796426e-08
1847,0.0,5.501088207182647e-08
1848,3.218088684420195e-09,5.551202963971491e-08
1849,0.0,8.463209244524705e-08
1850,0.0,8.825694575165244e-08
1851,6.449438760824933e-10,7.545843550005316e-08
1852,1.9531636308300904e-09,9.179868953879122e-08
1853,0.0,1.0809196648864372e-07
1854,1.558699391779328e-09,1.0235458686169707e-07
1855,4.2455496895854594e-09,7.588920425405377e-08
1856,1.0354378465748937e-09,9.422484215093618e-08
1857,9.763018171682347e-10,7.761599651878726e-08
1858,4.893676019968041e-10,1.037459289587872e-07
1859,0.0,9.624207542024976e-08
1860,4.577183909670879e-10,8.925508962476236e-08
1861,0.0,9.714885251810301e-08
1862,0.0,7.499857457293757e-08
1863,4.994620828036034e-10,1.1187950943458702e-07
1864,0.0,7.287986525383872e-08
1865,0.0,8.80179895634825e-08
1866,0.0,8.806759588253499e-08
1867,4.85281148598915e-10,1.2520253811487692e-07
1868,0.0,7.607405971832293e-08
1869,0.0,1.2404139182464746e-07
1870,0.0,8.945116070080417e-08
1871,0.0,1.2108142599664973e-07
1872,0.0,9.978109527519763e-08
1873,0.0,7.721945660676965e-08
1874,0.0,8.663182987644902e-08
1875,0.0,1.035596379761472e-07
1876,0.0,9.492243502329245e-08
1877,0.0,1.3359203165919098e-07
1878,0.0,1.1111923026163595e-07
1879,0.0,7.270096968881035e-08
1880,0.0,1.578790129741492e-07
1881,0.0,5.438556049952581e-08
1882,6.655385131892899e-10,6.256061935161483e-08
1883,0.0,1.2828258744157495e-07
1884,0.0,4.885255755482376e-08
1885,0.0,7.412480768076435e-08
1886,0.0,7.421483466663048e-08
1887,1.3057849246322917e-09,9.336361972422935e-08
1888,6.340614699951175e-10,8.433017306685997e-08
1889,1.2530273485467092e-09,4.761503902273034e-08
1890,0.0,6.42329907596384e-08
1891,1.2748440081367107e-09,6.629188487039528e-08
1892,0.0,4.3252734727161624e-08
1893,0.0,8.0059415985545e-08
1894,0.0,3.4028312612122136e-08
1895,0.0,5.416752912879019e-08
1896,5.89702897624278e-10,5.5432072265659826e-08
1897,5.826713556089658e-10,4.7196381025571554e-08
1898,2.26334195829736e-09,8.148031049870497e-08
1899,8.844125432005967e-09,4.8089930260175606e-08
1900,1.038210628578895e-09,6.80027953947615e-08
1901,0.0,6.874148938962321e-08
1902,2.455141867585553e-09,4.615666782115113e-08
1903,0.0,2.1060859278776434e-08
1904,2.1498500757388683e-09,5.750848863783631e-08
1905,5.160758931310738e-09,3.044847735056422e-08
1906,1.0288369045596824e-09,4.0639058784819326e-08
1907,1.028568674676933e-09,6.068555258309516e-08
1908,9.822778146428846e-10,4.518478036175111e-08
1909,5.500983557560346e-10,3.355599831333933e-08
1910,1.068830135508847e-09,4.008113085873788e-08
1911,1.0640748726586935e-08,2.8730020806833068e-08
1912,4.688478938419394e-09,2.7609932784500302e-08
1913,1.590896969716482e-09,4.984810275665552e-08
1914,3.3483718020477227e-09,3.4823067096567684e-08
1915,0.0,3.062998032987707e-08
1916,0.0,2.4172417179002537e-08
1917,2.1932848870420685e-09,5.3735478733329956e-08
1918,0.0,2.8715941624568586e-08
1919,0.0,4.7880812870104705e-08
1920,2.2716695191604686e-09,3.40750414551394e-08
1921,7.572747429129834e-10,8.178567423300365e-08
1922,7.377935484775833e-10,7.377935307140149e-08
1923,1.3800733000834953e-08,3.290943917377831e-08
1924,1.289162443462999e-09,6.445812372746218e-08
1925,1.0998177923937646e-09,4.2892892793133797e-08
1926,0.0,5.4616079880887014e-08
1927,1.1149224876660924e-09,7.358488662845275e-08
1928,1.4853853258500749e-08,9.826395608314442e-08
1929,2.2280812750352652e-09,5.013182957647189e-08
1930,0.0,3.886333144187404e-08
1931,2.2810713318222042e-09,5.1324103189642756e-08
1932,1.0959536611565568e-09,3.1782654730250215e-08
1933,0.0,6.194157320393856e-08
1934,2.3963160344919743e-09,6.230421689679133e-08
1935,2.393656828303392e-09,7.061287643495007e-08
1936,2.424942913137329e-09,4.1224028635156174e-08
1937,5.0364472592434595e-09,2.392312481447334e-08
1938,1.2965214457594243e-09,2.852347158466273e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,3.246652724442356e-08
1942,6.068423541449874e-09,6.978687139280737e-08
1943,0.0,3.4838823381733164e-08
1944,1.2852744646352221e-08,3.213186161588055e-08
1945,6.535512131478072e-09,3.92130714566008e-08
1946,5.568441707737293e-09,2.3665877257883494e-08
1947,3.5762612871081956e-09,5.006765668724711e-08
1948,3.2615663503321457e-09,3.805160786463091e-08
1949,4.908504269707237e-09,5.3011844247663475e-08
1950,1.0635361480382244e-09,3.2969621477363376e-08
1951,8.529121409139861e-09,5.0108587723585174e-08
1952,5.272402070488624e-09,2.1089608281954497e-08
1953,4.3095309543161875e-09,2.26250382873161e-08
1954,4.886268278880834e-09,4.1044653453781166e-08
1955,4.6928039232341234e-09,6.2883569906802e-08
1956,7.849027205963921e-09,4.3605706823157675e-08
1957,1.7670075402875796e-09,2.473810634118223e-08
1958,9.926692356998501e-09,2.6471178138365303e-08
1959,1.1626121398933265e-08,3.332821574275613e-08
1960,6.2287499602575735e-09,6.574791555635784e-08
1961,6.94815938118154e-09,3.682524551962274e-08
1962,5.7077609305622445e-09,5.7077605752908767e-08
1963,6.466053470433053e-09,2.4571003010009917e-08
1964,7.300761772910391e-09,5.4755715517273984e-08
1965,1.094408652591028e-08,5.2531618166540284e-08
1966,7.200797291773142e-09,4.985167390003653e-08
1967,3.451234853457663e-09,5.571279082516867e-08
1968,4.491415683816058e-09,5.344784703709138e-08
1969,1.1808570121729645e-08,5.1776039677875474e-08
1970,1.3336302728816918e-08,5.518469881060639e-08
