year,vos_DET os_NOUN,vos_DET gosses_NOUN
1876,3.688068872520489e-08,0.0
1877,2.473926408175231e-08,0.0
1878,2.4760263839240793e-08,1.2078177347163432e-09
1879,4.215434479259983e-08,6.10932526790009e-10
1880,3.3372799634889816e-08,0.0
1881,4.532129793677342e-08,0.0
1882,5.657077450926806e-08,0.0
1883,3.033282780506852e-08,0.0
1884,3.300848483434038e-08,0.0
1885,2.513797880965285e-08,0.0
1886,3.743009102663564e-08,0.0
1887,2.676859012229471e-08,0.0
1888,4.5018364147608736e-08,0.0
1889,3.3205225236088154e-08,0.0
1890,4.129263386776216e-08,0.0
1891,2.8683990294098294e-08,0.0
1892,1.6298132621272998e-08,6.268512375839919e-10
1893,2.6481190629201734e-08,1.847525021858587e-09
1894,4.4110773700367645e-08,0.0
1895,2.1065151400989635e-08,0.0
1896,2.653663089269287e-08,5.89702897624278e-10
1897,3.962165073811974e-08,0.0
1898,2.4896762096382474e-08,0.0
1899,2.1004797901014172e-08,0.0
1900,2.4917054419759666e-08,0.0
1901,3.185581243236868e-08,0.0
1902,1.7677022512430085e-08,5.892340837476695e-09
1903,2.8621167658116065e-08,1.0800440541913758e-09
1904,2.741058846567057e-08,1.0749250378694342e-09
1905,4.3866453580676534e-08,0.0
1906,1.8004646107350197e-08,1.5432553013283723e-09
1907,2.15999426123048e-08,1.028568674676933e-09
1908,2.2592390180875555e-08,4.4202499438483756e-09
1909,2.970531171042623e-08,1.6502950117569526e-09
1910,4.061554459422467e-08,0.0
1911,3.1390207766435196e-08,1.5961122423746588e-09
1912,4.3238195857053796e-08,1.5628263128064646e-09
1913,2.545435129341911e-08,1.590896969716482e-09
1914,2.2768928353844586e-08,0.0
1915,3.2986132492140996e-08,5.890381071793627e-09
1916,5.383856560570166e-08,6.592477230782379e-09
1917,4.934890984742424e-08,5.483212106582869e-09
1918,4.82427813253139e-08,6.89182577673364e-09
1919,1.9336480860943084e-08,4.603924352863942e-09
1920,6.057785206792232e-08,5.300562211374427e-09
1921,2.6504615391331754e-08,7.572747429129834e-10
1922,4.500540562446531e-08,2.2133805899215986e-09
1923,4.7771765654403e-08,1.2739137744688378e-08
1924,3.9964034748152244e-08,6.4458122173149945e-09
1925,2.6395627683584166e-08,3.299453377181294e-09
1926,3.2323799858957614e-08,3.343841648018042e-09
1927,2.787306307983073e-08,2.2298449753321847e-09
1928,3.7705937039334e-08,2.2852082448565625e-09
1929,3.0079096546842266e-08,3.342121912552898e-09
1930,3.2561171536826805e-08,6.302162347537887e-09
1931,2.0529641986399838e-08,2.2810713318222042e-09
1932,1.3151444377967891e-08,6.575722188983946e-09
1933,2.982372038218273e-08,8.02946331646126e-09
1934,2.6359476379411717e-08,2.3963160344919743e-09
1935,1.555876849579363e-08,8.377798899061872e-09
1936,2.0612014761667297e-08,4.849885826274658e-09
1937,1.7627565185307503e-08,6.295559185076627e-09
1938,1.944782235252518e-08,5.186085783037697e-09
1939,1.8352860564618823e-08,1.3764645423464117e-08
1940,1.5214697723919812e-08,5.0715658339584024e-09
1941,3.246652813260198e-08,5.9030051957620344e-09
1942,3.944475457373642e-08,0.0
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,4.819779242382083e-08,3.2131861615880553e-09
1945,3.485606470121638e-08,1.3071024262956144e-08
1946,3.480275978517966e-08,5.568441707737293e-09
1947,2.1457568166738383e-08,1.549713246618012e-08
1948,2.6092530802657166e-08,1.522064296821668e-08
1949,3.7304630495782476e-08,5.890204768377316e-09
1950,2.2334258220624292e-08,1.0635361036293034e-08
1951,2.2388944032059044e-08,5.330700769690111e-09
1952,3.4797853487589236e-08,7.381362521208246e-09
1953,1.939289007157896e-08,9.696444647211422e-09
1954,2.5408593895548393e-08,1.4658803726419478e-08
1955,2.3464019616170617e-08,5.631364707880948e-09
1956,2.703553825256222e-08,4.360570571293465e-09
1957,3.268964121616591e-08,5.301022731885041e-09
1958,2.978007690446205e-08,4.136121722897457e-09
1959,2.1702094343822864e-08,9.30089749662244e-09
1960,5.052208251754564e-08,6.2287499602575735e-09
1961,3.5435612832923624e-08,5.55852741612739e-09
1962,2.4733629200301976e-08,1.2683912586908264e-08
1963,3.103705459306383e-08,7.759263453976928e-09
1964,3.8937397306426647e-08,9.734349104562057e-09
1965,2.407699106754535e-08,5.472043540510896e-09
1966,4.542041442956446e-08,1.107814973089205e-08
1967,2.021437633947798e-08,3.944268467392931e-09
1968,3.638046786047511e-08,4.940557296606585e-09
1969,3.360900702187308e-08,9.537691053607134e-09
1970,3.449043717296263e-08,6.898087434592526e-09
1971,3.751030086540652e-08,1.335983357275694e-08
1972,3.6937058189856486e-08,8.208234758555477e-09
1973,2.921997932503473e-08,1.0475087464101307e-08
1974,2.7565301152776556e-08,6.18812873165453e-09
1975,2.7415104852934746e-08,1.028066476393974e-08
1976,2.913898611289767e-08,3.9994687561772935e-09
1977,2.879623084428573e-08,1.2341242250357709e-08
1978,3.089107636355948e-08,1.1287123458103565e-08
1979,3.2185852205657284e-08,6.437170796402825e-09
1980,2.6720208268216084e-08,5.6851505725319385e-09
1981,4.301373757176208e-08,1.960920292809476e-08
1982,3.600351305976801e-08,1.0552754226011984e-08
1983,2.5892795463278162e-08,9.472973849788957e-09
1984,2.8415141350990325e-08,8.118612115914914e-09
1985,2.406223209572289e-08,9.624892882698077e-09
1986,2.937297871596911e-08,5.994485408056249e-09
1987,1.772136820621384e-08,9.777306964053878e-09
1988,2.6984492806914062e-08,5.99655392008458e-09
1989,2.469655058234821e-08,8.780995708335126e-09
1990,2.669838927715773e-08,9.262706268664544e-09
1991,2.344586091940215e-08,3.5168792322792797e-09
1992,2.314176583695371e-08,1.046889430700304e-08
1993,2.437251228615267e-08,5.539207592608619e-09
1994,4.74743406808642e-08,1.2132331528302842e-08
1995,2.2774294172744902e-08,1.4098371692305989e-08
1996,3.0427123709486636e-08,5.871901409548741e-09
1997,2.3494982959171296e-08,7.1923419442398995e-09
1998,3.7191408730485875e-08,8.58263260461456e-09
1999,2.5593125674294726e-08,4.113181045761749e-09
2000,2.6066385050427243e-08,6.185244316725402e-09
2001,2.628727080455917e-08,7.886181263572212e-09
2002,3.855474961511618e-08,6.1337101509018055e-09
2003,2.4168153534009917e-08,1.166738422542224e-08
2004,3.347641452933203e-08,7.928623979580607e-09
2005,3.3327748116818157e-08,1.035862429166201e-08
2006,2.9237017695749046e-08,1.317724773741702e-08
2007,2.9559147685098708e-08,1.7176261746243426e-08
2008,5.2792252680511353e-08,1.1495087548496485e-08
2009,4.2913731901350616e-08,1.4781396551200032e-08
2010,6.282644715582819e-08,1.2281861749841028e-08
2011,5.1241222709386136e-08,2.0649448151388583e-08
2012,8.782972127363564e-08,3.574465445854713e-08
2013,8.14424541140113e-08,3.235385093169896e-08
2014,9.116524468666398e-08,3.074932219959692e-08
2015,1.2013838279756328e-07,2.2609068950352196e-08
2016,1.2283046446626145e-07,2.0091998398363842e-08
2017,1.0666191929686875e-07,2.918109187621809e-08
2018,1.1616600215091921e-07,3.020315997304124e-08
2019,1.1198836347148244e-07,2.7805766578126168e-08
