year,ces_DET amas_NOUN,ces_DET gamma_NOUN
1800,6.885720154059527e-07,0.0
1801,5.04810696355662e-07,0.0
1802,7.854818875330238e-07,0.0
1803,9.225104378174365e-07,0.0
1804,4.2268651512245015e-07,0.0
1805,5.685755155582228e-07,0.0
1806,5.648071663699739e-07,0.0
1807,6.32024026003819e-07,0.0
1808,7.659330236720052e-07,0.0
1809,5.308721675589823e-07,0.0
1810,5.85031671107572e-07,1.1700633351097167e-08
1811,5.565710381461031e-07,0.0
1812,4.4008935873307564e-07,0.0
1813,3.249588118592328e-07,0.0
1814,3.1152103474596515e-07,0.0
1815,3.5603351733470845e-07,0.0
1816,5.794009609871864e-07,0.0
1817,6.2119249122361e-07,0.0
1818,5.698323022329532e-07,0.0
1819,5.061663479466461e-07,0.0
1820,6.953757818450867e-07,0.0
1821,5.29561923201527e-07,0.0
1822,6.857521270831057e-07,0.0
1823,3.310699980829668e-07,0.0
1824,5.330564434302687e-07,0.0
1825,4.904631794033776e-07,0.0
1826,5.434526251235638e-07,0.0
1827,5.078717464357396e-07,0.0
1828,5.154833360165867e-07,0.0
1829,6.155540575036866e-07,0.0
1830,5.468901917993207e-07,0.0
1831,4.396720001409449e-07,0.0
1832,5.953186317242398e-07,0.0
1833,7.56410919677819e-07,0.0
1834,5.992768663531933e-07,0.0
1835,6.126101013137486e-07,0.0
1836,4.119819898562582e-07,0.0
1837,5.274081402717457e-07,0.0
1838,4.172339131969238e-07,0.0
1839,5.20864894326678e-07,0.0
1840,3.535177270919121e-07,0.0
1841,6.446230855772228e-07,0.0
1842,3.54196394880546e-07,0.0
1843,5.174454003054052e-07,0.0
1844,3.68831308605877e-07,0.0
1845,4.5088242472957063e-07,0.0
1846,4.373312343375346e-07,0.0
1847,4.168961851291897e-07,0.0
1848,6.37181585716462e-07,0.0
1849,7.122502481138326e-07,0.0
1850,4.0462417416620156e-07,0.0
1851,3.5149441757198474e-07,0.0
1852,4.869887959557673e-07,0.0
1853,5.912212515113424e-07,0.0
1854,4.291618793672569e-07,0.0
1855,4.484361753043231e-07,0.0
1856,3.7275762210242647e-07,0.0
1857,4.617907549686606e-07,0.0
1858,4.502182058274684e-07,0.0
1859,4.465835985456579e-07,0.0
1860,4.613801394270922e-07,0.0
1861,4.720679633862801e-07,0.0
1862,4.820691259510568e-07,0.0
1863,3.9707236609842766e-07,0.0
1864,5.480374056787696e-07,0.0
1865,5.356388967925341e-07,0.0
1866,5.911719611617627e-07,0.0
1867,6.420269897944308e-07,0.0
1868,6.35761814749003e-07,0.0
1869,6.294855978694613e-07,0.0
1870,8.148083026071617e-07,0.0
1871,6.447054516911521e-07,0.0
1872,6.005007904263948e-07,0.0
1873,8.362448227217101e-07,0.0
1874,6.828978342809933e-07,0.0
1875,7.020313717021054e-07,0.0
1876,7.829589421248784e-07,0.0
1877,6.357990898209209e-07,0.0
1878,5.652586949622673e-07,0.0
1879,7.312862635444617e-07,0.0
1880,6.052029277725524e-07,0.0
1881,5.808098677562157e-07,0.0
1882,5.484037401970454e-07,0.0
1883,6.742734655063032e-07,0.0
1884,6.172586495267751e-07,0.0
1885,6.290940532949207e-07,3.2228177904158883e-09
1886,5.014341510900522e-07,0.0
1887,5.536528036031996e-07,0.0
1888,5.040788835231069e-07,0.0
1889,6.127303677772034e-07,0.0
1890,5.479467191094045e-07,0.0
1891,4.933646309268624e-07,0.0
1892,5.666735134468581e-07,0.0
1893,6.78657514185943e-07,0.0
1894,5.980160935337153e-07,0.0
1895,5.410734331690037e-07,0.0
1896,5.065547838967177e-07,0.0
1897,5.954901070026608e-07,0.0
1898,6.416574223067073e-07,0.0
1899,5.240144389517809e-07,0.0
1900,6.971584411985532e-07,0.0
1901,6.95239123160718e-07,0.0
1902,4.537102213930666e-07,0.0
1903,6.815078137378805e-07,0.0
1904,6.137821699780943e-07,0.0
1905,4.918203444503888e-07,0.0
1906,6.039272335556234e-07,0.0
1907,5.543985110989524e-07,0.0
1908,5.510578375833575e-07,0.0
1909,4.7308459016903726e-07,0.0
1910,5.472410293805297e-07,0.0
1911,4.575521685978856e-07,0.0
1912,4.5165681683556613e-07,0.0
1913,4.427996458389316e-07,0.0
1914,3.6363318400844946e-07,0.0
1915,3.958335881293351e-07,0.0
1916,2.3623043787779352e-07,0.0
1917,2.7635388732960564e-07,0.0
1918,3.962799866030764e-07,0.0
1919,3.3976959912251914e-07,0.0
1920,3.8921272249581307e-07,0.0
1921,4.5133575810041293e-07,0.0
1922,3.747991215163893e-07,0.0
1923,4.3100749991253906e-07,0.0
1924,4.1639947312432923e-07,0.0
1925,4.256294801052718e-07,0.0
1926,4.25782481272563e-07,0.0
1927,3.512005797290385e-07,0.0
1928,4.513286384622006e-07,0.0
1929,3.208437036050782e-07,0.0
1930,3.0040305887268914e-07,0.0
1931,3.330364037879008e-07,0.0
1932,3.1234680619718347e-07,0.0
1933,4.3359104040519014e-07,0.0
1934,2.707837083448794e-07,0.0
1935,3.1715951820388e-07,0.0
1936,3.9405323093433253e-07,0.0
1937,3.273690722949141e-07,2.5182236296217297e-09
1938,3.53950348142007e-07,0.0
1939,3.0741043133275525e-07,0.0
1940,3.7022429211219787e-07,0.0
1941,3.630348146543838e-07,0.0
1942,4.3085806566978135e-07,0.0
1943,4.064529335323641e-07,0.0
1944,3.7915596351467684e-07,0.0
1945,3.7034567412774777e-07,0.0
1946,2.1160078489401712e-07,0.0
1947,2.253044648625746e-07,0.0
1948,3.033256774642723e-07,1.0871887834440486e-09
1949,2.1793757909449596e-07,9.817008317369869e-10
1950,2.520580721920851e-07,1.0635361480382244e-09
1951,3.145113467439842e-07,0.0
1952,2.910365815012028e-07,0.0
1953,3.189052861785058e-07,0.0
1954,3.049031178647965e-07,0.0
1955,3.116021858318163e-07,2.815682353940474e-09
1956,2.965188201642377e-07,1.744228317335228e-09
1957,2.632841251681839e-07,5.301022731885041e-09
1958,3.3750753658523536e-07,1.6544486891589827e-09
1959,2.689509557285419e-07,2.325224457422337e-09
1960,2.5330249542321326e-07,6.920833350854139e-10
1961,2.6541967912407927e-07,4.16889545107324e-09
1962,2.701673480487443e-07,1.2683912808952869e-09
1963,2.4958965383348186e-07,1.2932106496776896e-09
1964,1.5696637944984104e-07,1.8251904432275978e-09
1965,2.2818421285819568e-07,1.0944086747954884e-09
1966,1.8389728850820575e-07,5.539074754423723e-10
1967,2.1003229022653613e-07,4.930335584241163e-10
1968,1.8684289671000442e-07,4.4914158503495116e-10
1969,2.0029152025813346e-07,4.5417578031781147e-10
1970,1.499184332232062e-07,0.0
1971,1.7265015728185062e-07,0.0
1972,1.626256569409179e-07,1.0260293725750103e-09
1973,1.8414100466657146e-07,0.0
1974,1.7045481470745472e-07,0.0
1975,1.604925952136682e-07,0.0
1976,1.7426256526675843e-07,5.713526873840635e-10
1977,1.2870152055199924e-07,0.0
1978,1.2356430190152423e-07,0.0
1979,1.3986216629291448e-07,5.851973350345929e-10
1980,1.5634163652578081e-07,1.1370301367108482e-09
1981,1.3030631862420705e-07,1.8976649140967083e-09
1982,1.384273033977479e-07,0.0
1983,1.3199010595599248e-07,0.0
1984,1.368565989423587e-07,0.0
1985,1.0106137260379455e-07,2.4062232206745193e-09
1986,1.1689246548485244e-07,2.3977941854269602e-09
1987,1.1549443712510765e-07,6.110816852533674e-10
1988,1.2532797555309116e-07,0.0
1989,1.0921363369220671e-07,0.0
1990,1.2259464909902817e-07,0.0
1991,8.088822056606659e-08,0.0
1992,1.1625981954921372e-07,0.0
1993,1.1853903991720927e-07,0.0
1994,9.969611269866618e-08,0.0
1995,7.537206592189705e-08,0.0
1996,7.366566912025974e-08,5.338092190498855e-10
1997,9.206197226774293e-08,0.0
1998,6.389293183417522e-08,0.0
1999,9.00329606423611e-08,0.0
2000,8.040817078835971e-08,0.0
2001,1.055872012045711e-07,0.0
2002,7.229015519527593e-08,0.0
2003,7.292115000723243e-08,4.1669229178253886e-10
2004,7.400049018002619e-08,0.0
2005,7.296074500118266e-08,0.0
2006,8.194600820132791e-08,0.0
2007,7.669400581278296e-08,0.0
2008,7.450519756702079e-08,0.0
2009,6.294014021079875e-08,0.0
2010,7.983210448259115e-08,0.0
2011,6.997868684521791e-08,3.82397197240536e-10
2012,9.872332462634859e-08,3.404252713057332e-10
2013,8.06057141033989e-08,0.0
2014,8.510199744904412e-08,0.0
2015,1.0706059150322744e-07,0.0
2016,1.3567277612480666e-07,0.0
2017,7.949332037071599e-08,0.0
2018,9.112577536996014e-08,0.0
2019,8.239690441058656e-08,7.65296326310505e-10
