year,quelques_DET ans_NOUN,quelques_DET gants_NOUN
1800,3.458580977167003e-08,0.0
1801,2.857419123536431e-08,2.3811825844433088e-09
1802,6.713520406265161e-09,0.0
1803,3.900678446910888e-09,0.0
1804,4.2021465418429216e-08,2.4718509461507665e-09
1805,1.9900143755080535e-08,0.0
1806,2.5935023018064385e-08,2.881669125542885e-09
1807,3.131650672116848e-08,0.0
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,5.421673243688474e-08,0.0
1810,3.978215445954447e-08,0.0
1811,1.504245972228091e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,2.966945888971395e-08,0.0
1816,2.5493642752394408e-08,0.0
1817,1.5568734412774177e-08,0.0
1818,1.907388358368678e-08,0.0
1819,1.9666995143552413e-08,0.0
1820,1.7799721696576398e-08,0.0
1821,7.297501347647284e-08,0.0
1822,6.115625694746996e-08,5.012807946513931e-09
1823,2.371844876059015e-08,0.0
1824,1.0021123841852386e-07,2.0210670470532932e-08
1825,2.2894151241459326e-08,1.4088708866211164e-08
1826,2.201995996653494e-08,1.7615968683770689e-09
1827,2.1199728195142598e-08,0.0
1828,1.742737265608696e-08,0.0
1829,1.2859763920403111e-08,0.0
1830,2.817945699007396e-08,0.0
1831,9.510635434750725e-08,0.0
1832,1.488296597074168e-08,0.0
1833,9.26690302271993e-09,1.1583628500844156e-09
1834,1.866906118586087e-08,0.0
1835,3.025235173481633e-08,6.050470346963266e-09
1836,3.22596004909137e-08,8.736974699274924e-09
1837,5.427154992077021e-08,1.3915781860163179e-09
1838,3.1560809521380406e-08,4.418513555037862e-09
1839,1.1186360504567006e-08,3.4957374772659477e-09
1840,4.458782187910515e-08,0.0
1841,2.6966304744746594e-08,0.0
1842,3.287049921141261e-08,0.0
1843,4.193906921745594e-08,1.7720733769266417e-09
1844,2.3600813969792966e-08,0.0
1845,1.729870580113868e-08,0.0
1846,1.5807153586067102e-08,0.0
1847,1.833696128272777e-08,0.0
1848,2.413566457803995e-08,1.6090443422100975e-09
1849,3.2679717376637996e-08,5.865590679832167e-09
1850,2.7834883731259197e-08,1.3577992064028876e-09
1851,2.063820425668439e-08,1.2898877521649865e-09
1852,2.018269107395554e-08,1.6927417689771573e-08
1853,2.6276500530997282e-08,0.0
1854,3.013485427860729e-08,1.0391328908454511e-09
1855,4.139410947345823e-08,0.0
1856,2.381507024917795e-08,4.141751386299575e-09
1857,3.465871334373816e-08,1.4644527812635033e-09
1858,2.88726889063895e-08,3.9149408159744326e-09
1859,1.680417205385254e-08,6.110608019582742e-09
1860,3.7532908503390416e-08,1.373155145145688e-09
1861,2.4994607272788016e-08,0.0
1862,2.5752522003763545e-08,8.132375661773494e-09
1863,2.0977407033662132e-08,0.0
1864,1.7740493518658695e-08,0.0
1865,1.3179164426446732e-08,0.0
1866,2.5787747603978062e-08,1.0217787504984699e-08
1867,3.445495977416613e-08,3.88224918879132e-09
1868,2.519335706718806e-08,0.0
1869,2.7347706321734222e-08,1.0743741896135361e-08
1870,2.6376624884250077e-08,1.1468097582678638e-09
1871,2.2304472935275044e-08,0.0
1872,1.9956219454719815e-08,0.0
1873,2.454261771589472e-08,4.190203295451056e-09
1874,1.1351757034372412e-08,0.0
1875,2.6891177895560503e-08,1.1443054281912168e-09
1876,2.176565305767042e-08,6.04601479992084e-10
1877,2.906863472151855e-08,0.0
1878,1.8721174777081018e-08,0.0
1879,5.8649524126153096e-08,0.0
1880,2.9522092326317306e-08,3.8507077526617195e-09
1881,2.5798277791810875e-08,1.3945015142624584e-09
1882,4.725323421439498e-08,0.0
1883,4.297150424381613e-08,0.0
1884,2.706695845233753e-08,0.0
1885,3.351730470946279e-08,1.2891271383708158e-09
1886,3.872078235822585e-08,2.5813855497602844e-09
1887,3.3950408484528793e-08,6.528924623161458e-10
1888,2.53624587998047e-08,0.0
1889,4.510898587994916e-08,6.265136742733546e-10
1890,2.3595791986963377e-08,1.3108772956016423e-09
1891,2.7409146508006188e-08,1.9122659011827636e-09
1892,2.820830591332424e-08,6.268512375839919e-10
1893,1.4780200174868696e-08,6.158416554491453e-10
1894,3.3398158905129094e-08,3.780923574225881e-09
1895,3.5509824414248214e-08,1.2037228991346183e-09
1896,3.125425407368709e-08,2.358811590497112e-09
1897,7.982597294287075e-08,0.0
1898,1.4145887239358501e-08,0.0
1899,5.638130140539488e-08,2.7637891975018647e-09
1900,3.529916137168243e-08,1.038210628578895e-09
1901,3.688567695725453e-08,0.0
1902,3.240787266323153e-08,9.820567692386817e-10
1903,5.4542223182352245e-08,1.0800440541913758e-09
1904,3.117282609821359e-08,5.374625189347171e-10
1905,3.354493349760901e-08,0.0
1906,4.784091645060329e-08,3.0865106026567446e-09
1907,3.188562835987341e-08,1.028568674676933e-09
1908,5.991894691526056e-08,0.0
1909,3.300590289967431e-08,0.0
1910,3.7409055186898854e-08,5.344150677544235e-10
1911,2.128149745317387e-08,0.0
1912,2.6047105361470813e-08,0.0
1913,3.4469432752537443e-08,3.71209285532359e-09
1914,2.6117300322425763e-08,0.0
1915,1.4136914527895783e-08,0.0
1916,3.625862321499085e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,2.2098836149897494e-08,2.762354567309444e-09
1920,3.407504101105019e-08,1.514446346106979e-09
1921,3.104826579169995e-08,0.0
1922,3.2462917132214386e-08,2.951174193910333e-09
1923,3.927900760203329e-08,1.0615948120573648e-09
1924,3.351822286390416e-08,1.289162443462999e-09
1925,5.2791253146722283e-08,2.1996355847875293e-09
1926,4.6813780962828844e-08,2.229227691330493e-09
1927,6.912519356916391e-08,1.1149224876660924e-09
1928,5.8272810354864646e-08,0.0
1929,6.015819509208598e-08,0.0
1930,6.72230648923744e-08,0.0
1931,6.158892773555635e-08,0.0
1932,5.150982262946968e-08,0.0
1933,5.964744387298992e-08,1.1470662197865522e-09
1934,6.11060571031885e-08,0.0
1935,3.2314367182095793e-08,0.0
1936,4.7286387694356335e-08,4.849885826274658e-09
1937,4.5328027109547975e-08,0.0
1938,6.871563829058402e-08,1.2965214457594243e-09
1939,5.199977159975333e-08,6.117620188206274e-09
1940,2.5357829613881222e-08,0.0
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,5.765002475399683e-08,0.0
1943,3.774205836748479e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.485606603348401e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,2.8610090296865565e-08,3.5762612871081956e-09
1948,2.5005341797168512e-08,0.0
1949,1.47255123650325e-08,0.0
1950,1.914365110877725e-08,0.0
1951,2.1322803078760444e-08,0.0
1952,3.690681360524195e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,2.1547654771580937e-09
1954,1.8567819282111486e-08,9.772536113672459e-10
1955,2.0648337706319353e-08,9.385607846468247e-10
1956,3.750090726839517e-08,8.72114158667614e-10
1957,3.710716001137371e-08,1.7670075402875796e-09
1958,2.481672983778438e-08,0.0
1959,3.642851353902188e-08,0.0
1960,3.045166674375821e-08,6.920833350854139e-10
1961,3.821487437605242e-08,1.3896318540318475e-09
1962,3.741754373010053e-08,1.2683912808952869e-09
1963,2.90972388405919e-08,1.2932106496776896e-09
1964,3.3461826975944575e-08,0.0
1965,3.3379464525751246e-08,5.472043373977442e-10
1966,3.323444852654234e-08,0.0
1967,3.451234892315469e-08,0.0
1968,4.626158478515663e-08,4.4914158503495116e-10
1969,5.0867688172751e-08,0.0
1970,3.6329927954881214e-08,9.197450023812337e-10
1971,4.830093669472291e-08,3.5968783507200897e-09
1972,3.642404422521395e-08,2.0520587451500205e-09
1973,4.465695235822409e-08,0.0
1974,3.600365872102884e-08,5.625571675160757e-10
1975,3.369773260430975e-08,1.1422960355389478e-09
1976,2.399681336973103e-08,0.0
1977,1.82180240893004e-08,5.876781838942691e-10
1978,1.9009891771837317e-08,1.1881182704343018e-09
1979,2.4578287849408298e-08,1.7555920051037788e-09
1980,3.183684260665842e-08,5.685150683554241e-10
1981,2.9097527054489092e-08,0.0
1982,2.9796011546956436e-08,1.2415004579935385e-09
1983,1.5156758848000607e-08,1.2630632095778083e-09
1984,1.5077422255149742e-08,5.219107812592938e-09
1985,2.285912037436333e-08,0.0
1986,3.2969669661042644e-08,0.0
1987,2.3832186002437084e-08,0.0
1988,2.2786904585458956e-08,1.798966087207532e-09
1989,1.7013178421620978e-08,1.0976244357863152e-09
1990,2.942271454253742e-08,1.6345953479657283e-09
1991,2.9307326343541718e-08,0.0
1992,2.3141765059797592e-08,0.0
1993,3.268132309219851e-08,5.539207426075166e-10
1994,1.9517228500021133e-08,1.0549853213248639e-09
1995,2.4943273557731516e-08,5.422450821690461e-10
1996,3.469759835006414e-08,5.338092190498855e-10
1997,3.06873251254558e-08,3.3564262480467733e-09
1998,2.6224710625299963e-08,4.768129224785866e-10
1999,3.244842794458691e-08,0.0
2000,2.3415566707818414e-08,0.0
2001,1.883921035839009e-08,8.762423564512289e-10
2002,1.840113017514966e-08,1.752488598683044e-09
2003,2.291807565946158e-08,8.333845835650777e-10
2004,1.4976290207968646e-08,8.809582507929292e-10
2005,2.5220997068586826e-08,4.5037495954858286e-10
2006,2.635449503074483e-08,0.0
2007,3.2355283563489934e-08,3.994479413904628e-09
2008,2.000996635054264e-08,4.257439678578834e-10
2009,1.7165492360859957e-08,1.430457752249481e-09
2010,1.5588516810716158e-08,2.3618964561933353e-09
2011,1.3001504706178224e-08,1.1471915639660324e-09
2012,1.9063814638009546e-08,2.382976926895708e-09
2013,1.7292575871241667e-08,1.1156500168141292e-09
2014,2.187099648609525e-08,8.661780737106994e-10
2015,2.1057465660057062e-08,2.21657536769726e-09
2016,2.1127669169729302e-08,1.6570720351438695e-09
2017,1.6854595330517697e-08,2.5156112748447867e-09
2018,1.626323964387666e-08,2.0651733656507076e-09
2019,2.2448692738041842e-08,1.02039510174734e-09
