year,aux_ADP os_NOUN,aux_ADP gosses_NOUN
1910,2.645354584274173e-07,1.175713115753041e-08
1911,2.6974296929438424e-07,1.7557234666121246e-08
1912,2.1775380787403265e-07,2.9172759097306766e-08
1913,2.2643766328656056e-07,1.749986566768058e-08
1914,2.2233189156395383e-07,1.9420557162419527e-08
1915,3.145463551845751e-07,1.1780761921542648e-08
1916,2.636990927840088e-07,1.4283700888739759e-08
1917,2.478412000073149e-07,1.973956365031171e-08
1918,2.618893688577373e-07,1.4932290071101306e-08
1919,1.8784010080707958e-07,1.1049417880659718e-08
1920,2.4003975340747274e-07,1.9687803387569147e-08
1921,2.4838612944222405e-07,2.5747341647619493e-08
1922,3.0249535143411777e-07,3.172512152982421e-08
1923,2.4735157921895734e-07,2.229349149729387e-08
1924,2.39784213817984e-07,2.1915761316826377e-08
1925,2.1666410532361624e-07,1.759708490034484e-08
1926,2.2961044976455014e-07,1.4489979882625903e-08
1927,2.5977695372603193e-07,1.7838759802657478e-08
1928,2.2395040844003233e-07,1.599645738092903e-08
1929,1.927290327330411e-07,2.0052731031228177e-08
1930,1.91165582918984e-07,1.05036033204442e-08
1931,1.8590731087897439e-07,1.596749932275543e-08
1932,2.038473780885397e-07,2.0823119339929974e-08
1933,2.133543119953174e-07,3.785318480886701e-08
1934,2.1686659579245315e-07,3.354842448288764e-08
1935,2.1901959712522512e-07,2.154291145473053e-08
1936,1.964203732995884e-07,3.6374142808881516e-08
1937,1.9768054926316836e-07,3.903246770242674e-08
1938,2.437460295823257e-07,2.463390735840676e-08
1939,1.636463338172689e-07,2.141167065872196e-08
1940,1.749690170527174e-07,2.7893612752905028e-08
1941,2.7448973582977487e-07,4.132103770260187e-08
1942,2.0025797198286455e-07,6.37184482954467e-08
1943,2.438717672248458e-07,3.1935586841669306e-08
1944,1.767252371109862e-07,7.390327994016843e-08
1945,1.808158316407571e-07,6.535512397931598e-08
1946,2.0881655871107796e-07,5.4292306650438604e-08
1947,1.84773497835522e-07,6.079644343515156e-08
1948,2.848434519364673e-07,4.674911635582646e-08
1949,1.855414524243315e-07,4.319483515313749e-08
1950,2.3610502353221818e-07,4.998619829166273e-08
1951,2.270878525223452e-07,4.477788806411809e-08
1952,2.8049177558386873e-07,3.796129277588989e-08
1953,2.003931882654797e-07,4.5250075686453783e-08
1954,2.404043755177554e-07,6.156697907044872e-08
1955,2.402715608695871e-07,5.44365241772482e-08
1956,2.066910553821799e-07,6.628067694691708e-08
1957,1.8200177009930485e-07,6.272876762469792e-08
1958,1.7206266988978314e-07,3.9706769427994004e-08
1959,1.7129153206951742e-07,4.882971238462375e-08
1960,1.9655166738630214e-07,5.1214166352231416e-08
1961,1.924640145034573e-07,5.697490434997121e-08
1962,1.5347534088050452e-07,6.21511745402259e-08
1963,1.3643372653859842e-07,5.690126991808597e-08
1964,1.7765187010354566e-07,5.1713731907820915e-08
1965,1.1600732108263401e-07,4.81539821350907e-08
1966,1.9608324919317965e-07,3.877352161563152e-08
1967,1.7157567810954788e-07,5.078245735035125e-08
1968,1.6752980513956572e-07,4.042274312499039e-08
1969,2.0619580709535512e-07,4.178417067901563e-08
1970,1.673935940971205e-07,4.73668670952776e-08
1971,1.5261041141911846e-07,6.011924824633752e-08
1972,1.5185234758519073e-07,5.3866543225922214e-08
1973,1.295602913842231e-07,5.513203760187935e-08
1974,1.6257902757388365e-07,4.331690206527128e-08
1975,1.296506013659382e-07,5.02610255637137e-08
1976,1.4455223151799146e-07,8.284614216869102e-08
1977,1.292892051196759e-07,6.64076367229427e-08
1978,1.4970289896609756e-07,6.415838371687244e-08
1979,1.1820986145494317e-07,5.851973428061541e-08
1980,1.5975273015556013e-07,8.584577454451292e-08
1981,1.480178610790972e-07,4.7441620409927054e-08
1982,1.3408204324605322e-07,5.0901518222623565e-08
1983,1.0672884087625789e-07,4.925946583966834e-08
1984,1.368565989423587e-07,6.146949110830136e-08
1985,1.215142759747323e-07,4.511668516560263e-08
1986,1.810334566698657e-07,6.953603476356207e-08
1987,1.0632821556555427e-07,3.177624918748734e-08
1988,1.2952556005529914e-07,5.03710529398127e-08
1989,1.212874991551871e-07,4.829547606277629e-08
1990,1.2695356588210416e-07,5.1217319052554444e-08
1991,1.365721402635245e-07,4.9236309251909915e-08
1992,1.4821749516613636e-07,5.509944195347671e-08
1993,1.3404881826772908e-07,6.480872960512585e-08
1994,1.566653224926995e-07,4.641935547056164e-08
1995,1.2742759736283915e-07,4.337960746170211e-08
1996,1.564061022918395e-07,4.697521238661295e-08
1997,1.5247763940351433e-07,3.979762397410269e-08
1998,1.292163034349869e-07,4.338997716679671e-08
1999,1.68183404980482e-07,4.113181165110724e-08
2000,1.65234382620838e-07,4.241310236352547e-08
2001,1.476468440841927e-07,3.943090529090476e-08
2002,1.634195569977237e-07,4.4688460654196405e-08
2003,1.7834429399954388e-07,4.958638299967788e-08
2004,1.6429871152467967e-07,4.096455796798182e-08
2005,2.0356948482458392e-07,4.773974737748432e-08
2006,1.7665747975570412e-07,5.476793729641827e-08
2007,1.5658359586723236e-07,5.752050286078614e-08
2008,1.720005684546777e-07,5.236650935103171e-08
2009,1.630721868650653e-07,7.00924309704476e-08
2010,1.9036886556023092e-07,8.36111333502032e-08
2011,2.7188440299141803e-07,8.603937093343283e-08
2012,2.542976744734915e-07,1.0995736510199805e-07
2013,2.6719817469711415e-07,1.0124524074672792e-07
2014,2.559556264714047e-07,1.1173697150868023e-07
2015,2.7153049586559064e-07,1.0506567119095145e-07
2016,2.638887224293285e-07,9.714585103015594e-08
2017,2.4954863420134643e-07,9.65994786383817e-08
2018,2.488533823452599e-07,9.86120286539105e-08
2019,2.2448692504895007e-07,8.928456796120088e-08
