year,leurs_DET airs_NOUN,leurs_DET guerres_NOUN
1800,1.886498623981936e-07,6.665628742297258e-07
1801,1.381085894536227e-07,1.2596455860602873e-06
1802,7.832440473976021e-08,9.60033418095918e-07
1803,1.8918290400904425e-07,1.2228627284116556e-06
1804,1.9033252973699177e-07,1.117276639206466e-06
1805,1.421438877713399e-07,1.313409470071747e-06
1806,2.564685619432794e-07,5.014104260681052e-07
1807,1.5942949005420815e-07,9.024847571481587e-07
1808,1.4049658503267892e-07,1.5363981731297827e-06
1809,1.0391540516963005e-07,1.558731057116347e-06
1810,1.0296557917399696e-07,7.769220573550228e-07
1811,1.0780430415024966e-07,1.100606652926217e-06
1812,2.667208214290895e-07,1.082886527115079e-06
1813,2.0705339420779012e-07,1.0007581465742987e-06
1814,1.5104050810066383e-07,8.212827182774163e-07
1815,1.537417375629957e-07,7.336447911399091e-07
1816,1.0429217844887262e-07,7.601740676932423e-07
1817,1.588010940523077e-07,1.1598706706195117e-06
1818,5.364529886975333e-08,1.1408567015536164e-06
1819,8.591371281063687e-08,1.125159172943313e-06
1820,2.5038275097699625e-07,1.2495404320134185e-06
1821,1.4200543052567127e-07,9.407859558052678e-07
1822,8.72228582693424e-08,9.774975637810712e-07
1823,1.353928098524193e-07,8.034624308095317e-07
1824,1.5494847005470547e-07,8.303216958438497e-07
1825,1.6025906202088436e-07,1.0284757010481371e-06
1826,1.5149733556540923e-07,1.355548810977325e-06
1827,9.770309539192112e-08,1.1097596299691759e-06
1828,9.997808092521154e-08,9.704294825496618e-07
1829,1.1830983304150777e-07,9.627676664791807e-07
1830,1.7012042263786498e-07,1.0833435446500062e-06
1831,9.510636012066698e-08,9.229994137882613e-07
1832,1.5694764599061273e-07,6.629684716763506e-07
1833,2.2588075054841283e-07,8.525550434512752e-07
1834,1.7455573164681937e-07,8.10237281712034e-07
1835,1.406734426723233e-07,9.620248064834414e-07
1836,1.0148332352244438e-07,1.0665830529887899e-06
1837,1.0158520957759265e-07,1.1557057284505845e-06
1838,9.405121303984743e-08,1.2214033020541137e-06
1839,9.088917574118227e-08,8.256932311212495e-07
1840,8.981260979368244e-08,1.0433550059474328e-06
1841,9.502411835171642e-08,7.120388598735872e-07
1842,1.09344717280635e-07,7.935877661680024e-07
1843,9.74640315121178e-08,6.444439826225334e-07
1844,1.1416207801318023e-07,8.929889254716272e-07
1845,4.185171054160719e-08,6.891581598722496e-07
1846,9.133021894314197e-08,7.651833300315047e-07
1847,6.417936226910115e-08,6.018837339638594e-07
1848,7.964769821455775e-08,6.436177617530348e-07
1849,8.128032291665477e-08,4.7259899282892093e-07
1850,4.8880770542325536e-08,4.949177965229978e-07
1851,4.6435958633850305e-08,6.017326601437389e-07
1852,1.6211258824228025e-07,6.152465239495086e-07
1853,9.73424918448984e-08,7.130486530115832e-07
1854,9.248282384355377e-08,6.026970531536335e-07
1855,1.1356845419641104e-07,5.577590798111487e-07
1856,1.1027413204800496e-07,5.953767789890207e-07
1857,1.0007093553809909e-07,4.666722563939629e-07
1858,1.04235298392652e-07,6.097520461878503e-07
1859,1.2883198241553373e-07,5.163463985269345e-07
1860,9.566314140840859e-08,5.06694251889428e-07
1861,7.969978632615948e-08,5.060228893682961e-07
1862,7.861296413835817e-08,6.293554797309753e-07
1863,7.841554694465458e-08,4.010680632049457e-07
1864,1.0212770273909655e-07,5.988615177088263e-07
1865,1.0119715088130476e-07,5.916503127423312e-07
1866,9.244664234131506e-08,4.038458749633378e-07
1867,9.268870115874961e-08,4.018127803817606e-07
1868,1.0620729096189052e-07,4.628661915972998e-07
1869,1.8215526154108375e-07,4.033786780155424e-07
1870,9.518521082441112e-08,5.011558918965875e-07
1871,6.266494922968491e-08,2.5809461590142746e-07
1872,9.494322972258828e-08,4.1666167938103627e-07
1873,7.72194583831265e-08,3.501812591011344e-07
1874,1.0276327522262818e-07,3.286034893079659e-07
1875,7.895707676564001e-08,3.4443592333843753e-07
1876,8.94810217033637e-08,3.615516819266418e-07
1877,7.792867950939808e-08,3.3150613454324684e-07
1878,1.0266450534146543e-07,4.058267699669216e-07
1879,1.1118971743329098e-07,4.227653036537049e-07
1880,8.086486347202992e-08,3.4463835163478507e-07
1881,1.0737661404469634e-07,2.9772608289846403e-07
1882,1.118104702158007e-07,3.760292548449229e-07
1883,1.1438003311159406e-07,3.090156717178161e-07
1884,1.181703774832954e-07,2.673687182763729e-07
1885,8.572695131547903e-08,3.0616770185787345e-07
1886,9.873799999837729e-08,2.562025218644237e-07
1887,9.989254978748363e-08,2.598511881224397e-07
1888,7.735549889531512e-08,2.7074425190676266e-07
1889,8.833842990441099e-08,2.9634095444208697e-07
1890,8.061895417910137e-08,2.077740486328139e-07
1891,8.732681422429778e-08,2.148112088207199e-07
1892,1.0029619978979554e-07,1.9808499596152274e-07
1893,9.9766346517427e-08,2.4017823996302923e-07
1894,9.830401559440816e-08,1.9912864535065466e-07
1895,9.328852534906673e-08,2.588004228698537e-07
1896,1.0083919566028499e-07,2.4118848163112716e-07
1897,9.905413378419325e-08,2.1966709962129016e-07
1898,9.73237049839426e-08,1.7880400937642094e-07
1899,8.954677177541726e-08,2.034148831597804e-07
1900,5.5544270072260815e-08,1.8583970007313155e-07
1901,6.482937253693422e-08,1.8051626726744985e-07
1902,7.46363142400952e-08,1.7677022023931954e-07
1903,9.342380824506336e-08,1.9980815624265347e-07
1904,7.954445280233813e-08,1.5908890382831942e-07
1905,5.728442398211797e-08,1.5946745790529349e-07
1906,1.0751345680404256e-07,1.5946971876346083e-07
1907,7.611408170404843e-08,1.9748517932072218e-07
1908,8.74227243929937e-08,1.4390369695860272e-07
1909,9.131632561221181e-08,1.1332026339516688e-07
1910,1.1115833142838483e-07,1.4322323771409629e-07
1911,8.086969005560718e-08,1.3886176231103775e-07
1912,8.439262089154909e-08,1.3596589409914372e-07
1913,1.198475674257793e-07,1.4636252076982714e-07
1914,1.0112083170810138e-07,1.5134641495606616e-07
1915,6.832842192050492e-08,2.0027294933555595e-07
1916,9.998590799753515e-08,1.5162697675208392e-07
1917,6.68951898319392e-08,1.6997957530406893e-07
1918,8.155327257952649e-08,1.8837657389525475e-07
1919,1.2798909510003398e-07,1.6482049070010163e-07
1920,1.0979736009275598e-07,1.2267015492284372e-07
1921,8.405749696294151e-08,1.166203134062016e-07
1922,1.2690049133734504e-07,1.512476761611481e-07
1923,9.554353530560888e-08,1.0509788950230359e-07
1924,1.0055467192238154e-07,1.9853101829170328e-07
1925,8.908524051776112e-08,1.6937194113886278e-07
1926,1.0811754602713108e-07,1.426705695806163e-07
1927,1.0703256236865855e-07,1.7058314072393443e-07
1928,9.940655920637198e-08,1.1768822361091225e-07
1929,1.2254447256943024e-07,1.7156226483905357e-07
1930,9.348207452575252e-08,1.365468484948451e-07
1931,1.1633463614657558e-07,2.0187481464262191e-07
1932,8.110057425625428e-08,1.5781732543018734e-07
1933,5.7353312543639845e-08,1.5026567234954769e-07
1934,7.308763727564838e-08,1.6175133943363562e-07
1935,8.138433482685059e-08,1.6994963569771926e-07
1936,8.123559069872499e-08,1.357967973625307e-07
1937,6.547381470323188e-08,1.485751872642993e-07
1938,7.649476430060531e-08,1.4391387992418458e-07
1939,6.117620365841958e-08,1.5905812134064945e-07
1940,6.085878911932241e-08,1.1918179954051311e-07
1941,1.6233264865661567e-07,1.9775067983118788e-07
1942,7.58552971547033e-08,1.4867637321280824e-07
1943,9.580676185727555e-08,1.335488235554294e-07
1944,1.0603514510876266e-07,1.702988701168806e-07
1945,9.149717072887142e-08,1.6992332207976801e-07
1946,9.744773166175946e-08,1.781901364239502e-07
1947,7.390940259810463e-08,1.7881306790812346e-07
1948,7.610321417494958e-08,1.4350891319736547e-07
1949,5.006674186347482e-08,1.5118192364660388e-07
1950,6.70027759941405e-08,1.669751696908861e-07
1951,8.742349344448286e-08,2.23889443096148e-07
1952,5.588746121443222e-08,1.265376456949241e-07
1953,4.201792791480585e-08,1.1420257095551278e-07
1954,4.788542540268281e-08,1.4561078853780884e-07
1955,7.414630021074231e-08,1.1825865930958912e-07
1956,4.534993758298356e-08,1.037815817728216e-07
1957,6.714628852932947e-08,1.2192351750428543e-07
1958,6.038737820901474e-08,1.298742264843611e-07
1959,9.998464456373313e-08,1.1471106775573503e-07
1960,8.304999910002664e-08,9.965999936412118e-08
1961,7.087122311233429e-08,1.6119729151498063e-07
1962,6.468795565872654e-08,1.6489086140936138e-07
1963,6.595373935880389e-08,1.260880315712143e-07
1964,8.517555327713922e-08,1.8251904865262958e-07
1965,6.730613089089843e-08,1.625196888177527e-07
1966,9.637989828448212e-08,1.6284880288708337e-07
1967,8.677390361810922e-08,2.0066466355217472e-07
1968,1.0420084683993025e-07,2.1963022911464236e-07
1969,6.358461177025099e-08,1.9529558947795067e-07
1970,8.921526339911168e-08,1.4669933268152135e-07
1971,9.40326732035146e-08,1.407920935392326e-07
1972,8.259536166121961e-08,2.1905726388382618e-07
1973,6.615844849733321e-08,1.4554857741266858e-07
1974,5.5130603415776136e-08,1.524529942287245e-07
1975,6.682431896720686e-08,1.1422960621843004e-07
1976,4.97076848571254e-08,1.1084241946512918e-07
1977,4.583889934295371e-08,1.0695742780342243e-07
1978,6.178215161689593e-08,1.271286547144257e-07
1979,6.96384847564957e-08,1.1938025901159222e-07
1980,5.742002096020826e-08,1.3587509450907476e-07
1981,6.768338045581856e-08,1.0690178409156204e-07
1982,5.959202153960064e-08,1.1545953970681921e-07
1983,7.830991677337806e-08,9.725586380682216e-08
1984,7.19077029032178e-08,1.1018115841920917e-07
1985,6.015558084992989e-08,1.0707693121059236e-07
1986,6.234264771087794e-08,1.1149742862315293e-07
1987,4.277571941102565e-08,9.16622525659605e-08
1988,5.336932984434384e-08,1.0553934925994213e-07
1989,7.134558510646372e-08,1.0262788396886435e-07
1990,7.192219286800139e-08,1.0570382968921876e-07
1991,6.271768021592905e-08,1.0550637608019997e-07
1992,6.942529445774781e-08,1.1901479046727559e-07
1993,5.705383482323967e-08,1.01921414419337e-07
1994,6.435410382366058e-08,1.5877529313534922e-07
1995,6.235818617028599e-08,1.1712493863669238e-07
1996,7.313186389801274e-08,1.2117468606298587e-07
1997,6.13746503619339e-08,1.0836461861174485e-07
1998,5.1018981039874234e-08,1.335076196262719e-07
1999,6.763897908435013e-08,1.2476649624559855e-07
2000,7.554833558742757e-08,1.3607537519000346e-07
2001,7.97380550476845e-08,1.314363564652865e-07
