year,tes_DET airs_NOUN,tes_DET guerres_NOUN
1856,8.28350277259915e-09,7.7657837382894e-09
1857,1.2203773158692144e-08,8.298565390418844e-09
1858,1.0276719919488642e-08,9.297984604472731e-09
1859,1.833182472488204e-08,6.110608019582742e-09
1860,3.066713105681629e-08,1.327383358784573e-08
1861,2.2165029811560544e-08,7.073945706981277e-09
1862,2.5300723294208183e-08,8.584174260306554e-09
1863,1.3984937929922836e-08,4.994620717013731e-09
1864,1.9658385475018747e-08,4.794728170054441e-09
1865,1.1767110619231858e-08,4.23615986733239e-09
1866,8.75810357570117e-09,3.4059290943133647e-09
1867,9.220341823379385e-09,4.367530337390235e-09
1868,1.0867722721741302e-08,7.409810987013543e-09
1869,1.3673853160867111e-08,8.790334127262156e-09
1870,1.9495765002375265e-08,5.734048791339319e-09
1871,3.292564798584863e-08,6.37270636261178e-09
1872,1.5118348239973045e-08,2.4189357183956872e-09
1873,1.616221290134945e-08,8.979006871356887e-09
1874,5.377148060148329e-09,2.3898436563030145e-09
1875,1.6020276105699338e-08,1.3731664694205392e-08
1876,6.04601479992084e-09,1.209202959984168e-08
1877,2.040989244278535e-08,4.329371083855449e-09
1878,1.5701630218245555e-08,4.831270938865373e-09
1879,7.331190210457805e-09,2.443730107160036e-09
1880,1.5402831010646878e-08,4.492492600149944e-09
1881,1.1156012114099667e-08,2.091752326904839e-09
1882,1.7969540300200038e-08,1.9966155395678697e-09
1883,1.2006744321002571e-08,6.319338829996468e-09
1884,1.9144920315739e-08,6.601696966868076e-10
1885,1.9336907408629145e-08,1.2891271383708158e-09
1886,1.0325542199041138e-08,3.2267319927115068e-09
1887,1.3057849523878673e-08,6.528924623161458e-10
1888,1.268122939990235e-08,1.9021844099853524e-09
1889,2.5060547415023393e-08,6.265136853755848e-09
1890,1.0487018642368895e-08,2.621754646714436e-09
1891,1.0198752065093686e-08,5.099376032546843e-09
1892,8.775917548220491e-09,0.0
1893,1.0469308087124318e-08,3.6950499326948716e-09
1894,5.041231432301174e-09,3.780923574225881e-09
1895,1.3842813118003505e-08,0.0
1896,1.592197795829975e-08,2.948514543632541e-09
1897,8.740070001067579e-09,5.2440420894583895e-09
1898,1.1882545059016536e-08,1.6975064687230201e-09
1899,1.713549302451156e-08,2.2110313580014918e-09
1900,2.0245107479333058e-08,1.0901211489056095e-08
1901,1.2854099118442264e-08,4.470991132876634e-09
1902,1.276673788908056e-08,2.9461704187383475e-09
1903,1.836074847716418e-08,5.940242076007962e-09
1904,1.4511488011237361e-08,1.6123875568041512e-09
1905,1.6514428768932277e-08,3.096455536422127e-09
1906,1.8519063615940468e-08,8.230695236477459e-09
1907,1.1314255643490867e-08,2.5714217422034835e-09
1908,1.964555629285769e-08,2.9468334439286537e-09
1909,8.801573692096554e-09,2.7504918342913243e-09
1910,2.4048677604859847e-08,1.6032452032632705e-09
1911,6.916486494645824e-09,8.51259862599818e-09
1912,1.250261111307438e-08,3.125652625612929e-09
1913,1.5378670781274195e-08,2.6514948014977335e-09
1914,2.142958016593255e-08,4.687720545071272e-09
1915,5.890381071793627e-09,5.890381071793627e-09
1916,1.8678685265172135e-08,1.0987461607214755e-08
1917,1.3159709100207806e-08,2.1932848870420685e-09
1918,3.790504266021344e-08,2.2972752589112133e-09
1919,2.4861190051073123e-08,8.287063535394878e-09
1920,1.514446346106979e-08,3.028892692213958e-09
1921,2.1960968377143786e-08,2.2718242842501013e-09
1922,2.360939327372691e-08,1.4755870969551665e-09
1923,1.5923921736771263e-08,9.554353308516284e-09
1924,7.734974660777993e-09,1.289162443462999e-09
1925,3.7393804941388e-08,6.598906754362588e-09
1926,3.4553027994377317e-08,3.343841648018042e-09
1927,4.2367055641534535e-08,2.2298449753321847e-09
1928,2.742249805010033e-08,3.4278122562625413e-09
1929,2.33948540540041e-08,4.4561625500705304e-09
1930,1.2604324695075775e-08,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,1.753525868952721e-08,1.0959536611565568e-09
1933,1.7205992852709073e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,8.38710612072191e-09
1935,2.5133396697185617e-08,3.590485242455088e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,2.1404900962807005e-08,1.0072894518486919e-08
1938,1.2965214124527336e-08,1.6854778905894818e-08
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,2.6563523380929155e-08,0.0
1942,6.068423519245414e-08,1.2136846860855144e-08
1943,2.9032351633873077e-08,0.0
1944,1.927911696952833e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.480275978517966e-08,1.3921104269343232e-08
1947,4.053096236411591e-08,4.7683483828109274e-09
1948,2.3918154123947488e-08,5.435943917220243e-09
1949,2.0615717910565934e-08,2.9451024952109606e-09
1950,2.9779013033248702e-08,1.914365110877725e-08
1951,2.452122438434401e-08,3.198420528427448e-09
1952,3.0579932142060784e-08,2.1089607837865287e-09
1953,3.5553629373907825e-08,5.386913581872932e-09
1954,2.443134050622575e-08,3.9090144454689835e-09
1955,1.3139851429144755e-08,4.6928039232341234e-09
1956,2.3547082950159393e-08,3.488456634670456e-09
1957,2.3854601516326568e-08,2.6505113659425206e-09
1958,3.391619785020339e-08,4.136121722897457e-09
1959,2.4802393583378546e-08,4.650448914844674e-09
1960,2.9759583741739704e-08,6.2287499602575735e-09
1961,2.0844478476611528e-08,2.08444772553662e-09
1962,2.1562651220108364e-08,2.5367825617905737e-09
1963,2.9097239950814924e-08,1.939815863494232e-09
1964,2.2510682873289056e-08,5.475571551727398e-09
1965,1.9699356812452606e-08,3.830430472806512e-09
1966,2.4371929474575893e-08,5.5390746434014204e-09
1967,2.120044340081506e-08,5.423369309198733e-09
1968,2.5601070541281246e-08,5.389698881641536e-09
1969,2.452549263676218e-08,4.995933444718048e-09
1970,1.7475155905666284e-08,3.219107563845469e-09
1971,1.8498230724972586e-08,5.138397263237948e-09
1972,2.000757282072385e-08,7.69522046084603e-09
1973,1.2129048099218664e-08,3.859242703185828e-09
1974,1.9689500752040345e-08,4.5004573956397564e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,1.7711933197883667e-08,2.285410749536254e-09
1977,1.5279632892273298e-08,4.113747398282186e-09
1978,2.495048279094192e-08,4.75247319275951e-09
1979,1.872631405497316e-08,5.851973350345929e-10
1980,2.1035058139773355e-08,0.0
1981,1.3916208629893845e-08,1.8976649140967083e-09
1982,1.489800538490016e-08,4.345251713999687e-09
1983,1.894594880980094e-08,5.68378455412244e-09
1984,1.9136728035551442e-08,1.1598016991243298e-09
1985,1.804667348892508e-08,1.2031116103372597e-09
1986,1.798345583559069e-08,1.1988970927134801e-09
1987,1.5277042575423394e-08,6.110816852533674e-10
1988,1.9188972133488136e-08,1.1993107618124554e-09
1989,1.5915554207879268e-08,2.1952488715726304e-09
1990,9.262707045820662e-09,3.269190529398003e-09
1991,2.1101273894874595e-08,4.103025585955322e-09
1992,1.3774860363469088e-08,3.305966445044106e-09
1993,1.8279383895425383e-08,3.877445309274918e-09
1994,1.318731612798274e-08,3.6924485691258724e-09
1995,1.4640617329586547e-08,4.880205906054869e-09
1996,1.7615704006601618e-08,5.338092190498855e-10
1997,1.6302641236976e-08,1.917957792585412e-09
1998,1.764207879784152e-08,2.3840645013706308e-09
1999,1.8280805230697084e-08,1.3710603763428253e-09
2000,2.474097726690161e-08,4.418031385178267e-09
2001,1.708672597855454e-08,2.6287270138425356e-09
2002,1.0953053575235572e-08,3.066854992184176e-09
2003,2.083461492219385e-08,5.8336919739332416e-09
2004,1.8059643919210444e-08,1.2773894303430566e-08
2005,1.6213498099659773e-08,1.0358624180639708e-08
2006,2.388376207917986e-08,3.706100981659688e-09
2007,2.995859560428471e-08,7.988959188631739e-09
2008,3.916844448781376e-08,5.5346714711301814e-09
2009,3.862235842255757e-08,7.1522885392028e-09
2010,3.967986084152386e-08,3.7790344187271785e-09
2011,4.091650127047153e-08,2.6767803529281764e-09
2012,5.991484919309897e-08,3.063827413996023e-09
2013,6.833356436253268e-08,7.251725053780689e-09
2014,8.055455813504864e-08,6.279791187058237e-09
2015,8.13483167494411e-08,3.546520632724537e-09
2016,7.808952240395683e-08,3.5212781579474495e-09
2017,7.446209449035734e-08,2.515611330355938e-09
2018,8.286508235144652e-08,5.421080029321956e-09
2019,8.520298888647915e-08,5.101975619759003e-09
