year,ces_DET août_NOUN,ces_DET gouttes_NOUN
1918,0.0,1.2864741094631427e-07
1919,0.0,1.0404868788782551e-07
1920,0.0,1.0298235508798825e-07
1921,7.572747429129834e-10,1.794741137928213e-07
1922,0.0,1.1214461892450345e-07
1923,1.0615948120573648e-09,1.4437689443980162e-07
1924,0.0,1.6888027865036292e-07
1925,0.0,1.2207977384548485e-07
1926,3.343841648018042e-09,9.47421741059884e-08
1927,0.0,1.1149224921069845e-07
1928,0.0,1.32542076869413e-07
1929,1.1140406375176326e-09,1.5262356711787106e-07
1930,0.0,1.0083459400789252e-07
1931,0.0,1.3800481468706494e-07
1932,0.0,1.1726704052250625e-07
1933,0.0,1.3305968060706164e-07
1934,0.0,1.3179738544977226e-07
1935,0.0,1.4601306830286376e-07
1936,0.0,1.321593874337168e-07
1937,0.0,1.2213384348314094e-07
1938,0.0,1.8021647463228874e-07
1939,1.5294050470515685e-09,1.299994281112049e-07
1940,0.0,1.267891480694061e-07
1941,0.0,1.3576912216706205e-07
1942,0.0,1.3047110769548453e-07
1943,0.0,1.1322617332609752e-07
1944,0.0,1.3816700494828638e-07
1945,0.0,9.803268596897396e-08
1946,0.0,1.127609454698586e-07
1947,0.0,1.0251948978634573e-07
1948,0.0,1.2720109054953355e-07
1949,0.0,1.0504198755256766e-07
1950,0.0,1.0422654028729994e-07
1951,0.0,1.055478779932173e-07
1952,0.0,1.3813692412156797e-07
1953,0.0,1.1958948675783176e-07
1954,0.0,1.1433867541654763e-07
1955,0.0,1.1638153551984942e-07
1956,0.0,1.1511906627958979e-07
1957,0.0,1.0248644066734869e-07
1958,0.0,7.941354063234485e-08
1959,0.0,1.1238584285422348e-07
1960,0.0,1.045045863179439e-07
1961,0.0,8.685198693569873e-08
1962,1.9025869768540815e-09,1.2113136627078802e-07
1963,0.0,1.1380253361892301e-07
1964,0.0,9.977707904340605e-08
1965,0.0,1.0178000309224444e-07
1966,0.0,1.046885103050954e-07
1967,0.0,7.642020349862833e-08
1968,4.4914158503495116e-10,1.086922667425938e-07
1969,0.0,7.266812662720668e-08
1970,0.0,7.403947410722367e-08
1971,0.0,8.170051835065806e-08
1972,0.0,8.208235158235766e-08
1973,0.0,7.994145168055411e-08
1974,0.0,5.625571652956296e-08
1975,0.0,4.1693805297171593e-08
1976,5.713526873840635e-10,4.8564978705201156e-08
1977,5.876781838942691e-10,5.171567929451726e-08
1978,0.0,7.36633323228375e-08
1979,0.0,7.080887964860949e-08
1980,5.685150683554241e-10,4.946081189061147e-08
1981,0.0,5.250206225326792e-08
1982,6.207502289967692e-10,6.207502245558771e-08
1983,0.0,7.199460005935521e-08
1984,0.0,7.074790353556182e-08
1985,0.0,6.376491423765174e-08
1986,5.994485463567401e-10,6.294209642376813e-08
1987,0.0,5.988600459971849e-08
1988,0.0,5.336932984434384e-08
1989,0.0,5.378359801966326e-08
1990,5.44865097484859e-10,4.4678937438646926e-08
1991,0.0,4.9236308363731496e-08
1992,0.0,7.438424720618286e-08
1993,0.0,4.763718219891189e-08
1994,0.0,6.857404555304925e-08
1995,0.0,5.151328430486046e-08
1996,5.338092190498855e-10,5.658377766337708e-08
1997,0.0,6.473107649895837e-08
1998,0.0,5.67407374418849e-08
1999,0.0,6.489685588917382e-08
2000,4.4180314962005696e-10,6.05270313869255e-08
2001,0.0,4.8631449534042304e-08
2002,0.0,5.564151361880931e-08
2003,4.1669229178253886e-10,5.1669842626722584e-08
2004,4.404791253964646e-10,6.298851662478455e-08
2005,0.0,5.809837055892331e-08
2006,4.1178899179428186e-10,8.647568705555386e-08
2007,0.0,5.991719120856942e-08
2008,0.0,6.726754708807903e-08
2009,0.0,6.198650126520988e-08
2010,0.0,8.408351348521137e-08
2011,3.82397197240536e-10,8.259779793462485e-08
2012,1.0212758416727752e-09,1.150637434221835e-07
2013,5.578250084070646e-10,1.1965346313758118e-07
2014,0.0,1.232138329143595e-07
2015,0.0,1.3210788907258575e-07
2016,4.1426800878596737e-10,1.2904448176698224e-07
2017,5.031222660711876e-10,1.0314006626543915e-07
2018,1.8070267504555204e-09,1.339781174891641e-07
2019,0.0,1.403043192738096e-07
