year,ces_DET arts_NOUN,ces_DET gares_NOUN
1955,2.1399185579085156e-07,6.10064510020436e-08
1956,2.2064487659179122e-07,7.238547539145657e-08
1957,2.880222220724704e-07,4.24081805228127e-08
1958,2.0432441483198005e-07,3.887954402870264e-08
1959,2.394981017950215e-07,5.8905682553955785e-08
1960,1.8063374485066674e-07,3.321999986205526e-08
1961,2.2720480996607506e-07,3.682524551962274e-08
1962,2.1879749567688123e-07,6.849313083368003e-08
1963,2.5928873981229117e-07,3.620989863506452e-08
1964,2.4822590205531014e-07,3.8937396862337437e-08
1965,2.8290465436953127e-07,3.392666991786086e-08
1966,2.791693649584204e-07,2.991100300775429e-08
1967,3.579423744071164e-07,3.500538348077953e-08
1968,3.633555429871649e-07,4.311759105313229e-08
1969,2.402589815986289e-07,4.6780104456800586e-08
1970,3.0673494588739914e-07,5.012610349020008e-08
1971,2.9699936909821645e-07,3.339958443149271e-08
1972,3.093478415649997e-07,3.642404422521395e-08
1973,2.3155455775025757e-07,3.693846450936178e-08
1974,1.7720551515054694e-07,4.950502963119163e-08
1975,1.6677522562957847e-07,2.9128549350332378e-08
1976,2.2339889849121164e-07,2.628222395273383e-08
1977,1.7571578236896812e-07,2.938390952778036e-08
1978,2.0316822535448864e-07,2.257424780438555e-08
1979,2.2003420152572062e-07,3.569703754813247e-08
1980,2.1546720807563702e-07,5.742002118225287e-08
1981,2.024175866921496e-07,3.099519241267501e-08
1982,2.2160783830216246e-07,3.910726298350653e-08
1983,2.1661534077566102e-07,4.0418021818311445e-08
1984,2.2326182236298564e-07,4.349256466085194e-08
1985,2.1174764697207138e-07,2.045289770880032e-08
1986,2.014147084672402e-07,3.4168568641135266e-08
1987,2.0593453164963194e-07,3.0554084595735276e-08
1988,1.9368868997560185e-07,1.679035038781862e-08
1989,2.3489162526146856e-07,1.8659616074501173e-08
1990,2.6916334450177715e-07,2.6698389499202335e-08
1991,1.998759568966335e-07,1.817054295916165e-08
1992,2.496004709584554e-07,1.928480486412809e-08
1993,2.559113800870705e-07,2.8249957484405286e-08
1994,2.500315154918553e-07,3.059457387433184e-08
1995,2.559396801160574e-07,3.199246023655178e-08
1996,2.396803377990864e-07,2.829188883168854e-08
1997,2.0953689094938e-07,3.5002731380018304e-08
1998,2.6367755667777715e-07,3.242327872854389e-08
1999,2.623295518588975e-07,2.2393984888680052e-08
2000,2.672908929746143e-07,2.871720372610298e-08
2001,2.3483295574777685e-07,3.1106603293196144e-08
2002,2.3264286586055505e-07,3.329728404111165e-08
2003,2.7751707420975436e-07,3.00018450083428e-08
2004,3.105377901491124e-07,4.360743410813939e-08
2005,3.2742259081786074e-07,3.512924751092328e-08
2006,2.7795757162607515e-07,3.1707751979581644e-08
2007,2.844069437735186e-07,2.077129401811817e-08
2008,2.3969385676281263e-07,2.6396125951677618e-08
2009,2.4031689527248545e-07,2.6225058791240485e-08
2010,2.1209830691759635e-07,2.3618965450111773e-08
2011,1.9808174189783756e-07,2.2943831279320648e-08
2012,1.6068072727914995e-07,2.7574447170053418e-08
2013,1.6260598767470213e-07,1.8687138392259328e-08
2014,1.823304780490531e-07,3.2265132787756556e-08
2015,1.9483697466515792e-07,3.236200152301194e-08
2016,2.1169095476558653e-07,2.3406143467852303e-08
2017,1.2779305669230467e-07,3.0187336408360466e-08
2018,1.7915378203170462e-07,2.8654281170048534e-08
2019,1.5765104333098634e-07,2.3213989397419255e-08
