year,ces_DET arts_NOUN,ces_DET gares_NOUN
1800,1.8613453391935764e-06,0.0
1801,1.0715321216991924e-06,0.0
1802,1.8036990923064877e-06,0.0
1803,1.5290658978983629e-06,0.0
1804,1.7846763444850922e-06,4.943701892301533e-09
1805,1.239494731741786e-06,0.0
1806,1.455242912840049e-06,0.0
1807,1.79642871245278e-06,0.0
1808,1.4253605664649172e-06,0.0
1809,1.19954516009102e-06,2.259030518203531e-09
1810,1.2683486758646723e-06,0.0
1811,1.1432269886313406e-06,1.2535384286138651e-08
1812,1.2509206577249188e-06,2.6672083208723052e-08
1813,9.489947192520276e-07,0.0
1814,1.0352568011740004e-06,0.0
1815,1.057311649788062e-06,0.0
1816,8.204317882842815e-07,0.0
1817,1.3217855674430012e-06,0.0
1818,1.2493393768409078e-06,0.0
1819,1.2711089310002421e-06,7.24573512300708e-09
1820,1.121382496194201e-06,0.0
1821,1.0315116751868914e-06,0.0
1822,1.150940676097889e-06,0.0
1823,1.1701101758632149e-06,0.0
1824,8.867431589010266e-07,1.1789557774477544e-08
1825,1.0689807763419878e-06,0.0
1826,1.0366997047484006e-06,0.0
1827,9.49379131753858e-07,9.217273055917019e-10
1828,8.016591381831972e-07,3.668920500743411e-09
1829,9.224737400614913e-07,9.430493552731178e-09
1830,9.560141460696059e-07,0.0
1831,5.924658061928767e-07,1.5591206548037917e-08
1832,9.227439328185483e-07,2.570694235259907e-08
1833,7.274518623034965e-07,5.791814361444381e-09
1834,8.130376194515065e-07,1.7735608537350345e-08
1835,5.952150203825113e-07,2.117664621437143e-08
1836,6.828282295145982e-07,2.5538850589867934e-08
1837,7.076175028153386e-07,5.4967340012979093e-08
1838,6.514151209557895e-07,5.1759727170974656e-08
1839,5.900805231107142e-07,6.432157295677143e-08
1840,6.095791853510946e-07,7.006657654073933e-08
1841,5.951848325302933e-07,3.7881237702208637e-08
1842,4.467704446398102e-07,2.5491407207312022e-08
1843,6.73978572729439e-07,4.7255290347436585e-08
1844,5.565400993390313e-07,7.025358517154245e-08
1845,7.07014885081847e-07,9.932805866696981e-08
1846,6.000863805866175e-07,5.678866177305508e-08
1847,6.293891754438619e-07,2.9662730050006303e-08
1848,5.165032396781122e-07,5.63165514222419e-09
1849,3.242833592764782e-07,2.0948537127196687e-08
1850,4.344957575952435e-07,1.3577992064028876e-08
1851,3.9470566459698375e-07,3.676180160283593e-08
1852,7.089983879993156e-07,1.888058109855706e-08
1853,4.5147804250689205e-07,5.792773905000104e-08
1854,5.107338427734476e-07,1.4547860249791711e-08
1855,4.0491930874964055e-07,5.200798369742188e-08
1856,5.146126251798222e-07,5.901995847601427e-08
1857,4.246912914673828e-07,7.17581836173764e-08
1858,4.0862194339297275e-07,8.41712277654949e-08
1859,4.6593385127913223e-07,5.041251616155762e-08
1860,3.290995254923157e-07,1.057329468423518e-07
1861,4.381130196406957e-07,7.498382492698852e-08
1862,3.876432206617597e-07,4.608346104717498e-08
1863,6.258259830360657e-07,8.690640029840324e-08
1864,4.5166336803958984e-07,1.1890925133428709e-07
1865,4.664482635696743e-07,1.0637468061958089e-07
1866,4.7147790382950916e-07,5.546798620414961e-08
1867,4.590759523637189e-07,6.017486064990862e-08
1868,3.1318800441937356e-07,1.0126741667448869e-07
1869,5.025141289749513e-07,1.0157720087278221e-07
1870,3.348684387560752e-07,9.289158908742934e-08
1871,2.432249637251971e-07,1.0514965742558502e-07
1872,3.815871147949679e-07,1.1066630722922355e-07
1873,2.615884079903985e-07,8.500126291721699e-08
1874,2.8080661990115274e-07,1.4697539141295124e-07
1875,5.280969359588994e-07,1.2301283680571373e-07
1876,4.0387378996697976e-07,1.7412523156679072e-07
1877,4.434513168893872e-07,1.0390490956524445e-07
1878,4.5172382234781594e-07,1.5822412358090787e-07
1879,3.384566169550851e-07,1.3318329195044498e-07
1880,3.587576093977418e-07,1.1231230967467809e-07
1881,3.555978729252729e-07,1.478171609559098e-07
1882,3.354314088710453e-07,1.1713478009767186e-07
1883,3.1975855208088433e-07,1.6872635555387205e-07
1884,2.581263576217907e-07,1.2939326232697113e-07
1885,2.855416685321188e-07,8.572695309183587e-08
1886,3.2977200170591914e-07,8.131364381824824e-08
1887,2.4026443079527837e-07,1.6844625072565123e-07
1888,2.2382369735396423e-07,1.0905857550369547e-07
1889,3.7152261755935e-07,9.89891595359893e-08
1890,3.0019089347632644e-07,1.5009544762634164e-07
1891,2.2437254487694958e-07,1.1601080540657449e-07
1892,2.551284508101048e-07,1.0719155874028274e-07
1893,3.3871291238440904e-07,1.2440001784241872e-07
1894,2.63404354328145e-07,1.4052433261468877e-07
1895,2.4616133353916325e-07,8.847363375252826e-08
1896,2.2054888937361738e-07,9.19936535836996e-08
1897,2.0276963352827693e-07,1.0313282849949701e-07
1898,2.059641142082569e-07,1.2335213472880469e-07
1899,2.2552519851615216e-07,1.050239912814277e-07
1900,2.465750269520228e-07,1.064165924269389e-07
1901,2.2690280454540357e-07,1.2015788986019516e-07
1902,1.6989581635984408e-07,1.3847000523981023e-07
1903,2.1600880706351688e-07,1.3824564426556663e-07
1904,2.2788410092289269e-07,1.714505408756395e-07
1905,1.630799868479471e-07,1.826908722080134e-07
1906,1.9805110484938382e-07,2.4023341538281784e-07
1907,2.20627978109178e-07,1.9851375121504589e-07
1908,2.19539086909748e-07,1.4783281132579873e-07
1909,2.409430854832806e-07,1.848330422049571e-07
1910,2.6132895758479435e-07,1.720816529271474e-07
1911,2.4792943786877686e-07,1.3513750118931966e-07
1912,2.0993967764226795e-07,1.1408632261122875e-07
1913,2.6249797757671445e-07,1.1878697314671172e-07
1914,2.2367123442279535e-07,1.0781757620037524e-07
1915,8.246533300670933e-08,1.696429654529652e-07
1916,1.7030566645814815e-07,1.8898435349967713e-07
1917,1.250172338984612e-07,2.3139155125306843e-07
1918,1.1716103553993662e-07,1.1026921153955982e-07
1919,1.813946073903061e-07,1.3535537690678723e-07
1920,2.4079696370193915e-07,9.91962387786316e-08
1921,2.0749328522029487e-07,1.279794341613183e-07
1922,2.4642305085365024e-07,1.1878476158244666e-07
1923,2.5265956660192046e-07,7.218844588763318e-08
1924,2.642782939155097e-07,7.34822618309039e-08
1925,2.3426119355463015e-07,8.90852440704748e-08
1926,2.953726636611975e-07,7.244989763677268e-08
1927,2.1406511518939908e-07,8.361918579780081e-08
1928,2.365190527875427e-07,1.428255176350035e-07
1929,2.0498347463870914e-07,1.7601842561276726e-07
1930,3.4031675077983436e-07,2.2267639820938712e-07
1931,2.0529642696942574e-07,1.2888052935977612e-07
1932,2.3015026151540496e-07,1.391861186306187e-07
1933,2.053248508993022e-07,1.6861873475271238e-07
1934,2.7198187702026644e-07,2.3364080803389697e-07
1935,2.7168005711786236e-07,1.9029571163287073e-07
1936,1.939954277219158e-07,1.9763285008522757e-07
1937,2.392312515864248e-07,1.5361163452354276e-07
1938,2.1911212755298948e-07,1.3094867057361625e-07
1939,2.0341087658692913e-07,8.870549006445572e-08
1940,2.713287707845069e-07,1.0396709981819185e-07
1941,2.8039274768687505e-07,1.00351089216133e-07
1942,1.941895497736823e-07,1.0012899132050279e-07
1943,1.1903264218737775e-07,8.129058715056203e-08
1944,1.8636479914846404e-07,4.819779064746399e-08
1945,1.568522947081874e-07,4.574858536443571e-08
1946,2.672852046359253e-07,5.986075013453274e-08
1947,2.5629872157928446e-07,5.96043552292258e-08
1948,2.9788973376909667e-07,1.1632920315918227e-07
1949,2.1302908503884055e-07,7.755436381984282e-08
1950,2.775829415213593e-07,5.8494489252325366e-08
1951,3.155774925822641e-07,8.742349333346056e-08
1952,1.8137063473311343e-07,8.224946901336239e-08
1953,1.788455358253671e-07,1.4867881681368544e-07
1954,2.374726204568134e-07,8.013479657620337e-08
