year,ces_DET airs_NOUN,ces_DET guerres_NOUN
1858,3.4402541970735e-07,1.1803546868804915e-06
1859,5.356966497060967e-07,1.2618406017850248e-06
1860,3.712096017238764e-07,1.2692531115021666e-06
1861,4.456585642742539e-07,1.1563543012016453e-06
1862,3.194216411372963e-07,1.2898850272335949e-06
1863,3.041724134789092e-07,1.1872213363517403e-06
1864,3.490561972796513e-07,1.2403961591189727e-06
1865,4.2079188133925527e-07,1.2557861026607497e-06
1866,3.649209681100274e-07,1.0777332306588505e-06
1867,3.3532926302370925e-07,1.086544543227319e-06
1868,3.665386465456777e-07,1.1865577462799592e-06
1869,4.2193605054308136e-07,1.0260273697326738e-06
1870,2.712205091626174e-07,1.125593783513068e-06
1871,2.655294260023311e-07,8.63501689707391e-07
1872,3.319989190231354e-07,1.0842879731853827e-06
1873,3.3162464418978743e-07,9.858949496788227e-07
1874,3.0231522352153206e-07,9.302466565941359e-07
1875,2.4888642258247273e-07,9.72087455863857e-07
1876,2.6844305978102057e-07,9.79454405580782e-07
1877,3.117147393538744e-07,9.598834189716854e-07
1878,3.907290277993525e-07,8.629857468633872e-07
1879,3.097427843101741e-07,1.1503859269623717e-06
1880,2.5350492194320395e-07,1.1019442140991487e-06
1881,3.249188438303463e-07,8.764442114284066e-07
1882,2.622221639825284e-07,8.259332844318124e-07
1883,2.4076681448548243e-07,8.22777948883413e-07
1884,3.129204415586173e-07,7.836214059864233e-07
1885,2.391330813367176e-07,7.857229675778399e-07
1886,3.175104374975035e-07,6.240499672571787e-07
1887,2.872726856395502e-07,7.044709917636283e-07
1888,2.460158547989977e-07,7.519968860947301e-07
1889,3.0887123614320444e-07,8.714805517229252e-07
1890,2.5758738786407775e-07,6.96075836970067e-07
1891,2.2373512464923806e-07,6.418839575417223e-07
1892,2.3506920854288182e-07,7.352964956908181e-07
1893,1.9460596156761767e-07,6.915901771264998e-07
1894,2.350474090917487e-07,6.0431760573465e-07
1895,2.4194829784107696e-07,7.288542320793567e-07
1896,2.1642096648122333e-07,6.333409174885674e-07
1897,2.1966709518039806e-07,5.197428478709298e-07
1898,2.2633420115880654e-07,5.437679053699185e-07
1899,2.5150482407809704e-07,6.754701047384515e-07
1900,2.3515470104484848e-07,5.808788365868622e-07
1901,2.1851968501351848e-07,5.052219940182567e-07
1902,1.9935752160193942e-07,5.155798028511072e-07
1903,2.694710055095584e-07,5.04380587074138e-07
1904,1.9348650681649815e-07,5.56273725749179e-07
1905,1.9610884827159225e-07,5.202045052499216e-07
1906,1.8879157437368121e-07,4.41371021508985e-07
1907,2.000566077242638e-07,4.602844896339775e-07
1908,2.681618447297751e-07,5.225718027190851e-07
1909,2.2884090888908304e-07,3.9772110937974503e-07
1910,2.933938674232195e-07,4.5478721233394026e-07
1911,2.0270625533669318e-07,3.963678629759215e-07
1912,2.9745795515623286e-07,4.855180435470174e-07
1913,2.6196769375985696e-07,4.390875396609317e-07
1914,2.270196119980028e-07,4.989074149364114e-07
1915,1.684648918143239e-07,6.114215338470785e-07
1916,1.4173825491070602e-07,6.372727803238831e-07
1917,2.5771097966753587e-07,5.461279464213931e-07
1918,2.63038021586226e-07,6.12223843177162e-07
1919,2.2282992784283806e-07,5.653618906364954e-07
1920,2.559414298275442e-07,4.4979055502381016e-07
1921,3.612200565328294e-07,3.945401516602942e-07
1922,3.1430005975607855e-07,3.2389135995458673e-07
1923,2.6964508137439225e-07,4.787792668992097e-07
1924,3.0166401998599213e-07,4.1253198546087333e-07
1925,3.1894715490921044e-07,4.597238323356123e-07
1926,3.35498771875109e-07,4.815131724456023e-07
1927,3.7015426102016136e-07,5.072897337754512e-07
1928,2.685119735446051e-07,4.2619134887900145e-07
1929,3.130454260258375e-07,4.712391898920032e-07
1930,3.445182059635954e-07,4.232952086624664e-07
1931,2.919771411313832e-07,4.1515498594435485e-07
1932,2.1590287069273018e-07,4.887953366505826e-07
1933,2.2253084708268034e-07,4.657088723547531e-07
1934,2.1447027975796118e-07,4.98433742279758e-07
1935,2.5492445665520336e-07,3.6981997908469566e-07
1936,3.0918022098092024e-07,4.2678995981759726e-07
1937,1.586480848914107e-07,4.029157949503315e-07
1938,1.970712553145404e-07,4.2007294709378584e-07
1939,1.529405118105842e-07,4.129393715857077e-07
1940,1.3946805843545462e-07,4.615124815643412e-07
1941,3.5418031529843574e-07,5.19464457227059e-07
1942,1.8205270713167465e-07,5.249186330047451e-07
1943,1.9451676003257035e-07,4.3838852725741617e-07
1944,2.7954719428180397e-07,4.948306795427015e-07
1945,2.091363882072983e-07,6.731577357754759e-07
1946,2.0324812055605435e-07,5.248256229606341e-07
1947,1.8954184177744082e-07,4.947161471591244e-07
1948,2.58750922910167e-07,5.055427898525977e-07
1949,2.130290823743053e-07,4.103509390063209e-07
1950,1.7441992206101986e-07,4.349862905428381e-07
1951,2.1855874088316796e-07,4.4884502514719316e-07
1952,1.6660790080891275e-07,4.0281149793486293e-07
1953,1.853098279269716e-07,3.932446936971701e-07
1954,2.277000969996834e-07,4.192418039394852e-07
1955,2.017905682549781e-07,3.4257467440568234e-07
1956,2.2936601773437815e-07,3.375081654155565e-07
1957,1.899533081939353e-07,3.463334863340606e-07
1958,1.7537156615787808e-07,4.036854868161299e-07
1959,1.8524288059040828e-07,3.890875284184858e-07
1960,2.159299992143815e-07,4.283995735931967e-07
1961,1.9732772749136984e-07,4.7455928608997056e-07
1962,1.953322588121864e-07,4.3061884014150564e-07
1963,2.3342452060148844e-07,4.293459419102419e-07
1964,1.898198114247407e-07,4.094510757113312e-07
1965,1.931631334883832e-07,4.689541057700808e-07
1966,1.9275980278621319e-07,4.082298019625341e-07
1967,2.760987953820404e-07,4.733122089817243e-07
1968,3.265259405083043e-07,4.864203368981634e-07
1969,1.7349514536135757e-07,4.618967750502634e-07
1970,1.9590568989258372e-07,4.0468780326818887e-07
1971,2.3585244868229438e-07,3.6842309825146913e-07
1972,3.539801411989174e-07,4.1451587051710703e-07
1973,1.6429347304836028e-07,4.0577181081857816e-07
1974,1.4176440465973883e-07,3.977279199318673e-07
1975,1.2565256346519504e-07,3.952344407309738e-07
1976,1.142705370327235e-07,3.8737711705039146e-07
1977,1.3575366342166717e-07,4.0784865618093136e-07
1978,1.841583285866477e-07,3.9801960838303785e-07
1979,1.4805492387637287e-07,4.2134206879040903e-07
1980,1.4553986193988067e-07,3.3940348842520507e-07
1981,1.3030631418331495e-07,4.3456524423390874e-07
1982,1.502215489779246e-07,3.991423866978039e-07
1983,1.591459621863578e-07,3.44816253772251e-07
1984,2.1456332177649529e-07,4.2854671988834525e-07
1985,1.3715471602893103e-07,3.922143747558948e-07
1986,1.492626822141574e-07,3.962354746533947e-07
1987,1.796580146873339e-07,3.440389981790304e-07
1988,1.3192418135687944e-07,3.4959910166776353e-07
1989,1.388494963450171e-07,3.731923179373098e-07
1990,1.422097835046543e-07,4.0428991354701793e-07
1991,1.9460065026066786e-07,3.6751386645050843e-07
1992,1.3885059324536542e-07,4.490604510465346e-07
1993,1.5066644287742292e-07,3.866366853344516e-07
1994,1.329281484885314e-07,3.8243217304057e-07
1995,1.5887781223966613e-07,4.0126135303353294e-07
1996,1.564061022918395e-07,4.467983210076909e-07
1997,1.3138010679369927e-07,4.214712312489155e-07
1998,1.320771794155462e-07,5.016071895624918e-07
1999,1.5584385515410304e-07,5.210029314639542e-07
2000,1.586073281600875e-07,4.864252787228907e-07
2001,1.349413158990842e-07,5.515945531442412e-07
2002,1.5991459179076628e-07,5.178603714739438e-07
2003,1.6084323029019743e-07,5.408666012840513e-07
2004,1.6870350627584685e-07,5.17122494159139e-07
2005,1.4186810837202302e-07,4.864049572006479e-07
2006,1.8365789244967345e-07,6.110948405080308e-07
2007,1.633742110485059e-07,5.62422705741028e-07
2008,1.8775308419094472e-07,5.475067439419945e-07
2009,1.7165492316451036e-07,5.378521237275891e-07
2010,1.620261036450188e-07,5.186724791883535e-07
2011,1.5181169388256421e-07,4.600238270313639e-07
2012,1.9846793719580091e-07,4.190635110035146e-07
2013,1.676264123062765e-07,4.761036578315725e-07
2014,2.7154682591401524e-07,4.952373160449497e-07
2015,2.4138505594351045e-07,4.69249016532558e-07
2016,2.479394041188243e-07,5.634045123770193e-07
2017,1.5395541641538557e-07,4.2337739714071176e-07
2018,2.1632690661022025e-07,4.034832485899642e-07
2019,2.522926862980057e-07,4.351985225525823e-07
