year,nos_DET ans_NOUN,nos_DET gants_NOUN
1996,2.56228422923499e-08,6.4057106285986265e-09
1997,1.870008814464086e-08,1.1028256863276908e-08
1998,3.0516027038629545e-08,7.629006759657386e-09
1999,3.473352708227573e-08,8.226361730701015e-09
2000,2.032294532661183e-08,1.0161472774328217e-08
2001,1.6648604800328926e-08,7.448060029835446e-09
2002,1.9277373808357368e-08,5.695587723675288e-09
2003,2.4584844826591734e-08,7.083769126836614e-09
2004,1.4535811138083332e-08,4.404791198453495e-09
2005,2.0717248361279417e-08,6.7556245042510454e-09
2006,1.2765458912156191e-08,5.353256837814513e-09
2007,1.797515847279385e-08,9.98619853476157e-09
2008,1.3198063086861112e-08,1.3623806971452268e-08
2009,1.1920481268745675e-08,1.0966842545201416e-08
2010,1.511613750837526e-08,1.9367551118421034e-08
2011,1.1471915861704929e-08,1.453109360616267e-08
2012,1.361701096325163e-08,2.008509125683844e-08
2013,1.3108887808588321e-08,2.3986474806392266e-08
2014,1.7973194821330196e-08,2.2953719258644867e-08
2015,1.4851054830344879e-08,2.9923767796979917e-08
2016,2.1749071099641526e-08,3.583418206609679e-08
2017,7.295272969054523e-09,3.245138557872451e-08
2018,1.2907333535316923e-08,3.252647973184253e-08
2019,1.5561025135113482e-08,3.494853251240215e-08
