year,nos_DET ans_NOUN,nos_DET gants_NOUN
1800,1.226224086714467e-07,9.432493897065797e-09
1801,7.857902772911984e-08,2.1430643926123594e-08
1802,1.2755688771903806e-07,8.951360541686881e-09
1803,1.5212645965156923e-07,3.900678446910888e-09
1804,1.5819846055364906e-07,1.0134588990240445e-07
1805,8.812921237222326e-08,8.528632911009026e-09
1806,1.3543845511776453e-07,0.0
1807,1.5088862381773538e-07,1.9928686256776018e-08
1808,1.450287405724282e-07,0.0
1809,8.810219243038375e-08,0.0
1810,1.2168659679900884e-07,7.020380277111826e-09
1811,1.4039629903095374e-07,0.0
1812,5.3344166417446104e-08,8.00162425207418e-09
1813,1.3803560250380542e-07,0.0
1814,6.293354459785405e-08,0.0
1815,5.124724800076308e-08,0.0
1816,1.2978581764855335e-07,0.0
1817,1.2143612515558289e-07,0.0
1818,1.1801965627000754e-07,1.1921177378582115e-09
1819,7.452755745873674e-08,0.0
1820,7.831877635311457e-08,0.0
1821,1.0058718102889941e-07,2.9584463767662328e-09
1822,7.719724237631453e-08,7.017931125119503e-09
1823,1.0475648082319822e-07,0.0
1824,1.802118072546932e-07,8.421112696055388e-10
1825,1.3296219081304628e-07,0.0
1826,7.839105875540042e-08,7.927186018719112e-09
1827,9.032927539287527e-08,6.452091305675367e-09
1828,7.613009955775851e-08,8.255071293206129e-09
1829,5.572564276690173e-08,2.914879893012312e-08
1830,5.7402597564149005e-08,3.1310507520032616e-09
1831,4.365537709105638e-08,4.677361609140007e-09
1832,1.0282777063164161e-07,5.411987746839486e-09
1833,1.0888610546544442e-07,2.548398292390175e-08
1834,6.720862222309165e-08,2.0535967593104942e-08
1835,6.201732105637348e-08,3.025235173481633e-08
1836,1.1290860263413194e-07,1.008112526790228e-08
1837,4.592208013853849e-08,7.653680356156656e-09
1838,7.322107919982557e-08,4.418513555037862e-09
1839,3.495737432857027e-08,1.6080392128969834e-08
1840,4.9046602779156956e-08,9.554533331179726e-09
1841,8.73194618833395e-08,1.219904266491767e-08
1842,5.702025340781347e-08,8.720745015011744e-09
1843,4.489252369843655e-08,1.7720733325177207e-08
1844,3.841992773923053e-08,3.841992946007622e-09
1845,5.636030275812942e-08,6.138250796539069e-09
1846,5.0348710534109387e-08,2.3418005312692003e-09
1847,2.534815113364175e-08,4.314578916364553e-09
1848,4.907585093860689e-08,6.43617736884039e-09
1849,1.0306680486849018e-07,1.3407063903514427e-08
1850,6.245876349453283e-08,1.1541293254424545e-08
1851,5.868989294555149e-08,2.579775504329973e-09
1852,4.6224873262445954e-08,5.859490670445666e-09
1853,3.3442819624696085e-08,2.6276499198729653e-08
1854,6.442623751157228e-08,3.8447917516393204e-08
1855,5.094659627502551e-08,1.0613874223963649e-08
1856,6.678573938323495e-08,8.801221973442352e-09
1857,6.980557848423885e-08,1.122747050885664e-08
1858,5.18729667553508e-08,1.2723557318849998e-08
1859,5.194016750031949e-08,2.3933214521321133e-08
1860,6.224970103274607e-08,1.5562425292880988e-08
1861,4.6216444282709546e-08,1.8392258938071393e-08
1862,8.629353992484212e-08,1.400575744270327e-08
1863,8.34101649416219e-08,1.0988166154746182e-08
1864,6.04135705906117e-08,2.8768367688059016e-09
1865,5.365802618895188e-08,1.7886009118228685e-08
1866,5.3521741094630926e-08,1.3137155363551756e-08
1867,7.327745521479301e-08,1.649955905236311e-08
1868,4.2482918516384416e-08,5.433861360870651e-09
1869,5.46954153080037e-08,7.325278605918584e-09
1870,7.454263339923273e-08,1.1468098026767848e-08
1871,6.691341436493303e-08,7.434824311758348e-09
1872,4.233137351761229e-08,9.675742873582749e-09
1873,4.369783174196229e-08,7.1832053083475955e-09
1874,3.8237498112270174e-08,2.3300975704465543e-08
1875,7.437985516389745e-08,3.432916173551348e-09
1876,4.9577319805038655e-08,3.627608879952504e-09
1877,6.246663986075873e-08,1.1751150608141359e-08
1878,5.918306911212312e-08,3.6234530931267273e-09
1879,4.3376210623335965e-08,9.774920428640144e-09
1880,4.235778638950194e-08,7.059631101924424e-09
1881,6.972507465841105e-08,6.2752567586699115e-09
1882,5.457415808152177e-08,1.0648616211028639e-08
1883,4.7395042834796897e-08,5.687405213450347e-09
1884,4.819238963449379e-08,1.4523733327109767e-08
1885,4.9631395993010585e-08,8.379326621454908e-09
1886,5.937186853266496e-08,1.4842966855610484e-08
1887,2.7421483750345033e-08,1.697520485288706e-08
1888,3.6775564593583e-08,1.268122939990235e-08
1889,4.51089832154139e-08,3.759081934617825e-09
1890,2.5562107652810084e-08,3.2771931834929546e-09
1891,2.549687994068961e-08,4.461953917456185e-09
1892,3.886477561998447e-08,3.1342561879199593e-09
1893,3.325545000487651e-08,3.079208221734575e-09
1894,2.8987081401865566e-08,1.3233232731835187e-08
1895,1.9259566386153892e-08,1.2639090662958097e-08
1896,2.063960063969361e-08,7.076434938024789e-09
1897,2.3889524691789177e-08,7.574727511894253e-09
1898,2.5462597474934512e-08,4.526684027617023e-09
1899,1.6582735185011188e-08,1.492446166651007e-08
1900,2.6474371694895638e-08,1.1939421895590385e-08
1901,2.123720777014171e-08,8.941982487797873e-09
1902,1.9641135329262482e-08,1.5221880644844532e-08
1903,2.5381034607363517e-08,5.400220493001484e-09
1904,1.666133808697623e-08,1.0211787859759625e-08
1905,2.3223416079076742e-08,6.708986699521802e-09
1906,2.1605574218597212e-08,2.572092261399206e-09
1907,4.834272726572664e-08,6.1714118260169926e-09
1908,2.5539223402759603e-08,1.2769611368312894e-08
1909,3.190570296851547e-08,6.0510818578052294e-09
1910,3.259932035426516e-08,3.206490406526541e-09
1911,3.564650674636738e-08,9.576673565270255e-09
1912,4.9489502940147645e-08,6.772247651554153e-09
1913,4.030272293675807e-08,9.545381485231985e-09
1914,3.884111277052682e-08,2.678697486047099e-09
1915,1.767114277129167e-08,1.5314990164938536e-08
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,2.19328495365545e-08,3.289927441585405e-09
1918,3.675640503075783e-08,1.378365155346728e-08
1919,3.6831394434333475e-08,5.524709023596586e-09
1920,2.8017257402979112e-08,1.3630017114962811e-08
1921,2.120369302360814e-08,1.060184651180407e-08
1922,4.205423248526685e-08,4.426761179843197e-09
1923,7.006525448716161e-08,9.554353752605493e-09
1924,8.121723371612433e-08,1.5469948877466777e-08
1925,3.4094350676028284e-08,1.4297631523163545e-08
1926,4.346993842663238e-08,6.687683296036084e-09
1927,2.5643217327342427e-08,1.3379070296082318e-08
1928,2.5137291137511397e-08,1.9424270192303084e-08
1929,4.0105462062456354e-08,1.0026365515614089e-08
1930,4.9366935983563565e-08,1.2604324695075775e-08
1931,3.193499864551086e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,8.767629400274757e-09
1933,2.982372171445036e-08,3.4411986593596566e-09
1934,2.156684431042777e-08,1.0783422155213884e-08
1935,1.555876849579363e-08,9.574627313213568e-09
1936,3.8799087942464894e-08,2.424942913137329e-09
1937,1.6368453259474336e-08,5.0364472592434595e-09
1938,4.148868626430158e-08,3.8895642262559704e-09
1939,2.4470481641003516e-08,9.176430282309411e-09
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,5.607854847156091e-08,8.854508237732261e-09
1942,4.2478965012193726e-08,9.102635090130207e-09
1943,4.3548528783077245e-08,0.0
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,8.714016175304096e-09
1946,5.986074924635432e-08,4.1763312808029696e-09
1947,2.8610089852776355e-08,1.5497132688224724e-08
1948,3.0441285714388755e-08,8.697510267552389e-09
1949,2.1597417965146803e-08,3.9268033269479474e-09
1950,8.295581821471387e-08,5.317680518146517e-09
1951,4.371174844308712e-08,6.396841278899501e-09
1952,2.1089607171731473e-08,5.272401848444019e-09
1953,1.939288907237824e-08,9.696444647211422e-09
1954,4.104465145537972e-08,1.07497895029951e-08
1955,1.8771216581114913e-08,3.754243138587299e-09
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,1.6786571077620493e-08,5.301022731885041e-09
1958,3.3916197239580725e-08,4.963346067476948e-09
1959,2.40273188012452e-08,4.650448914844674e-09
1960,5.1906251297140216e-08,3.460416619915918e-09
1961,4.5163034867456986e-08,1.181187059273725e-08
1962,4.819886784135363e-08,9.512934273647744e-09
1963,4.0736133799512686e-08,7.1126584622049904e-09
1964,4.9888540409881443e-08,5.475571551727398e-09
1965,4.3776346048129966e-08,1.3132904097545861e-08
1966,3.6003986569888013e-08,9.416427415587236e-09
1967,3.993571850990918e-08,4.930335473218861e-09
1968,5.569355751577909e-08,8.533689727086013e-09
1969,3.406318194176805e-08,6.358460757915907e-09
1970,3.2650948611490094e-08,6.898087712148282e-09
1971,2.774734608745888e-08,6.679916619845017e-09
1972,2.2059630899740057e-08,7.182205497002769e-09
1973,2.5360736732871203e-08,4.961883404153156e-09
1974,1.8001828638869455e-08,7.313243399753588e-09
1975,1.5420996479775795e-08,2.8557400888473694e-09
1976,2.4568166112626244e-08,6.856232359631065e-09
1977,1.3516598063034735e-08,2.938390863960194e-09
1978,1.7227714810275074e-08,9.504946163474415e-09
1979,1.345953837272873e-08,8.777959692451986e-09
1980,1.4212876431329846e-08,5.6851505725319385e-09
1981,2.024175771442316e-08,9.488323904349727e-09
1982,1.8622506203769262e-08,1.0552754226011984e-08
1983,2.9681985536100797e-08,9.472973849788957e-09
1984,2.4355835570588624e-08,3.479405208395292e-09
1985,1.924978509926234e-08,1.2031116214394899e-08
1986,2.6975184141964093e-08,5.395036861699509e-09
1987,1.833245094617908e-08,6.721898371253587e-09
1988,1.6190695006912392e-08,9.594486094499644e-09
1989,2.030605161795762e-08,6.036934174780129e-09
1990,1.1987032311200352e-08,6.538381391862913e-09
1991,2.9307326621097474e-08,7.6199047072123e-09
1992,2.093778761480536e-08,8.264915862810085e-09
1993,2.437251228615267e-08,6.09312805766038e-09
1994,1.4769794220992338e-08,9.494867891923775e-09
1995,1.9520823790752928e-08,7.049185846152994e-09
