year,les_DET os_NOUN,les_DET gosses_NOUN
1843,1.188293333598267e-05,0.0
1844,1.0008940421357693e-05,0.0
1845,1.1971820640610531e-05,5.580227946389016e-10
1846,1.0147607326871366e-05,0.0
1847,8.046689742968738e-06,0.0
1848,9.009843893181824e-06,8.045221711050488e-10
1849,1.0076246894641372e-05,8.379414939696517e-10
1850,9.526998383080354e-06,6.788996032014438e-10
1851,1.013335827337869e-05,0.0
1852,9.418805973382405e-06,0.0
1853,1.1829800200757745e-05,0.0
1854,8.995254233923333e-06,5.195664454227256e-10
1855,1.2393290035106475e-05,5.306937111981824e-10
1856,7.70987008991142e-06,0.0
1857,7.728405080342782e-06,4.881509085841174e-10
1858,6.934828434168594e-06,0.0
1859,7.423879708312597e-06,0.0
1860,9.005151810015377e-06,0.0
1861,8.74056740940432e-06,0.0
1862,7.886144999247335e-06,4.517986262886353e-10
1863,7.80459441784842e-06,0.0
1864,9.613429824639752e-06,0.0
1865,9.849542152551294e-06,1.4120533631256649e-09
1866,9.040795418968628e-06,4.865612912574591e-10
1867,1.282889195408643e-05,9.7056229719783e-10
1868,1.1254021387685498e-05,2.9639245502366407e-09
1869,1.0368199582444504e-05,0.0
1870,1.0650996046024375e-05,1.1468097582678638e-09
1871,1.2050788086526154e-05,0.0
1872,9.881957339530345e-06,6.047339295989218e-10
1873,1.071913800387847e-05,0.0
1874,1.1253175898673362e-05,1.1949218281515073e-09
1875,8.592589665568084e-06,5.721527140956084e-10
1876,9.08534673271788e-06,2.418405919968336e-09
1877,8.44907719965704e-06,5.566334504436554e-09
1878,8.922753295337316e-06,1.147426842429411e-08
1879,9.344212799078377e-06,3.0546627449723474e-09
1880,6.557755398262088e-06,3.2089231272180996e-09
1881,7.1391503979612025e-06,4.8807553554297556e-09
1882,8.82637158383659e-06,4.658769592325029e-09
1883,7.447972677709913e-06,9.479008689083912e-09
1884,7.5992132906321785e-06,8.582206056928499e-09
1885,9.116062869907182e-06,1.2891271272685856e-08
1886,6.9561885993607575e-06,5.162771099520569e-09
1887,6.077123259728978e-06,2.4809913679035844e-08
1888,6.653206810369738e-06,1.2681229177857745e-08
1889,7.05830325387069e-06,6.265136742733546e-10
1890,6.258128053104883e-06,1.4419650584684973e-08
1891,6.324500930077193e-06,1.338586197441316e-08
1892,5.784583265722176e-06,2.7581453565517222e-08
1893,7.250919736634387e-06,1.1085149798084615e-08
1894,5.472887096402701e-06,5.041231365687793e-08
1895,5.4859669376128295e-06,1.98614278357212e-08
1896,5.953050845164398e-06,3.7151282716862966e-08
1897,6.815506708335306e-06,3.43776108691074e-08
1898,5.2803766834585986e-06,2.602843285348655e-08
1899,5.420896002306108e-06,2.1557555740514545e-08
1900,5.304737271671911e-06,3.426095052105893e-08
1901,5.129903343004116e-06,2.6267072184005258e-08
1902,4.6078101263447024e-06,3.830021244599635e-08
1903,5.223633024797891e-06,3.7801541452608944e-08
1904,4.973678130681947e-06,4.245953810766423e-08
1905,4.980132416676497e-06,3.973784590272089e-08
1906,5.1025168090745865e-06,4.938417208499857e-08
1907,4.061817719502869e-06,6.274269015449363e-08
1908,4.6628729819531145e-06,7.661766865396658e-08
1909,4.745148316942505e-06,4.7308458483996674e-08
1910,4.295628343697899e-06,9.138497425453806e-08
1911,4.514869374361297e-06,8.406191120968742e-08
1912,4.177955901241148e-06,1.1512821096459902e-07
1913,4.114589671644353e-06,1.4954431115654643e-07
1914,4.415832592030711e-06,1.3862259251595788e-07
1915,5.251863797184342e-06,3.0276558504738205e-07
1916,3.853303041978506e-06,4.065360883487301e-07
1917,4.136535238785655e-06,5.581910045293625e-07
1918,4.121311775406866e-06,3.824963243914681e-07
1919,3.28443954344948e-06,1.9336481926757187e-07
1920,3.909543295321782e-06,2.5821309890261546e-07
1921,4.707219602551049e-06,2.4762884720530565e-07
1922,3.879318484223404e-06,2.0436880987517725e-07
1923,3.8949913800934155e-06,2.1125736360261271e-07
1924,3.7630652229836414e-06,1.9079604740568357e-07
1925,4.046229634013798e-06,2.243628252074359e-07
1926,4.195406489770903e-06,2.45215051819514e-07
1927,4.337048295610657e-06,2.530874070316713e-07
1928,3.737458172281549e-06,2.593711379006436e-07
1929,3.671877863098416e-06,2.4843106061211984e-07
1930,3.2046494595761033e-06,2.1217279666529976e-07
1931,3.9337075463663496e-06,3.250526567910583e-07
1932,3.378825169875199e-06,2.2028668311691035e-07
1933,3.3253450055781286e-06,3.02825490905434e-07
1934,3.752631016595842e-06,2.8156712872373646e-07
1935,3.6371616545238794e-06,4.787313656606784e-07
1936,3.363395762789878e-06,3.7465368052380654e-07
1937,3.4310797047965025e-06,4.3565268725842543e-07
1938,3.483753118871391e-06,3.526538279174929e-07
1939,3.4931611310184962e-06,4.3435102270450443e-07
1940,3.479094146996431e-06,2.3075624255852745e-07
1941,4.436108270056138e-06,4.102588562204801e-07
1942,3.823106936806653e-06,6.007739443703031e-07
1943,4.087755257842218e-06,5.951632360279291e-07
1944,3.495946543807804e-06,5.17322959581179e-07
1945,3.4442149683400203e-06,7.101923387153875e-07
1946,3.4941972444357816e-06,7.447791006143234e-07
1947,3.2830078851020517e-06,6.13924868275717e-07
1948,4.6053316395955335e-06,7.218933291142093e-07
1949,2.701640653413051e-06,5.723315794625705e-07
1950,3.159765810778481e-06,6.700277666027432e-07
1951,3.766673216887284e-06,7.665547911983595e-07
1952,5.084704639557458e-06,5.483298082253896e-07
1953,3.4627082072802295e-06,6.744416083392935e-07
1954,3.3852065257633512e-06,7.866891422736444e-07
1955,4.008593123216997e-06,7.057977171598395e-07
1956,3.3960125733756286e-06,8.686257046974788e-07
1957,3.3997224306858698e-06,7.350751332069194e-07
1958,3.2352743630781333e-06,6.990045946508872e-07
1959,2.96543603894861e-06,7.657738905209044e-07
1960,2.9282046511980298e-06,7.405291455597762e-07
1961,2.8424918525615794e-06,7.851420207316551e-07
1962,3.0904352854577155e-06,7.946471214381745e-07
1963,2.7648844707073295e-06,8.41233529058627e-07
1964,3.2068597306533775e-06,6.887052421689077e-07
1965,2.77213712251978e-06,6.19982486682602e-07
1966,3.408192810638866e-06,6.38101433025895e-07
1967,3.2007738752781734e-06,7.553274343763405e-07
1968,3.0384427986973606e-06,6.28798218826887e-07
1969,3.6633818183418043e-06,6.267625849432079e-07
1970,2.7983241750462184e-06,5.849578101901898e-07
1971,2.8970285939067253e-06,8.128944983809561e-07
1972,2.772331328060318e-06,6.289560090522173e-07
1973,2.4511705021268426e-06,8.341477268913877e-07
1974,2.449936545190212e-06,7.116347831015446e-07
1975,2.5587432332940807e-06,6.87662208065376e-07
1976,2.6613608099523844e-06,9.295907972273199e-07
1977,2.7027320470551786e-06,7.910148553946783e-07
1978,2.5740581861555256e-06,8.780194207247405e-07
1979,2.4859183440639754e-06,7.613417523089083e-07
1980,2.8766861532858456e-06,9.153092719316192e-07
1981,2.657363296520998e-06,8.254842356336667e-07
1982,2.3321586439806197e-06,1.0068568485621654e-06
1983,2.5583345291124715e-06,8.140442560033989e-07
1984,2.56026217471117e-06,7.503916776840924e-07
1985,2.7779846334397007e-06,7.423198411515841e-07
1986,2.9169167419240694e-06,7.666947112738853e-07
1987,2.5384333923739177e-06,7.424642660680547e-07
1988,2.6984492649262393e-06,6.878047429381695e-07
1989,2.506974226434977e-06,8.018146644417357e-07
1990,2.3647144189453684e-06,8.020414128395714e-07
1991,2.4471617479093766e-06,7.379584872069245e-07
1992,2.6183253680756025e-06,8.21532694317284e-07
1993,2.6549421363597503e-06,7.234204844053238e-07
1994,2.5625592883216086e-06,7.928214955654767e-07
1995,2.5978960707107035e-06,7.434180275822655e-07
1996,2.7987617272628995e-06,7.318524239963153e-07
1997,2.696648607525276e-06,7.048494978789677e-07
1998,2.5642999474939643e-06,7.400136468049823e-07
1999,3.2178786568692885e-06,6.20176294319208e-07
2000,2.971567965914801e-06,6.998161836690997e-07
2001,2.6725391677473453e-06,6.164364947380818e-07
2002,2.896863605883482e-06,6.383439909996014e-07
2003,3.2381157950567285e-06,6.317055039062325e-07
2004,2.6922083975478017e-06,6.012540225697194e-07
2005,3.1098389854378183e-06,6.602496824825721e-07
2006,3.2028947316575795e-06,7.333962201983013e-07
2007,3.377731815135121e-06,7.741301146779733e-07
2008,3.2739710604801076e-06,7.310024159323802e-07
2009,3.451217821748287e-06,8.482614362037566e-07
2010,3.7525812501826294e-06,1.1237903549954353e-06
2011,4.745166705788506e-06,1.266499538132848e-06
2012,5.198634482894704e-06,1.6694455666765862e-06
2013,5.1174866086967086e-06,1.7066656710085226e-06
2014,5.199667015176601e-06,1.929411695300587e-06
2015,5.4390326624798035e-06,1.4576199873772566e-06
2016,5.444724337166917e-06,1.3204792850274316e-06
2017,5.7937045596645476e-06,1.5443337986198458e-06
2018,5.5341484141990804e-06,1.4068993721139122e-06
2019,5.1925357240634185e-06,1.3114628529820038e-06
