year,autres_ADJ arts_NOUN,autres_ADJ gares_NOUN
1875,6.545427266857473e-07,1.3731664694205392e-08
1876,5.39909145835793e-07,2.9020871039620033e-08
1877,5.133397468215506e-07,9.895705588292003e-09
1878,5.78544717910745e-07,4.287752813914025e-08
1879,4.838585692112929e-07,3.237942536316041e-08
1880,5.78889705282748e-07,4.299957012676714e-08
1881,4.69249755052914e-07,1.673401861523871e-08
1882,5.770219146938871e-07,5.989846840748214e-09
1883,5.118664372361081e-07,2.7173157945981075e-08
1884,4.964475914803756e-07,3.762967182296961e-08
1885,4.434597338232038e-07,1.740321664556177e-08
1886,4.1495771796462577e-07,2.5813855941692054e-08
1887,4.4919002384347095e-07,5.3537181798901656e-08
1888,3.956543519478828e-07,3.804368731152863e-08
1889,5.275244894242803e-07,2.1301465480405568e-08
1890,3.604912581778308e-07,6.030035848425541e-08
1891,3.3018460143807715e-07,3.4420789774003424e-08
1892,4.3503474578265866e-07,4.387958796314706e-08
1893,3.966020190038222e-07,5.234653954744317e-08
1894,4.3039514707743365e-07,4.7261544011689693e-08
1895,3.936173929020015e-07,3.611168608586013e-08
1896,4.239963872221253e-07,4.009979548413867e-08
1897,4.067045964450955e-07,3.146425486821869e-08
1898,4.0796739986248554e-07,5.6583548513344795e-08
1899,4.405479838709425e-07,4.311511148102909e-08
1900,5.211817092343196e-07,3.8932899570909285e-08
1901,3.867407447621929e-07,6.203499935963919e-08
1902,4.0067915785257924e-07,6.186957790532688e-08
1903,4.4605820015419795e-07,1.1934486110476428e-07
1904,5.165014957952963e-07,7.954444924962445e-08
1905,4.3814844374878703e-07,9.289366431630697e-08
1906,4.3674127397919094e-07,1.2500368029577658e-07
1907,4.3817025563441803e-07,8.999975875667587e-08
1908,4.813161229577645e-07,9.429867020571692e-08
1909,4.3732818877373347e-07,6.711199773690169e-08
1910,3.8210677644201496e-07,5.985448581213859e-08
1911,3.8679119196416423e-07,1.0215118351197816e-07
1912,3.9643694671465113e-07,4.740573444905749e-08
1913,4.2636038166676826e-07,7.742364971363713e-08
1914,4.205555033109931e-07,1.2723812609083396e-07
1915,2.4503984263901657e-07,9.188994454234489e-08
1916,2.6150158305426885e-07,7.031975712834537e-08
1917,2.6538747521787087e-07,3.180263163926611e-08
1918,3.331049205357317e-07,4.3648228142956214e-08
1919,3.8949199382409816e-07,4.4197673076951105e-08
1920,4.793222956323007e-07,4.0890050900799224e-08
1921,5.44480556641247e-07,5.3766507912555994e-08
1922,5.747411826462212e-07,4.574320122685549e-08
1923,4.872720182902412e-07,3.927900849021171e-08
1924,4.6538765363646206e-07,2.1915761649893284e-08
1925,5.290123565870886e-07,2.4195990988573612e-08
1926,6.119230118173391e-07,2.3406890647947876e-08
1927,6.879071619003696e-07,6.355058168594496e-08
1928,4.650398696126601e-07,5.941541281195839e-08
1929,5.158008338224107e-07,4.67897081080082e-08
1930,6.344176508576993e-07,3.256117264704983e-08
1931,4.961330288821841e-07,3.649714130915527e-08
1932,4.7235602629314144e-07,8.986820176914989e-08
1933,4.1523796490139375e-07,9.291236180430928e-08
1934,4.900466397117498e-07,5.391711255242626e-08
1935,5.074552547057465e-07,9.335261541565387e-08
1936,3.989031025497525e-07,1.2245961045209697e-07
1937,4.4698469991999445e-07,8.561960551656256e-08
1938,4.395207824359204e-07,1.5558256905023882e-08
1939,3.685866110103575e-07,1.5294050470515685e-08
1940,5.020850113446329e-07,3.296517903095264e-08
1941,5.135614391527099e-07,8.854508237732261e-09
1942,5.097475888060643e-07,6.37184482954467e-08
1943,5.05162915942492e-07,5.516146872608374e-08
1944,4.884042805741728e-07,2.8918675454292497e-08
1945,6.600867350492479e-07,5.2284097051824574e-08
1946,7.419948699904921e-07,2.227376683094917e-08
1947,6.46111232072144e-07,3.5762614203349585e-08
1948,5.957794666500149e-07,5.435943917220243e-08
1949,6.420323277467332e-07,3.828633132751946e-08
1950,6.03024975287525e-07,3.828729977506384e-08
1951,6.620730284012666e-07,4.371174711081949e-08
1952,4.123018431112513e-07,1.4762725264461096e-08
1953,5.904057341910018e-07,2.8011951869189033e-08
1954,6.058972523703687e-07,1.172704333640695e-08
1955,5.715835231789868e-07,2.2525457943345373e-08
1956,5.180357991463325e-07,1.744228317335228e-08
1957,4.788590559634542e-07,1.4136060322300636e-08
1958,4.897167880102415e-07,1.4890038368964298e-08
1959,5.805309966078198e-07,2.7127618040800883e-08
1960,6.131858114599709e-07,8.305000243069571e-09
1961,6.072691003389252e-07,2.640300600376122e-08
1962,5.327243437491802e-07,1.9025868547295488e-08
1963,6.491917368123268e-07,1.7458343881671112e-08
1964,5.366060200628908e-07,2.8594651979574337e-08
1965,5.52129188591266e-07,2.2982582947861374e-08
1966,5.001784657565622e-07,2.1602390987141007e-08
1967,5.827656757162458e-07,1.1832804958089582e-08
1968,7.626424238793561e-07,1.7067379454172027e-08
1969,6.131373062601142e-07,3.088395317263348e-08
1970,6.185285226223414e-07,1.8394900186402552e-08
1971,6.941974959318031e-07,1.5415192122780752e-08
1972,6.628149584742005e-07,2.924183739594355e-08
1973,5.838482834974457e-07,3.74897861643575e-08
1974,4.483580520187047e-07,2.2502287200243387e-08
1975,5.180312570018941e-07,1.8276736124533954e-08
1976,4.462264597826504e-07,2.5710871653927825e-08
1977,5.159814682187402e-07,1.1165885105413054e-08
1978,5.358413313061305e-07,1.8415833413776284e-08
1979,5.846121222674583e-07,1.6970723160092405e-08
1980,6.282091256082367e-07,2.8425754194927322e-08
1981,5.496902595325537e-07,1.2018544381930951e-08
1982,4.637004069607542e-07,1.3035754697909852e-08
1983,6.258478242315846e-07,1.8314416649900522e-08
1984,6.164345762726953e-07,1.4497521683143333e-08
1985,5.492204770973785e-07,1.804667348892508e-08
1986,5.802661675602394e-07,1.7384007122700496e-08
1987,5.848051882750838e-07,2.0165695613361123e-08
1988,6.22442299924586e-07,1.3192418713003917e-08
1989,6.536353298614017e-07,1.4817929994137558e-08
1990,7.333884077809216e-07,1.580108821563897e-08
1991,6.002140580108062e-07,1.75843961613964e-08
1992,6.727641643777815e-07,1.8733810169813125e-08
1993,6.392245301967137e-07,1.606370148010683e-08
1994,6.150564355600352e-07,1.6352272369513088e-08
1995,7.054608470724588e-07,1.897857815347237e-08
1996,6.469767610539634e-07,1.2811421257197253e-08
1997,6.722442336126733e-07,1.7741109914481967e-08
1998,7.414440945652245e-07,1.573482644179336e-08
1999,7.376304775874587e-07,2.1479944933844308e-08
2000,6.37080125542866e-07,1.1486882001143783e-08
2001,7.277192972665603e-07,2.0591695459870607e-08
2002,7.439314018142795e-07,1.2267419968736704e-08
2003,7.25461305250974e-07,1.5834307920403745e-08
2004,6.862664934104146e-07,2.202395671391244e-08
2005,7.26004444118189e-07,1.3511249008502091e-08
2006,7.807519075697655e-07,1.9354082059219735e-08
2007,7.533588020081083e-07,1.7575709110317916e-08
2008,6.33932794258385e-07,1.9584222576973787e-08
2009,7.023547476947556e-07,2.241050389706345e-08
2010,6.126759766189593e-07,3.212179255918102e-08
2011,4.393743785469084e-07,2.867978909915081e-08
2012,3.6527630831173497e-07,3.2680827627418196e-08
2013,3.68164493558254e-07,2.4544300814000053e-08
2014,4.1966327390952074e-07,2.295371892557796e-08
2015,4.903064736438978e-07,2.659890496747863e-08
2016,4.3436001861962836e-07,2.2991875348044033e-08
2017,3.894166475948424e-07,2.414986904897276e-08
2018,3.7508712624756413e-07,2.8654280725959325e-08
2019,3.8519914202783667e-07,2.882616223498502e-08
