year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET gages_NOUN
1873,4.820529291293951e-06,9.218446744840847e-08,1.547980787108827e-06
1874,4.520986536249438e-06,7.468261342680194e-08,2.144287208238893e-06
1875,4.5314495622506e-06,8.982797339296411e-08,1.6964328324320377e-06
1876,4.643339281074077e-06,1.0036384590073055e-07,1.764227107514671e-06
1877,4.91569185356866e-06,1.2431479901042763e-07,2.0193424461467657e-06
1878,4.667007850400751e-06,1.3467167780945033e-07,2.066576143988641e-06
1879,5.098843082862459e-06,1.1363344876169634e-07,2.020353875309411e-06
1880,4.3609263684629695e-06,1.7520720185792982e-07,1.8714440273015498e-06
1881,4.537010752869719e-06,2.1335873312544607e-07,1.8567787520851198e-06
1882,4.42915887788331e-06,1.60394778792039e-07,1.5926336942584385e-06
1883,4.335698477575534e-06,1.3144224991767928e-07,2.438000990423461e-06
1884,4.1960386525374815e-06,1.3005342847094425e-07,1.887425199242898e-06
1885,4.584136313212639e-06,1.482496198024208e-07,2.0219958969391882e-06
1886,4.501936459178069e-06,1.6843540850963734e-07,2.3374446413981786e-06
1887,4.300602682860699e-06,1.540826208845658e-07,2.1408344821338687e-06
1888,4.125838074742205e-06,1.3695727485441012e-07,2.671300919132591e-06
1889,4.177593254439671e-06,1.3282089683652742e-07,1.8864326989387337e-06
1890,4.188252809456117e-06,1.435410640349133e-07,1.7329798254195339e-06
1891,4.317896497241236e-06,1.3067150628209845e-07,1.586543362463999e-06
1892,4.082682032446883e-06,1.3790727249052281e-07,2.2717087944101877e-06
1893,4.174174826232502e-06,1.7489902692791048e-07,1.6658516557299663e-06
1894,4.218880398809688e-06,1.304418684178188e-07,1.8772285557133728e-06
1895,4.057147968694608e-06,1.1736298133335765e-07,2.0932741051638004e-06
1896,4.37028819533225e-06,1.8929462769490257e-07,1.8640508159251112e-06
1897,3.6853964289207397e-06,1.561559218599129e-07,1.3780177994249243e-06
1898,3.631532223380418e-06,1.6635563382383367e-07,1.7557875651164068e-06
1899,3.7128744025949345e-06,1.625108030367528e-07,1.3520456292326344e-06
1900,4.036043826260993e-06,1.8376327515223778e-07,1.5458955857639012e-06
1901,4.067484070446881e-06,1.782807702577216e-07,1.3793008264428863e-06
1902,3.375329093557866e-06,1.689137661964324e-07,1.5202238472511453e-06
1903,4.067445722455432e-06,1.522862072000919e-07,2.1303869885969107e-06
1904,4.05784207657689e-06,1.752127785081825e-07,1.3662297817518265e-06
1905,4.292719296472569e-06,1.9714099586121137e-07,1.8666465280148259e-06
1906,3.9877719473224715e-06,1.594697213169738e-07,1.4758664974579006e-06
1907,4.114788865194896e-06,1.6611384312525956e-07,1.284682227264966e-06
1908,3.839723959231378e-06,1.6502267352613842e-07,1.571153418922222e-06
1909,4.0861304952954924e-06,1.4192537295398822e-07,1.853831463449751e-06
1910,3.791140457565234e-06,1.3734467207981993e-07,1.5433906952466714e-06
1911,3.934416540118946e-06,1.1651619358232779e-07,1.407238961803614e-06
1912,4.018026743324299e-06,1.5836640621103015e-07,1.5341745580599309e-06
1913,3.8033042244478565e-06,1.2462026038884133e-07,1.4190800499136458e-06
1914,3.8586638311244315e-06,1.3527422471071304e-07,1.2616664974984815e-06
1915,3.941842862786871e-06,1.0013647766538014e-07,1.5633070802323346e-06
1916,3.6346523941688247e-06,9.339342921244054e-08,1.1844484362200092e-06
1917,3.8546982779053e-06,1.2501724033775474e-07,1.1920503197870858e-06
1918,3.4596965008404368e-06,1.4243106871703048e-07,1.1911372368444972e-06
1919,3.833227204097511e-06,9.760319447105203e-08,1.119674337246579e-06
1920,3.948161456435173e-06,1.5220185467512692e-07,1.2887938112271513e-06
1921,3.840897406348631e-06,1.491831250755027e-07,1.2479887203653561e-06
1922,3.86013590514267e-06,1.5272326292503635e-07,1.1944877087444183e-06
1923,3.943824857799427e-06,1.857790947745741e-07,1.4066131512890934e-06
1924,3.998982030850584e-06,1.4180786755968455e-07,1.4077654242328208e-06
1925,3.88235672232895e-06,2.056659280658124e-07,1.093218877201707e-06
1926,3.950191512558376e-06,2.162350840606564e-07,9.518802457364473e-07
1927,3.928987055701327e-06,1.5831899446983044e-07,9.68867666983897e-07
1928,3.470088820733963e-06,1.816740549109852e-07,8.112489453537819e-07
1929,3.6952727029415655e-06,2.0721155902236887e-07,1.1006721081230353e-06
1930,3.4010669338613297e-06,1.5020153454337049e-07,9.337703659184626e-07
1931,3.3702828261539253e-06,1.8476677965395538e-07,1.0903520930583e-06
1932,3.435814804220172e-06,1.8850402860870474e-07,1.0356762274454923e-06
1933,3.7956420868567875e-06,1.7435406296506528e-07,1.5749219173244455e-06
1934,3.7250731921290026e-06,2.0967764768897723e-07,1.167005869717741e-06
1935,3.939959057674969e-06,2.345783629564835e-07,1.127412318169263e-06
1936,3.539204286084896e-06,1.9278296159441766e-07,9.117785353396357e-07
1937,3.505367224931888e-06,1.435387475545724e-07,8.687871400070435e-07
1938,3.530427953535309e-06,1.8410604452068213e-07,8.751519793293028e-07
1939,3.6124546340943198e-06,1.9423444008737079e-07,7.647025128676432e-07
1940,3.210301215972322e-06,1.6736167474107333e-07,7.125549998932001e-07
1941,3.4591611282053236e-06,2.0070217576773075e-07,9.562868541479475e-07
1942,3.88682523322359e-06,1.1530004861981524e-07,9.527424964517195e-07
1943,4.430336844052363e-06,1.916135243806849e-07,9.754870333722465e-07
1944,3.769067433267992e-06,1.6387249246463398e-07,9.029053131826004e-07
1945,3.585817623275034e-06,2.418139515292239e-07,9.541847560967653e-07
1946,3.6292318199571127e-06,1.39211046246146e-07,5.498836301853771e-07
1947,3.3545330850870414e-06,1.5139506270855918e-07,1.2016238031264947e-06
1948,3.4192086530993038e-06,1.5655518215140773e-07,6.490516781809674e-07
1949,3.2494297244056725e-06,1.6787084311520317e-07,6.047277381071581e-07
1950,3.660691476170541e-06,2.435497730157721e-07,7.795720051717581e-07
1951,3.4329714253544807e-06,2.0363277519752643e-07,9.232773905409886e-07
1952,3.4165165772037653e-06,1.792616646234535e-07,5.862911223175615e-07
1953,3.1308743473346112e-06,1.8638721199781827e-07,8.058822800194321e-07
1954,3.4878182475495123e-06,1.7786015704679414e-07,8.111205076488659e-07
1955,3.220202032139241e-06,1.3702987633479324e-07,7.208146612924793e-07
1956,3.159669660135478e-06,1.6744591824213728e-07,6.444923741355524e-07
1957,3.263662861741068e-06,2.4473054721640963e-07,6.520257542774743e-07
1958,3.020195975977913e-06,1.8860714690038805e-07,6.576433406735305e-07
1959,3.1235512949479016e-06,1.2478703781404477e-07,7.688742016398464e-07
1960,3.264557022930603e-06,1.5848708095900221e-07,6.443295959002171e-07
1961,3.6192961232472953e-06,1.737039826976705e-07,7.754145698868342e-07
1962,3.4417796825891855e-06,1.3064430248732606e-07,5.473108650733138e-07
1963,3.4069633443323255e-06,1.6553096215954355e-07,5.864710246328286e-07
1964,3.3583504972511946e-06,1.2898012768935985e-07,7.836151354467802e-07
1965,3.513599111215626e-06,1.871438819467386e-07,7.879742511818222e-07
1966,3.355571465135654e-06,1.1742838434969372e-07,8.064892753623099e-07
1967,3.333892919954451e-06,1.2325838949500678e-07,1.0841808091299754e-06
1968,3.470966206009507e-06,1.6169096947460382e-07,6.862883310532197e-07
1969,3.5802676734419947e-06,1.0945636433334904e-07,8.579380406104065e-07
1970,3.1588642315227844e-06,1.4210060383934575e-07,7.969590356537992e-07
1971,3.4170344207495873e-06,1.2280769989825302e-07,7.887440247600352e-07
1972,3.6367610221077484e-06,1.220974947813147e-07,6.61788966738186e-07
1973,3.445201116392127e-06,1.6925535645251344e-07,6.43942215106108e-07
1974,3.1987000994604387e-06,1.0688586238316589e-07,9.113425960549648e-07
1975,3.2589705654118006e-06,1.456427431989482e-07,7.007986297935531e-07
1976,3.324701310702949e-06,1.7369121757537798e-07,7.239038737338888e-07
1977,3.3926660591987456e-06,1.7689113179786276e-07,8.221617946446713e-07
1978,3.327325231339273e-06,1.4495043165752008e-07,9.748510620966044e-07
1979,3.293490692612977e-06,1.386917714008007e-07,7.748012720298902e-07
1980,3.521950844742605e-06,1.5179352064187412e-07,7.043901462111535e-07
1981,3.411368822980876e-06,1.8091071529724445e-07,6.534292751325665e-07
1982,3.7089825468683557e-06,1.4401404846431376e-07,6.610989871091988e-07
1983,3.3452228365149494e-06,1.7682885022907158e-07,5.860613470076714e-07
1984,3.4011183913662535e-06,1.7744965835619908e-07,5.770013729033963e-07
1985,3.2435888499549037e-06,1.3655316699612285e-07,5.811029168967252e-07
1986,3.2436159926874097e-06,1.5825441801453621e-07,4.4479081751092053e-07
1987,3.348116592860606e-06,1.7599152890568348e-07,5.793054356217908e-07
1988,3.578143605409423e-06,1.4211832510824252e-07,5.858633116417877e-07
1989,3.259395782606589e-06,1.3775186780140558e-07,7.030284479014881e-07
1990,3.2517548333999002e-06,2.0214495100034924e-07,5.448650917116993e-07
1991,3.1610882444965682e-06,1.4126131331337888e-07,6.172122652969847e-07
1992,3.383105735110803e-06,1.6970627947365813e-07,8.176757120281763e-07
1993,3.2476373235112987e-06,1.689458262177368e-07,5.971265437665352e-07
1994,3.4297572995001246e-06,1.0866348842952789e-07,6.324637169541347e-07
1995,3.201415040621214e-06,1.2634310547765537e-07,6.962426937207056e-07
1996,3.132926309490358e-06,1.1476898098550237e-07,5.887915577318381e-07
1997,2.9479011658395393e-06,1.0884410461819982e-07,7.748549251118675e-07
1998,3.292393330411869e-06,8.391907480032046e-08,6.62293160758054e-07
1999,3.300142140005846e-06,6.763897530959184e-08,6.14692076794654e-07
2000,3.144313041048008e-06,7.201391571953764e-08,5.434178689256441e-07
2001,3.0804299342435115e-06,8.674799223395979e-08,6.168746260470925e-07
2002,3.143526456028667e-06,1.2836979390584702e-07,6.085516801590529e-07
2003,3.0876898904352856e-06,6.958761267217284e-08,5.97953448533417e-07
2004,2.9318291154822873e-06,5.285749399286388e-08,6.492662549817396e-07
2005,3.2962944231940128e-06,4.773974515703827e-08,5.422514277597656e-07
2006,3.2395440285881705e-06,6.341550307098487e-08,7.152774514906923e-07
2007,3.1859967748459894e-06,5.9118296702465045e-08,6.143509594380703e-07
2008,2.9882969414529725e-06,4.81090685067187e-08,5.406948346831086e-07
2009,2.925286153754314e-06,5.769512978481828e-08,4.79680174692021e-07
2010,2.884348120346658e-06,2.7398000090883556e-08,3.8640626698338565e-07
2011,3.207930120652236e-06,2.6767803973370974e-08,3.3956871092755136e-07
2012,3.0185509842795e-06,2.4851044666540645e-08,3.860422665979968e-07
2013,2.59583869421931e-06,1.8408225277433132e-08,4.3705588836928655e-07
2014,2.70983819916637e-06,2.317026327747218e-08,4.304904948071453e-07
2015,2.8773365627898784e-06,1.6181000206394458e-08,4.074065635961688e-07
2016,3.011935561403334e-06,2.962016298901915e-08,4.2918166442973416e-07
2017,2.615480994450081e-06,1.635147350853572e-08,3.1747014617167224e-07
2018,2.5293210796917265e-06,2.4523934105680212e-08,3.363651188692529e-07
2019,2.695628694482366e-06,1.1734543781116713e-08,3.6504634337575226e-07
