year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET gages_NOUN
1800,1.0690159513160324e-07,0.0,2.5153315874604232e-08
1801,1.0000967165524344e-07,0.0,0.0
1802,1.0070280609397742e-07,0.0,4.475680270843441e-09
1803,1.677291692203653e-07,3.900678446910888e-09,1.950339223455444e-09
1804,1.5819846055364906e-07,2.4718509461507665e-09,0.0
1805,2.4164461365216994e-07,0.0,2.842877711017877e-09
1806,1.2679343797117326e-07,2.5935023018064385e-08,0.0
1807,1.224190668835945e-07,2.8469551160981155e-09,1.9928686256776018e-08
1808,1.0197332755979005e-07,2.2660739951163578e-09,0.0
1809,1.6490922405409947e-07,2.259030518203531e-09,1.129515236897305e-08
1810,2.340126741273707e-07,9.360507036149102e-09,2.106114038724627e-08
1811,1.6045291317823285e-07,0.0,0.0
1812,1.3069320203840107e-07,2.6672082320544632e-09,2.6672083208723052e-08
1813,1.6679301495514665e-07,0.0,0.0
1814,2.0138733702879108e-07,2.2026739099345605e-08,6.293354282149721e-09
1815,1.1058616422587875e-07,2.697223555614414e-09,0.0
1816,7.416332437060191e-08,0.0,1.622322720606917e-08
1817,9.029865566390072e-08,0.0,9.341240669868967e-09
1818,1.1325118265403944e-07,3.5763532135746345e-09,2.1458118837358597e-08
1819,8.591371347677068e-08,1.035105001712111e-09,0.0
1820,8.42520151422832e-08,1.1866481131050932e-09,9.493184904840746e-09
1821,1.203101618330038e-07,0.0,6.903041693817613e-09
1822,8.922798144794797e-08,1.0025615893027862e-09,0.0
1823,1.6108778955192804e-07,1.9765373782121287e-09,7.906149623870817e-09
1824,8.589535305247864e-08,2.5263338088166165e-09,7.57900142644985e-09
1825,1.4088708999437927e-07,8.805443041381977e-10,9.68598712347557e-09
1826,8.896063974361823e-08,5.2847906051312066e-09,7.927186018719112e-09
1827,9.770309361556428e-08,0.0,4.608636583469661e-09
1828,1.403362119845042e-07,3.668920500743411e-09,9.172301251858528e-10
1829,1.4574398754518825e-07,0.0,6.001223074036943e-09
1830,1.586399023256746e-07,0.0,9.39315203396518e-09
1831,1.4967557149248023e-07,3.1182412207897414e-09,3.1182412207897414e-09
1832,2.1242051673198148e-07,1.3529969367098715e-09,2.705993873419743e-09
1833,2.3514765246090974e-07,1.1583628500844156e-09,9.266902800675325e-09
1834,1.9135788198454406e-07,8.401078055442213e-09,1.4001796166951408e-08
1835,1.5428700095299064e-07,3.025235173481633e-09,1.2100940693926532e-08
1836,1.411357573033456e-07,1.3441500135158435e-09,1.2769425516978572e-08
1837,1.2524203940600387e-07,0.0,7.653680356156656e-09
1838,1.2813688954338431e-07,1.8936485712828244e-09,0.0
1839,1.3493547612597467e-07,2.09744255297295e-09,1.8876983531868063e-08
1840,1.2420892669950945e-07,1.910906599622564e-09,7.0066574764382494e-09
1841,1.6436603900160662e-07,1.2841097074556274e-09,0.0
1842,1.663649680239132e-07,6.708265054555795e-09,2.0124795163667386e-09
1843,1.7957009390556777e-07,1.7720733214154905e-09,2.3627644285539873e-09
1844,1.2568804663715127e-07,1.097712254427563e-09,6.037417232818143e-09
1845,1.5624638649569533e-07,1.6740683839167048e-09,9.48638767539478e-09
1846,1.2938448024080174e-07,2.3418005312692003e-09,4.6836010625384006e-09
1847,1.4292043104546792e-07,5.393223645455691e-10,1.6179670936367074e-09
1848,1.7619036085658735e-07,4.022610855525244e-09,8.04522137798358e-09
1849,2.4132714004920786e-07,2.513824481908955e-09,6.703531951757213e-09
1850,1.690460056380516e-07,1.3577992064028876e-09,2.0366988096043315e-09
1851,1.2060450194084638e-07,1.2898877521649865e-09,1.2898877521649865e-08
1852,1.738315613675212e-07,5.859490892490271e-09,2.6042181744401205e-09
1853,2.3768288670567017e-07,2.9859659189668264e-09,4.777545470346922e-09
1854,1.5742863013201713e-07,1.5586993362681767e-09,1.558699391779328e-09
1855,1.459407634740728e-07,1.5920811335945473e-09,8.491099379170919e-09
1856,1.5842199729831918e-07,2.588594560926083e-09,5.177189343896771e-09
1857,2.0502338271555232e-07,2.4407544874094356e-09,1.6108979483675512e-08
1858,1.8498095322172503e-07,3.91494070495213e-09,6.851146205910652e-09
1859,1.3443337820717716e-07,4.073738679721828e-09,5.601390906662118e-09
1860,1.6111687370368166e-07,2.746310373558103e-09,5.034902272882391e-09
1861,2.2353668294172735e-07,6.130753016364565e-09,7.545541802489453e-09
1862,2.0240578013641652e-07,5.873382169507835e-09,4.517986429419807e-09
1863,2.0328106931088996e-07,1.4983862484108101e-09,7.991393324857654e-09
1864,2.1144750617096975e-07,4.794727948009836e-09,1.3904711160250827e-08
1865,2.0568909508966726e-07,3.765475486972036e-09,1.9298061815220535e-08
1866,2.2333162874588197e-07,1.1677471267734774e-08,9.731225603104576e-09
1867,1.848921122871161e-07,6.79393608038481e-09,4.367530337390235e-09
1868,1.6350983722546175e-07,1.975949626142892e-09,2.9639244392143382e-09
1869,1.7287657827491643e-07,1.4650557433881772e-09,1.4650557433881772e-09
1870,1.9151723407162535e-07,2.8670243956696595e-09,6.307453670473251e-09
1871,8.709365162395954e-08,8.496941816815706e-09,3.18635318130589e-09
1872,2.3282256056411654e-07,3.628403577593531e-09,2.4189357183956872e-09
1873,1.9873534995440423e-07,1.1972008939764578e-09,2.3944017879529156e-09
1874,1.899925767823163e-07,1.1949218281515073e-09,1.0754296120296658e-08
1875,1.773673403704379e-07,3.4329162845736505e-09,3.432916173551348e-09
1876,2.097967111147625e-07,2.418405919968336e-09,4.232210359944588e-09
1877,1.5400191566428134e-07,3.710889595609501e-09,7.421779191219002e-09
1878,1.7513356892484566e-07,4.22736201599605e-09,9.058632954861423e-09
1879,2.2787783393596328e-07,3.665595160740054e-09,7.331190321480108e-09
1880,1.6172973005268432e-07,1.2835692508872398e-09,7.059631101924424e-09
1881,1.3526664588425774e-07,1.3945015142624584e-09,0.0
1882,1.7969539878315288e-07,2.6621540527571597e-09,1.3310770263785798e-09
1883,1.7188602297046884e-07,1.895801682305631e-09,6.319338941018771e-10
1884,1.967305669481334e-07,2.6406787867472303e-09,1.386356363042296e-08
1885,1.6823108794916664e-07,7.734762830224895e-09,6.445635802876382e-09
1886,1.7617956871163187e-07,0.0,3.2267319372003556e-09
1887,1.7628096316002484e-07,4.570247291724172e-09,6.528924623161458e-10
1888,1.5471100311970076e-07,3.804368819970705e-09,1.4583413809887702e-08
1889,2.0925556043493998e-07,3.759082101151279e-09,3.759081934617825e-09
1890,1.9400984285766754e-07,2.6217545912032847e-09,1.2453334363726754e-08
1891,1.7146652453448041e-07,3.1871099093194744e-09,4.461953917456185e-09
1892,1.5107114847978664e-07,5.014809900671935e-09,2.5074049503359674e-09
1893,1.6381388001640573e-07,2.463366621796581e-09,3.695050043717174e-09
1894,1.7014156328265528e-07,5.041231432301174e-09,3.150769645188234e-09
1895,1.5467839586946752e-07,1.8055843487019274e-09,2.4074457982692365e-09
1896,1.521433425910601e-07,1.769108692872834e-09,9.435246361988447e-09
1897,1.1536892685626299e-07,1.7480140668268973e-09,6.409385022720926e-09
1898,1.1825961931943851e-07,4.526683805572418e-09,5.092519295146758e-09
1899,1.564304668022487e-07,4.9748205555033564e-09,6.080336234504102e-09
1900,1.3237185214620695e-07,3.114631885736685e-09,5.19105292084987e-09
1901,1.3860072223259579e-07,2.235495621949468e-09,2.794369402536745e-09
1902,1.19810921017649e-07,9.820567692386817e-10,9.820567692386817e-10
1903,1.1610473249490383e-07,3.7801541896698154e-09,2.1600881083827517e-09
1904,1.3920279684498382e-07,9.674325340824907e-09,5.912087708281888e-09
1905,1.429530314123184e-07,2.0643036724443675e-09,5.160758931310738e-09
1906,1.3529205489248852e-07,8.230695014432854e-09,6.68743965759333e-09
1907,1.4502817857753314e-07,3.0857059130084963e-09,4.114274698707732e-09
1908,1.6404039593354014e-07,2.4556945366072114e-09,9.822778146428846e-10
1909,1.7108058880666022e-07,2.2003934230241384e-09,1.6502950117569526e-09
1910,1.453608944324003e-07,4.809735609789811e-09,1.068830135508847e-09
1911,1.2236860458259002e-07,1.0640748282497725e-09,3.19222459577162e-09
1912,1.3596589587550056e-07,2.0837684910901544e-09,3.646594803896619e-09
1913,1.2408996097335034e-07,1.060597942803554e-09,1.060597942803554e-09
1914,1.6072184350068852e-07,6.027069177072519e-09,6.696743715117748e-09
1915,6.950649833470379e-08,1.1780761921542648e-09,3.534228465440492e-09
1916,9.668966782783173e-08,1.0987462051303964e-09,0.0
1917,1.4146687288274506e-07,3.289927441585405e-09,0.0
1918,1.4932288650015835e-07,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.7126598017558337e-07,5.524709134618888e-09,0.0
1920,2.226236119895475e-07,2.2716695191604686e-09,4.543339038320937e-09
1921,1.7644501248970101e-07,3.786373770076068e-09,9.087297137000405e-09
1922,1.5641222717022174e-07,2.21338064543275e-09,1.0329109456641561e-08
1923,1.4225371103293583e-07,7.431163684401554e-09,8.492758496458919e-09
1924,1.946635279637121e-07,0.0,7.734974438733389e-09
1925,1.5837375988425606e-07,0.0,0.0
1926,1.6496285515366083e-07,4.458455493683289e-09,3.343841648018042e-09
1927,1.5497422645172065e-07,0.0,2.2298449753321847e-09
1928,1.5082373749919498e-07,1.1426041224282812e-09,1.3711249025050165e-08
1929,1.715622528486449e-07,2.2280812750352652e-09,1.1140406375176326e-08
1930,1.827627067463311e-07,3.1510810627466412e-09,1.0503603542488804e-09
1931,1.7450195244350653e-07,2.2810713318222042e-09,2.2810713318222042e-09
1932,1.8302426285643492e-07,2.1919073223131136e-09,0.0
1933,1.6173634165284057e-07,1.1470662197865522e-09,1.1470662197865522e-09
1934,1.8092186770957142e-07,5.990790086229936e-09,3.5944740517379614e-09
1935,1.7952426745182493e-07,0.0,0.0
1936,2.000577836724915e-07,0.0,0.0
1937,1.7753476011517222e-07,2.5182236296217297e-09,0.0
1938,1.5558257149272947e-07,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.8505801335777505e-07,0.0,3.058810094103137e-09
1940,1.8004058688347868e-07,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.2136269706152234e-07,0.0,0.0
1942,1.608132293995368e-07,3.034211770724937e-09,3.034211770724937e-09
1943,1.4806499870623213e-07,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.116790594503982e-07,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.764588346553353e-07,2.178504043826024e-09,2.178504043826024e-09
1946,2.3526665504647326e-07,4.1763312808029696e-09,0.0
1947,2.431857675233573e-07,0.0,1.1920871179071924e-08
1948,2.1526337601329715e-07,7.61032148410834e-09,2.174377566888097e-09
1949,2.0517546994724967e-07,2.9451024952109606e-09,3.9268033269479474e-09
1950,2.2334259175416094e-07,1.0635361480382244e-09,1.0635361480382244e-09
1951,2.1962487695148525e-07,0.0,0.0
1952,2.509663374894444e-07,6.326882462381889e-09,0.0
1953,2.1547655082443384e-07,1.0773827385790469e-09,0.0
