year,les_DET ans_NOUN,les_DET gants_NOUN
1800,1.693132617219817e-05,2.924072930454713e-07
1801,1.832796260714531e-05,4.929048031954153e-07
1802,1.82630137715023e-05,3.0434625841735397e-07
1803,1.89514466910623e-05,6.436119548425268e-07
1804,1.9670989786391146e-05,5.067294495120223e-07
1805,1.4603862837248016e-05,3.184023142921433e-07
1806,1.6134465113282204e-05,3.7173531097778323e-07
1807,1.3924457562097814e-05,2.818485693723005e-07
1808,2.0578218027367257e-05,3.535075379090813e-07
1809,2.5804905817494728e-05,4.653602942994439e-07
1810,1.5220184650388546e-05,3.6505978329159916e-07
1811,1.898358459584415e-05,3.0586337018689846e-07
1812,1.2181139936728869e-05,3.5473868820190546e-07
1813,1.2598624380188994e-05,2.01301915581098e-07
1814,1.43394081533188e-05,4.2165474667399394e-07
1815,1.360209807899082e-05,1.1598061355755362e-07
1816,1.250347304448951e-05,2.6652443807506643e-07
1817,1.3660007425642107e-05,3.0203344181245484e-07
1818,1.4607018783863168e-05,2.539210761653976e-07
1819,1.5006952708063181e-05,2.1012631989947295e-07
1820,1.4165018910716753e-05,2.408895625194418e-07
1821,1.4544709301844705e-05,2.2089733420216362e-07
1822,1.308543414779706e-05,1.59407292699143e-07
1823,1.2178435099485796e-05,2.3421967831893653e-07
1824,1.1067026207456365e-05,2.7873883823303913e-07
1825,1.3106901860737707e-05,4.3322780030052854e-07
1826,1.3817965736961924e-05,2.615971386177307e-07
1827,1.2623977454495616e-05,4.074034727352682e-07
1828,1.181117204396287e-05,3.0727209221481644e-07
1829,1.2647149560507387e-05,4.055112405865202e-07
1830,1.240835445059929e-05,4.05992917507092e-07
1831,1.045702174451435e-05,2.52577536663523e-07
1832,1.1064808859373443e-05,3.314842533796991e-07
1833,1.223231174662942e-05,4.146939005522654e-07
1834,1.3057141586614307e-05,3.127067920161153e-07
1835,1.317868100159103e-05,5.067268773473188e-07
1836,1.1751231795642525e-05,3.689691823183239e-07
1837,1.2489414075389504e-05,4.1399451333745674e-07
1838,1.424023685103748e-05,3.67367835707455e-07
1839,1.132199486164609e-05,4.320731648022047e-07
1840,1.148263800132554e-05,3.5479166271557006e-07
1841,1.129374504671432e-05,4.475122281633048e-07
1842,1.1474487109808251e-05,4.253039982415885e-07
1843,1.1633661415544339e-05,3.7922369955367685e-07
1844,1.2247724043845665e-05,3.792595748564054e-07
1845,1.1073404493799899e-05,3.560185426465523e-07
1846,1.2638697626243811e-05,3.8229894627761496e-07
1847,1.2484773833421059e-05,4.713677412837569e-07
1848,1.2595599400810897e-05,3.6605760200814075e-07
1849,1.1974183507845737e-05,3.611527716884666e-07
1850,1.2649257769226097e-05,3.869727756011798e-07
1851,1.1113673281215597e-05,3.8632136778460335e-07
1852,1.1776274732255843e-05,5.918085861367217e-07
1853,1.1919975804630667e-05,4.150492678434148e-07
1854,1.1197176718269475e-05,4.665706825335292e-07
1855,1.1140853530378081e-05,4.96729299470644e-07
1856,1.0548523277975619e-05,4.7371282008157323e-07
1857,1.0285827556799632e-05,5.359896917411788e-07
1858,9.45213560044067e-06,4.3749462363962266e-07
1859,9.868123015621677e-06,5.076896840705558e-07
1860,1.0040510460385121e-05,4.970821692040772e-07
1861,9.688475984148681e-06,5.701600329643952e-07
1862,1.0097247468365822e-05,4.486360456468219e-07
1863,1.0330873919883743e-05,4.210465220921833e-07
1864,9.519452760287095e-06,3.9748295321828664e-07
1865,9.946033060259651e-06,3.5772015749557795e-07
1866,9.192115612677298e-06,3.7659843243886826e-07
1867,9.765797585714608e-06,7.371420736035361e-07
1868,1.0073391422338318e-05,4.080335997969087e-07
1869,9.157086424238514e-06,3.4868326537207395e-07
1870,9.029407010530122e-06,4.6847178225561947e-07
1871,8.709364919923246e-06,3.324428483608699e-07
1872,9.156276064459234e-06,4.589930497900241e-07
1873,8.97002792044077e-06,5.10007588161443e-07
1874,1.0045110684586689e-05,5.771472615379025e-07
1875,9.419922207598574e-06,5.544159762393974e-07
1876,9.910022527037654e-06,8.071429533629271e-07
1877,9.389169463247526e-06,8.553600707728037e-07
1878,9.713874533190392e-06,5.803564349093904e-07
1879,1.0815949281095527e-05,4.6308686663110166e-07
1880,9.620993296266533e-06,4.935323687504933e-07
1881,9.83193331194343e-06,4.239284727702852e-07
1882,1.0076918442791793e-05,4.37924352780783e-07
1883,1.0116629709955305e-05,4.872210226380957e-07
1884,9.628574844100513e-06,4.7070099640222907e-07
1885,9.615599083190318e-06,5.092052219879406e-07
1886,9.386562851432245e-06,4.89172570894425e-07
1887,9.400998351338785e-06,4.563718398742367e-07
1888,9.421519280294888e-06,5.078832501226316e-07
1889,9.19220838113688e-06,4.868011274083983e-07
1890,9.003761078929529e-06,4.6536142761510746e-07
1891,8.952591997513082e-06,5.207737601153895e-07
1892,8.901287401386071e-06,4.218708866687848e-07
1893,8.342806722794194e-06,4.2862578553126696e-07
1894,8.549928679713048e-06,4.757662068755053e-07
1895,8.554859050491359e-06,6.145005500002299e-07
1896,8.641506610729266e-06,5.012474559862312e-07
1897,8.419600817433093e-06,5.296482683547765e-07
1898,8.237999281845987e-06,4.679459451040202e-07
1899,9.059148396772798e-06,4.720551913806048e-07
1900,8.995575626613572e-06,6.530344620614414e-07
1901,8.17911950434791e-06,4.688951804610042e-07
1902,7.427295258821687e-06,5.892340482205327e-07
1903,8.568529665353708e-06,4.849397789996601e-07
1904,8.498895113007165e-06,4.4233165752416426e-07
1905,8.56840779306367e-06,4.913042630505515e-07
1906,8.298084139823914e-06,5.704900587488737e-07
1907,8.477462870359886e-06,4.7571300854087895e-07
1908,8.340030035469681e-06,4.827895523362713e-07
1909,8.003380571608432e-06,4.747348896216863e-07
1910,7.751690645818599e-06,5.728929330928167e-07
1911,7.850743713788688e-06,4.4425124201552535e-07
1912,7.621904387633549e-06,4.2404688471719965e-07
1913,7.231156814668793e-06,5.032537373494961e-07
1914,6.806570127082523e-06,4.982377461715259e-07
1915,6.017613031872315e-06,6.338050155818564e-07
1916,5.304746537149185e-06,5.790392521021204e-07
1917,5.152026005816879e-06,5.099387294649205e-07
1918,5.2573145694623236e-06,5.134410088203367e-07
1919,5.5311543292191345e-06,4.3184807552165694e-07
1920,5.472451903187903e-06,4.164727442912408e-07
1921,5.203234650252853e-06,4.899567507266056e-07
1922,5.073068223282462e-06,5.00961824911883e-07
1923,5.827093900734326e-06,5.530908993023331e-07
1924,5.576916919380892e-06,5.427374141220298e-07
1925,5.7465481404506136e-06,4.0693257474799793e-07
1926,5.318937382980948e-06,4.6702321654379375e-07
1927,5.533360308618285e-06,5.686104813662496e-07
1928,5.39766188012436e-06,4.5018602179425216e-07
1929,5.891046839678893e-06,5.057744516534513e-07
1930,5.328477982402546e-06,4.264462916125922e-07
1931,5.560111276281532e-06,3.4216069977333063e-07
1932,5.027139650337631e-06,3.8467972629518954e-07
1933,4.939267000736436e-06,3.4182574282226597e-07
1934,5.011895154893864e-06,3.750234647270645e-07
1935,5.340248208085541e-06,4.2607090833257644e-07
1936,4.579504548019031e-06,3.782910802385686e-07
1937,4.5453934944816865e-06,4.092113456977131e-07
1938,4.676552634919062e-06,3.5913645035634545e-07
1939,4.670802809414454e-06,2.859987553449628e-07
1940,4.412262114783516e-06,2.459709378399566e-07
1941,3.825147359748371e-06,4.663374184588065e-07
1942,4.308580628276104e-06,3.5500278983136013e-07
1943,4.105174411961343e-06,5.283888135920733e-07
1944,3.6662454476754647e-06,3.5023729338945486e-07
1945,3.224186002626084e-06,4.2698679081354385e-07
1946,3.3104386147897458e-06,4.566122342453127e-07
1947,3.6847411593043944e-06,5.090211843139514e-07
1948,3.527927674440434e-06,4.6096804240391975e-07
1949,3.9680348891124595e-06,4.810334033322761e-07
1950,4.111630914849229e-06,4.807183309196716e-07
1951,4.114234798180405e-06,4.7443237605193644e-07
1952,3.5504353945725597e-06,4.101928716693237e-07
1953,3.6727976748807123e-06,5.149889545918995e-07
1954,3.7956531286909012e-06,4.4367312668214254e-07
1955,3.6472472402238054e-06,4.4300069390601493e-07
1956,4.090215497853933e-06,5.476876978605105e-07
1957,3.8370567381207366e-06,4.770920227770148e-07
1958,3.7183733638812555e-06,3.697692694260013e-07
1959,3.6630033264373196e-06,4.115647094238284e-07
1960,3.618903747337754e-06,4.948395968540353e-07
1961,3.8020327792764874e-06,4.3981848918406286e-07
1962,3.980846031481633e-06,4.299846416699893e-07
1963,4.063268079335103e-06,4.3451878539713107e-07
1964,4.051923042425187e-06,4.337869512482939e-07
1965,3.946985088987276e-06,5.253161603491208e-07
1966,3.998104148195125e-06,4.5254239822156705e-07
1967,4.4999173951509874e-06,4.925405292510732e-07
1968,4.706554591393797e-06,4.567769877894534e-07
1969,5.346103080228204e-06,3.8604942531605957e-07
1970,4.393161816551583e-06,4.423973400946579e-07
1971,4.0300451473740395e-06,4.526928272241548e-07
1972,4.065128450747579e-06,3.786048345943982e-07
1973,4.028498096886324e-06,3.9254010530953565e-07
1974,3.973341335949954e-06,3.7241285610889463e-07
1975,3.6307878872321453e-06,3.6096554012488014e-07
1976,3.633231699495809e-06,3.319559169767672e-07
1977,3.6729886687680846e-06,3.396779995057386e-07
1978,3.816235675913049e-06,3.0712856435854974e-07
1979,3.885710157192079e-06,4.42994377181094e-07
1980,3.6618055219150847e-06,3.7919954820608837e-07
1981,3.5764658150583273e-06,3.4664012460439153e-07
1982,3.7611255265801447e-06,3.5568988465684015e-07
1983,3.298489673397853e-06,3.410270643655622e-07
1984,3.4475106076570228e-06,3.676571260768924e-07
1985,3.517296818245086e-06,3.910112873484195e-07
1986,3.406066753086634e-06,3.914399044901984e-07
1987,3.5094421946268994e-06,4.1859095745166996e-07
1988,3.40424367095693e-06,4.071660093529772e-07
1989,3.7884508401475614e-06,4.116091680828049e-07
1990,3.3607279874559026e-06,3.961169383615015e-07
1991,3.2032908166002017e-06,4.4254063524817866e-07
1992,3.353351985424524e-06,4.0222592190275464e-07
1993,3.5124114674545126e-06,3.9106805616029305e-07
1994,3.367513045304804e-06,4.320164848081731e-07
1995,3.470368483249331e-06,4.310848495947539e-07
1996,3.361930566825322e-06,3.6352406951323246e-07
1997,3.134422513539903e-06,4.823663886099894e-07
1998,3.479303813946899e-06,3.6285463878016344e-07
1999,3.5309374197822763e-06,3.7384245032967556e-07
2000,3.3987917049671523e-06,4.1927120264517725e-07
2001,3.2508592084923293e-06,3.4436324369835347e-07
2002,3.469489229246392e-06,4.3724591591853823e-07
2003,3.536467374942731e-06,4.225259750967325e-07
2004,3.4000584037130466e-06,4.4752680494752894e-07
2005,3.3805144994403236e-06,4.395659622957737e-07
2006,3.566916348063387e-06,5.205012776343665e-07
2007,3.7528134271269664e-06,5.496403652216486e-07
2008,4.069260739925085e-06,6.62457601663391e-07
2009,4.024354439025046e-06,6.646860271075639e-07
2010,3.916497007594444e-06,7.24629877879579e-07
2011,4.301968601794215e-06,9.020749871524458e-07
2012,4.583145255310228e-06,1.3736160013877452e-06
2013,4.036142854602076e-06,1.1268064810110445e-06
2014,4.123224243812729e-06,1.1396737988889072e-06
2015,4.473713943298208e-06,1.0617396597467632e-06
2016,4.857292424276238e-06,1.04685523893977e-06
2017,3.7947997952869628e-06,1.0386958990693529e-06
2018,3.977265805588104e-06,1.0003183490425727e-06
2019,4.157599960308289e-06,1.1066184839592097e-06
