year,dix_DET gouttes_NOUN,dix_DET août_NOUN
1921,1.1510576092277347e-07,0.0
1922,6.345024461396065e-08,0.0
1923,6.263409435547374e-08,0.0
1924,5.543398540197586e-08,1.289162443462999e-09
1925,5.609070807821581e-08,1.0998177923937646e-09
1926,4.681378040771733e-08,1.1146138456652466e-09
1927,3.3447673075670536e-08,1.1149224876660924e-09
1928,6.969885424368272e-08,0.0
1929,7.575476335119902e-08,2.2280812750352652e-09
1930,7.667630619323518e-08,0.0
1931,8.554017494333266e-08,2.2810713318222042e-09
1932,8.000462026203081e-08,9.863582839386709e-09
1933,2.982372193649496e-08,0.0
1934,5.99079026386562e-08,0.0
1935,3.829851102921111e-08,3.590485242455088e-09
1936,3.15242587589637e-08,0.0
1937,2.7700460591972842e-08,1.2591118148108649e-09
1938,7.001215873714273e-08,2.5930428915188486e-09
1939,4.8940961505650193e-08,0.0
1940,4.057252667166722e-08,0.0
1941,1.7709015143196893e-08,0.0
1942,4.551317789314169e-08,0.0
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.267756198965799e-08,0.0
1946,2.645009722357372e-08,4.1763312808029696e-09
1947,3.695469885656166e-08,0.0
1948,4.8923493922714556e-08,0.0
1949,3.926803215925645e-08,0.0
1950,2.1270723182809093e-08,0.0
1951,5.3307010583480974e-08,0.0
1952,3.268889292584731e-08,0.0
1953,2.9089334496745778e-08,1.0773827385790469e-09
1954,1.2704296947774196e-08,0.0
1955,2.4402580844906652e-08,0.0
1956,1.2209597999301991e-08,0.0
1957,3.0039127463243886e-08,0.0
1958,1.6544487113634432e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,2.5607082898559952e-08,0.0
1961,1.4591134855912458e-08,6.948159270159238e-10
1962,2.156265105357491e-08,6.341956404476434e-10
1963,2.2631185814248056e-08,0.0
1964,6.692365273064382e-09,1.825190498738749e-09
1965,1.3680108879032815e-08,5.472043373977442e-10
1966,1.7725038436999796e-08,0.0
1967,1.9721342781053863e-08,4.930335584241163e-10
1968,1.7965662957308837e-08,4.4914158503495116e-10
1969,1.589615195030092e-08,2.2708788738334817e-09
1970,1.3336302201460981e-08,0.0
1971,1.0790634275004152e-08,1.541519245584766e-09
1972,1.1286323153836264e-08,0.0
1973,7.167165139154719e-09,5.513203782392395e-10
1974,1.1813700240281833e-08,0.0
1975,9.138368284311582e-09,0.0
1976,7.427584713948221e-09,0.0
1977,1.527963250369524e-08,0.0
1978,8.31682822610702e-09,5.940591352171509e-10
1979,1.8141117053005473e-08,5.851973350345929e-10
1980,1.5349907178663358e-08,0.0
1981,1.3916209129494206e-08,6.325549528618524e-10
1982,1.0552753892945077e-08,0.0
1983,1.8314416649900522e-08,2.526126308133314e-09
1984,9.85831472011256e-09,0.0
1985,1.684356232267703e-08,0.0
1986,1.0790073723399018e-08,0.0
1987,9.777306797520424e-09,6.110816852533674e-10
1988,1.3792073705332086e-08,1.7989661427186832e-09
1989,9.878619922076837e-09,7.134558610566444e-09
1990,1.0352437129768077e-08,5.44865097484859e-10
1991,5.275318515352012e-09,1.1722930404189924e-09
1992,1.3774860585513693e-08,5.509944167592096e-10
1993,6.64704896680135e-09,5.539207426075166e-10
1994,6.857404422078162e-09,0.0
1995,1.5182862966867106e-08,5.422450821690461e-10
1996,1.3345230032157929e-08,0.0
1997,5.753873488778538e-09,9.58978896292706e-10
1998,1.43043876743576e-08,0.0
1999,7.769341614505265e-09,0.0
2000,6.185244316725402e-09,1.7672125984802278e-09
2001,5.6955752891774125e-09,0.0
2002,1.0514931148009055e-08,8.76244299341522e-10
2003,8.333846168717685e-09,0.0
2004,3.9643121285681815e-09,8.809582507929292e-10
2005,6.755624393228743e-09,4.5037495954858286e-10
2006,6.588623757686207e-09,0.0
2007,8.38840730210677e-09,0.0
2008,1.5326783397995314e-08,0.0
2009,1.2874120214334539e-08,9.53638501499654e-10
2010,1.2281862193930237e-08,2.8342757585342326e-09
2011,3.097417250463863e-08,0.0
2012,5.31063433228951e-08,3.404252713057332e-10
2013,3.848992713439969e-08,2.789125042035323e-10
2014,2.793424336289263e-08,0.0
2015,2.0392493915721843e-08,0.0
2016,7.436110904812665e-08,1.2428040818690533e-09
2017,2.7168602700911038e-08,5.031222660711876e-10
2018,1.5746947301664704e-08,0.0
2019,2.1938494909612416e-08,0.0
