year,petits_ADJ oeufs_NOUN,petits_ADJ gueux_NOUN
1866,3.8924903300596725e-09,4.865612801552288e-09
1867,3.396968040192405e-09,6.308654931785895e-09
1868,4.93987406535723e-10,2.4699371437009177e-09
1869,0.0,5.371870948067681e-09
1870,1.7202146374017957e-09,1.1468097582678638e-08
1871,0.0,3.18635318130589e-09
1872,3.0236697590169115e-09,0.0
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,1.1949218281515073e-09,0.0
1875,4.005069165202713e-09,8.010138330405425e-09
1876,0.0,6.04601479992084e-10
1877,1.8554447978047506e-09,6.184816214727107e-09
1878,0.0,7.2469061862534545e-09
1879,6.10932526790009e-10,2.504823370941267e-08
1880,1.9253538763308597e-09,7.701415505323439e-09
1881,6.972507571312292e-10,3.4862537301449947e-09
1882,1.9966155395678697e-09,7.986462158271479e-09
1883,6.319338941018771e-10,3.159669414998234e-09
1884,6.601696966868076e-10,5.941527270181268e-09
1885,0.0,1.2891271383708158e-09
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,1.3949351895803375e-08
1889,6.265136742733546e-10,2.5060546970934183e-09
1890,6.554386478008212e-10,9.176140736144589e-09
1891,0.0,8.286486163910922e-09
1892,1.2537024751679837e-09,1.5044429702015805e-08
1893,6.158416554491453e-10,1.1085149687062312e-08
1894,1.2603078580752936e-09,4.411077725308132e-09
1895,6.018614495673091e-10,5.416753268150387e-09
1896,0.0,4.1279202278587945e-09
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,3.960848538042683e-09,1.0750873968845553e-08
1899,3.3165470370022376e-09,3.3165470370022376e-09
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,3.353243460679778e-09,4.470991132876634e-09
1902,2.9461704187383475e-09,1.178468167495339e-08
1903,1.0800440541913758e-09,6.480264325148255e-09
1904,3.7622376325430196e-09,4.299700151477737e-09
1905,3.6125313851442797e-09,1.0321518084666081e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,3.599990305858114e-09,4.6285588695127444e-09
1908,1.4734167219643268e-09,5.893666887857307e-09
1909,3.300590023513905e-09,9.351672325408344e-09
1910,1.6032452032632705e-09,1.0153886620400954e-08
1911,1.0640748282497725e-09,6.384448969498635e-09
1912,3.646594803896619e-09,1.2502610502451716e-08
1913,5.833288518886093e-09,1.2196876397752021e-08
1914,6.027069510139427e-09,1.1384464038144415e-08
1915,2.3561523843085297e-09,0.0
1916,6.592477230782379e-09,0.0
1917,6.57985488317081e-09,0.0
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,5.300562211374427e-09,6.057785384427916e-09
1921,7.572747429129834e-10,1.2116395886607734e-08
1922,2.2133805899215986e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,1.6497267552040284e-08
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,3.287861094491973e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,4.588264879146209e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,0.0
1936,3.6374143697059935e-09,1.4549657478823974e-08
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,3.3376331032286544e-08,1.517105907566929e-08
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,0.0,0.0
1948,2.5005341797168512e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,5.330700769690111e-09,0.0
1952,6.326882129314981e-09,0.0
1953,3.232148326759443e-09,9.69644453618912e-09
1954,2.9317608341017376e-09,5.863521668203475e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,3.488456634670456e-09,2.616342476002842e-09
1957,4.417518795207798e-09,3.534015080575159e-09
1958,7.445019267748876e-09,6.617794756635931e-09
1959,7.750747599288843e-09,5.425523585955716e-09
1960,6.2287499602575735e-09,8.305000243069571e-09
1961,5.55852741612739e-09,6.94815938118154e-09
1962,6.976152100435229e-09,5.0735651235811474e-09
1963,7.759263453976928e-09,3.2330267352165265e-09
1964,9.734349326606662e-09,4.258777774879263e-09
1965,1.6416130677043839e-09,5.47204326295514e-09
1966,2.215629901769489e-09,4.431259803538978e-09
1967,2.465167847631733e-09,5.916402479044791e-09
1968,4.042274071025531e-09,7.635406973349745e-09
1969,2.7250546263957176e-09,6.358460868938209e-09
1970,8.277704743875347e-09,1.3796175313274261e-09
1971,5.138397263237948e-09,6.166076982339064e-09
1972,1.4364410994005539e-08,5.643161493651405e-09
1973,7.1671650836435674e-09,4.410563025913916e-09
1974,2.812785782069227e-09,1.1813700240281833e-08
1975,1.028066431985053e-08,5.711480177694739e-09
1976,9.712995741040231e-09,5.142174241967723e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,1.1881182260253809e-08,1.0099005187669263e-08
1979,2.3407893401383717e-09,7.607565244427406e-09
1980,3.411090521154847e-09,5.116635559687666e-09
1981,6.325549417596221e-09,5.060439622894819e-09
1982,3.1037510339615437e-09,1.8622506869903077e-09
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,8.69851302098823e-09,4.059305780401701e-09
1985,1.0828004270990732e-08,5.414002135495366e-09
1986,5.994485352545098e-09,3.5966913891627428e-09
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,2.99827696004229e-09,1.798966087207532e-09
1989,1.0976243913773942e-08,8.232182935330457e-09
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,3.5168792322792797e-09,7.6199047072123e-09
1992,5.509944056569793e-09,3.30596661157756e-09
1993,4.985286850001103e-09,1.661762283333701e-09
1994,5.802419433820205e-09,3.164955852952289e-09
1995,4.337960657352369e-09,1.4098372247417501e-08
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,0.0,7.152193948201102e-09
1999,5.484241505371301e-09,1.8280804647829996e-09
2000,3.97622823555821e-09,5.743440834038438e-09
2001,1.7524847129024579e-09,3.5049694258049158e-09
2002,3.066854992184176e-09,3.9430991805033955e-09
2003,1.6667691671301554e-09,4.583615265119079e-09
2004,5.726228824443069e-09,6.607186797680242e-09
2005,2.702249757291497e-09,1.8014998381943315e-09
2006,1.6471559671771274e-09,6.58862386870851e-09
2007,1.997239706952314e-09,1.997239706952314e-09
2008,2.1287198670449925e-09,8.089135583588813e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,9.447586046817946e-10,5.196172381261022e-09
2011,1.1471915639660324e-09,4.5887662558641296e-09
2012,2.0425516833455504e-09,8.851056776393307e-09
2013,8.367375126105969e-10,6.693900100884775e-09
2014,1.5158115873603606e-09,7.795602385840539e-09
2015,1.10828768384863e-09,6.428068743957738e-09
2016,1.2428040818690533e-09,8.492493819289848e-09
2017,7.54683426862357e-10,1.509366853724714e-09
2018,3.3559066636712487e-09,9.035133530232997e-09
2019,2.2958890344426663e-09,5.3570743396846865e-09
