year,certains_DET os_NOUN,certains_DET gosses_NOUN
1902,3.1425815949504e-08,0.0
1903,5.1302094128402587e-08,0.0
1904,3.3860138692887176e-08,0.0
1905,5.986480378084025e-08,0.0
1906,4.9384172917665836e-08,0.0
1907,4.268559966602581e-08,0.0
1908,4.0273391288536686e-08,4.911389073214423e-10
1909,6.491160720045741e-08,0.0
1910,6.359539383993251e-08,0.0
1911,5.852411666396051e-08,0.0
1912,4.428008004708772e-08,1.0418842455450772e-09
1913,7.424185888282864e-08,0.0
1914,7.835190274363413e-08,0.0
1915,9.778032517004931e-08,0.0
1916,1.2086208034389756e-08,0.0
1917,4.386569829595288e-08,2.1932848870420685e-09
1918,5.858052087859278e-08,0.0
1919,2.025726569820918e-08,0.0
1920,5.3762845730886966e-08,0.0
1921,7.118382372439669e-08,0.0
1922,3.393850422916955e-08,0.0
1923,4.140219678205881e-08,0.0
1924,4.769901074119787e-08,0.0
1925,3.739380560752181e-08,0.0
1926,2.7865347029809584e-08,1.1146138456652466e-09
1927,4.7941668412931904e-08,0.0
1928,5.48449977655352e-08,0.0
1929,3.787738211968872e-08,0.0
1930,4.201441439199982e-08,0.0
1931,6.158892773555635e-08,0.0
1932,4.4934099552307316e-08,0.0
1933,5.735331143341682e-08,2.2941324395731044e-09
1934,8.267290318997311e-08,0.0
1935,4.308582379763948e-08,0.0
1936,4.1224027746977754e-08,0.0
1937,4.4068911853045734e-08,2.5182236296217297e-09
1938,4.6674770715071645e-08,2.5930428915188486e-09
1939,3.5176317858542916e-08,0.0
1940,4.057252667166722e-08,0.0
1941,8.559357711490634e-08,0.0
1942,8.192372069615317e-08,3.034211770724937e-09
1943,4.645176376882887e-08,0.0
1944,4.177142010064472e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,4.454753366189834e-08,1.3921104269343232e-09
1947,5.364392086093517e-08,0.0
1948,9.675980372492177e-08,3.2615663503321457e-09
1949,3.141442572740516e-08,0.0
1950,5.5303878143675433e-08,1.0635361480382244e-09
1951,1.1087858098335346e-07,0.0
1952,1.3286453004468513e-07,0.0
1953,4.955960619668076e-08,2.1547654771580937e-09
1954,5.863521690407936e-08,0.0
1955,5.34979642807798e-08,9.385607846468247e-10
1956,6.366433336069122e-08,8.72114158667614e-10
1957,4.594219693565549e-08,0.0
1958,4.715178913983209e-08,2.4816730892496253e-09
1959,2.4802392584177824e-08,7.750747821333448e-10
1960,5.467458263908043e-08,2.076250060767393e-09
1961,4.585785040589485e-08,1.3896318540318475e-09
1962,3.995432384940045e-08,1.2683912808952869e-09
1963,2.909723972877032e-08,1.939815863494232e-09
1964,4.1979383080814614e-08,0.0
1965,2.8454625766727304e-08,5.472043373977442e-10
1966,4.0989152516601735e-08,1.1078149508847446e-09
1967,3.7963583388034294e-08,1.4791006197611978e-09
1968,3.7278750752989254e-08,2.245707925174756e-09
1969,3.724241404157169e-08,4.5417578031781147e-10
1970,3.219107613805505e-08,0.0
1971,3.9051821332236614e-08,1.541519245584766e-09
1972,3.026786599136244e-08,3.5911026929902334e-09
1973,2.701469825616698e-08,3.859242703185828e-09
1974,3.2628316493088505e-08,2.2502286700643026e-09
1975,3.826691763464396e-08,2.8557400888473694e-09
1976,3.599522058195248e-08,5.142174241967723e-09
1977,2.997158721207427e-08,4.7014254711541525e-09
1978,3.326731157216045e-08,1.7821774056514528e-09
1979,3.3941445654050995e-08,3.511183899185255e-09
1980,4.548120480230011e-08,6.253665696398514e-09
1981,5.123695068220968e-08,2.5302198114474095e-09
1982,3.103751122779386e-08,2.483000915987077e-09
1983,4.0418023150579074e-08,5.68378411003323e-09
1984,3.363425005176168e-08,2.8995042478108246e-09
1985,4.8124465301668806e-08,1.8046674155058895e-09
1986,4.855533353165242e-08,1.7983456945813714e-09
1987,5.1330861339238254e-08,4.277571630240118e-09
1988,4.55738087268287e-08,1.1993107618124554e-09
1989,3.786804292360557e-08,3.841685636274406e-09
1990,3.923028657482064e-08,1.089730194969718e-09
1991,2.6962740484748338e-08,2.930732601047481e-09
1992,4.0773585840980786e-08,8.2649165289439e-09
1993,3.101956114193172e-08,2.2156829704300662e-09
1994,2.637463358823311e-08,3.164955852952289e-09
1995,3.470368525881895e-08,2.1689803286761844e-09
1996,3.3629980578098184e-08,2.6690460952494277e-09
1997,3.5482220273053144e-08,1.917957792585412e-09
1998,3.957547445310183e-08,2.3840646123929332e-09
1999,6.215473513648817e-08,3.1991408688814005e-09
2000,3.7111463679906365e-08,3.0926219363180962e-09
2001,4.249775242826104e-08,5.6955752891774125e-09
2002,4.8631559668166346e-08,2.6287327870022636e-09
2003,4.500276862273722e-08,3.333538334260311e-09
2004,3.832168227191346e-08,1.761916529341434e-09
2005,3.0625497693392845e-08,4.954124666056714e-09
2006,3.417848648545885e-08,6.176834599358472e-09
2007,3.6349763643528377e-08,7.190062878414949e-09
2008,3.150505412108373e-08,6.3861596011349775e-09
2009,2.384096209340214e-08,2.384096253749135e-09
2010,2.1257069438007647e-08,5.668551628090768e-09
2011,2.5238214185208108e-08,1.41486959925885e-08
2012,2.6212745751763578e-08,8.510631754887754e-09
2013,2.008170008060972e-08,1.0319762822064149e-08
2014,2.5985342766432495e-08,1.1693404022850018e-08
2015,2.881547933597517e-08,8.866301692833645e-09
2016,2.3199008492014173e-08,9.528164146566098e-09
2017,2.7168602700911038e-08,1.2578057040357749e-08
2018,2.6330959634890405e-08,7.744400232212456e-09
2019,2.602007587171329e-08,1.02039510174734e-08
