year,ses_DET arts_NOUN,ses_DET gares_NOUN
1853,2.7650044498450654e-07,1.1943863675867306e-08
1854,3.631769311951416e-07,1.3508727469968562e-08
1855,3.3592910853030844e-07,1.326734277995456e-08
1856,2.826745193473812e-07,1.1907535402144731e-08
1857,3.085113617906643e-07,1.513267733344037e-08
1858,3.7289811677387874e-07,8.808616946964776e-09
1859,4.939408295712155e-07,2.7497735644033128e-08
1860,3.808217101664013e-07,2.4716793944890014e-08
1861,3.320038433063388e-07,1.744906619194353e-08
1862,3.524029354995406e-07,1.9427341513278407e-08
1863,3.3913476499281003e-07,1.748117206545885e-08
1864,3.078215256024919e-07,4.8426752385921645e-08
1865,2.8664682727441715e-07,3.153585836912498e-08
1866,2.4036128087878694e-07,8.271541673821048e-09
1867,3.4746130594953684e-07,1.649955905236311e-08
1868,3.0429623620875645e-07,2.2723421366777075e-08
1869,2.934994881576003e-07,1.953407746668745e-08
1870,2.4599069670117046e-07,2.695002976338401e-08
1871,2.48535537705763e-07,5.629224020253787e-08
1872,2.5277879345253496e-07,6.71254696271717e-08
1873,2.2806677124620478e-07,9.936767497720211e-08
1874,2.330097538805198e-07,1.0455566012979034e-07
1875,2.437370534291716e-07,8.181783783811625e-08
1876,2.4788661101560194e-07,6.711076139254146e-08
1877,2.8944940022590515e-07,1.2122239922973677e-07
1878,2.584729816290654e-07,9.119023758330513e-08
1879,1.9610934343106123e-07,4.154341226580982e-08
1880,2.149978506338357e-07,6.096954052736692e-08
1881,2.440377678825101e-07,6.205532088188193e-08
1882,2.5423569893767706e-07,9.117877652897732e-08
1883,1.718860143662404e-07,8.657494277031219e-08
1884,2.2049667602885847e-07,8.912290638818376e-08
1885,1.553398247255977e-07,5.994441210077639e-08
1886,1.9424926323008407e-07,6.001721430948237e-08
1887,1.932561749518058e-07,1.2013221351026004e-07
1888,1.5724724566901216e-07,8.940266837953459e-08
1889,2.1489419732567683e-07,5.325366103647866e-08
1890,2.3464704074216414e-07,1.2977685059922806e-07
1891,2.0907441844464358e-07,7.840290550120699e-08
1892,1.6360817300942188e-07,6.83267842305213e-08
1893,1.5457625601733582e-07,1.1577822789377024e-07
1894,2.0038895121032851e-07,7.246769939683873e-08
1895,1.5648398021816945e-07,6.19917273070314e-08
1896,1.4447721485844056e-07,7.31231608597227e-08
1897,1.5965194832823215e-07,1.2061296672527533e-07
1898,1.7597483858988738e-07,1.2618131961517065e-07
1899,1.232649911031558e-07,1.2050121256379498e-07
1900,1.894734381613361e-07,7.734669082992696e-08
1901,1.0562716279416406e-07,9.724405458655383e-08
1902,1.0508007691756305e-07,1.5614702419952664e-07
1903,1.0368422964646129e-07,1.301453096402838e-07
1904,1.4027771744196116e-07,1.236163740259144e-07
1905,1.496620174457064e-07,1.4966201433708193e-07
1906,1.4609483400818135e-07,2.0062319094904524e-07
1907,1.8102808052589126e-07,2.149708535625905e-07
1908,1.6698723181995945e-07,1.5569104050427995e-07
1909,1.2157174356097755e-07,9.516701737766198e-08
1910,1.5284271537296945e-07,1.4322323238502577e-07
1911,1.6280344317110007e-07,2.22923674186859e-07
1912,1.2398422455373037e-07,1.4846850149297097e-07
1913,1.3575654023156858e-07,1.6863506857589527e-07
1914,1.627308711116271e-07,1.9755394475851062e-07
1915,2.3325908626858904e-07,1.4490336752714938e-07
1916,2.0216930041172532e-07,1.318495463920044e-07
1917,2.2152176981649063e-07,8.444146715191891e-08
1918,2.4351118277365913e-07,8.155327435588333e-08
1919,1.942855962222545e-07,1.6574126959767455e-07
1920,1.4614407461976953e-07,1.166123695384158e-07
1921,1.537267735329806e-07,3.862101038976107e-08
1922,1.3722959479878227e-07,6.197466007051844e-08
1923,1.6454720030978365e-07,3.1847843473542525e-08
1924,1.0571131836556447e-07,8.379555538340355e-08
1925,1.4957522265213186e-07,3.409435223034052e-08
1926,1.4044134355462035e-07,4.2355324580967135e-08
1927,1.382503952429559e-07,3.9022285847067906e-08
1928,1.576793642321661e-07,5.484499610020066e-08
1929,1.0806194472579023e-07,4.3447585085232276e-08
1930,1.008345975606062e-07,4.3064773080914165e-08
1931,1.2203731891702319e-07,4.676196141417677e-08
1932,1.3261039999434843e-07,5.589363638591749e-08
1933,1.2044195640825706e-07,1.9500125958415992e-08
1934,1.2460843379358266e-07,1.7972370258689807e-08
1935,1.5080037396586476e-07,3.590485420090772e-08
1936,1.0063513089519915e-07,2.5461901032031165e-08
1937,1.422796291894457e-07,3.651424407280501e-08
1938,1.2316953035274025e-07,3.3709557811789637e-08
1939,9.788192478765723e-08,2.7529290846928234e-08
1940,1.166460117385526e-07,2.7893612752905028e-08
1941,9.444808402037097e-08,5.312704587367989e-08
1942,1.365395263519531e-07,3.6410540360520827e-08
1943,1.7129087859224512e-07,4.3548528338988035e-08
1944,8.675602636287749e-08,4.177142187700156e-08
1945,9.367567610496508e-08,4.1391576388605245e-08
1946,1.1136883681928111e-07,5.150808490839154e-08
1947,1.5139505671335485e-07,2.622591566137089e-08
1948,1.1632919760806715e-07,3.4790041070209554e-08
1949,9.718837867822572e-08,2.846932467548413e-08
1950,9.997240102421756e-08,2.5524867552917385e-08
1951,1.0661401483869071e-07,3.3050344683260846e-08
1952,1.0861148047602853e-07,2.8470971358274255e-08
1953,7.002987900683877e-08,2.3702419582605216e-08
1954,1.1727043625064937e-07,1.8567819282111486e-08
1955,9.385608157330694e-08,2.0648336374051723e-08
1956,1.1599118576732792e-07,1.831439710997529e-08
1957,9.011738344444353e-08,3.003912851795576e-08
1958,8.8513003926316e-08,2.3162280982091943e-08
1959,9.068375017573516e-08,1.705164542897819e-08
1960,9.689166952098205e-08,1.9378333604436193e-08
1961,1.1256018117578037e-07,1.528595028332802e-08
1962,9.32267576470025e-08,2.5367825173816527e-08
1963,8.729171874222175e-08,1.0992290633282664e-08
1964,1.0342746348257492e-07,2.798625509115027e-08
1965,1.0232721209257889e-07,2.2435377999840966e-08
1966,8.253221250864584e-08,1.7725039214155913e-08
1967,1.1389075182943742e-07,1.873527466500491e-08
1968,1.1767509688898059e-07,4.2668450106475575e-08
1969,9.310603688028607e-08,2.0892086283197386e-08
1970,9.9792333729809e-08,3.954903604608262e-08
1971,1.2948761385356278e-07,1.5929032315398217e-08
1972,1.0824610097159848e-07,2.257264597460562e-08
1973,7.001768648207118e-08,2.591205827684462e-08
1974,8.550868596524097e-08,1.6314157136321228e-08
1975,6.453972556386134e-08,1.5420996035686585e-08
1976,7.541855784332085e-08,1.199840671262109e-08
1977,7.345977626194156e-08,1.9981058585472056e-08
1978,8.673263318659252e-08,1.485147826940647e-08
1979,7.666084822499641e-08,2.3407892513205297e-08
1980,6.310517353114165e-08,2.5014662341504845e-08
1981,7.970192106299123e-08,2.0874313833019187e-08
1982,9.373328524464597e-08,2.4209258597807093e-08
1983,7.515226174703571e-08,1.6419821946556112e-08
1984,8.06062170899402e-08,1.2177918229383522e-08
1985,8.542092089225406e-08,1.7445119127046382e-08
1986,8.871838264035148e-08,2.0980699844130868e-08
1987,7.455196215921944e-08,1.649920555735207e-08
1988,6.896036780501547e-08,1.4391728697660255e-08
1989,7.738252483235897e-08,1.8110803523541108e-08
1990,9.09924736114398e-08,2.179460345530515e-08
1991,6.564841292799883e-08,1.2895223555631219e-08
1992,8.760811326391504e-08,1.7080827419135858e-08
1993,8.142634710939234e-08,2.3264671966671813e-08
1994,8.545381180447009e-08,1.476979427650349e-08
1995,8.025226971852817e-08,1.4640617607142303e-08
1996,8.594328759770065e-08,2.882569738460461e-08
1997,7.815677949274402e-08,2.4453962410575514e-08
1998,6.770743710138305e-08,1.7642078020685403e-08
1999,8.363467784988643e-08,1.5081663917726473e-08
2000,1.073581634702947e-07,1.3695897749244068e-08
2001,8.762423475694447e-08,2.2782300490575835e-08
2002,7.798574308548467e-08,9.63868718173444e-09
2003,9.583922927491884e-08,1.6667691227212345e-08
2004,7.708385030280596e-08,1.7178685141061578e-08
2005,8.016674468702689e-08,1.5763124139311913e-08
2006,9.265252165491233e-08,1.93540827808647e-08
2007,1.0585370890936474e-07,1.4380126422963713e-08
2008,8.302007631355579e-08,1.8732734474724566e-08
2009,1.0251614246392649e-07,2.574823909640145e-08
2010,7.983210137396668e-08,1.2281861749841028e-08
2011,6.424272736005321e-08,1.4913490886669933e-08
2012,7.829781029089489e-08,1.0212757750593937e-08
2013,6.303422850351126e-08,1.5340187786705428e-08
2014,6.994387691250381e-08,1.5591204771681078e-08
2015,8.467318257654455e-08,1.329945220618356e-08
2016,1.1744498351617949e-07,1.5120782848043746e-08
2017,6.766994486984146e-08,1.2074934829797712e-08
2018,8.338137724717143e-08,1.1874746519424662e-08
2019,6.428489429666229e-08,1.4540630033366142e-08
