year,les_DET amas_NOUN,les_DET gamma_NOUN
1863,3.8658365753008184e-07,0.0
1864,6.247530350833586e-07,0.0
1865,7.272074284969676e-07,4.706844358715045e-10
1866,6.257178242208283e-07,0.0
1867,8.17698754929097e-07,0.0
1868,8.249589882325381e-07,0.0
1869,6.76367392316024e-07,0.0
1870,9.908436169325796e-07,0.0
1871,9.21918172025471e-07,0.0
1872,7.36565908709963e-07,0.0
1873,9.541690957348692e-07,0.0
1874,9.320390503830822e-07,0.0
1875,7.403656070437137e-07,0.0
1876,9.637347488933301e-07,0.0
1877,7.13109301386794e-07,6.184815992682502e-10
1878,8.448685093753738e-07,1.2078177347163432e-09
1879,1.0330869315566815e-06,0.0
1880,7.874697303122957e-07,0.0
1881,7.878933416805012e-07,0.0
1882,8.605413128748296e-07,0.0
1883,1.23795852857711e-06,6.319338941018771e-10
1884,9.98176581390453e-07,6.601696966868076e-10
1885,8.289087674029361e-07,0.0
1886,7.627994094150381e-07,0.0
1887,9.101320870286145e-07,0.0
1888,7.443881600011082e-07,0.0
1889,8.226124776911092e-07,6.265136742733546e-10
1890,8.265081206104696e-07,0.0
1891,8.739055488149461e-07,0.0
1892,7.403113073678469e-07,6.268512375839919e-10
1893,9.711822741564902e-07,4.310891643655168e-09
1894,8.570093470439133e-07,0.0
1895,8.263557731424953e-07,6.018614495673091e-10
1896,7.925606837488886e-07,3.5382172747233653e-09
1897,1.0913434493886598e-06,0.0
1898,9.902121007598907e-07,0.0
1899,8.20845400539838e-07,0.0
1900,1.0086216235549728e-06,0.0
1901,9.506445053375501e-07,0.0
1902,7.056077890865708e-07,0.0
1903,1.0568231232355174e-06,0.0
1904,9.883935661036958e-07,1.0749250378694342e-09
1905,8.494609176068479e-07,0.0
1906,9.959141209492373e-07,0.0
1907,9.097689996906411e-07,5.142843373384665e-10
1908,8.540905866993853e-07,4.4202499438483756e-09
1909,7.673872275404392e-07,0.0
1910,8.753718745424521e-07,0.0
1911,7.411281188751673e-07,0.0
1912,9.746827203116482e-07,0.0
1913,9.990832410267103e-07,0.0
1914,1.147821905078672e-06,0.0
1915,7.433660869082814e-07,0.0
1916,6.021129053124241e-07,0.0
1917,8.279650458575816e-07,0.0
1918,7.707358733455294e-07,0.0
1919,9.244679546327461e-07,0.0
1920,1.1025169328604534e-06,2.2716695191604686e-09
1921,9.200888229088378e-07,0.0
1922,9.510159060255319e-07,2.3609393551282665e-08
1923,9.57558526692992e-07,1.0615948120573648e-09
1924,9.514019012613062e-07,7.734974438733389e-09
1925,1.161407638505807e-06,2.1996355847875293e-09
1926,8.37074978221608e-07,0.0
1927,8.629499959056375e-07,0.0
1928,9.734987145293417e-07,4.5704163786908225e-09
1929,8.34416411521488e-07,0.0
1930,6.816839004386566e-07,0.0
1931,7.664399817031153e-07,2.2810713318222042e-09
1932,7.310010943228917e-07,2.1919073223131136e-09
1933,8.098287622715361e-07,1.1470662197865522e-09
1934,6.601850728316094e-07,3.5944740517379614e-09
1935,6.917668287087508e-07,0.0
1936,8.463050846785336e-07,8.487299751891442e-09
1937,8.083497675670515e-07,2.5182236296217297e-09
1938,7.104937651547516e-07,0.0
1939,8.365845474145317e-07,0.0
1940,6.060521400286234e-07,2.5357829169792012e-09
1941,8.146146939225218e-07,0.0
1942,7.646213759926468e-07,0.0
1943,8.332285119649896e-07,0.0
1944,7.936569943467475e-07,2.2492303131116387e-08
1945,9.14971721499569e-07,3.267756110147957e-08
1946,6.459392167812439e-07,6.960552134671616e-09
1947,6.747212779600886e-07,4.7683483828109274e-09
1948,7.447243248748237e-07,1.195907639583993e-08
1949,8.030312699247588e-07,5.890204879399619e-09
1950,6.636465386122836e-07,2.9779012145070283e-08
1951,6.578084708053211e-07,6.396841278899501e-09
1952,7.687162053571228e-07,1.5817205323287453e-08
1953,7.843346381264382e-07,1.9392889294422844e-08
1954,7.124178864614805e-07,6.840775168548419e-08
1955,9.470078623508016e-07,4.974372203037092e-08
1956,8.372296065317641e-07,7.412970326470258e-08
1957,8.366780974711219e-07,4.240818013423464e-08
1958,9.074651075025031e-07,6.038737698776941e-08
1959,8.014273049639087e-07,6.975673105813485e-08
1960,8.076612516560999e-07,6.090333276587145e-08
1961,9.150725759354827e-07,4.724748370321663e-08
1962,7.394720853426406e-07,3.678334803414174e-08
1963,6.252673614426385e-07,4.849539925189106e-08
1964,4.6846555079582686e-07,6.023128751309059e-08
1965,6.243601191613379e-07,2.790742192892992e-08
1966,4.486650624357935e-07,5.317511753144544e-08
1967,5.048663567208678e-07,4.733122072053675e-08
1968,3.938971815387049e-07,3.503304268903662e-08
1969,4.223834615402211e-07,1.862120668771894e-08
1970,3.334075664440661e-07,2.4373242757391722e-08
1971,5.174366251026186e-07,2.3122787906615372e-08
1972,4.5247896451883207e-07,2.667676424206178e-08
1973,4.6035252410092653e-07,1.653961151371064e-08
1974,4.663598929255386e-07,1.125114323929921e-08
1975,4.4720891168026355e-07,1.8276736568623164e-08
1976,5.513553347213929e-07,6.856232193097611e-09
1977,4.7249326939891034e-07,1.8805701995638913e-08
1978,5.506927962528607e-07,1.1287123569125868e-08
1979,3.944229973740221e-07,1.404473604083023e-08
1980,5.429319003269484e-07,1.876099753328475e-08
1981,5.610762485730447e-07,2.3404532589754723e-08
1982,5.543299295140969e-07,1.2415004690957687e-08
1983,4.6733338621152143e-07,3.157657912922218e-09
1984,5.480063123286527e-07,8.698512854454776e-09
1985,3.7115992057579206e-07,1.6242006850575308e-08
1986,3.980338476594625e-07,7.792831324682226e-09
1987,3.9292553566383503e-07,7.33298027855156e-09
1988,3.9757151881758546e-07,5.3968984281560495e-09
1989,4.3959858686548614e-07,7.683370828459601e-09
1990,4.489688336661857e-07,5.993515961311147e-09
1991,3.047961847357783e-07,6.447611722304458e-09
1992,3.620033339757356e-07,4.958949750832886e-09
1993,4.1322487476236347e-07,6.09312805766038e-09
1994,2.764061513005345e-07,5.274926495602017e-09
1995,2.2991191350740792e-07,5.964696070392961e-09
1996,1.7402180496617348e-07,4.80428297144897e-09
1997,2.1337280209365872e-07,2.876936688878118e-09
1998,2.002614234442035e-07,9.059445527093146e-09
1999,2.6278657117018156e-07,6.398281571229347e-09
2000,2.9247369681684177e-07,7.068850171876306e-09
2001,3.38667682342475e-07,5.257454194218525e-09
2002,1.8620191610807524e-07,3.0668551032064784e-09
2003,2.116796871121096e-07,3.3335384452826133e-09
2004,2.2376339714469395e-07,4.845270434872262e-09
2005,2.432024857057513e-07,2.702249757291497e-09
2006,2.4583802016309164e-07,7.412201963319376e-09
2007,2.1290576057708677e-07,6.391167151065247e-09
2008,2.3586216002513538e-07,2.5544638071473003e-09
2009,2.2935005716817614e-07,4.291373256748443e-09
2010,2.423305840437706e-07,4.2514138876015295e-09
2011,2.5620611765475587e-07,6.883149494818497e-09
2012,3.2204229682974983e-07,1.1914884745500842e-08
2013,2.5520493451836046e-07,7.530637613495372e-09
2014,2.6071959879914175e-07,4.3308904240646484e-09
2015,3.0766066672072157e-07,5.76309591715507e-09
2016,3.624844993055376e-07,5.178350193091319e-09
2017,3.1545765466489684e-07,4.528100477907415e-09
2018,2.9196389483843177e-07,5.6792269220729e-09
2019,2.2550731237913624e-07,1.607122307456521e-08
