year,autres_ADJ août_NOUN,autres_ADJ gouttes_NOUN
1875,0.0,1.3731664694205392e-08
1876,0.0,1.874264654588842e-08
1877,0.0,3.030559980743419e-08
1878,0.0,2.536417298415472e-08
1879,0.0,7.94212251520321e-09
1880,6.417846254436199e-10,3.3372801411246655e-08
1881,0.0,1.045876096839038e-08
1882,1.3310770263785798e-09,9.317538740560849e-09
1883,3.159669414998234e-09,6.951272890631799e-09
1884,0.0,7.922036360241691e-09
1885,0.0,1.160214413431504e-08
1886,0.0,1.097088819790315e-08
1887,0.0,1.3710741875172516e-08
1888,0.0,1.1413106015822905e-08
1889,0.0,6.891650361495749e-09
1890,6.554386478008212e-10,8.520702365899524e-09
1891,0.0,1.466070642663908e-08
1892,0.0,9.402768341715273e-09
1893,6.158416554491453e-10,1.1085149687062312e-08
1894,6.301539290376468e-10,1.071261657159539e-08
1895,0.0,4.814891596538473e-09
1896,0.0,1.2973464080801023e-08
1897,0.0,2.0976168357833558e-08
1898,0.0,1.0750873968845553e-08
1899,5.527578395003729e-10,8.291367592505594e-09
1900,0.0,4.671947717582725e-09
1901,0.0,7.265360812969135e-09
1902,0.0,1.816805017540446e-08
1903,5.400220270956879e-10,9.1803746826713e-09
1904,5.374625189347171e-10,1.2361637935498493e-08
1905,0.0,1.909480928929952e-08
1906,2.0576737536082135e-09,7.716276506641861e-09
1907,5.142843373384665e-10,1.2857108266928208e-08
1908,0.0,1.080505640516094e-08
1909,5.500983557560346e-10,9.351672325408344e-09
1910,0.0,1.3894791983659616e-08
1911,5.320374141248863e-10,1.9153347352585115e-08
1912,5.209421227725386e-10,2.5526164293410147e-08
1913,0.0,2.0151361468379037e-08
1914,0.0,1.6741859454327823e-08
1915,0.0,2.3561523843085297e-09
1916,0.0,4.394984820521586e-09
1917,1.0966424435210342e-09,1.315970976634162e-08
1918,0.0,2.756730310693456e-08
1919,0.0,2.301962176431971e-08
1920,3.786115865267448e-09,1.590168707821249e-08
1921,7.572747429129834e-10,1.8931869405491852e-08
1922,0.0,1.623145884366295e-08
1923,0.0,9.554353752605493e-09
1924,0.0,2.3204924204378585e-08
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,0.0,8.916910765321973e-09
1927,0.0,6.689534925996554e-09
1928,0.0,1.4853853258500749e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,7.352522590764465e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,0.0,1.8631212128639163e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,2.99207103537924e-08
1936,1.2124714565686645e-09,2.5461901032031165e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,3.5418032950929046e-08
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032351633873077e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.5313215584455975e-08
1947,1.1920870957027319e-09,2.1457568166738383e-08
1948,0.0,7.610321262063735e-09
1949,1.9634016634739737e-09,2.0615717133409817e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,1.9190522948520083e-08
1952,0.0,1.687168627029223e-08
1953,0.0,1.8315507332999914e-08
1954,9.772536113672459e-10,1.07497895029951e-08
1955,0.0,1.8771215692936494e-09
1956,0.0,5.232684952005684e-09
1957,0.0,1.6786572132332367e-08
1958,0.0,1.4062814024384807e-08
1959,0.0,6.975672928177801e-09
1960,0.0,9.689166413640038e-09
1961,0.0,1.7370398230909245e-08
1962,0.0,1.1415521861124489e-08
1963,0.0,1.2932106940866106e-08
1964,6.083968329129164e-10,1.034274621503073e-08
1965,0.0,1.641612945579851e-08
1966,0.0,1.0524241922382771e-08
1967,0.0,9.367637332502454e-09
1968,0.0,1.0779397818794223e-08
1969,0.0,1.1354394702234316e-08
1970,4.5987250119061684e-10,9.197449912790034e-09
1971,0.0,1.5415192677892264e-08
1972,5.130146862875051e-10,9.747279428040656e-09
1973,0.0,1.1026407342740185e-08
1974,0.0,6.750686232237513e-09
1975,0.0,3.998036124386317e-09
1976,0.0,2.285410749536254e-09
1977,0.0,5.289103821581875e-09
1978,0.0,5.940591130126904e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,0.0,3.97960553399912e-09
1981,0.0,3.1627747087981106e-09
1982,6.207502289967692e-10,7.449002858983533e-09
1983,0.0,1.0104505676622466e-08
1984,0.0,5.799008384599347e-09
1985,0.0,7.218669662023558e-09
1986,0.0,8.392279760016663e-09
1987,0.0,4.888653482026939e-09
1988,0.0,4.797243047249822e-09
1989,0.0,1.1525056464734007e-08
1990,0.0,2.724325431913144e-09
1991,0.0,5.8614650910726596e-09
1992,0.0,6.060938417817852e-09
1993,0.0,7.754890063438324e-09
1994,0.0,6.329911705904578e-09
1995,0.0,9.21816667442954e-09
1996,0.0,1.4412849136391515e-08
1997,0.0,7.671831170341648e-09
1998,0.0,7.152193948201102e-09
1999,0.0,7.312321859131998e-09
2000,0.0,9.277865808954289e-09
2001,0.0,5.257454027685071e-09
2002,0.0,3.9430991805033955e-09
2003,0.0,6.667076668520622e-09
2004,4.404791253964646e-10,5.285749615779878e-09
2005,9.007499190971657e-10,8.106749049829887e-09
2006,0.0,8.64756888319107e-09
2007,3.994479469415779e-10,8.787854888225866e-09
2008,8.514879357157668e-10,9.366367237362283e-09
2009,0.0,1.2874119548200724e-08
2010,0.0,1.8895171316479775e-08
2011,3.82397197240536e-10,1.644307978665438e-08
2012,0.0,1.4297861561374248e-08
2013,0.0,2.7333426189102283e-08
2014,0.0,2.6201886882404324e-08
2015,0.0,2.9037137500020904e-08
2016,2.0713400439298368e-10,2.5063213726639333e-08
2017,0.0,1.8112401051206817e-08
2018,0.0,2.917057351226049e-08
2019,7.65296326310505e-10,2.602007498353487e-08
