year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET gages_NOUN
1883,7.267239965358385e-08,2.5277355764075082e-09,8.986100255015117e-07
1884,4.7532218161450146e-08,3.300848483434038e-09,5.20873875586858e-07
1885,5.801071989441908e-08,4.511945039809007e-09,7.328687630092645e-07
1886,7.744156760303156e-08,2.5813854942491332e-09,7.970027784409695e-07
1887,4.6355363991779086e-08,0.0,6.417932905122825e-07
1888,6.911270267195846e-08,6.340614699951175e-10,1.1996443163297954e-06
1889,4.197641673142627e-08,1.2530273485467092e-09,6.189955090718513e-07
1890,5.046877760150892e-08,6.554386478008212e-10,5.197628283326594e-07
1891,3.952016314201501e-08,6.374220040683554e-10,4.532070558838086e-07
1892,4.952124688095694e-08,1.2537024751679837e-09,5.553902031607549e-07
1893,5.357822285834146e-08,1.8475249663474358e-09,4.822040304830466e-07
1894,3.465846476480294e-08,1.2603078580752936e-09,5.633576325436707e-07
1895,4.935263930860856e-08,0.0,5.75981385253499e-07
1896,8.373781112958056e-08,2.3588115349859606e-09,6.256747724364686e-07
1897,5.826713622703039e-08,5.826713556089658e-10,4.76625167777911e-07
1898,5.035935757291554e-08,1.6975064687230201e-09,5.494262556027252e-07
1899,4.69844163575317e-08,5.527578395003729e-10,4.692914004067461e-07
1900,5.8139793979172794e-08,0.0,4.5525535163903896e-07
1901,5.085752274869293e-08,2.794369402536745e-09,4.5436448581348543e-07
1902,6.334266233753993e-08,1.9641135384773634e-09,4.762975240879541e-07
1903,7.182292938168189e-08,0.0,3.1537286826477384e-07
1904,5.5896101969210576e-08,1.0749250378694342e-09,3.6439957806777556e-07
1905,3.2512783243454635e-08,5.160759042333041e-10,5.599423724689245e-07
1906,6.018695763998494e-08,5.144184522798412e-10,4.2336637839923696e-07
1907,4.011417686911045e-08,1.5428530120153994e-09,4.001132101194571e-07
1908,3.388858615949175e-08,9.822778146428846e-10,4.272908595837066e-07
1909,6.601180313481336e-08,5.500983557560346e-10,4.32927412141737e-07
1910,5.557916771259386e-08,1.068830135508847e-09,3.1690812729578965e-07
1911,4.8415405906609976e-08,5.320374141248863e-10,4.4318717939972885e-07
1912,5.938740299527012e-08,5.209421227725386e-10,4.1206523082593094e-07
1913,4.1363321268139686e-08,2.6514948014977335e-09,3.5317911439847194e-07
1914,3.3483718020477227e-08,0.0,3.167559667893727e-07
1915,5.890381116202548e-08,4.712304657594757e-09,4.1821704055422515e-07
1916,4.285110111190704e-08,1.0987462051303964e-09,2.59304105298952e-07
1917,4.8252267070836297e-08,0.0,3.3447595448876655e-07
1918,3.79050408838566e-08,1.1486376294556067e-09,2.722271226218709e-07
1919,3.867296216597538e-08,0.0,2.6518604478997787e-07
1920,5.906340572181534e-08,0.0,2.900164677299699e-07
1921,8.178567334482523e-08,7.572747429129834e-10,2.854925842399325e-07
1922,1.0033992303704053e-07,1.4755870969551665e-09,2.847883031620313e-07
1923,7.855801920086947e-08,4.246379248229459e-09,2.653987163370175e-07
1924,5.9301473509520974e-08,0.0,2.926398670055619e-07
1925,5.169143690864075e-08,1.0998177923937646e-09,2.3756064138069632e-07
1926,6.910605687693305e-08,0.0,2.585904035345976e-07
1927,6.243565864316736e-08,2.2298449753321847e-09,2.553172517849589e-07
1928,5.0274582719112004e-08,5.713020612141406e-09,1.7024801479692542e-07
1929,5.7930112706827686e-08,0.0,2.294923706624985e-07
1930,5.3568378732826716e-08,1.0503603542488804e-09,2.184749474665182e-07
1931,4.676196141417677e-08,3.4216069977333063e-09,2.8513390759599133e-07
1932,5.04138677470678e-08,2.1919073223131136e-09,2.4220575944866596e-07
1933,5.1617980556528664e-08,0.0,3.8541424629556786e-07
1934,4.7926322466196325e-08,0.0,3.151155709701925e-07
1935,4.188899360713094e-08,0.0,3.1117539478486833e-07
1936,5.4561213769233063e-08,1.2124714565686645e-09,2.0248273191469934e-07
1937,5.162358451826776e-08,0.0,1.7249832451327052e-07
1938,4.148868537612316e-08,1.2965214457594243e-09,2.450425391486988e-07
1939,5.199977071157491e-08,1.5294050470515685e-09,1.9576384513442235e-07
1940,4.057252667166722e-08,0.0,2.0286263069380084e-07
1941,5.017554371988808e-08,0.0,2.449747089627863e-07
1942,6.37184480734021e-08,0.0,1.9115533689273434e-07
1943,5.2258233740332116e-08,0.0,2.148394049328317e-07
1944,3.534504600111177e-08,3.2131861615880553e-09,2.506285206038683e-07
1945,3.0499057057653545e-08,0.0,2.9191953387908143e-07
1946,4.733175362758857e-08,2.7842208538686464e-09,1.4617158949903342e-07
1947,5.245183132274178e-08,3.5762612871081956e-09,3.0159803099394367e-07
1948,5.544662773360187e-08,1.0871887834440486e-09,1.9243241222710594e-07
1949,5.301184358152966e-08,0.0,1.462734218193873e-07
1950,5.104973377356714e-08,2.1270722960764488e-09,2.275967307951987e-07
1951,5.330700902916874e-08,1.0661401761424827e-09,2.1855873688636507e-07
1952,1.0861147714535946e-07,1.0544803918932644e-09,1.5500861572093072e-07
1953,6.572034605412114e-08,1.0773827385790469e-09,1.9285151253711774e-07
1954,8.11120495214368e-08,8.795282502305213e-09,1.7492839443633557e-07
1955,7.414630287527757e-08,1.8771215692936494e-09,1.5392397401114977e-07
1956,5.2326847965744605e-08,1.744228317335228e-09,1.3343346205729745e-07
1957,8.393285799712658e-08,3.5340151360863103e-09,1.53729650342882e-07
1958,8.272243556817216e-08,2.4816730892496253e-09,1.7040822086755725e-07
1959,6.82065834922696e-08,7.750747821333448e-10,2.2632183593884747e-07
1960,7.682124891772446e-08,2.076250060767393e-09,1.4602958131604282e-07
1961,7.156603754054913e-08,0.0,1.7578842337329093e-07
1962,6.595634705064413e-08,2.5367825617905737e-09,1.6171988337365661e-07
1963,5.948769032926293e-08,6.466053248388448e-10,1.9592140798607716e-07
1964,6.32732706229433e-08,1.2167936658258327e-09,2.4335873005654207e-07
1965,5.855086371298057e-08,5.472043373977442e-10,2.0574882819701656e-07
1966,7.477750862960875e-08,5.539074754423723e-10,1.8888245012504967e-07
1967,6.21222300267732e-08,5.423369309198733e-09,4.2647403919460203e-07
1968,6.826952070326797e-08,2.6948494546985557e-09,2.587055638603175e-07
1969,6.085955606138782e-08,1.8167030935156703e-09,2.5343009912859316e-07
1970,6.300253263535893e-08,9.197450023812337e-10,2.0234389364048866e-07
1971,7.142372804302966e-08,5.138397485282553e-10,2.0502205977379617e-07
1972,6.976999866736833e-08,1.0260293725750103e-09,1.9340653523158835e-07
1973,5.623467869142473e-08,5.513203782392395e-10,1.5106178929968905e-07
1974,7.144476388276644e-08,1.6876715580593782e-09,2.689023332891338e-07
1975,6.282628106646371e-08,1.1422960355389478e-09,1.764847410434811e-07
1976,6.399149921065828e-08,1.142705374768127e-09,1.75405277413887e-07
1977,9.402850631445858e-08,5.876781838942691e-10,2.6386750029416817e-07
1978,8.792075245622755e-08,0.0,2.916830270649484e-07
1979,8.134242968083072e-08,2.925986564150662e-09,2.1125624183326863e-07
1980,8.243468130331166e-08,1.1370301367108482e-09,1.6032124827702887e-07
1981,7.653914746441615e-08,6.325549528618524e-10,1.6066895280886229e-07
1982,6.952402564763815e-08,2.483000915987077e-09,1.3035754964363377e-07
1983,7.767838550165607e-08,6.315316047889041e-10,1.0609730738408985e-07
1984,8.118611827256927e-08,1.739702604197646e-09,1.345369984306899e-07
1985,7.038202709530594e-08,2.4062232206745193e-09,1.407640632944407e-07
1986,6.953603337578329e-08,1.1988970927134801e-09,9.950846191486562e-08
1987,5.7441677192571206e-08,0.0,1.2221633483022742e-07
1988,4.8572085908915597e-08,0.0,1.151338364646648e-07
1989,5.6527657221749905e-08,1.0976244357863152e-09,2.409285642102077e-07
1990,5.394164626082443e-08,5.44865097484859e-10,1.3022276235119534e-07
1991,5.0994747979871136e-08,1.1722930404189924e-09,1.6881019115899676e-07
1992,7.05272884538033e-08,1.1019888335184191e-09,1.6860428875276057e-07
1993,5.649991452472136e-08,5.539207426075166e-10,1.2020080131236455e-07
1994,7.332147955452228e-08,1.0549853213248639e-09,1.6668768321181915e-07
1995,5.2055527888228426e-08,1.0844901643380922e-09,1.3339228566167094e-07
1996,6.192186763342988e-08,5.338092190498855e-10,1.3291849887409057e-07
1997,5.5141286203763684e-08,9.58978896292706e-10,1.3042112367855907e-07
1998,5.387985924087957e-08,2.3840645013706308e-09,1.3970619305858634e-07
1999,6.261175444777223e-08,4.570201106446348e-09,1.581289548191478e-07
2000,5.522539359148482e-08,0.0,1.2723930065128286e-07
2001,5.520326862296088e-08,8.762423564512289e-10,1.5509489936782472e-07
2002,5.651775825121774e-08,1.752488598683044e-09,1.572858536746935e-07
2003,6.708745914352221e-08,1.6667691671301554e-09,1.8542807111998627e-07
2004,7.840528759572862e-08,8.809582507929292e-10,1.3258421538431264e-07
2005,7.746449259826704e-08,3.6029997874109654e-09,1.4231848144419246e-07
2006,5.6826879868410174e-08,8.235779835885637e-10,1.4659687863627369e-07
2007,8.068848655895522e-08,3.994479469415779e-10,1.569830412329054e-07
2008,8.046560662222646e-08,1.7029758714315335e-09,1.1835682123262359e-07
2009,8.392018813196955e-08,2.384096253749135e-09,1.053770510850427e-07
2010,8.927969119554291e-08,4.723793023408973e-10,1.1148151735085321e-07
2011,7.342025876155844e-08,1.529588788962144e-09,7.839142379673092e-08
2012,9.123397548549406e-08,6.808505426114664e-10,8.204249291043908e-08
2013,9.566698944141194e-08,0.0,1.1212282502448545e-07
2014,8.661780714902534e-08,0.0,1.024255542603214e-07
2015,9.642103071527686e-08,4.433150790905671e-10,9.642102760665239e-08
2016,9.279603618850274e-08,4.1426800878596737e-10,1.2075912092512908e-07
2017,8.024800202122151e-08,1.2578056374223934e-09,7.67261441048106e-08
2018,9.396538480643812e-08,1.0325866828253538e-09,8.260693729056356e-08
2019,9.311104953724225e-08,7.65296326310505e-10,9.234575504279974e-08
