year,premiers_ADJ âges_NOUN,premiers_ADJ ages_NOUN,premiers_ADJ gages_NOUN
1826,9.512623364571482e-07,2.642395191543301e-09,1.0569580766173203e-08
1827,1.3024007330386667e-06,7.373818333711313e-09,9.217273166939322e-09
1828,1.438216827409633e-06,8.255071126672675e-09,1.0089530988466322e-08
1829,1.209675133395649e-06,1.5431717237390785e-08,9.430493719264632e-09
1830,1.2628571539607947e-06,1.3567886369969528e-08,1.5655253093882493e-08
1831,1.1662222050290438e-06,1.09138444948087e-08,1.5591206103948707e-09
1832,1.0688676184145152e-06,4.058990810129615e-09,6.764984572527055e-09
1833,1.2741991213260917e-06,1.3900354645102198e-08,1.2741991461950875e-08
1834,1.227490770361328e-06,1.5868702796240086e-08,1.0267983796552471e-08
1835,1.5995931335055502e-06,5.294161553592858e-09,6.050470346963266e-09
1836,1.360951841888891e-06,1.478564976009622e-08,6.048674894287842e-09
1837,1.3296529459694284e-06,1.1132625932219753e-08,1.3915781860163179e-09
1838,1.2782128351318534e-06,7.574594507175902e-09,3.1560809521380406e-09
1839,1.199038024424226e-06,9.788065025162496e-09,4.894032734625853e-09
1840,1.3121558595230454e-06,2.229390982932955e-08,1.0828470564661075e-08
1841,1.5248803038048209e-06,1.2841097518645483e-08,1.733548060656176e-08
1842,1.2463956409192178e-06,2.1466448174578545e-08,9.391571076378114e-09
1843,1.7342690625810064e-06,2.303695378902404e-08,6.497602011990011e-09
1844,1.3595166592494934e-06,1.920996434146005e-08,2.7442805805577564e-09
1845,1.3721780760533875e-06,1.8414752667172962e-08,2.0646844234306627e-08
1846,1.2991138191864593e-06,1.9905304737832807e-08,8.781752214304106e-09
1847,1.3925302937423112e-06,1.1865092020002521e-08,5.9325460100012606e-09
1848,1.2268963018868817e-06,1.3676876464696619e-08,1.528592186161859e-08
1849,1.2200428045616718e-06,1.675882965734843e-08,8.379414495607307e-09
1850,1.3455789940053364e-06,8.82569484161877e-09,3.394498016007219e-09
1851,1.6497664319103933e-06,1.6123597124106936e-08,6.449438760824933e-09
1852,1.557322434564412e-06,2.734429105366587e-08,1.3021090872200602e-09
1853,1.387279780828976e-06,1.8512989141683533e-08,6.569124799682413e-09
1854,1.4069859162191278e-06,1.7665259477439577e-08,5.7152309551611324e-09
1855,1.4525087408401305e-06,2.2289135870323662e-08,9.021793090369101e-09
1856,1.3201832871345687e-06,1.4496129963070814e-08,7.248064815001953e-09
1857,1.4932536487322068e-06,1.952603612132009e-08,2.9289055625270066e-09
1858,1.3438034329738002e-06,1.8106601551437507e-08,1.9574704079872163e-09
1859,1.2664235100601218e-06,2.3423998074534325e-08,1.476730293603623e-08
1860,1.4949082469684072e-06,2.0597327399229926e-08,4.119465657481669e-09
1861,1.7052924476956832e-06,1.933545146215465e-08,3.772770984511453e-09
1862,1.1060030828957679e-06,3.027050882176141e-08,9.035972525772706e-10
1863,1.3425541283140774e-06,1.148762801550518e-08,3.496234635136375e-09
1864,1.512736616859911e-06,3.931676850754684e-08,1.0068928801842958e-08
1865,1.20824699934019e-06,1.835669316552213e-08,1.7415324293779122e-08
1866,1.1954811043324298e-06,2.6760870852626795e-08,5.838735717134114e-09
1867,1.402947759743256e-06,2.2808213984149006e-08,3.396968040192405e-09
1868,1.3224042731962982e-06,2.3711395402692403e-08,3.951899252285784e-09
1869,1.5256114238582086e-06,2.344089256034465e-08,2.9301114867763545e-09
1870,1.4828250414211652e-06,1.2614907340946502e-08,2.8670243956696595e-09
1871,1.0621176897984697e-06,8.496941816815706e-09,1.0621177271019633e-09
1872,1.2300288290134631e-06,1.9956219343697512e-08,1.0885210954825197e-08
1873,1.2594553027156508e-06,8.979006871356887e-09,5.986004469882289e-10
1874,1.2176253676443594e-06,1.0156835372754358e-08,6.572069999322139e-09
1875,1.2810498901671963e-06,1.5448123225070276e-08,1.1443054281912168e-09
1876,1.2454790976335062e-06,1.2092029821886285e-08,2.418405919968336e-09
1877,1.463327407691395e-06,1.422507656112515e-08,1.2988113695655557e-08
1878,1.218688112203381e-06,1.9325083755461492e-08,2.4156354694326865e-09
1879,1.3464953099173727e-06,2.8713829203219632e-08,3.0546627449723474e-09
1880,1.0165867934119888e-06,1.1552123035940554e-08,1.2193908105473383e-08
1881,1.1190874147359864e-06,1.0458761412479589e-08,3.4862537301449947e-09
1882,9.716861768538365e-07,1.3310770485830403e-08,1.9966155395678697e-09
1883,9.112486623052973e-07,2.6541224329434954e-08,5.0554711528150165e-09
1884,1.0212825145572424e-06,1.650424241717019e-08,4.621187876807653e-09
1885,8.824075052871194e-07,1.4824961924730928e-08,6.445635691854079e-10
1886,9.544672820993583e-07,2.0005738399220263e-08,9.680196200179125e-09
1887,9.682395329946303e-07,3.068594633948152e-08,1.1752064210668323e-08
1888,8.845157708492479e-07,4.438430356579204e-08,3.804368819970705e-09
1889,8.846373020787723e-07,2.819311512025635e-08,4.385595886446936e-09
1890,7.786611035953683e-07,1.5075088843907736e-08,2.6217545912032847e-09
1891,8.088885010693048e-07,1.5298127542529016e-08,1.9122659011827636e-09
1892,9.572017916070763e-07,2.005923960268774e-08,5.014809900671935e-09
1893,7.193030455709959e-07,3.017624067291891e-08,6.158416554491453e-10
1894,7.839115028218657e-07,2.520615716150587e-08,2.520615716150587e-09
1895,8.317725246342889e-07,1.2037229213390788e-08,3.0093072478365457e-09
1896,8.574280059292505e-07,3.2433658814223776e-08,6.486732040400511e-09
1897,7.394099270641163e-07,1.7480140668268973e-08,0.0
1898,6.456182859437831e-07,2.4330926162718924e-08,2.8291773368493978e-09
1899,6.881834906380391e-07,1.7688250864011934e-08,5.527578395003729e-09
1900,7.594510975650337e-07,1.661137005726232e-08,3.114631885736685e-09
1901,7.343602987930353e-07,1.453072118184906e-08,2.235495566438317e-09
1902,5.818686190650624e-07,2.455141956403395e-08,2.9461704187383475e-09
1903,6.85827956203866e-07,1.944079319748937e-08,3.7801539676252105e-09
1904,6.616163545913878e-07,2.1498500757388683e-08,2.1498500757388683e-09
1905,5.862622174390708e-07,1.2901897772366056e-08,2.0643036169332163e-09
1906,7.675123470107792e-07,1.6975808758701305e-08,6.173021205313489e-09
1907,6.171412110234087e-07,1.5942814179936704e-08,3.599990305858114e-09
1908,7.013463800831232e-07,1.1296195090437777e-08,1.964555629285769e-09
1909,6.645188364018395e-07,1.3752458727367411e-08,1.1001967115120692e-09
1910,6.300753625509969e-07,5.344150788566537e-09,0.0
1911,6.283361813075317e-07,7.4485237977484076e-09,5.320374141248863e-10
1912,6.412797688426508e-07,6.772247651554153e-09,5.730363294986773e-09
1913,5.896924335502263e-07,6.363587545799021e-09,1.060597942803554e-09
1914,5.102918976263027e-07,1.0045115628187773e-08,8.036092680185902e-09
1915,4.971481644133746e-07,1.0602685618366081e-08,1.1780761921542648e-09
1916,6.306803470579325e-07,1.2086208034389756e-08,0.0
1917,5.483212248691416e-07,5.483212217605171e-09,3.289927441585405e-09
1918,4.4107684971095296e-07,6.89182577673364e-09,1.378365155346728e-08
1919,5.515501015906921e-07,3.6831393490643904e-09,1.8415696745321952e-09
1920,5.921485239923641e-07,6.815008557481406e-09,7.572231730534895e-10
1921,5.86130624924408e-07,1.060184651180407e-08,4.543648568500203e-09
1922,5.909726041863905e-07,1.0329110011753073e-08,1.4755870969551665e-09
1923,6.879134275550314e-07,1.3800732556745743e-08,1.0615948120573648e-09
1924,5.105083005219058e-07,2.578324886925998e-09,1.289162443462999e-09
1925,6.378943453455577e-07,9.898360131543882e-09,0.0
1926,5.205246793593687e-07,5.57306911730393e-09,4.458455382660986e-09
1927,5.329329724190757e-07,3.344767462998277e-09,1.1149224876660924e-09
1928,5.244552880867559e-07,6.8556247345696875e-09,1.1426041224282812e-09
1929,5.258272040009615e-07,1.0026365515614089e-08,0.0
1930,5.419859689936857e-07,7.3525223687198604e-09,0.0
1931,4.7560337179675116e-07,3.4216069977333063e-09,0.0
1932,3.9125546891227714e-07,9.863583061431314e-09,2.1919073223131136e-09
1933,4.049143740303407e-07,1.3764795081527836e-08,1.1470662197865522e-09
1934,4.1216634372176486e-07,1.5576054224197833e-08,0.0
1935,4.739440555567853e-07,9.574627313213568e-09,0.0
1936,4.813511509382806e-07,2.424942913137329e-09,1.2124714565686645e-09
1937,4.268389091066638e-07,2.5182236296217297e-09,3.777335333410292e-09
1938,5.49725086784747e-07,7.779128674556546e-09,0.0
1939,5.322329457158048e-07,3.058810094103137e-09,3.058810094103137e-09
1940,3.62616958682338e-07,7.607348750937604e-09,0.0
1941,5.19464435910777e-07,1.1806010391524069e-08,2.9515025978810172e-09
1942,5.58294971142459e-07,6.068423541449874e-09,6.068423541449874e-09
1943,6.851635134808021e-07,1.4516176038981143e-08,0.0
1944,5.07683409978199e-07,9.639558484764166e-09,0.0
1945,5.119484285387443e-07,4.357008087652048e-09,2.178504043826024e-09
1946,5.109044991513656e-07,9.744772988540262e-09,2.7842208538686464e-09
1947,6.628004030062584e-07,3.5762612871081956e-09,1.1920870957027319e-09
1948,5.327224812390341e-07,4.348755133776194e-09,1.0871887834440486e-09
1949,5.684048005605291e-07,3.9268033269479474e-09,0.0
1950,4.445581112122454e-07,5.317680740191122e-09,0.0
1951,5.106811613586615e-07,3.198420528427448e-09,3.1984206394497505e-09
1952,4.1441080611548387e-07,1.0544803585865736e-08,1.0544803918932644e-09
1953,3.9863161305220274e-07,4.30953106533849e-09,1.0773827385790469e-09
1954,5.013311010770849e-07,1.8567818838022276e-08,3.9090144454689835e-09
1955,4.861744855588768e-07,3.754243138587299e-09,0.0
1956,3.846023446385516e-07,1.7442282951307675e-08,2.616342476002842e-09
1957,5.044806243859057e-07,7.951533764760654e-09,0.0
1958,3.78041534077056e-07,7.445019045704271e-09,8.272243445794913e-10
1959,4.712454710897873e-07,1.5501495642666896e-09,2.325224457422337e-09
1960,4.166341796008055e-07,2.7683333958528067e-09,6.920833350854139e-10
1961,4.696955784311285e-07,2.779263708063695e-09,0.0
1962,4.2617946860445954e-07,6.341956571009888e-09,1.2683912808952869e-09
1963,4.383984162359411e-07,7.1126582401603855e-09,0.0
1964,4.197938210381835e-07,3.0419841645645818e-09,0.0
1965,5.045224042987684e-07,1.1491290807796872e-08,5.472043373977442e-10
1966,4.392486232518422e-07,1.495550172592175e-08,5.539074754423723e-10
1967,4.1414818952034693e-07,2.9582014060558492e-09,4.437302081328198e-09
1968,4.998946110390534e-07,8.982831478654418e-09,4.940557296606585e-09
1969,4.001288687049964e-07,6.8126366770115965e-09,1.8167031212712459e-09
1970,4.115858871500677e-07,1.011719497068242e-08,9.197450023812337e-10
1971,5.112705707688292e-07,1.181831410512757e-08,0.0
1972,3.975863762661902e-07,6.669190755204113e-09,0.0
1973,3.782057831358543e-07,8.821126273872437e-09,0.0
1974,3.352840849402128e-07,8.438357401718832e-09,1.1251143350321513e-09
1975,3.3526387710480776e-07,5.711480177694739e-09,0.0
1976,2.7139253688801546e-07,7.998937734399192e-09,0.0
1977,3.196969373675529e-07,7.052137984686624e-09,1.7630346071939584e-09
1978,3.5168301337762387e-07,5.346532105932056e-09,1.7821774056514528e-09
1979,3.4409603699714353e-07,9.948354473543475e-09,1.7555920051037788e-09
1980,3.3144428357445577e-07,2.2740603289328476e-09,5.685150683554241e-10
1981,2.8971015808565426e-07,2.5302198669585607e-09,4.427884725544118e-09
1982,3.7431237842611154e-07,9.311253212906934e-09,1.2415004579935385e-09
1983,2.9808290946675697e-07,1.073603728141137e-08,1.89459470334441e-09
1984,3.073474488246575e-07,2.8995042478108246e-09,5.799008495621649e-10
1985,2.749110024069523e-07,3.6093347199894765e-09,6.015558051686298e-10
1986,2.3438438745415624e-07,4.7955883708539204e-09,0.0
1987,2.7193135565539706e-07,3.055408481777988e-09,0.0
1988,2.7464216145745013e-07,4.197587666343594e-09,1.798966087207532e-09
1989,2.7605253194451507e-07,2.744061089465788e-09,1.0976244357863152e-09
1990,2.925925457475387e-07,2.7243255429354463e-09,0.0
1991,2.2273567878983158e-07,3.5168791212569772e-09,4.10302547493302e-09
1992,2.9698600201299996e-07,7.162927584403178e-09,5.509944167592096e-10
1993,2.5369570266775554e-07,2.7696037130375828e-09,0.0
1994,2.8853847311438585e-07,5.802419378309054e-09,5.274926606624319e-10
1995,3.2263582738778496e-07,3.7957155196721715e-09,2.7112254663563817e-09
1996,3.0427125352616713e-07,3.2028553142993132e-09,1.067618438099771e-09
1997,3.1214761975206784e-07,1.438468344439059e-09,1.438468344439059e-09
1998,2.698761250030657e-07,1.9072516899143466e-09,3.337690568372409e-09
1999,2.9340691298784805e-07,2.285100553223174e-09,3.1991407301035224e-09
2000,2.9335728868318256e-07,2.6508188977203417e-09,2.2090156370779823e-09
2001,2.3965228024280805e-07,3.5049693702937645e-09,3.066848330846028e-09
2002,2.5805394443523255e-07,3.066854992184176e-09,3.066854992184176e-09
2003,2.612660807699285e-07,1.2500768753476166e-09,2.083461403401543e-09
2004,3.030496316114295e-07,4.404791253964646e-10,3.523833003171717e-09
2005,2.6437010092195123e-07,1.3511248786457486e-09,9.007499190971657e-10
2006,2.6272138597960293e-07,2.4707338397433887e-09,4.117890028965121e-09
2007,2.808119177188928e-07,1.9972397347078896e-09,3.1955835755326234e-09
2008,2.413968331893557e-07,1.2772319035736501e-09,8.514879357157668e-10
2009,3.065947851155215e-07,2.860915504498962e-09,9.53638501499654e-10
2010,2.3524489733972587e-07,0.0,1.4171379625338432e-09
2011,1.9922893557122734e-07,1.529588788962144e-09,7.64794394481072e-10
2012,2.5089343580475543e-07,0.0,1.3617010852229328e-09
2013,2.25640221174217e-07,1.3945625210176615e-09,8.367375126105969e-10
2014,2.810747901094146e-07,2.1654451842767486e-10,8.661780737106994e-10
2015,2.9591282668661734e-07,2.2165753954528356e-10,1.329945265027277e-09
2016,3.9541882301818987e-07,1.0356700219649184e-09,1.0356699942093428e-09
2017,2.2187691683939192e-07,5.031222660711876e-10,1.2578056374223934e-09
2018,2.3542976634871593e-07,5.162933414126769e-10,2.8396134332808742e-09
2019,2.515273820336006e-07,7.65296326310505e-10,1.53059265262101e-09
