year,trois_DET arts_NOUN,trois_DET gares_NOUN
1800,3.144164395507687e-08,0.0
1801,3.095537337571841e-08,0.0
1802,5.594600338554301e-08,0.0
1803,9.751696339321825e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,2.5585899399160894e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.2775641372874134e-08,0.0
1808,6.798221985349073e-09,0.0
1809,2.4849335478194234e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,1.401186100480345e-08,0.0
1818,2.384235475716423e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,3.085285271708926e-08,0.0
1821,9.86148829262845e-10,0.0
1822,9.023054303725075e-09,0.0
1823,5.929612356680991e-09,0.0
1824,2.7789671008804362e-08,0.0
1825,1.0566531649658373e-08,0.0
1826,1.0569580766173203e-08,0.0
1827,3.6869092223668076e-09,0.0
1828,2.7516903755575584e-09,9.172301251858528e-10
1829,9.430493552731178e-09,0.0
1830,1.4611570398059825e-08,0.0
1831,4.677361609140007e-09,0.0
1832,1.0823975493678972e-08,0.0
1833,2.0850531967653296e-08,0.0
1834,3.640467127752345e-08,0.0
1835,2.3445572594482655e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,4.87052354003481e-09,1.3915781860163179e-09
1838,1.5780404538645598e-08,0.0
1839,8.38977065598101e-09,0.0
1840,3.821813265858509e-08,0.0
1841,8.346713542550788e-09,0.0
1842,1.0733224087289273e-08,1.341653010911159e-09
1843,1.8311423488626133e-08,5.906911071384968e-10
1844,9.330554107123135e-09,3.841992946007622e-09
1845,1.3392547515422848e-08,2.7901139176833567e-09
1846,4.27378594736183e-08,0.0
1847,1.88762818709165e-08,2.7505439703645607e-08
1848,1.126331028444838e-08,4.82713291560799e-09
1849,4.1897072478036534e-09,1.6758829879393033e-09
1850,7.467895635215882e-09,2.0366988096043315e-09
1851,9.674158363282004e-09,9.674158363282004e-09
1852,1.1718981340891332e-08,0.0
1853,1.0152284346531815e-08,7.763511611358354e-09
1854,9.871762074453727e-09,4.1565315633818045e-09
1855,1.3798036491152743e-08,4.2455496895854594e-09
1856,3.1063134287023786e-09,1.5531567143511893e-09
1857,1.0739319711294826e-08,4.881509085841174e-10
1858,5.872411001917044e-09,7.34051397444091e-09
1859,2.4442432078330967e-08,5.092173349652285e-10
1860,1.0985241161165504e-08,5.950338888283113e-09
1861,1.131831339762357e-08,4.715963730639317e-10
1862,1.1746764450037972e-08,1.536115412648087e-08
1863,1.2986014041871385e-08,2.4973103585068657e-09
1864,1.1507347408290514e-08,4.794727948009836e-10
1865,1.8827376990770972e-08,8.943004559114343e-09
1866,6.325297008391573e-09,2.919367858567057e-09
1867,1.747012134956094e-08,5.82337378318698e-09
1868,2.321740755206747e-08,4.93987406535723e-10
1869,8.301982323821733e-09,1.953407657850903e-09
1870,2.1789386295267832e-08,5.734048791339319e-10
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,1.4513614199351821e-08,7.861540751719076e-09
1873,1.6162211291526063e-08,5.387403856360606e-09
1874,4.182226343019124e-09,1.5533982988813477e-08
1875,2.0597497041308088e-08,1.7164582089002067e-08
1876,1.753344314181504e-08,1.3905833817773328e-08
1877,1.6699003291265058e-08,1.2369631985365004e-09
1878,8.4547240319921e-09,6.0390887290928674e-09
1879,8.553055264037823e-09,1.1607717897987868e-08
1880,2.5029599504122757e-08,1.6686399817444908e-08
1881,6.275256814181063e-09,1.5339516323820135e-08
1882,1.3310770041741193e-08,1.1979693681496428e-08
1883,1.579834707499117e-08,1.7694148368718743e-08
1884,2.3766108192546653e-08,1.5844072720483382e-08
1885,1.5469526104539e-08,1.0313017106966527e-08
1886,1.7424351739236954e-08,6.4534639854230136e-09
1887,1.1752064210668323e-08,1.4363633837888301e-08
1888,1.0779045211961602e-08,8.242799331981132e-09
1889,6.891650361495749e-09,6.265136742733546e-10
1890,2.6217545912032847e-09,5.898947996740844e-09
1891,7.011642266796514e-09,8.92390783491237e-09
1892,3.1342561879199593e-09,6.8953633913793055e-09
1893,4.310891643655168e-09,4.926733243593162e-09
1894,1.071261657159539e-08,1.9534772022211655e-08
1895,1.023164486468886e-08,1.384281334004811e-08
1896,1.2383760683576384e-08,4.717623180994224e-09
1897,7.574727511894253e-09,1.806281169081103e-08
1898,7.921697076085366e-09,1.4711722728932841e-08
1899,9.39688327150634e-09,1.4371703827009696e-08
1900,8.824790675987515e-09,1.1420316470278635e-08
1901,6.706486921359556e-09,1.1736351501756559e-08
1902,8.838511089681589e-09,9.820567470342212e-09
1903,5.400220270956879e-09,8.640352433531007e-09
1904,1.5048950530172078e-08,1.6123875568041512e-08
1905,1.3934049469810361e-08,3.509315993355244e-08
1906,1.3889298322578014e-08,1.9033482345776065e-08
1907,6.685696163355459e-09,1.8514235478050978e-08
1908,9.331638795018193e-09,1.3751889627044989e-08
1909,1.1001967337165297e-08,1.3752458727367411e-08
1910,2.0842187531400214e-08,2.297984880161863e-08
1911,9.044636040123066e-09,1.1172785363555704e-08
1912,8.335073964360618e-09,8.856016364688912e-09
1913,5.302989658506618e-09,4.242391771214216e-09
1914,7.366418142140674e-09,2.0090231978020512e-08
1915,8.246533234057551e-09,8.246533234057551e-09
1916,3.2962386153911893e-09,0.0
1917,8.773139548168274e-09,1.4256351654751143e-08
1918,4.594550517822427e-09,1.72295644418341e-08
1919,1.1049418269237776e-08,8.28706359090603e-09
1920,9.843901249695364e-09,6.057785384427916e-09
1921,1.2116395886607734e-08,1.5145495080304272e-08
1922,1.475587119159627e-08,8.115729144275718e-09
1923,1.2739137744688378e-08,1.4862327368803108e-08
1924,7.734974771800296e-09,1.2891624656674594e-08
1925,1.2097995494286806e-08,1.0998177923937646e-09
1926,1.1146138456652466e-08,1.114613823460786e-08
1927,1.2264147031260109e-08,8.919380012351041e-09
1928,2.7422499715434867e-08,4.570416489713125e-09
1929,7.798284462623428e-09,8.912325100141061e-09
1930,1.260432402894196e-08,1.3654685049324655e-08
1931,2.167017765231094e-08,7.983749661377715e-09
1932,8.767629289252454e-09,5.4797681947604815e-09
1933,9.176529758292418e-09,8.029463538505865e-09
1934,1.677421224144382e-08,1.1981580172459871e-08
1935,1.795242621227544e-08,3.590485242455088e-09
1936,1.2124714565686645e-08,8.487299751891442e-09
1937,1.1332006444320086e-08,1.1332006444320086e-08
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.9515025978810172e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.161294105322952e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.6705326011390298e-08,5.568441707737293e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,1.848220954059343e-08,2.0656587551570738e-08
1949,1.4725512254010198e-08,9.817008317369869e-09
1950,2.9779012589159493e-08,4.2541445921528975e-09
1951,1.3859822178829972e-08,1.0661401650402524e-08
1952,1.1599284199803606e-08,6.326882462381889e-09
1953,5.386913692895234e-09,7.541679059031026e-09
1954,1.074978994708431e-08,5.863521668203475e-09
1955,8.447047505910632e-09,2.815682353940474e-09
