year,trois_DET arts_NOUN,trois_DET gares_NOUN
1956,4.36057079333807e-09,1.3081712602058815e-08
1957,5.301022731885041e-09,7.068030272172621e-09
1958,1.6544486503011768e-08,3.3088974338291166e-09
1959,1.5501495198577686e-08,8.52582249244449e-09
1960,9.689166802218097e-09,5.536666736194462e-09
1961,4.16889545107324e-09,2.779263652552544e-09
1962,8.878739188311613e-09,3.170978146727066e-09
1963,1.6811738112743058e-08,9.699079539515765e-09
1964,1.3384730657151067e-08,7.909158661334459e-09
1965,1.1491291473930687e-08,4.377634810204256e-09
1966,1.21859649038214e-08,1.1078149175780538e-08
1967,6.4094360374689074e-09,8.381570104631919e-09
1968,8.533690143419648e-09,6.737123720013116e-09
1969,9.537691469940768e-09,1.226274581878073e-08
1970,9.657322275202773e-09,5.978342543233595e-09
1971,1.1304474689666222e-08,3.5968781286754847e-09
1972,8.721249722398738e-09,1.2312352193344367e-08
1973,8.269805285010534e-09,9.92376719688437e-09
1974,8.438357623763437e-09,6.1881286761433785e-09
1975,6.282628195464213e-09,1.4278700888326057e-08
1976,1.0855700893763753e-08,9.141642776100412e-09
1977,9.990529348247179e-09,1.057820764316375e-08
1978,1.4257419356233925e-08,1.3663360221016774e-08
1979,4.0963813452421505e-09,5.851973239323627e-09
1980,5.68515062804309e-09,9.096241204709088e-09
1981,6.958104536991527e-09,3.162774764309262e-09
1982,1.3035754475865247e-08,6.2075020679230875e-09
1983,1.1999100157922271e-08,3.78918940668882e-09
1984,8.118612115914914e-09,8.698512798943625e-09
1985,9.62489299372038e-09,3.609334831011779e-09
1986,1.3787316233138114e-08,5.395036972721812e-09
1987,1.9554613928107756e-08,9.166225112267057e-09
1988,1.139345240375178e-08,9.594485872455039e-09
1989,1.426911733215519e-08,1.15250561316671e-08
1990,8.717841726291198e-09,7.083246489347772e-09
1991,1.2309076702354815e-08,5.8614650910726596e-09
1992,1.0468893751891528e-08,7.162927251336271e-09
1993,1.7171543575944526e-08,8.862731548653358e-09
1994,1.582477948680605e-08,4.2199412852994556e-09
1995,2.2774293340077634e-08,8.675921314704738e-09
1996,1.7081894343462523e-08,8.540947504798169e-09
1997,2.3015493066935733e-08,2.397447240731765e-09
1998,1.4781200707858488e-08,6.675380914700213e-09
1999,2.102292517847104e-08,7.769341892061021e-09
2000,1.0161472663305915e-08,8.394259509714175e-09
2001,1.5772362582655575e-08,1.2267392601739147e-08
2002,1.7086763726137377e-08,1.664864135442201e-08
2003,1.2084076683738232e-08,1.208407662822708e-08
2004,1.4535810971549878e-08,8.369103465799554e-09
2005,1.2610498645315715e-08,9.007498968927052e-09
2006,1.68833483860098e-08,4.529679020759403e-09
2007,9.986198756806175e-09,1.717626185726573e-08
2008,1.0217855395122655e-08,1.575252683849726e-08
2009,1.3350939243039761e-08,1.0490023516496194e-08
2010,1.0392344540477438e-08,2.409134514103073e-08
2011,1.0707121356201554e-08,3.0209377999135256e-08
2012,6.127654827992046e-09,2.6553170995313735e-08
2013,5.29933741333366e-09,1.5061275115968442e-08
2014,7.57905826986871e-09,1.494157136905372e-08
2015,7.093041182182347e-09,1.5959343180327323e-08
2016,5.799751928714514e-09,1.3877978433107785e-08
2017,2.264050197320344e-09,1.5596789859628757e-08
2018,6.7118134383648e-09,1.0842160502733122e-08
2019,6.887666825772243e-09,1.4285531646507366e-08
