year,derniers_ADJ âges_NOUN,derniers_ADJ ages_NOUN,derniers_ADJ gages_NOUN
1800,2.5153315874604232e-08,0.0,3.144164484325529e-09
1801,1.142967676059925e-07,0.0,9.524730337773235e-09
1802,4.2518962573012686e-08,0.0,2.2378401354217203e-09
1803,6.826187615160961e-08,1.950339223455444e-09,1.5602713787643552e-08
1804,8.898663139689234e-08,0.0,2.4718509461507665e-09
1805,7.391481915419718e-08,0.0,0.0
1806,4.3225035994964855e-08,0.0,1.729001475325731e-08
1807,1.9928686256776018e-08,0.0,0.0
1808,1.8581806671136292e-07,0.0,4.5321479902327155e-09
1809,7.228897658251299e-08,0.0,1.581321384946932e-08
1810,9.594519667643908e-08,0.0,1.1700633351097167e-08
1811,6.016983888912364e-08,2.5070767684098882e-09,1.2535384286138651e-08
1812,4.000812481308458e-08,0.0,0.0
1813,5.176335093892703e-08,0.0,0.0
1814,5.664018942752591e-08,0.0,4.72001566720337e-08
1815,9.710004889029733e-08,2.697223555614414e-09,0.0
1816,6.257530316133852e-08,0.0,1.3905623319487859e-08
1817,1.0431051578052575e-07,1.556873407970727e-09,1.0898113522728181e-08
1818,7.27191817873063e-08,1.1921177378582115e-09,1.4305412854298538e-08
1819,8.177329391401145e-08,0.0,7.24573512300708e-09
1820,5.3399165977907614e-08,0.0,9.493184904840746e-09
1821,1.0058717947458717e-07,9.86148829262845e-10,2.3667571014129862e-08
1822,1.9249182514613494e-07,2.0051231786055723e-09,1.604098542884458e-08
1823,6.324919610278812e-08,9.882686891060644e-10,2.569498569471307e-08
1824,1.4231680722787132e-07,0.0,1.6842225392110777e-09
1825,1.8579484617475828e-07,4.4027217427355936e-09,1.7610886082763955e-09
1826,5.460950447400137e-08,0.0,7.0463874735082754e-09
1827,4.7008093417844066e-08,9.217273055917019e-10,9.217273055917019e-10
1828,1.0731592681167967e-07,0.0,1.1923991571904935e-08
1829,8.315980437600956e-08,0.0,1.714635211591542e-09
1830,7.514521627172144e-08,1.0436835840010872e-09,2.2961039292113128e-08
1831,4.5214498811674275e-08,1.5591206103948707e-09,3.1182412207897414e-09
1832,7.982681893281551e-08,0.0,6.764984572527055e-09
1833,6.255159235024621e-08,4.6334514003376626e-09,4.6334514003376626e-09
1834,9.987947890977011e-08,9.334530925997342e-10,2.8003592777992026e-09
1835,1.323540459452488e-07,1.5126175867408165e-09,1.4369867074037757e-08
1836,1.303825456488994e-07,1.3441500135158435e-09,2.688300027031687e-09
1837,9.393152566872232e-08,3.4789454650407947e-09,4.174734336004349e-09
1838,1.0162580821315714e-07,0.0,5.680945491803868e-09
1839,8.180025901083354e-08,0.0,2.7965900706306e-09
1840,1.4268103143422195e-07,1.2739377330817092e-09,4.458782232319436e-09
1841,7.447836480878323e-08,1.2841097074556274e-09,8.346713542550788e-09
1842,5.702025163145663e-08,6.708265054555795e-10,2.0124795163667386e-09
1843,9.982679927134086e-08,0.0,1.1813822142769936e-09
1844,5.54344694592146e-08,5.488561272137815e-10,6.037417232818143e-09
1845,4.464182268293371e-08,1.1160455892778032e-09,6.696273757711424e-09
1846,5.561776106333127e-08,5.854501328173001e-10,1.1709002656346001e-09
1847,7.172987182002544e-08,0.0,7.550513103637968e-09
1848,6.999342616609283e-08,8.045221711050488e-10,1.045878850192139e-08
1849,6.284561493430374e-08,8.379414939696517e-10,6.703531951757213e-09
1850,5.0238568860550004e-08,6.788996032014438e-10,4.073397619208663e-09
1851,6.191461210391935e-08,0.0,7.094382858952031e-09
1852,5.5339636872986375e-08,0.0,5.208436348880241e-09
1853,5.6136158832487126e-08,0.0,5.971931837933653e-09
1854,1.07550256700506e-07,3.1173986725363534e-09,3.63696517347023e-09
1855,5.041590256382733e-08,0.0,1.4328730202350926e-08
1856,5.643136091748602e-08,5.177189232874468e-10,2.5885946719483854e-09
1857,6.492407322866711e-08,0.0,3.4170564155999728e-09
1858,8.563932851757272e-08,1.9574704079872163e-09,1.9574704079872163e-09
1859,4.99032992706816e-08,5.092173349652285e-10,6.619825576592575e-09
1860,7.003091440083153e-08,9.154367819341758e-10,2.8378540406492903e-08
1861,3.6312922446768425e-08,0.0,8.960331143725853e-09
1862,5.963742211179124e-08,3.162590411776023e-09,7.680577063240435e-09
1863,7.342092800399769e-08,4.994620828036034e-10,1.39849385405455e-08
1864,6.568777166648943e-08,9.589455896019672e-10,1.0068928801842958e-08
1865,4.9421867487353666e-08,4.706844358715045e-10,4.23615986733239e-09
1866,5.011581194480641e-08,0.0,3.8924903300596725e-09
1867,6.163070764841905e-08,1.455843445796745e-09,2.426405742994575e-09
1868,6.86642493974432e-08,1.4819622196071691e-09,9.87974813071446e-10
1869,5.616047005219116e-08,0.0,6.8369265804335555e-09
1870,6.651496420317926e-08,5.734048791339319e-10,1.204150201772336e-08
1871,6.372706451429622e-08,0.0,9.559059321873065e-09
1872,7.982487915114689e-08,6.047339295989218e-10,4.23313739617015e-09
1873,5.327543917132971e-08,5.986004469882289e-10,1.1373408881354408e-08
1874,6.452577849813679e-08,5.974609140757536e-10,2.3898436563030145e-09
1875,8.639506177132716e-08,5.721527140956084e-10,9.7265964171811e-09
1876,6.469235813710839e-08,1.209202959984168e-09,1.209202959984168e-09
1877,4.4530676035492434e-08,0.0,6.80329748092845e-09
1878,6.6429976186555e-08,1.8117266020745149e-09,2.4156354694326865e-09
1879,1.8938909107646396e-08,0.0,9.163987790827832e-09
1880,5.390990764908565e-08,6.417846254436199e-10,0.0
1881,4.462404845639867e-08,0.0,4.8807553554297556e-09
1882,3.128031167420886e-08,6.655385131892899e-10,3.3276925659464496e-09
1883,2.7173157945981075e-08,6.319338941018771e-10,1.3270612164717477e-08
1884,3.762967182296961e-08,1.3203393933736152e-09,7.922036360241691e-09
1885,3.0294486919046903e-08,1.0313017106966527e-08,5.156508553483263e-09
1886,5.227305877042454e-08,1.2906927748801422e-09,3.2267319927115068e-09
1887,3.1991731930247624e-08,6.528924623161458e-10,5.876032105334161e-09
1888,3.4873380627686856e-08,6.340614699951175e-10,8.876860135842435e-09
1889,3.257871128425904e-08,6.265136742733546e-10,7.51816386923565e-09
1890,2.6872983838188702e-08,0.0,1.3108772956016423e-09
1891,3.250852387282066e-08,0.0,1.2748440081367107e-09
1892,6.205826963423533e-08,6.268512375839919e-10,1.2537024751679837e-09
1893,3.94138659487453e-08,6.158416554491453e-10,3.079208221734575e-09
1894,2.520615716150587e-08,0.0,6.301539290376468e-10
1895,3.7315409429083957e-08,0.0,3.0093072478365457e-09
1896,4.422771837653272e-08,0.0,0.0
1897,1.4566784223291052e-08,0.0,0.0
1898,1.810673566637888e-08,0.0,6.7900258748920805e-09
1899,4.09040801230276e-08,0.0,0.0
1900,3.529916270395006e-08,5.191053142894475e-10,5.191053142894475e-10
1901,3.1855812210324075e-08,0.0,2.235495566438317e-09
1902,1.5221880644844532e-08,4.910283846193408e-10,0.0
1903,2.7001101798873606e-08,5.400220270956879e-10,3.2401321625741275e-09
1904,2.579820090886642e-08,0.0,6.449550227216605e-09
1905,2.7352022868853965e-08,0.0,3.6125313851442797e-09
1906,3.961022088105892e-08,3.0865106026567446e-09,5.144184633820714e-09
1907,2.3142794347563722e-08,5.142843373384665e-10,0.0
1908,1.5716445034286153e-08,9.822778146428846e-10,0.0
