year,derniers_ADJ âges_NOUN,derniers_ADJ ages_NOUN,derniers_ADJ gages_NOUN
1909,1.1552065082298668e-08,1.1001967115120692e-09,1.6502950117569526e-09
1910,3.366815093386322e-08,1.068830135508847e-09,0.0
1911,1.4897047151407605e-08,0.0,1.5961122423746588e-09
1912,2.031674206648404e-08,5.209421227725386e-10,3.646594803896619e-09
1913,1.590896836489719e-08,0.0,1.060597942803554e-09
1914,2.4777952134513725e-08,0.0,0.0
1915,3.2986132936230206e-08,0.0,0.0
1916,1.8678685265172135e-08,0.0,0.0
1917,1.864292187292449e-08,1.0966424435210342e-09,9.869782324756216e-09
1918,2.2972752589112133e-09,0.0,1.1486376294556067e-09
1919,2.3940405213807026e-08,9.207848372660976e-10,1.8415696745321952e-09
1920,7.572231730534895e-09,0.0,4.543339038320937e-09
1921,1.741731914250977e-08,0.0,6.058197943303867e-09
1922,1.3280283539529592e-08,0.0,1.4755870969551665e-09
1923,2.3355084977083607e-08,0.0,3.1847844361720945e-09
1924,1.5469948877466777e-08,0.0,2.578324886925998e-09
1925,1.9796720707176974e-08,0.0,1.0998177923937646e-09
1926,8.916910765321973e-09,0.0,7.802296586589819e-09
1927,2.0068604555945058e-08,0.0,0.0
1928,1.82816659588525e-08,1.1426041224282812e-09,0.0
1929,1.4482528065684619e-08,0.0,6.684243825105796e-09
1930,1.2604324695075775e-08,2.100720708497761e-09,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0,3.4216069977333063e-09
1932,9.863582839386709e-09,0.0,0.0
1933,5.735331320977366e-09,0.0,6.882397318719313e-09
1934,1.4377896206951846e-08,0.0,8.38710612072191e-09
1935,1.9149254626427137e-08,0.0,0.0
1936,2.5461901032031165e-08,0.0,0.0
1937,3.5255130370615007e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,3.630260181353151e-08,0.0,0.0
1939,1.6823456405745674e-08,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0,0.0
1941,8.854508237732261e-09,0.0,2.9515025978810172e-09
1942,3.3376331032286544e-08,0.0,0.0
1943,3.4838823381733164e-08,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,0.0,1.3921104269343232e-09
1947,1.4305045148432782e-08,0.0,1.549713246618012e-08
1948,1.9569398546082084e-08,0.0,1.0871887834440486e-09
1949,1.668891336237266e-08,9.817008317369869e-10,0.0
1950,1.808011518278363e-08,0.0,0.0
1951,2.0256663901818683e-08,0.0,0.0
1952,1.8980646387944944e-08,1.0544803918932644e-09,2.1089607837865287e-09
1953,1.2928593307037772e-08,0.0,0.0
1954,3.224936762080688e-08,0.0,1.9545072227344917e-09
1955,2.440258128899586e-08,9.385607846468247e-10,1.8771215692936494e-09
1956,2.1802854632824165e-08,3.488456634670456e-09,3.488456634670456e-09
1957,2.47381048978923e-08,8.835037701437898e-10,2.6505113659425206e-09
1958,2.7298403537656668e-08,0.0,2.4816730892496253e-09
1959,1.8601795659378695e-08,0.0,0.0
1960,1.038124963770315e-08,0.0,6.920833350854139e-10
1961,1.598076693198891e-08,0.0,3.47407969059077e-09
1962,6.976152100435229e-09,0.0,4.43936931660005e-09
1963,1.2285501505004959e-08,0.0,6.466053248388448e-10
1964,1.1559539991878864e-08,1.2167936658258327e-09,1.2167936658258327e-09
1965,7.660860390501512e-09,1.6416130677043839e-09,0.0
1966,1.163205709531212e-08,0.0,0.0
1967,1.232583901611406e-08,0.0,9.860671168482327e-10
1968,1.0330256650092906e-08,8.982831700699023e-10,2.6948494546985557e-09
1969,2.952142530432411e-08,1.3625273409534344e-09,1.8167031212712459e-09
1970,1.609553734738256e-08,9.197450023812337e-10,5.058597540852361e-09
1971,1.9525909777939887e-08,0.0,3.083038491169532e-09
1972,1.4364410994005539e-08,5.130146862875051e-10,5.130146862875051e-10
1973,9.37244681864513e-09,0.0,2.205281512956958e-09
1974,1.1813700240281833e-08,0.0,1.1251143350321513e-09
1975,5.140332159925265e-09,0.0,0.0
1976,2.171140245366132e-08,1.142705374768127e-09,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781838942691e-10,5.876781838942691e-10
1978,9.504946163474415e-09,5.940591352171509e-10,1.1881182704343018e-09
1979,1.8141117053005473e-08,5.851973350345929e-10,0.0
1980,1.0801786132219604e-08,0.0,5.685150683554241e-10
1981,7.590659656386833e-09,0.0,0.0
1982,9.932003663948308e-09,0.0,1.8622506869903077e-09
1983,8.841442245000053e-09,0.0,1.2630632095778083e-09
1984,4.639206796497319e-09,0.0,1.1598016991243298e-09
1985,9.02333674446254e-09,0.0,0.0
1986,7.1933827783254856e-09,0.0,0.0
1987,8.555143260480236e-09,1.2221633705067347e-09,0.0
1988,7.195864348830128e-09,0.0,0.0
1989,1.0976243913773942e-08,0.0,5.488122178931576e-10
1990,8.172976073694826e-09,5.44865097484859e-10,5.44865097484859e-10
1991,7.6199047072123e-09,5.861465202094962e-10,4.10302547493302e-09
1992,9.366905473484621e-09,5.509944167592096e-10,5.509944167592096e-10
1993,8.862731881720265e-09,1.1078414852150331e-09,1.1078414852150331e-09
1994,1.4242301560329906e-08,5.274926606624319e-10,1.0549853213248639e-09
1995,8.133675954979935e-09,1.0844901643380922e-09,3.253470381991974e-09
1996,1.0676184380997711e-08,0.0,5.338092190498855e-10
1997,8.630809844589749e-09,0.0,2.876936688878118e-09
1998,1.3350762273489636e-08,0.0,9.536258449571733e-10
1999,6.398281460207045e-09,0.0,1.3710603763428253e-09
2000,9.277866475088103e-09,4.4180314962005696e-10,1.7672125984802278e-09
2001,3.943090742808408e-09,4.3812117822561447e-10,8.762423564512289e-10
2002,8.324320788233308e-09,0.0,8.76244299341522e-10
2003,4.583615265119079e-09,4.1669229178253886e-10,2.9168460979889232e-09
2004,9.690540814233373e-09,4.404791253964646e-10,2.642874807889939e-09
2005,2.251874686720612e-09,4.5037495954858286e-10,2.702249757291497e-09
2006,9.882935358973555e-09,0.0,8.235779835885637e-10
2007,5.192823504529542e-09,0.0,0.0
2008,7.2376473703172906e-09,4.257439678578834e-10,3.405951742863067e-09
2009,5.721831008997924e-09,9.53638501499654e-10,1.430457752249481e-09
2010,5.668551850135373e-09,4.723793023408973e-10,1.4171379625338432e-09
2011,8.030340836739924e-09,3.82397197240536e-10,7.64794394481072e-10
2012,7.489355802192676e-09,0.0,1.0212758416727752e-09
2013,6.9728125495771565e-09,0.0,1.1156500168141292e-09
2014,4.980523993225461e-09,0.0,1.7323561474213989e-09
2015,7.536356427806368e-09,0.0,2.21657536769726e-09
2016,1.2428039930512114e-08,0.0,1.86420612280358e-09
2017,1.1571811953103861e-08,0.0,5.031222660711876e-10
2018,5.162933192082164e-09,0.0,7.744400121190154e-10
2019,8.673358031785483e-09,2.55098775436835e-10,1.2754939326953263e-09
