year,deux_DET ans_NOUN,deux_DET gants_NOUN
1942,2.9547154781539575e-05,6.068423541449874e-09
1943,2.72352497177053e-05,0.0
1944,2.6357765818829648e-05,3.2131861615880553e-09
1945,3.167109116475331e-05,6.535512131478072e-09
1946,2.8896035473735537e-05,9.744772988540262e-09
1947,3.090605014222092e-05,7.152522574216391e-09
1948,2.8923570425831713e-05,9.784698828951832e-09
1949,3.0817552215012256e-05,6.8719057111366055e-09
1950,2.9563114708253124e-05,5.317680518146517e-09
1951,2.901074094552314e-05,5.3307008807124134e-09
1952,2.819891517447104e-05,4.217921456550755e-09
1953,2.8738107403114554e-05,1.0773827385790469e-09
1954,2.967430668832094e-05,5.863521668203475e-09
1955,3.0218841402529506e-05,5.631364707880948e-09
1956,2.8564355375237938e-05,4.360570571293465e-09
1957,2.7685474378813524e-05,2.6505113659425206e-09
1958,2.8815533710258023e-05,4.1361216673863055e-09
1959,3.0154283535921422e-05,5.425523585955716e-09
1960,2.7950478170168935e-05,5.536666680683311e-09
1961,2.8317917212916655e-05,9.727422589644874e-09
1962,2.8539438403640816e-05,7.610347740882872e-09
1963,2.8809499553972273e-05,1.1638895847099207e-08
1964,2.898706770793069e-05,9.125952660227199e-09
1965,2.7918912564928178e-05,4.377634699181954e-09
1966,2.7853237270392128e-05,1.0524241700338166e-08
1967,2.82567400518019e-05,6.902469706915326e-09
1968,2.878683199014631e-05,5.3896989093971115e-09
1969,2.9208952128101373e-05,4.9959334169624725e-09
1970,2.94916239909071e-05,6.438214850135182e-09
1971,2.9077164299451397e-05,2.0553589941130213e-09
1972,2.9384454819592065e-05,1.0773308634082213e-08
1973,2.9168707897042623e-05,1.1026407342740185e-08
1974,3.0379213058040477e-05,3.937900228123681e-09
1975,3.079972702835221e-05,5.711480177694739e-09
1976,3.0367395879693504e-05,2.8567634369203176e-09
1977,2.945560663647484e-05,2.3507127355770763e-09
1978,2.9466521709764493e-05,3.5643548113029055e-09
1979,2.8042656367688323e-05,7.607565355449708e-09
1980,2.771567733361735e-05,5.116635559687666e-09
1981,2.9305006364666042e-05,7.590659656386833e-09
1982,2.9563850603153696e-05,8.690503427999374e-09
1983,3.001859249707195e-05,5.683784332077835e-09
1984,3.0197757041605655e-05,6.958810416790584e-09
1985,2.9871455808461178e-05,4.812446552371341e-09
1986,3.0494546535919653e-05,4.7955883708539204e-09
1987,2.9938114721517195e-05,1.0388388815840699e-08
1988,3.1518486593995476e-05,3.597932174415064e-09
1989,3.1872269119048724e-05,3.841685636274406e-09
1990,3.098811225754616e-05,4.358920779878872e-09
1991,3.103704398199625e-05,6.4476117778156095e-09
1992,3.092235738222371e-05,6.060938528840154e-09
1993,3.151255145894538e-05,2.7696036575264316e-09
1994,3.140796889056219e-05,8.96737506472789e-09
1995,3.1086910212252405e-05,8.133675954979935e-09
1996,3.155079343741818e-05,3.2028553142993132e-09
1997,3.172781612192921e-05,9.110299292736102e-09
1998,3.189639960510249e-05,8.582632937681467e-09
1999,3.065827991122205e-05,5.484241505371301e-09
2000,3.055157048947876e-05,6.627047355323157e-09
2001,3.080167039115622e-05,5.695575122643959e-09
2002,3.058968832192477e-05,8.762442771370615e-09
2003,3.0203524147509597e-05,5.8336921959778465e-09
2004,3.1639175404052367e-05,9.250061383525576e-09
2005,3.0624595638073515e-05,7.656374312325909e-09
2006,3.0840113595331786e-05,1.0706514119718236e-08
2007,3.0767078897042666e-05,8.388406774750834e-09
2008,3.1596162898495095e-05,1.3623807415541478e-08
2009,2.983982540172292e-05,1.2874119992289934e-08
2010,2.999041703333205e-05,1.511613789695332e-08
2011,2.901056268456159e-05,2.370862661749129e-08
2012,2.9604743531308486e-05,1.8382964817043046e-08
2013,2.9754664637948736e-05,1.7013662922948924e-08
2014,3.193771794940403e-05,2.3386807601610826e-08
2015,3.0203721735233557e-05,2.571227541992016e-08
2016,2.9458390372383292e-05,2.402754462060841e-08
2017,3.022280566256086e-05,2.062801240931833e-08
2018,2.9940882996015716e-05,2.4007639431999905e-08
2019,2.963125416499679e-05,2.602007509455717e-08
