year,trois_DET os_NOUN,trois_DET gosses_NOUN
1883,3.222862687835004e-08,0.0
1884,5.017289517184054e-08,0.0
1885,7.348024411157894e-08,2.578254332252783e-09
1886,4.71102867272144e-08,6.453463874400711e-10
1887,2.1545451256432813e-08,0.0
1888,7.228300535899734e-08,0.0
1889,5.012109455249103e-08,0.0
1890,4.5225265588033636e-08,0.0
1891,4.270727416155751e-08,0.0
1892,2.5700900740943666e-08,0.0
1893,5.5425747658155444e-08,0.0
1894,4.537108355684438e-08,6.301539290376468e-10
1895,5.7176835710492924e-08,0.0
1896,5.779088296797852e-08,0.0
1897,3.321226815788947e-08,5.826713556089658e-10
1898,4.1305989850748404e-08,5.6583548957434e-10
1899,2.984892333302014e-08,5.527578395003729e-10
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,2.626707229502756e-08,3.353243460679778e-09
1902,2.4551419786078554e-08,0.0
1903,4.6981915247101824e-08,0.0
1904,3.547252624969133e-08,0.0
1905,1.806265698123255e-08,0.0
1906,2.9836270065697335e-08,5.144184522798412e-10
1907,6.068555080673832e-08,6.1714118260169926e-09
1908,3.290630568031361e-08,0.0
1909,4.7308458483996674e-08,3.300590023513905e-09
1910,1.870452770447173e-08,4.809735720812114e-09
1911,3.2454281484461944e-08,3.1922244847493175e-09
1912,1.771203250733322e-08,5.209421227725386e-10
1913,2.0681659718135847e-08,1.0075680734189518e-08
1914,2.4108278040557707e-08,2.6786975415582504e-09
1915,3.65203614016707e-08,2.3561524287174507e-08
1916,1.3184954461564757e-08,1.2086207812345151e-08
1917,2.52227767560953e-08,3.070598708632133e-08
1918,1.6080926812378493e-08,9.189101035644853e-09
1919,1.4732557396257562e-08,2.3940406601585806e-08
1920,2.953170330499688e-08,6.057785384427916e-09
1921,4.7708307637783776e-08,4.543648624011354e-09
1922,1.9920425309294387e-08,1.4755870969551665e-09
1923,3.1847843473542525e-08,6.369568872344189e-09
1924,1.4180787211159895e-08,7.734974438733389e-09
1925,1.6497267107951075e-08,5.499088961968823e-09
1926,4.346994098014534e-08,3.3438415369957397e-09
1927,1.895368229032357e-08,7.804457524684949e-09
1928,1.3711249802206282e-08,6.8556247345696875e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,1.995684684175103e-08,1.155396367469308e-08
1931,1.9389105432310316e-08,1.1405356659111021e-08
1932,1.2055489939655217e-08,1.0959536611565568e-08
1933,2.064719240024715e-08,1.1470662197865522e-09
1934,9.585264137967897e-09,4.7926320689839486e-09
1935,1.795242710045386e-08,1.3165112555668657e-08
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,8.813782592653752e-09,2.0145788925951535e-08
1938,1.4261736125398272e-08,7.779128452511941e-09
1939,9.176430282309411e-09,1.988226561167039e-08
1940,3.0429394115571995e-08,1.2678914584896006e-08
1941,3.246652724442356e-08,8.854507793643052e-09
1942,9.102635090130207e-09,2.1239483061208375e-08
1943,3.4838823381733164e-08,3.1935586841669306e-08
1944,2.2492303131116387e-08,2.2492303131116387e-08
1945,2.178504043826024e-08,4.357008265287732e-08
1946,1.9489545088902105e-08,1.6705326011390298e-08
1947,1.3112957830685446e-08,2.1457568166738383e-08
1948,4.5661928682605435e-08,1.195907639583993e-08
1949,7.853606653895895e-09,1.3743811866362421e-08
1950,1.3825969924496917e-08,2.1270722516675278e-08
1951,7.996051021308404e-08,1.7058242041123606e-08
1952,8.541291351971125e-08,2.1089608281954497e-08
1953,2.9089334052656568e-08,2.2625037066070774e-08
1954,2.0522326726890583e-08,1.8567818838022276e-08
1955,2.0648337706319353e-08,2.1586898935055387e-08
1956,3.488456634670456e-09,2.4419195554514772e-08
1957,2.650511388146981e-08,2.562160866803609e-08
1958,2.5643954348897324e-08,1.9026160036350603e-08
1959,2.6352543258667538e-08,1.4726420971555854e-08
1960,1.3841666979264033e-08,3.183583308086213e-08
1961,1.250668635321972e-08,2.91822690456911e-08
1962,1.2049717501572133e-08,1.8391672906847845e-08
1963,7.759263453976928e-09,1.939815996720995e-08
1964,1.3384730657151067e-08,2.007709509754818e-08
1965,1.094408652591028e-08,1.9699355480184977e-08
1966,2.1602390987141007e-08,2.603365190090301e-08
1967,1.4297973249810525e-08,1.7749208325312793e-08
1968,1.5270814168744096e-08,1.1228539403829174e-08
1969,3.451735774984144e-08,1.6350328146952364e-08
1970,1.1496812751810026e-08,1.7935027685211935e-08
1971,1.2332154186722732e-08,3.23719049344362e-08
1972,2.2059631232806964e-08,2.2059631621385023e-08
1973,1.874489363729026e-08,1.8744893415245656e-08
1974,2.81278591529599e-08,1.63141580800108e-08
1975,1.313640396460869e-08,1.7134440977173426e-08
1976,1.0284348261890841e-08,2.9710338855792884e-08
1977,9.402851386397515e-09,2.3507126578614645e-08
1978,6.534650376366358e-09,2.316830560733507e-08
1979,9.363157360553487e-09,2.2237497954158414e-08
1980,1.5918422247018782e-08,1.534990734519681e-08
1981,1.7711539124221076e-08,2.0874312722796162e-08
1982,1.179425412889401e-08,2.483000960395998e-08
1983,1.0736036948344463e-08,2.084054351314535e-08
1984,1.1598016769198694e-08,1.5657322549600394e-08
1985,5.414002135495366e-09,1.804667348892508e-08
1986,4.795588426365072e-09,3.05718761417495e-08
1987,6.110817019067127e-09,1.3443797186596385e-08
1988,1.3792073927376691e-08,1.7989661094119924e-08
1989,9.329807704183679e-09,2.305011370662413e-08
1990,1.3621627159565719e-08,1.6345952813523468e-08
1991,1.3481369798284959e-08,1.875668864670388e-08
1992,9.366904696328504e-09,2.479474825456407e-08
1993,1.384801839865446e-08,2.4926433361827094e-08
1994,6.329911705904578e-09,1.4769794220992338e-08
1995,1.4640617385097698e-08,1.7894087989134277e-08
1996,1.1743803041142087e-08,1.441284935843612e-08
1997,1.246672576282748e-08,2.3494981959970573e-08
1998,1.4304387452312994e-08,1.9072516010965046e-08
1999,1.6909744049442565e-08,1.4167623296756915e-08
2000,6.185244316725402e-09,2.1648354664449698e-08
2001,1.0076786849388952e-08,1.3143635291257283e-08
2002,1.445803121669087e-08,1.9277373808357368e-08
2003,2.333476845084448e-08,1.916784508892988e-08
2004,1.101197835695622e-08,1.8059644113499473e-08
2005,1.261049931144953e-08,1.711424901795766e-08
2006,1.4824403704594147e-08,2.800165166405577e-08
2007,1.4380126422963713e-08,2.756190875530251e-08
2008,1.617827133371108e-08,2.597038295526488e-08
2009,1.1443662017995848e-08,2.956279288035546e-08
2010,1.369900015646408e-08,4.534841213654772e-08
2011,1.9884654700597082e-08,5.009403369893306e-08
2012,1.3957435707201427e-08,5.446804385300652e-08
2013,1.1156500223652444e-08,5.773488798155313e-08
2014,1.1043770342666903e-08,6.40971791199263e-08
2015,1.9284206786984726e-08,5.873924724397739e-08
2016,1.636358604173438e-08,4.556948107747871e-08
2017,1.8112402244696568e-08,5.6601255238319936e-08
2018,1.6263240809610835e-08,5.834114880087782e-08
2019,1.4285530980373551e-08,5.510133593844557e-08
