year,mes_DET airs_NOUN,mes_DET guerres_NOUN
1800,9.432493452976587e-09,2.2009151834367913e-08
1801,3.333655596016172e-08,2.3811825844433088e-09
1802,2.2378401354217203e-08,0.0
1803,3.1205427575287104e-08,3.900678446910888e-09
1804,5.19088700912107e-08,2.4718509461507665e-09
1805,1.7057266488151868e-08,0.0
1806,8.068673551520078e-08,0.0
1807,0.0,0.0
1808,6.798222074166915e-08,0.0
1809,1.1295152813062259e-08,2.259030518203531e-09
1810,6.552354792077608e-08,0.0
1811,5.515568801683912e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,0.0
1813,4.313612333994854e-08,0.0
1814,2.5173417128598885e-08,4.090680150170556e-08
1815,1.0788894222457657e-08,0.0
1816,1.8540831092650478e-08,6.952811659743929e-09
1817,1.5568733857662664e-08,1.2454987263765815e-08
1818,0.0,9.536941902865692e-09
1819,4.140420006848444e-09,1.0351049795076506e-08
1820,3.678609061807947e-08,8.306536791735653e-09
1821,2.465372084259343e-08,5.9168929311681495e-08
1822,1.0025615893027862e-08,3.0076847679083585e-09
1823,2.9648061450338048e-08,3.360113609574e-08
1824,2.6105450245950124e-08,1.1789557774477544e-08
1825,1.496925317034936e-08,1.1447076175841175e-08
1826,1.76159691278599e-08,3.5231936257318353e-09
1827,1.3825909916942436e-08,9.217273055917019e-10
1828,2.2013523448549677e-08,6.420610709767516e-09
1829,2.0575622983187714e-08,4.286587973467704e-09
1830,2.2961039292113128e-08,1.5655253537971703e-08
1831,9.354723218280014e-09,1.7150327380477393e-08
1832,2.5706942574643676e-08,1.352996914505411e-08
1833,2.548398292390175e-08,1.1583628500844156e-09
1834,5.600718555598405e-09,1.3068342852307069e-08
1835,1.663879345414898e-08,2.2689263801112247e-09
1836,2.419469957715137e-08,2.016225053580456e-08
1837,7.653680356156656e-09,2.574419688539109e-08
1838,1.7042836475411605e-08,6.312161904276081e-09
1839,6.9914749545318955e-09,2.0974426639952526e-09
1840,3.184844388215424e-08,1.8472097795818598e-08
1841,1.733548060656176e-08,0.0
1842,7.379091560011375e-09,1.2745703159566801e-08
1843,2.4218335781256428e-08,4.134837805480629e-09
1844,4.390849017710252e-09,4.390849017710252e-09
1845,1.0602432709561072e-08,6.138250630005615e-09
1846,9.367202125076801e-09,2.751615646445771e-08
1847,6.47186837454683e-09,2.480882876909618e-08
1848,1.528592186161859e-08,2.091757700384278e-08
1849,6.703531951757213e-09,0.0
1850,2.1045888587423178e-08,6.788996032014438e-09
1851,5.804494884742439e-09,7.739326512989919e-09
1852,1.3021090872200602e-08,3.906327261660181e-09
1853,2.20961471342207e-08,1.3138249599364826e-08
1854,3.013485283531736e-08,2.0263091260463995e-08
1855,2.812676669350367e-08,1.1675261646360013e-08
1856,2.8992259260007813e-08,7.248064815001953e-09
1857,1.6597130780837688e-08,6.8341128311999455e-09
1858,7.829881809584549e-08,2.300027723833864e-08
1859,3.360834455179429e-08,4.073738679721828e-09
1860,1.876645361331697e-08,1.6477862629926676e-08
1861,1.7920661843362495e-08,1.3676294763342867e-08
1862,2.5300723294208183e-08,2.4397126208164366e-08
1863,1.9479021062807078e-08,1.548332484446746e-08
1864,8.151037178549814e-09,1.4863656971897399e-08
1865,1.3179164537469035e-08,1.5061901947888146e-08
1866,3.503241252644784e-08,1.1190909476876953e-08
1867,1.5043715606566366e-08,6.79393608038481e-09
1868,1.2349684830326169e-08,2.9639244392143382e-09
1869,1.6115613732381462e-08,1.70923168951731e-08
1870,1.490852596930381e-08,1.4335121534259088e-08
1871,1.5931766128574054e-08,4.248470908407853e-09
1872,1.8746751706544273e-08,4.23313739617015e-09
1873,3.112722185560912e-08,5.387403856360606e-09
1874,2.3898437007119355e-08,5.377148060148329e-09
1875,2.7463329999033448e-08,1.716458086775674e-09
1876,4.353130833578689e-08,3.627608879952504e-09
1877,8.040260901509555e-09,1.2988113695655557e-08
1878,2.355244521634603e-08,6.039088784604019e-09
1879,2.077170613290491e-08,6.720257683667796e-09
1880,2.6954953824542827e-08,5.776061406947974e-09
1881,2.9284532132578533e-08,4.8807553554297556e-09
1882,2.6621540527571597e-08,8.652000893505374e-09
1883,1.895801765572358e-08,1.2638677937548692e-08
1884,2.3105939384038265e-08,2.6406787867472303e-09
1885,2.6427105892512515e-08,6.445635691854079e-10
1886,1.677900662855336e-08,3.872078213618124e-09
1887,2.154545164501087e-08,7.1818169189441505e-09
1888,1.9021844543942734e-08,6.340614699951175e-10
1889,1.3156787381785051e-08,6.891650361495749e-09
1890,1.2453334363726754e-08,1.3108772956016423e-09
1891,2.6771723837804018e-08,2.5496880162734215e-09
1892,1.6298132621272998e-08,1.8805537127519756e-09
1893,1.23168328869383e-08,3.079208221734575e-09
1894,1.827446460822557e-08,2.520615716150587e-09
1895,2.7083764564395096e-08,6.018614495673091e-09
1896,9.435246361988447e-09,1.0024949315123877e-08
1897,9.322741689743452e-09,2.330685422435863e-09
1898,1.5277558773618694e-08,0.0
1899,1.9346524382513053e-08,2.7637891975018647e-09
1900,1.9206896184620348e-08,4.671947717582725e-09
1901,6.147612641171918e-09,2.794369458047896e-09
1902,7.365425880312415e-09,3.4371986368242347e-09
1903,1.0800440541913758e-08,2.1600881083827517e-09
1904,1.2361637935498493e-08,6.449550227216605e-09
1905,9.28936660926638e-09,8.773290205432716e-09
1906,9.259531807970234e-09,2.0576738091193647e-09
1907,1.7485666858885196e-08,1.028568674676933e-09
1908,1.7680999775393502e-08,7.858222517143076e-09
1909,1.9803540807217246e-08,1.1001967115120692e-09
1910,1.6566866878342523e-08,1.0153886620400954e-08
1911,2.2877608141236294e-08,6.384448969498635e-09
1912,1.2502610502451716e-08,3.125652625612929e-09
1913,3.712092677687906e-08,5.302989825040072e-09
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.1205371680821372e-08,4.712304768617059e-09
1916,1.2086208478478966e-08,0.0
1917,1.864292187292449e-08,5.483212106582869e-09
1918,1.8378202071289707e-08,2.2972752589112133e-09
1919,1.2890987832747669e-08,9.207848372660976e-10
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,3.634918854800162e-08,3.7863738810983705e-09
1922,2.87739485571592e-08,5.164555005876537e-09
1923,2.7601466001669905e-08,9.554353752605493e-09
1924,1.675911143195208e-08,0.0
1925,2.859526304632709e-08,1.0998177923937646e-09
1926,3.343841470382358e-08,4.458455382660986e-09
1927,3.4562596340492746e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.4508894691521732e-08,7.798284462623428e-09
1930,2.6259009189288918e-08,2.100720708497761e-09
1931,1.8248570654577634e-08,4.5621426636444085e-09
1932,2.082311922890767e-08,1.0959536611565568e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,1.196828414151696e-08,1.196828414151696e-08
1936,1.8187071404440758e-08,4.849885826274658e-09
1937,1.510934133364117e-08,3.777335333410292e-09
1938,1.5558256905023882e-08,5.186085783037697e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.37184480734021e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,2.3841741692010032e-08,2.3841741914054637e-09
1948,2.2830963786191205e-08,6.523132700664291e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,2.3397795700930146e-08,7.444753258312176e-09
1951,1.2793681780642885e-08,3.1984206394497505e-09
1952,1.7926166329118587e-08,6.326882129314981e-09
1953,2.693456835345387e-08,7.54167928107563e-09
1954,2.14995790059902e-08,3.9090144454689835e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,6.976913269340912e-09
1957,1.9437083054185678e-08,8.835037590415595e-09
1958,2.7298403371123214e-08,4.9633461784992505e-09
1959,2.1702094343822864e-08,6.975673150222406e-09
1960,3.114374991231017e-08,3.460416619915918e-09
1961,1.9454845512356655e-08,1.1117055165321688e-08
1962,3.044139235131027e-08,3.805173953708163e-09
1963,2.0044765847160306e-08,0.0
1964,2.068549243006146e-08,3.041984220075733e-09
1965,2.2435377389218303e-08,7.1136563306595235e-09
1966,1.2185964348709888e-08,4.985167390003653e-09
1967,1.5284040699725665e-08,6.902469706915326e-09
1968,2.290622133638287e-08,8.084548530629121e-09
1969,1.7712854627482955e-08,4.5417576088890854e-09
1970,2.299362514279757e-08,3.6789800095249348e-09
1971,2.9288864888954436e-08,4.624557736754298e-09
1972,2.3598675014113724e-08,7.182205497002769e-09
1973,1.5436970424165253e-08,1.6539610570021068e-08
1974,1.1813700295792984e-08,3.3753431161187564e-09
1975,1.4278700888326057e-08,6.8537762132336866e-09
1976,1.8854638628162945e-08,3.9994687561772935e-09
1977,1.410427652448476e-08,2.3507127355770763e-09
1978,2.1386128423728223e-08,4.158414057542359e-09
1979,2.6919078188747392e-08,6.437170463335917e-09
1980,1.762396628635088e-08,3.97960553399912e-09
1981,1.771153890217647e-08,1.897664858585557e-09
1982,1.7381006189864934e-08,2.483000915987077e-09
1983,1.3893695083311286e-08,5.052252727288931e-09
1984,9.278413259927731e-09,9.858314442556804e-09
1985,2.045289804186723e-08,7.2186697730458604e-09
1986,1.8582905048081244e-08,2.9972427317837003e-09
1987,1.8332450224534114e-08,1.8332451112712533e-09
1988,1.2592763276586538e-08,2.398621523624911e-09
1989,1.481792966107065e-08,4.939309961038418e-09
1990,1.7435683119515488e-08,3.269190529398003e-09
1991,1.4653663449326615e-08,4.10302547493302e-09
1992,2.4794748032519465e-08,3.3059665005552574e-09
1993,1.2186256725943423e-08,3.323524566667402e-09
1994,1.4242301560329906e-08,1.3714809288245533e-08
1995,1.3013881861034804e-08,2.7112254663563817e-09
1996,1.4946657245218375e-08,3.2028553142993132e-09
1997,1.2466725429760572e-08,4.794894592485832e-09
1998,1.5734826774860267e-08,7.152193948201102e-09
1999,1.919484465817689e-08,5.941261621567051e-09
2000,2.2973763780242962e-08,8.39425973175878e-09
2001,1.3581756164171566e-08,7.009938934876558e-09
2002,1.6648641576466616e-08,7.886198361006791e-09
2003,2.333476845084448e-08,9.167230807793914e-09
2004,1.805964444656638e-08,3.523833003171717e-09
2005,1.7114248795913056e-08,7.205999352777326e-09
2006,1.4824404093172205e-08,9.471146533712727e-09
2007,2.5964116190380082e-08,1.2382886549477945e-08
2008,2.256442965808958e-08,8.089135389299784e-09
2009,2.8132335794239793e-08,4.76819250749827e-09
2010,3.5900827866086615e-08,1.3698999989930627e-08
2011,3.862211614413802e-08,9.177532511728259e-09
2012,3.7106354211502435e-08,9.53190804064974e-09
2013,3.988448804559397e-08,1.199323773626304e-08
2014,5.954974247046607e-08,1.1476859684833585e-08
2015,4.832134492538387e-08,7.979671326485693e-09
2016,5.054069562859809e-08,7.663958356829426e-09
2017,4.578412787781261e-08,8.553078800765945e-09
2018,4.904786887749424e-08,1.5230653960252027e-08
