year,des_DET airs_NOUN,des_DET guerres_NOUN
1919,1.9336481642540093e-06,1.8139461417376879e-06
1920,2.0429882034989078e-06,1.6802781956926083e-06
1921,2.077961921642668e-06,1.4728993917856315e-06
1922,2.112302823320533e-06,1.2948276477686704e-06
1923,2.002167809322941e-06,1.42041386652636e-06
1924,2.0665274149678226e-06,1.491560961852656e-06
1925,1.995069361271362e-06,1.8575922346997231e-06
1926,1.9528033785576326e-06,1.5905539072491592e-06
1927,2.2019718510790653e-06,1.6489703646982434e-06
1928,1.9058636606672508e-06,1.5002391897667167e-06
1929,1.8192283608442494e-06,1.6588065534506313e-06
1930,1.874893225561891e-06,1.5513822475554662e-06
1931,1.7290520730739445e-06,1.6857117337565342e-06
1932,1.6537940901173442e-06,1.805035694246726e-06
1933,1.699952134615046e-06,1.7160111198677441e-06
1934,1.6235040618539642e-06,1.5204624901343777e-06
1935,1.728220176744344e-06,1.3308731539041219e-06
1936,1.613799465616239e-06,1.525289064829849e-06
1937,1.412723467097976e-06,1.487011026313212e-06
1938,1.6271343916685055e-06,1.772344827344341e-06
1939,1.3443470656682166e-06,1.4468171762871407e-06
1940,1.1943537816527794e-06,1.6279726082757406e-06
1941,1.9391372134691665e-06,1.5347813118182785e-06
1942,1.7264664702310029e-06,1.7719796314707992e-06
1943,1.8087155417845224e-06,1.6751666649383878e-06
1944,1.6547909247321968e-06,2.0596523953031465e-06
1945,2.017294706391226e-06,2.357141291042808e-06
1946,1.994894326173835e-06,1.925288756865484e-06
1947,1.7106449430315251e-06,1.8894580087192026e-06
1948,1.6373062763364032e-06,1.7688561086970367e-06
1949,1.3449301121681856e-06,1.6757633716224518e-06
1950,1.5346826263140656e-06,1.6495446146791437e-06
1951,1.6279961059240122e-06,1.655715735182639e-06
1952,1.3159915042137982e-06,1.3992954457364704e-06
1953,1.482478598546777e-06,1.682871861419244e-06
1954,1.4434036259558525e-06,1.563605739107743e-06
1955,1.4857417180991206e-06,1.5232841903412009e-06
1956,1.5837592748368934e-06,1.2994501155105809e-06
1957,1.4542471866718643e-06,1.4904709182417264e-06
1958,1.4451609189336523e-06,1.5543545508478473e-06
1959,1.4098610190416139e-06,1.5268973072579684e-06
1960,1.589023288062208e-06,1.325339603397424e-06
1961,1.523731381958271e-06,1.7314813014479569e-06
1962,1.473870621993001e-06,1.7002784993280784e-06
1963,1.5369808146203923e-06,1.6572494416777772e-06
1964,1.3475989479871942e-06,1.5702722606647512e-06
1965,1.4292977166263654e-06,1.668425998246903e-06
1966,1.5282307277431073e-06,1.7547789070704312e-06
1967,1.6181360944500511e-06,1.710826484924155e-06
1968,2.097042171911312e-06,1.706738014917164e-06
1969,1.4783421935504748e-06,1.6354869885049084e-06
1970,1.4587156158540893e-06,1.8063791955569286e-06
1971,1.6298996303731883e-06,1.3853119469331432e-06
1972,1.8858419466027954e-06,1.5564865378792092e-06
1973,1.3132451233133224e-06,1.4389462137387454e-06
1974,1.145366347543586e-06,1.3928915905125905e-06
1975,1.1337287730839307e-06,1.3793225051017544e-06
1976,1.1575604990099464e-06,1.4369519902857064e-06
1977,1.258219027633345e-06,1.5303139520028708e-06
1978,1.4584151575292026e-06,1.5035636522497953e-06
1979,1.350635496777386e-06,1.5133202992956285e-06
1980,1.4366375644669915e-06,1.4559670766800537e-06
1981,1.3580955080527701e-06,1.3821325843821342e-06
1982,1.34144127628133e-06,1.5736018710299504e-06
1983,1.448733495834631e-06,1.403263201638083e-06
1984,1.5378970346091592e-06,1.6266218949567701e-06
1985,1.3378601231295306e-06,1.4413277362734789e-06
1986,1.3973145307488721e-06,1.4920274686858193e-06
1987,1.3749338148016932e-06,1.3920440551373758e-06
1988,1.4745526311088497e-06,1.5207260268823575e-06
1989,1.519112231562758e-06,1.5476504025002669e-06
1990,1.4259120142412485e-06,1.6869023262700011e-06
1991,1.5468406875385199e-06,1.627728892117375e-06
1992,1.4750120396200828e-06,1.7753039642798285e-06
1993,1.5094340302113096e-06,1.6473603352551436e-06
1994,1.4279226512314835e-06,1.8646865598270779e-06
1995,1.5356380274056391e-06,1.8414643037090173e-06
1996,1.4364806446565126e-06,1.8870156175410102e-06
1997,1.5046378480931821e-06,1.8695293135806423e-06
1998,1.5181723362900357e-06,1.870537118975335e-06
1999,1.483944361169165e-06,2.0456219331776992e-06
2000,1.5511708930660006e-06,2.0274346184123715e-06
2001,1.461572207261952e-06,2.0276248733352986e-06
2002,1.4852341188031914e-06,2.1616946312974505e-06
2003,1.6688526542907312e-06,2.329726633831797e-06
2004,1.5126053316549815e-06,2.1768477438399714e-06
2005,1.5173132119628008e-06,2.182066761946544e-06
2006,1.7262194660361274e-06,2.2940765163070864e-06
2007,1.7240173413313187e-06,2.304415311016328e-06
2008,1.8873230338556368e-06,2.20407640938447e-06
2009,1.874853296612855e-06,2.2496331695265326e-06
2010,2.043512857596852e-06,2.1559392138215117e-06
2011,2.4079550904332336e-06,1.8530967764718298e-06
2012,2.680848986358342e-06,1.7787220443210572e-06
2013,2.5431241930107262e-06,1.8862852471102087e-06
2014,3.0353045374909016e-06,1.9374238249270093e-06
2015,2.8527324644755936e-06,1.8124937355423754e-06
2016,2.913132703952215e-06,1.895897540293845e-06
2017,2.350335766010403e-06,1.8494774636224065e-06
2018,2.7027957258951574e-06,1.7236453331292978e-06
2019,2.7494544951878197e-06,1.7040597626305498e-06
