year,vieux_ADJ ans_NOUN,vieux_ADJ gants_NOUN
1800,3.0498395631184394e-07,1.5720821977538435e-08
1801,6.714934670526418e-07,3.333655484993869e-08
1802,3.938598638342228e-07,0.0
1803,5.363432933336298e-07,0.0
1804,8.577322887504124e-07,1.2359254952798437e-08
1805,4.09374393939288e-07,0.0
1806,3.630903222529014e-07,2.881669125542885e-09
1807,3.644102548605588e-07,1.9928686256776018e-08
1808,2.923235342677799e-07,0.0
1809,3.7048101830805535e-07,0.0
1810,5.148278887645574e-07,0.0
1811,3.3845535085674783e-07,0.0
1812,3.5207148130211863e-07,0.0
1813,4.054795681440737e-07,0.0
1814,3.020809913323319e-07,0.0
1815,2.778140242298832e-07,8.091670444798638e-09
1816,1.969963250303408e-07,4.6352077731626196e-09
1817,2.849078271083272e-07,0.0
1818,3.945909838876105e-07,0.0
1819,4.1611221490711614e-07,0.0
1820,4.4143308741695364e-07,4.746592452420373e-09
1821,2.7612168196355924e-07,7.88919063410276e-09
1822,4.280938128431444e-07,0.0
1823,3.7158903865019965e-07,0.0
1824,4.875824402006401e-07,1.9368560089105813e-08
1825,4.1913909853974474e-07,5.283265824829186e-09
1826,3.1532584898741334e-07,8.807984341885344e-10
1827,2.87578927782306e-07,0.0
1828,2.2105245989223476e-07,1.1923991571904935e-08
1829,1.8175133220665884e-07,8.573175946935407e-09
1830,1.982998867333663e-07,5.218417697960831e-09
1831,2.1515865000765189e-07,6.236482441579483e-09
1832,2.2730348803179368e-07,6.764984572527055e-09
1833,3.5793411257145635e-07,3.4750886612755494e-09
1834,2.8283628239478276e-07,1.0267983796552471e-08
1835,1.958839845883631e-07,9.075705520444899e-09
1836,2.0565495617574925e-07,6.048674894287842e-09
1837,1.6629358867703559e-07,9.045257876039159e-09
1838,1.6159134474946768e-07,1.8936485712828244e-09
1839,1.4961756278353278e-07,7.690622361167243e-09
1840,1.4013315308147867e-07,3.1848443882154243e-09
1841,1.4189411956522235e-07,1.6051371787284552e-08
1842,1.583150606165873e-07,1.6770663080478698e-08
1843,1.6007729186640063e-07,1.063243981747064e-08
1844,1.3227432305029652e-07,5.488561161115513e-09
1845,9.82120127446251e-08,9.48638767539478e-09
1846,1.4109348001056787e-07,6.439951683034906e-09
1847,1.0354989399274928e-07,6.47186837454683e-09
1848,8.769291781618449e-08,3.298540818263973e-08
1849,1.6507446787272784e-07,5.02764896381791e-09
1850,1.4121111746590032e-07,1.3577992064028876e-09
1851,1.238292242078387e-07,1.0319102017319892e-08
1852,1.4127883218861825e-07,1.4974254725075298e-08
1853,1.3675723664619e-07,9.555090940693844e-09
1854,1.1638288555104737e-07,8.313063126763609e-09
1855,1.496556194524601e-07,1.2205955357558196e-08
1856,1.2684112959959748e-07,8.28350277259915e-09
1857,1.4205191689597996e-07,8.78671624349181e-09
1858,1.7421486120383634e-07,1.468102794888182e-08
1859,1.7771685634215828e-07,9.165912473463322e-09
1860,1.4418129978821526e-07,2.1512764902809067e-08
1861,1.3487655792232545e-07,1.3676294763342867e-08
1862,1.5451513490916113e-07,8.584174260306554e-09
1863,1.1237897012961184e-07,1.1487627737949424e-08
1864,1.2082713851668814e-07,2.8768367688059016e-09
1865,1.1484700479513776e-07,4.23615986733239e-09
1866,1.0217787149713331e-07,6.3252967308358166e-09
1867,1.2083501133020036e-07,1.94112459439566e-08
1868,1.1756900164527906e-07,1.0867722721741302e-08
1869,1.0108884396231588e-07,1.5627261262807224e-08
1870,1.2500225921030506e-07,1.6628741050794815e-08
1871,1.317025919433945e-07,3.18635318130589e-09
1872,1.088521059955383e-07,9.071008832961525e-09
1873,8.260686001904105e-08,2.8134220286801792e-08
1874,9.14115219075029e-08,1.0156835372754358e-08
1875,1.2701789842139988e-07,4.062284375550007e-08
1876,6.892457093954363e-08,1.6928840551599933e-08
1877,1.4534317926973017e-07,6.80329748092845e-09
1878,1.2863259257756e-07,3.0195443923020093e-09
1879,1.0508039594014917e-07,1.4662380642960215e-08
1880,1.2386443870582298e-07,7.701415505323439e-09
1881,9.831235558976914e-08,2.091752193678076e-08
1882,9.716862336972554e-08,4.6587693702804245e-09
1883,1.371296605157113e-07,1.516641390253426e-08
1884,6.667713847718915e-08,1.1222884843675729e-08
1885,5.414333870135124e-08,2.513797880965285e-08
1886,1.0196472999268735e-07,1.4197620856748472e-08
1887,5.027272109714431e-08,1.5016526688782506e-08
1888,1.2998259535379475e-07,6.974675947901687e-09
1889,1.0086870361192268e-07,1.1277245803853475e-08
1890,7.537544632896243e-08,2.6872983838188702e-08
1891,5.5455714687013824e-08,5.736798147637501e-09
1892,9.089342967172342e-08,1.8805536683430546e-08
1893,9.545545509581643e-08,7.390100087434348e-09
1894,6.679631781025819e-08,2.5836310868498913e-08
1895,5.838056083007359e-08,5.416753268150387e-09
1896,5.366296207398591e-08,1.0614652268259306e-08
1897,6.5259193604561e-08,2.0976168357833558e-08
1898,6.846609323929442e-08,6.7900258748920805e-09
1899,4.366786754417262e-08,5.527578395003729e-09
1900,7.527027179321522e-08,1.557315876254961e-08
1901,5.86817598957623e-08,7.265360757457984e-09
1902,4.959386856739911e-08,1.3257766440233354e-08
1903,5.022204874194358e-08,1.0260418292773466e-08
1904,5.0521478556220245e-08,7.524475265086039e-09
1905,5.934872859825191e-08,9.28936660926638e-09
1906,4.2696733260072506e-08,8.745113966313056e-09
1907,8.279977947722728e-08,2.468564730406797e-08
1908,5.746325371092098e-08,2.161011281032188e-08
1909,6.161101850921114e-08,4.950885035270858e-09
1910,6.733630186772643e-08,2.672075360976578e-08
1911,5.001151848205154e-08,1.8621308939259507e-08
1912,6.042928646365908e-08,9.376957876838787e-09
1913,5.3560196278112926e-08,1.4318072061314524e-08
1914,6.562808607668558e-08,1.4732836284281348e-08
1915,4.947920118070215e-08,3.2986132936230206e-08
1916,2.966614687238689e-08,2.7468654906215306e-08
1917,5.483212106582869e-08,3.180263163926611e-08
1918,5.513460621386912e-08,1.6080926812378493e-08
1919,8.379142002468143e-08,5.524709134618888e-09
1920,3.9375606775138294e-08,1.3630017114962811e-08
1921,7.118382683302116e-08,2.4232791773215467e-08
1922,4.0578644444622114e-08,1.8444838545406128e-08
1923,9.129715294875496e-08,1.2739137744688378e-08
1924,7.34822620529485e-08,2.4494086758863887e-08
1925,8.248633776020142e-08,2.859526304632709e-08
1926,5.127223801082437e-08,1.2260752413340015e-08
1927,6.243566019747959e-08,1.7838759802657478e-08
1928,5.255979118601317e-08,1.4853853258500749e-08
1929,5.904415445456834e-08,1.1140405931087116e-08
1930,3.676261073337628e-08,8.402882833991043e-09
1931,3.9918749195066994e-08,7.983749661377715e-09
1932,4.055028668403793e-08,9.863582839386709e-09
1933,3.9000251916831985e-08,1.0323596200123575e-08
1934,5.6313425034204556e-08,1.1981580172459871e-08
1935,3.351119559624749e-08,8.377798899061872e-09
1936,5.33487423126644e-08,1.2124714565686645e-08
1937,3.1477796369472344e-08,2.5182236296217297e-09
1938,3.5006078036303734e-08,9.075650453382877e-09
1939,2.7529290846928234e-08,9.176430282309411e-09
1940,3.296517903095264e-08,3.803674530900025e-08
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,9.102635090130207e-09
1943,5.516146828199453e-08,1.4516175816936538e-08
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,3.921307367704685e-08,3.267756198965799e-08
1946,4.733175273941015e-08,1.1136883415474585e-08
1947,3.814678706248742e-08,2.3841742802233057e-08
1948,4.566192757238241e-08,8.697510267552389e-09
1949,3.337782672474532e-08,2.7487622844546422e-08
1950,4.679559140186029e-08,1.1698897850465073e-08
1951,3.731490494374157e-08,2.5587365115598004e-08
1952,2.5307528517259925e-08,2.1089608281954497e-08
1953,2.5857186614075545e-08,1.508335856215126e-08
1954,4.397641362174909e-08,1.6613311615287785e-08
1955,2.7218263198847126e-08,1.1262729415761896e-08
1956,3.9245136917998025e-08,2.1802854632824165e-08
1957,2.47381048978923e-08,8.835037590415595e-09
1958,4.715178647529683e-08,5.790570245522986e-09
1959,3.5653439312000046e-08,1.1626121398933265e-08
1960,2.6991250123842292e-08,2.07624992754063e-08
1961,4.168895628708924e-08,1.528595028332802e-08
1962,3.9320131151043825e-08,1.1415521861124489e-08
1963,4.978861056770256e-08,8.405868889838075e-09
1964,5.2322128851756133e-08,1.6426714211092985e-08
1965,5.1984411442163037e-08,1.4227312661319047e-08
1966,2.99110034518435e-08,1.606331601067268e-08
1967,7.346199737412462e-08,1.429797347185513e-08
1968,8.66843237190551e-08,5.3896989093971115e-09
1969,5.313856732414024e-08,8.629339909305145e-09
1970,4.828661204214768e-08,1.0577067222072856e-08
1971,6.217460679636133e-08,1.6956711590410123e-08
1972,4.3093233870195036e-08,4.104117490300041e-09
1973,2.0398854161385316e-08,8.821126051827832e-09
1974,2.025205780853412e-08,3.937900228123681e-09
1975,2.627280792921738e-08,2.2845920710778955e-09
1976,1.9425991482080462e-08,1.085570122683066e-08
1977,3.290997696581144e-08,5.876781727920388e-09
1978,3.089107636355948e-08,8.316828115084718e-09
1979,2.808947208166046e-08,5.851973128301324e-09
1980,3.467942022439274e-08,3.411090521154847e-09
1981,3.226030287351023e-08,1.0120879245789638e-08
1982,2.855450986771757e-08,2.483000915987077e-09
1983,2.0209011353244932e-08,6.315316269933646e-09
1984,2.2616132966390978e-08,9.858314165001048e-09
1985,2.5265343595037848e-08,6.617113967877231e-09
1986,2.997242631863628e-08,8.392279760016663e-09
1987,1.8943532964499354e-08,6.110816741511371e-09
1988,3.358070088665954e-08,5.99655392008458e-09
1989,2.6342986458871565e-08,4.939309850016116e-09
1990,1.5801088437683575e-08,7.083246433836621e-09
1991,2.8721180100887977e-08,4.10302547493302e-09
1992,2.589673719910479e-08,3.856960972825618e-09
1993,1.661762283333701e-08,5.539207315052863e-09
1994,1.793475057354499e-08,4.2199412852994556e-09
1995,1.8978578708583882e-08,3.795715741716776e-09
1996,1.7615704450690828e-08,8.007138063703678e-09
1997,1.5823152565985765e-08,4.794894259418925e-09
1998,3.2900093316357015e-08,7.629006759657386e-09
1999,1.690974471557638e-08,6.398281460207045e-09
2000,2.9159007652879154e-08,4.859834756842929e-09
2001,2.2782300490575835e-08,7.0099388516098315e-09
2002,1.927737436346888e-08,8.324320788233308e-09
2003,1.5417615628621206e-08,6.250384210204629e-09
2004,1.5416770082765652e-08,7.928623979580607e-09
2005,2.2068373795036678e-08,8.557123898356167e-09
2006,1.2765458912156191e-08,7.412201963319376e-09
2007,2.2768533725070483e-08,8.787854888225866e-09
2008,1.7881246705542253e-08,1.3198063086861112e-08
2009,2.813233557219519e-08,9.059565542202108e-09
2010,1.7005655550406118e-08,8.97520635589899e-09
2011,7.647943611743813e-09,1.0707121411712706e-08
2012,2.0765941854961056e-08,2.008509092377153e-08
2013,2.5938863501551168e-08,2.119734965333464e-08
2014,3.572984397237633e-08,2.273717392142771e-08
2015,5.14245499516619e-08,2.4825643762937943e-08
2016,6.338300551078646e-08,2.651315256230191e-08
2017,1.1320251402935355e-08,1.33327402451755e-08
2018,2.090988004965766e-08,1.9619147195726327e-08
2019,5.30605461790401e-08,2.423438338894357e-08
