year,plus_ADV athée_ADJ,plus_ADV gâté_ADJ
1854,5.195664343204953e-09,1.2989160858012383e-08
1855,1.4859423913549108e-08,1.1144567935161831e-08
1856,1.501384794266869e-08,2.5885946719483854e-09
1857,1.4644527812635033e-09,2.9289054737091647e-08
1858,1.9574704079872163e-09,1.3212924976357954e-08
1859,8.656694916453489e-09,8.147477359443656e-09
1860,2.288591982591015e-09,1.0985241161165504e-08
1861,8.488735048217677e-09,9.903524222920623e-09
1862,4.517986429419807e-09,2.2589932147099034e-09
1863,5.494082966350788e-09,1.1487627737949424e-08
1864,9.109982990196386e-09,6.712618905169165e-09
1865,1.4591217123438582e-08,1.4591217123438582e-08
1866,1.702964524952222e-08,8.271541673821048e-09
1867,2.91168689159349e-09,1.3102591012170706e-08
1868,1.0867722721741302e-08,1.531360993567432e-08
1869,7.813630631403612e-09,1.8069020057964735e-08
1870,8.601073631098188e-09,1.0321287824410774e-08
1871,1.1683295220166201e-08,9.559059321873065e-09
1872,4.8378714367913744e-09,2.3584624031514068e-08
1873,1.97538145840781e-08,7.781805422268917e-09
1874,4.779687312606029e-09,1.4339061493728877e-08
1875,1.602027666081085e-08,1.3159512590732447e-08
1876,8.464420275799966e-09,1.934724735974669e-08
1877,1.1751150275074451e-08,1.5462040536817767e-08
1878,7.2469061862534545e-09,6.039088784604019e-09
1879,2.443730107160036e-09,1.4051448005147904e-08
1880,1.0268554007097919e-08,2.3746030919369332e-08
1881,1.3945015142624584e-09,9.064259565150223e-09
1882,1.3310770263785798e-09,1.3310770263785798e-08
1883,1.7062214752172622e-08,5.687405213450347e-09
1884,7.922036360241691e-09,8.582206056928499e-09
1885,3.2228177904158883e-09,1.9981470700258797e-08
1886,3.872078213618124e-09,7.744156427236248e-09
1887,7.834709769838355e-09,1.3710741875172516e-08
1888,6.340614699951175e-10,5.07249175996094e-09
1889,8.771191772893872e-09,7.51816386923565e-09
1890,1.1142456735058204e-08,7.209825181320184e-09
1891,5.099376032546843e-09,6.3742202627281586e-09
1892,6.268512375839919e-10,5.014809900671935e-09
1893,6.158416554491453e-10,1.2316833108982905e-09
1894,6.9316934414587195e-09,5.041231432301174e-09
1895,3.611168697403855e-09,5.416753268150387e-09
1896,9.435246361988447e-09,1.1794058174530164e-08
1897,2.330685422435863e-09,1.2818770045441852e-08
1898,1.13167097914868e-09,6.224190496340043e-09
1899,1.6582735185011188e-09,6.633094074004475e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,7.824234593556412e-09,1.1177477832191585e-09
1902,5.4013122863239005e-09,1.9641135384773634e-09
1903,2.7001101354784396e-09,6.480264325148255e-09
1904,4.837162670412454e-09,5.374625189347171e-09
1905,3.6125313851442797e-09,1.3934049469810361e-08
1906,3.600929110447737e-09,7.716276506641861e-09
1907,4.6285588695127444e-09,7.71426478252124e-09
1908,1.4734167219643268e-09,6.875944702500192e-09
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,3.740905363258662e-09,9.085056262847502e-09
1911,7.980561100850991e-09,1.4897047151407605e-08
1912,5.730363294986773e-09,1.0939784189645252e-08
1913,9.015082902408267e-09,1.590896969716482e-09
1914,3.3483718020477227e-09,1.1384464038144415e-08
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,0.0,6.89182577673364e-09
1919,2.762354567309444e-09,1.2890987832747669e-08
1920,3.028892692213958e-09,7.572231730534895e-10
1921,3.0290989716519334e-09,8.330022005509363e-09
1922,1.4755870969551665e-09,5.902348387820666e-09
1923,8.492758496458919e-09,4.246379248229459e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,5.499089184013428e-09,0.0
1926,4.458455382660986e-09,3.343841648018042e-09
1927,1.3379070296082318e-08,1.8953683067479687e-08
1928,1.2568645679778001e-08,1.0283437212876834e-08
1929,5.570202965543558e-09,5.570202965543558e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,0.0,6.575722188983946e-09
1933,0.0,4.588264879146209e-09
1934,3.5944740517379614e-09,9.585264137967897e-09
1935,2.393656828303392e-09,5.98414207075848e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,5.9030051957620344e-09,2.9515025090631752e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,8.709705845433291e-09,1.7419411690866582e-08
1944,2.5705489292704442e-08,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,5.568441707737293e-09,8.352662561605939e-09
1947,1.1920871401116528e-08,5.960435700558264e-09
1948,4.348755133776194e-09,9.784699273041042e-09
1949,6.8719057111366055e-09,1.7670615193310368e-08
1950,1.914365022059883e-08,1.701657836861159e-08
1951,7.462981344019681e-09,5.330700769690111e-09
1952,8.435843135146115e-09,4.2179215675730575e-09
1953,1.508335856215126e-08,3.232148326759443e-09
1954,8.795282724349818e-09,7.818028890937967e-09
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,1.0465369904011368e-08,6.104799332717903e-09
1957,2.6505113659425206e-09,1.8553580005686854e-08
1958,3.3088973783179654e-09,8.272243334772611e-09
1959,7.750747599288843e-09,5.425523585955716e-09
1960,6.920833239831836e-09,9.689166802218097e-09
1961,1.528595028332802e-08,4.86371165564492e-09
1962,3.170978146727066e-09,8.8787386332001e-09
1963,7.1126584622049904e-09,1.5518526907953856e-08
1964,7.909158661334459e-09,1.2776333768727e-08
1965,6.0192477668863376e-09,9.302473458205895e-09
1966,6.6468897053084675e-09,1.0524241922382771e-08
1967,7.888536934785861e-09,5.916402479044791e-09
1968,9.88111459321317e-09,4.940557296606585e-09
1969,4.995933444718048e-09,5.904285060864822e-09
1970,8.277704743875347e-09,7.817832603507213e-09
1971,8.735275613958038e-09,4.1107179882260425e-09
1972,2.0520587451500205e-09,1.4364410994005539e-08
1973,5.513203671370093e-09,1.1026407342740185e-08
1974,3.3753431161187564e-09,5.06301445213353e-09
1975,5.711480177694739e-09,7.4249242310031605e-09
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,5.289103821581875e-09,4.7014254711541525e-09
1978,6.534650598410963e-09,5.940591130126904e-09
1979,8.192762912528906e-09,7.607565244427406e-09
1980,3.97960553399912e-09,6.253665585376211e-09
1981,1.3916208629893845e-08,6.958104314946922e-09
1982,6.2075020679230875e-09,1.1173503899897241e-08
1983,1.1999100379966876e-08,9.47297440490047e-09
1984,9.858314165001048e-09,6.378909400694965e-09
1985,3.0077789148208467e-09,4.812446441349039e-09
1986,5.395036861699509e-09,5.994485352545098e-09
1987,4.888653482026939e-09,5.49973533381376e-09
1988,4.797243047249822e-09,1.3192418713003917e-08
1989,5.488121956886971e-09,6.036934507847036e-09
1990,6.538381391862913e-09,1.3076762783725826e-08
1991,9.96449056600568e-09,8.20605094986604e-09
1992,7.162927584403178e-09,9.366905473484621e-09
1993,3.323524566667402e-09,3.877445031719162e-09
1994,5.274926717646622e-09,6.329911705904578e-09
1995,4.880205572987961e-09,5.964695848348356e-09
1996,3.736664311304594e-09,1.0676184380997711e-08
1997,4.794894259418925e-09,1.054876808126437e-08
1998,7.629006759657386e-09,3.337690568372409e-09
1999,3.656160929565999e-09,6.8553016596695215e-09
2000,9.719669513685858e-09,3.97622823555821e-09
2001,6.571817756650944e-09,1.0514908055370142e-08
2002,7.886198361006791e-09,4.81934359086722e-09
2003,7.083769126836614e-09,1.12506919336397e-08
2004,7.488145215006625e-09,7.928623979580607e-09
2005,6.7556245042510454e-09,5.854874363109275e-09
2006,6.1768350434476815e-09,1.2765458912156191e-08
2007,4.393927444112933e-09,9.18730247434496e-09
2008,2.554463751636149e-09,1.1495087548496485e-08
2009,1.0013204487790972e-08,9.059565542202108e-09
2010,1.4171378737160012e-08,8.502827775203059e-09
2011,8.412738061736036e-09,1.3001504761689375e-08
2012,1.191488419038933e-08,1.872338906139248e-08
2013,8.646287241731443e-09,1.1156499724052082e-08
2014,8.012147389990787e-09,1.8839372728507442e-08
2015,8.422986752520956e-09,1.3521109565317602e-08
2016,1.0149566520567532e-08,1.4499380363020009e-08
2017,6.792150397672003e-09,8.301517695485927e-09
2018,8.002547069452248e-09,1.652138692520566e-08
2019,7.652963596171958e-09,1.2754938438774843e-08
