year,aux_ADP août_NOUN,aux_ADP gouttes_NOUN
1847,1.6179670936367074e-09,3.9909856752728956e-08
1848,0.0,1.206783295515379e-08
1849,8.379414939696517e-10,3.267971848686102e-08
1850,6.788996032014438e-10,5.499086697113853e-08
1851,4.514607132577453e-09,5.3530343269159175e-08
1852,0.0,2.018269107395554e-08
1853,5.971931837933653e-10,2.149895372838273e-08
1854,0.0,1.922395914677466e-08
1855,5.306937111981824e-10,2.9718847827098216e-08
1856,5.177189232874468e-10,3.002769588533738e-08
1857,0.0,3.5635014938861787e-08
1858,0.0,3.0340790990734945e-08
1859,1.018434669930457e-09,3.309912632865064e-08
1860,4.577183909670879e-10,3.570203466196631e-08
1861,0.0,4.4330059900676844e-08
1862,4.517986262886353e-10,3.4788495639759276e-08
1863,0.0,2.597202808374277e-08
1864,4.794727948009836e-10,4.17141343689309e-08
1865,9.41368871743009e-10,4.330296832222302e-08
1866,9.731225825149181e-10,3.259960479340407e-08
1867,4.85281148598915e-10,6.79393608038481e-08
1868,4.93987406535723e-10,2.7663294543955885e-08
1869,4.883519144627257e-10,2.783605879130846e-08
1870,0.0,3.727131892006241e-08
1871,0.0,1.593176590652945e-08
1872,0.0,3.62840353318461e-08
1873,5.986004469882289e-10,4.010622961514443e-08
1874,5.974609140757536e-10,1.911874986104678e-08
1875,1.1443054281912168e-09,4.119499646959568e-08
1876,6.04601479992084e-10,3.4462285469771814e-08
1877,0.0,2.4120782149417153e-08
1878,0.0,1.509772218355465e-08
1879,0.0,4.093247885084139e-08
1880,0.0,4.813384801849452e-08
1881,1.3945015142624584e-09,4.1835045649918357e-08
1882,6.655385131892899e-10,1.3310770041741193e-08
1883,6.319338941018771e-10,3.854796748470335e-08
1884,0.0,5.413391690467506e-08
1885,1.9336907075562237e-09,3.738468784542093e-08
1886,1.2906927748801422e-09,2.968593459939939e-08
1887,1.3057849246322917e-09,3.917354896021408e-08
1888,0.0,2.853276592773568e-08
1889,0.0,4.636201056396061e-08
1890,9.831579994568074e-09,4.85024592156158e-08
1891,6.374220040683554e-10,3.4420788885825004e-08
1892,6.268512375839919e-10,5.2655504845233736e-08
1893,0.0,4.0029707659705593e-08
1894,1.8904617871129403e-09,3.087754230080009e-08
1895,0.0,3.490796363081472e-08
1896,0.0,5.189385493542531e-08
1897,2.330685422435863e-09,3.029891082473313e-08
1898,5.6583548957434e-10,2.546259736391221e-08
1899,0.0,2.432134493801641e-08
1900,2.595526460424935e-09,2.4397949993648638e-08
1901,5.588738916095792e-10,4.4709910662632524e-08
1902,0.0,3.879124294003944e-08
1903,1.6200660812870638e-09,7.560308112886105e-08
1904,0.0,5.374625189347171e-08
1905,1.0321518084666081e-09,5.4187971110231103e-08
1906,0.0,5.247068113334308e-08
1907,5.142843373384665e-10,6.891410020415378e-08
1908,9.822778146428846e-10,6.72860309691714e-08
1909,0.0,6.491160442489985e-08
1910,1.6032452032632705e-09,5.290709237382174e-08
1911,5.320374141248863e-10,2.1813534423209546e-08
1912,1.0418842455450772e-09,3.907066092878608e-08
1913,0.0,5.196929953044105e-08
1914,2.0090231700464756e-09,4.955590382493824e-08
1915,5.890380849749022e-09,4.1232666059265455e-08
1916,0.0,3.40611328031315e-08
1917,0.0,1.4037023654545067e-07
1918,0.0,4.709414280767987e-08
1919,2.762354511798293e-09,3.9593747835908744e-08
1920,7.572231730534895e-10,3.483226418410368e-08
1921,7.572747429129834e-10,3.6349187770845504e-08
1922,7.377935484775833e-10,5.828568860888339e-08
1923,1.0615948120573648e-09,4.2463791594116174e-08
1924,0.0,4.383152329978657e-08
1925,0.0,6.818870312841341e-08
1926,1.1146138456652466e-09,2.89799594321849e-08
1927,0.0,4.794166685861967e-08
1928,1.1426041224282812e-09,4.5704165563265065e-08
1929,1.1140406375176326e-09,4.233354289340241e-08
1930,0.0,2.5208648168906223e-08
1931,0.0,3.877821352915589e-08
1932,0.0,2.520693354046699e-08
1933,0.0,2.982372171445036e-08
1934,0.0,3.714290031098244e-08
1935,1.196828414151696e-09,5.6250935465129714e-08
1936,2.424942913137329e-09,3.516167224049127e-08
1937,2.5182236296217297e-09,1.5109341999774983e-08
1938,1.2965214457594243e-09,2.5930429359277696e-08
1939,1.5294050470515685e-09,3.6705722017416065e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,4.132103770260187e-08
1942,0.0,7.585529493425724e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,6.7476911169706e-08
1945,0.0,4.574858536443571e-08
1946,2.7842208538686464e-09,3.619487021211398e-08
1947,0.0,4.172304812755101e-08
1948,3.2615663503321457e-09,4.566192757238241e-08
1949,1.9634016634739737e-09,3.1414427392739697e-08
1950,0.0,3.4033156071089365e-08
1951,0.0,2.9851925376078725e-08
1952,0.0,4.3233696400690746e-08
1953,0.0,3.986316299275927e-08
1954,0.0,4.202190417856855e-08
1955,0.0,4.1296673192192657e-08
1956,0.0,7.238547627963499e-08
1957,0.0,3.092263228809955e-08
1958,0.0,4.301566680631197e-08
1959,0.0,3.7978664324533895e-08
1960,0.0,5.5366667917056134e-08
1961,0.0,5.0026746467590755e-08
1962,0.0,3.805174009219314e-08
1963,0.0,4.4615765748545755e-08
1964,6.083968329129164e-10,3.467861880990242e-08
1965,0.0,3.447387197930141e-08
1966,0.0,3.76657076639475e-08
1967,1.4791006197611978e-09,2.4158644251759398e-08
1968,8.982831700699023e-10,4.311759294051143e-08
1969,9.083515606356229e-10,3.5879885451617355e-08
1970,4.5987250119061684e-10,3.5870056092068836e-08
1971,5.138397485282553e-10,2.4150468846961815e-08
1972,5.130146862875051e-10,2.8215807912346236e-08
1973,0.0,2.536073712144926e-08
1974,0.0,4.106667278458431e-08
1975,0.0,4.968987799003344e-08
1976,1.7140580066410394e-09,3.5995218972129095e-08
1977,5.876781838942691e-10,3.290997796501216e-08
1978,0.0,3.267325099365337e-08
1979,5.851973350345929e-10,1.5800327823889404e-08
1980,0.0,3.240536045057141e-08
1981,0.0,2.9097527776134058e-08
1982,1.2415004579935385e-09,3.1658261456790626e-08
1983,0.0,3.0313516474755886e-08
1984,0.0,2.2036232949496082e-08
1985,6.015558051686298e-10,3.128090142467954e-08
1986,0.0,3.177077234628456e-08
1987,0.0,3.666490250298082e-08
1988,0.0,3.058242525888488e-08
1989,5.488122178931576e-10,2.6342986125804657e-08
1990,0.0,3.923028668584294e-08
1991,0.0,2.872117887964265e-08
1992,0.0,2.7549721726138898e-08
1993,5.539207426075166e-10,2.2710751168553145e-08
1994,1.0549853213248639e-09,3.586950070300077e-08
1995,0.0,2.711225349782964e-08
1996,0.0,4.3772357294358244e-08
1997,0.0,3.1646303022547784e-08
1998,0.0,2.6701523880845457e-08
1999,0.0,2.9249286909172056e-08
2000,1.3254094488601709e-09,2.1648354775472e-08
2001,8.762423564512289e-10,2.8039754518260906e-08
2002,0.0,2.7163573945720998e-08
2003,4.1669229178253886e-10,2.9168460535800023e-08
2004,0.0,3.5678808574246546e-08
2005,4.5037495954858286e-10,4.143449616744732e-08
2006,0.0,2.7589863005328397e-08
2007,0.0,3.475197163371746e-08
2008,1.2772319035736501e-09,4.044567575300917e-08
2009,4.76819250749827e-10,4.0052816840940864e-08
2010,0.0,4.487603499914172e-08
2011,3.82397197240536e-10,5.391800600440533e-08
2012,0.0,7.080845831897165e-08
2013,5.578250084070646e-10,7.195942292037572e-08
2014,0.0,7.189278064534399e-08
2015,0.0,7.248201217002759e-08
2016,0.0,6.586861359125784e-08
2017,5.031222660711876e-10,6.59090156895914e-08
2018,0.0,7.873473240049833e-08
2019,0.0,7.091746123677467e-08
