year,ses_DET oeufs_NOUN,ses_DET gueux_NOUN
1915,4.712304846332671e-08,2.3561523843085297e-09
1916,2.8567400889301098e-08,2.197492410260793e-09
1917,3.618920063619413e-08,1.096642476827725e-08
1918,2.6418664589300533e-08,3.331049214239101e-08
1919,4.143531701084058e-08,4.603924352863942e-09
1920,6.284952558388568e-08,5.300562211374427e-09
1921,3.634918815942356e-08,7.572747429129834e-10
1922,3.762747063928984e-08,1.696925183702902e-08
1923,4.0340601970001444e-08,1.2739137744688378e-08
1924,4.1253197746726755e-08,3.867487330388997e-09
1925,7.258797296572084e-08,4.399271169575059e-09
1926,3.678225690695314e-08,1.5604593950335754e-08
1927,1.4493991917774451e-07,1.4493992450681503e-08
1928,3.770593604013328e-08,1.1426041224282812e-08
1929,1.3034275525569683e-07,1.2254447012693959e-08
1930,5.461873797685257e-08,1.05036033204442e-08
1931,7.413481917240006e-08,3.4216069977333063e-09
1932,4.38381477785299e-08,0.0
1933,5.735331098932761e-08,1.3764794637438627e-08
1934,7.66821095510295e-08,7.188948103475923e-09
1935,5.385727686046948e-08,3.590485242455088e-09
1936,4.9711331051582874e-08,2.182448577414675e-08
1937,3.903246770242674e-08,5.0364472592434595e-09
1938,2.722695080503712e-08,1.8151300906765755e-08
1939,7.799965739963e-08,9.176430282309411e-09
1940,4.3108308034334186e-08,0.0
1941,8.559357667081713e-08,1.4757513433494296e-08
1942,9.102635334379272e-08,1.2136847082899749e-08
1943,4.064529335323641e-08,5.806470415592457e-09
1944,5.462416652335378e-08,9.639558484764166e-09
1945,7.406913615781718e-08,6.535512131478072e-09
1946,5.0115975369635635e-08,8.352662561605939e-09
1947,4.8875572700168846e-08,4.7683483828109274e-09
1948,1.5111924422939182e-07,1.522064296821668e-08
1949,7.362756315743013e-08,3.9268033269479474e-09
1950,4.1477910883713776e-08,5.317680740191122e-09
1951,6.610068936652169e-08,8.529121409139861e-09
1952,1.02284600345115e-07,3.163441175679793e-09
1953,6.24881977273617e-08,7.541679059031026e-09
1954,4.1044653453781166e-08,1.0749790169128914e-08
1955,7.790054246115119e-08,3.754243138587299e-09
1956,3.924513802822105e-08,5.232684952005684e-09
1957,6.272876690305296e-08,6.184526224473075e-09
1958,7.693186110380168e-08,5.790570356545288e-09
1959,3.100299217351221e-08,1.4726420971555854e-08
1960,4.083291771372899e-08,4.8445834566201995e-09
1961,3.265634873628187e-08,6.948159103625784e-09
1962,3.868593267952747e-08,5.7077609305622445e-09
1963,3.620989685870768e-08,5.172842487688456e-09
1964,4.441296730384181e-08,6.083968440151466e-09
1965,2.3529786674636455e-08,4.377634699181954e-09
1966,2.880318916709257e-08,8.862519718100259e-09
1967,3.056808001167255e-08,4.930335639752315e-09
1968,3.2338192984537883e-08,1.0779397818794223e-08
1969,2.7704722072030563e-08,7.266812374062681e-09
1970,3.081145827366072e-08,5.058597374318907e-09
1971,4.419021948365298e-08,9.24911525146399e-09
1972,5.797065866230966e-08,8.208235147133536e-09
1973,4.686223320504723e-08,9.923767030350916e-09
1974,4.2191788784951e-08,4.500457340128605e-09
1975,5.9399392515757654e-08,6.8537762132336866e-09
1976,6.970503108050252e-08,5.1421741309454205e-09
1977,6.81706687766237e-08,4.11374712072643e-09
1978,5.287126392250485e-08,8.316827670995508e-09
1979,5.500854882711792e-08,6.437170796402825e-09
1980,7.78865623107805e-08,9.09624131573139e-09
1981,5.503227940018007e-08,3.795329828193417e-09
1982,5.648826939541607e-08,4.345251491955082e-09
1983,7.01000100189475e-08,5.052252838311233e-09
1984,6.842829797237826e-08,6.378909400694965e-09
1985,4.7522909385477874e-08,4.210890747202711e-09
1986,6.414099584794997e-08,2.997242676272549e-09
1987,8.310711008263638e-08,3.0554083707556856e-09
1988,1.0613900491840411e-07,5.9965536425288235e-09
1989,6.530865059861668e-08,2.7440609784434855e-09
1990,6.810813402147176e-08,3.2691906959314565e-09
1991,8.909426851833047e-08,4.68917216167597e-09
1992,8.871009926636475e-08,6.060938417817852e-09
1993,6.480872372094382e-08,3.877445031719162e-09
1994,6.962903131846332e-08,2.1099706426497278e-09
1995,9.868860217920883e-08,3.253470381991974e-09
1996,7.526710232852452e-08,3.736664533349199e-09
1997,6.712852496093547e-08,3.3564261370244708e-09
1998,5.531029856342684e-08,4.768129224785866e-10
1999,5.484241394348999e-08,3.656160929565999e-09
2000,4.108769169341997e-08,3.97622823555821e-09
2001,3.417345140199757e-08,4.8193329327261836e-09
2002,3.154479494282825e-08,2.6287329535357173e-09
2003,2.6668306674082487e-08,5.000307723435071e-09
2004,3.171449841632423e-08,3.9643121285681815e-09
2005,3.87322452999328e-08,2.702249757291497e-09
2006,3.829637512664519e-08,4.3237844582488805e-08
2007,2.1170741604237264e-08,5.991719342901547e-09
2008,4.12971665753048e-08,5.534671554396908e-09
2009,3.099325018851573e-08,5.245011758248097e-09
2010,1.5588516699693855e-08,6.613310343794865e-09
2011,2.1414243683848255e-08,5.353560678100777e-09
2012,1.838296517786553e-08,8.170206733382201e-09
2013,2.370756352343406e-08,7.809550117698905e-09
2014,2.2953719730489652e-08,1.0394137023306271e-08
2015,1.1969507343612129e-08,5.98475341506699e-09
2016,1.5120782237421082e-08,7.0425559828279916e-09
2017,2.4652991342799524e-08,5.282783988036499e-09
2018,1.7037679655995674e-08,3.872199894061623e-09
2019,1.68365186237196e-08,4.591778124396484e-09
