year,aux_ADP amas_NOUN,aux_ADP gamma_NOUN
1885,5.865528335258219e-08,0.0
1886,3.613939725255477e-08,0.0
1887,5.4842967500690065e-08,0.0
1888,5.3895225837763405e-08,0.0
1889,5.325366103647866e-08,0.0
1890,6.095579463405443e-08,0.0
1891,6.884157488507014e-08,0.0
1892,4.387958796314706e-08,0.0
1893,5.480990605821745e-08,6.158416554491453e-10
1894,4.7261544011689693e-08,0.0
1895,4.152844090832275e-08,0.0
1896,6.604672581067561e-08,0.0
1897,5.418843618265612e-08,0.0
1898,4.8096016280751996e-08,0.0
1899,5.9145088826539904e-08,0.0
1900,5.7620688664883346e-08,0.0
1901,9.0537568664395e-08,0.0
1902,3.1916845000257155e-08,0.0
1903,4.212171944573129e-08,0.0
1904,5.6433564488145294e-08,0.0
1905,4.3866453580676534e-08,0.0
1906,6.275904923525033e-08,0.0
1907,5.19427174050513e-08,0.0
1908,5.5989834324421395e-08,0.0
1909,4.675835896250646e-08,0.0
1910,8.497199388557419e-08,0.0
1911,4.681929155481157e-08,0.0
1912,4.68847899948166e-08,0.0
1913,6.151468312509678e-08,0.0
1914,6.696743692913287e-08,0.0
1915,3.5342285320538736e-08,0.0
1916,1.7579939282086343e-08,0.0
1917,3.61891991929042e-08,0.0
1918,4.479686666059024e-08,0.0
1919,2.6702760891339494e-08,0.0
1920,9.843901471739969e-08,0.0
1921,7.118382605586504e-08,0.0
1922,5.902348254593903e-08,4.426761179843197e-09
1923,3.927900849021171e-08,0.0
1924,5.672314884463958e-08,0.0
1925,7.148815939217457e-08,1.0998177923937646e-09
1926,3.232380052509143e-08,0.0
1927,6.13207333799437e-08,0.0
1928,5.141718517620575e-08,0.0
1929,3.119313873867213e-08,0.0
1930,3.7812974085227324e-08,0.0
1931,3.079446386777818e-08,0.0
1932,2.4110979879310435e-08,0.0
1933,2.867665571670841e-08,0.0
1934,1.4377896206951846e-08,0.0
1935,1.555876849579363e-08,0.0
1936,4.00115567344983e-08,0.0
1937,4.784624740850063e-08,0.0
1938,4.6674770715071645e-08,0.0
1939,7.035263394072899e-08,0.0
1940,5.325144147860783e-08,2.5357829169792012e-09
1941,4.427253941230447e-08,0.0
1942,5.158160121254696e-08,0.0
1943,6.967764676346633e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,4.574858536443571e-08,6.535512131478072e-09
1946,2.645009899993056e-08,0.0
1947,5.245183132274178e-08,0.0
1948,4.566193068100688e-08,2.174377566888097e-09
1949,4.0249734212238764e-08,0.0
1950,4.785912821603233e-08,5.317680518146517e-09
1951,4.371174711081949e-08,2.1322803522849654e-09
1952,3.901577316778315e-08,1.0544803918932644e-09
1953,5.9256050954914485e-08,1.0773827385790469e-09
1954,5.374894795906471e-08,4.886268278880834e-09
1955,7.226917997371629e-08,3.754243138587299e-09
1956,7.587393291430544e-08,5.232684952005684e-09
1957,4.329168490357915e-08,8.835037590415595e-09
1958,8.437688192586279e-08,7.445019267748876e-09
1959,4.030388878195623e-08,1.3176271629333769e-08
1960,4.983000018166095e-08,6.920833239831836e-09
1961,5.766972321907815e-08,8.33779090214648e-09
1962,4.693047728210331e-08,6.976152100435229e-09
1963,5.237503053479031e-08,8.405868889838075e-09
1964,1.8860301764789256e-08,3.6503808864551957e-09
1965,4.8153980913845373e-08,1.91521518644322e-08
1966,3.821961414018915e-08,8.862519607077957e-09
1967,3.1554147739143446e-08,1.035370456037299e-08
1968,1.3474247495537384e-08,2.6948494546985557e-09
1969,2.1346261647181564e-08,3.1792304344691047e-09
1970,2.483311511980446e-08,5.058597540852361e-09
1971,3.1858064630796434e-08,5.652237344833111e-09
1972,3.33459553303328e-08,8.721249500354133e-09
1973,3.142526239230392e-08,3.3079223804577396e-09
1974,2.925297337696975e-08,2.2502286700643026e-09
1975,4.968987710185502e-08,1.7134440533084216e-09
1976,5.5421210731765314e-08,1.142705374768127e-09
1977,4.113747209544272e-08,3.526069214387917e-09
1978,3.801978465389766e-08,6.534650598410963e-09
1979,2.3993090181306798e-08,5.851973350345929e-10
1980,5.002932468300969e-08,1.1370301367108482e-09
1981,2.909752794266751e-08,8.223214109648325e-09
1982,4.096951389254144e-08,6.207502289967692e-10
1983,3.726036368334462e-08,6.315316047889041e-10
1984,4.349256244040589e-08,5.799008495621649e-10
1985,3.7296459254321235e-08,1.2031116103372597e-09
1986,2.517683839187157e-08,0.0
1987,2.810975807676641e-08,6.110816852533674e-10
1988,4.8572086797094016e-08,0.0
1989,2.57941739079115e-08,0.0
1990,3.3236769780842224e-08,0.0
1991,2.2859714121636898e-08,0.0
1992,2.4243753671271406e-08,5.509944167592096e-10
1993,2.2710750613441633e-08,5.539207426075166e-10
1994,1.635227242502424e-08,1.0549853213248639e-09
1995,2.060531301140145e-08,5.422450821690461e-10
1996,1.494665791135219e-08,0.0
1997,1.2466725429760572e-08,0.0
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,1.416762351880152e-08,0.0
2000,2.2973763336153752e-08,0.0
2001,2.1029816110740285e-08,4.3812117822561447e-10
2002,9.200564754507923e-09,4.38122149670761e-10
2003,1.12506919336397e-08,0.0
2004,8.369103632333008e-09,0.0
2005,1.4411998705554652e-08,0.0
2006,1.3589036562677848e-08,1.2353669198716943e-09
2007,1.2782334302130494e-08,1.1983438685803094e-09
2008,7.663391698997657e-09,0.0
2009,1.0966842989290626e-08,0.0
2010,1.1809482280966677e-08,1.4171379625338432e-09
2011,1.185431308670104e-08,0.0
2012,1.872338906139248e-08,1.3617010852229328e-09
2013,1.4503449996539075e-08,0.0
2014,1.4291938299493268e-08,6.496335691608124e-10
2015,1.662431614590787e-08,2.2165753954528356e-10
2016,1.3877977877996273e-08,0.0
2017,1.8363962794865074e-08,0.0
2018,1.4972506789945328e-08,0.0
2019,7.397864543179367e-09,1.53059265262101e-09
