year,vieux_ADJ os_NOUN,vieux_ADJ gosses_NOUN
1800,1.2576657937302116e-08,0.0
1801,5.9529565277216534e-08,0.0
1802,3.5805442166747525e-08,0.0
1803,2.145373123596528e-08,0.0
1804,3.707776485839531e-08,0.0
1805,8.528632911009026e-09,0.0
1806,5.76333825108577e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,5.6475762733043666e-08,0.0
1810,1.6380887757350138e-08,0.0
1811,1.2033967777824728e-07,0.0
1812,5.601137331723294e-08,0.0
1813,3.738464116054274e-08,0.0
1814,4.405347908686963e-08,0.0
1815,5.394447111228828e-09,0.0
1816,3.7081662185300956e-08,0.0
1817,6.227493631882908e-09,0.0
1818,6.079800130009971e-08,0.0
1819,1.8631890696951814e-08,0.0
1820,3.797273961936298e-08,0.0
1821,9.861488514673056e-09,0.0
1822,6.015369535816717e-09,0.0
1823,4.249555374258307e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,1.7610886082763955e-09,0.0
1826,2.2019960965735663e-08,0.0
1827,1.8434546333878643e-08,0.0
1828,2.7516904310687096e-09,0.0
1829,3.086343269842473e-08,0.0
1830,2.1917355041978226e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,4.464889968858188e-08,0.0
1833,4.51761508202253e-08,0.0
1834,2.42697808516823e-08,0.0
1835,5.218530674255817e-08,0.0
1836,4.9061476659062464e-08,0.0
1837,3.339787468803479e-08,0.0
1838,2.0830134062066463e-08,0.0
1839,3.076248944466897e-08,0.0
1840,2.5478755105723394e-08,0.0
1841,1.4125206782011901e-08,0.0
1842,1.408735705865638e-08,0.0
1843,2.658109998776581e-08,0.0
1844,2.4698525891153622e-08,0.0
1845,2.511102614732863e-08,0.0
1846,2.1076203893244383e-08,0.0
1847,1.6718992412734224e-08,0.0
1848,1.448139919091318e-08,0.0
1849,1.5920887719289567e-08,0.0
1850,6.788996032014438e-09,0.0
1851,3.740674614505224e-08,0.0
1852,2.148479971708639e-08,0.0
1853,3.4637203327747557e-08,0.0
1854,2.8056588163849483e-08,0.0
1855,1.9104973603134567e-08,0.0
1856,3.882891874695815e-08,0.0
1857,4.490988203542656e-08,0.0
1858,2.495774786837046e-08,0.0
1859,6.110607841947058e-08,0.0
1860,2.7920821210614122e-08,0.0
1861,4.95176202264247e-08,0.0
1862,7.093238707511773e-08,0.0
1863,3.995696573610985e-08,0.0
1864,2.9247839705703882e-08,0.0
1865,3.2006543193574544e-08,0.0
1866,6.47126512376417e-08,0.0
1867,4.85281148598915e-08,0.0
1868,2.766329387782207e-08,0.0
1869,5.3718711257033647e-08,0.0
1870,3.669791226457164e-08,0.0
1871,3.717412155879174e-08,0.0
1872,3.930770375859538e-08,0.0
1873,3.5317427204972773e-08,0.0
1874,4.361464789326419e-08,0.0
1875,6.923048090357042e-08,0.0
1876,5.622793608495158e-08,0.0
1877,2.72131899237138e-08,0.0
1878,4.3481438893877566e-08,0.0
1879,3.604501941367744e-08,0.0
1880,4.941741593711413e-08,0.0
1881,6.48443219120054e-08,0.0
1882,4.059785041476971e-08,0.0
1883,8.278333751832179e-08,0.0
1884,6.46966284989503e-08,0.0
1885,4.5119449509911647e-08,0.0
1886,7.550552538759803e-08,0.0
1887,3.852065688647599e-08,0.0
1888,3.61415040117663e-08,0.0
1889,6.077182490571431e-08,0.0
1890,3.47382496102e-08,0.0
1891,5.354344878583106e-08,0.0
1892,7.396844381446499e-08,0.0
1893,5.357822274731916e-08,0.0
1894,3.3398158905129094e-08,0.0
1895,3.972285611553161e-08,0.0
1896,6.663642437843009e-08,0.0
1897,5.2440423559119154e-08,0.0
1898,4.0740154361174064e-08,0.0
1899,4.366786754417262e-08,0.0
1900,7.00792170960085e-08,5.191053142894475e-10
1901,3.4650181390816215e-08,0.0
1902,3.6827128013783295e-08,0.0
1903,3.0781254878320397e-08,0.0
1904,4.83716249277677e-08,0.0
1905,4.6446832158153484e-08,0.0
1906,6.12157933232993e-08,0.0
1907,5.8114128620445626e-08,0.0
1908,6.581261402516247e-08,0.0
1909,5.0609049395689e-08,5.500983557560346e-10
1910,8.283433317046729e-08,0.0
1911,6.916486228192298e-08,5.320374141248863e-10
1912,5.157327009897017e-08,0.0
1913,6.151468312509678e-08,0.0
1914,5.6922321078900495e-08,2.0090231700464756e-09
1915,5.772573175022444e-08,0.0
1916,7.471474106068854e-08,0.0
1917,7.23783983858084e-08,0.0
1918,7.925599732061528e-08,1.1486376294556067e-09
1919,6.44549373873815e-08,0.0
1920,6.66356356759934e-08,0.0
1921,9.314479143540666e-08,0.0
1922,8.705963949751094e-08,0.0
1923,6.475728042687479e-08,0.0
1924,7.477142105472012e-08,0.0
1925,1.0888196300129493e-07,2.1996355847875293e-09
1926,8.025219955243301e-08,1.1146138456652466e-09
1927,1.103773286104115e-07,0.0
1928,7.198406137831626e-08,0.0
1929,1.0249173953980062e-07,0.0
1930,1.0293531715888093e-07,0.0
1931,7.755642172924126e-08,0.0
1932,6.466126478699152e-08,0.0
1933,7.455930273181366e-08,0.0
1934,9.225816910429785e-08,1.1981580172459871e-09
1935,7.4203363453762e-08,0.0
1936,6.789839801513153e-08,2.424942913137329e-09
1937,4.784624962894668e-08,1.2591118148108649e-09
1938,7.260520362706302e-08,0.0
1939,6.576441791139587e-08,3.058810094103137e-09
1940,5.5787225505810056e-08,0.0
1941,1.0330258959356797e-07,0.0
1942,1.0923162108156248e-07,0.0
1943,1.3064558856967778e-07,0.0
1944,1.4138018400444707e-07,0.0
1945,1.1763921747842687e-07,0.0
1946,1.1832938895395273e-07,0.0
1947,1.0251949333905941e-07,0.0
1948,1.0654449766889229e-07,0.0
1949,9.522498345404529e-08,0.0
1950,9.252764243683487e-08,0.0
1951,1.194077015043149e-07,0.0
1952,1.0439355691005403e-07,0.0
1953,1.1527995269489111e-07,0.0
1954,8.502106396690579e-08,0.0
1955,8.822471642133678e-08,0.0
