year,beaux_ADJ ans_NOUN,beaux_ADJ gants_NOUN
1874,1.4936523129449597e-08,2.9873046258899194e-09
1875,3.3757011408397375e-08,5.149374260327022e-09
1876,5.38095328295185e-08,7.859819461941697e-09
1877,6.741449709579683e-08,1.8554447978047506e-09
1878,4.7104890654736664e-08,3.0195443923020093e-09
1879,4.948553566919145e-08,2.443730107160036e-09
1880,4.941741593711413e-08,1.9253538763308597e-09
1881,3.834879080955034e-08,5.5780060570498335e-09
1882,5.856738738430067e-08,3.9932310791357395e-09
1883,4.107570461542309e-08,1.0742875922176154e-08
1884,3.4328824227713994e-08,1.1222884843675729e-08
1885,3.93183761104865e-08,1.933690763067375e-09
1886,8.002295004416737e-08,2.5813855497602844e-09
1887,1.2404957061562527e-08,1.2404957061562527e-08
1888,2.0924028731883482e-08,3.804368819970705e-09
1889,2.6313573542324775e-08,3.759081934617825e-09
1890,2.8839300725280737e-08,1.3108772956016423e-09
1891,1.7210394887001712e-08,9.561330394092238e-09
1892,1.5044429702015805e-08,9.402768341715273e-09
1893,1.4164357686752282e-08,1.2316833108982905e-09
1894,1.9534772022211655e-08,4.411077725308132e-09
1895,2.768562623600701e-08,1.2037228991346183e-09
1896,2.6536630670648265e-08,8.845543852942228e-09
1897,1.5732126712464378e-08,1.1653427112179315e-09
1898,2.9423445013776472e-08,3.960848538042683e-09
1899,9.949641111006713e-09,3.8693048765026106e-09
1900,3.9971109089265155e-08,5.19105292084987e-09
1901,8.38310842965484e-09,5.58873880507349e-09
1902,1.178468167495339e-08,7.856454153909453e-09
1903,1.7820726228023887e-08,5.940242076007962e-09
1904,1.4511488011237361e-08,9.13686282189019e-09
1905,3.4061010012464976e-08,2.580379465655369e-09
1906,3.600929110447737e-09,3.0865106026567446e-09
1907,2.7771354993433306e-08,9.257117739025489e-09
1908,1.080505640516094e-08,8.349361202419914e-09
1909,3.355599886845084e-08,3.850688656825696e-09
1910,2.672075360976578e-08,2.67207544979442e-09
1911,1.702519725199636e-08,1.5961122423746588e-09
1912,2.5005221004903433e-08,4.167536982180309e-09
1913,1.3787773589513108e-08,1.590896969716482e-09
1914,2.4777952134513725e-08,2.0090231700464756e-09
1915,1.1780762143587253e-08,1.4136913861761968e-08
1916,6.592477230782379e-09,3.186363883855847e-08
1917,1.2063066989753679e-08,1.315970976634162e-08
1918,2.067547733020092e-08,3.44591288836682e-09
1919,3.591060959706738e-08,2.762354567309444e-09
1920,1.3630017114962811e-08,1.514446346106979e-09
1921,1.2873671018098776e-08,1.2873671018098776e-08
1922,3.6151885041135756e-08,3.6889677978990676e-09
1923,4.458698299458774e-08,5.307974060286824e-09
1924,3.351822286390416e-08,1.289162443462999e-09
1925,1.6497267552040284e-08,1.0998177923937646e-09
1926,2.452150482668003e-08,8.916910765321973e-09
1927,5.4631200896437804e-08,7.804457524684949e-09
1928,1.9424270192303084e-08,7.998228745975666e-09
1929,2.33948540540041e-08,6.684243825105796e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,3.5356606531422585e-08,3.4216069977333063e-09
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,3.5944740517379614e-09
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,1.4549657478823974e-08,1.2124714565686645e-08
1937,1.7627565185307503e-08,7.554670666820584e-09
1938,5.704694316932546e-08,1.1668692678767911e-08
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.6563522936839945e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,0.0
1943,3.193558839598154e-08,1.4516175816936538e-08
1944,2.5705489292704442e-08,1.6065930807940276e-08
1945,4.357008087652048e-09,2.178504132643866e-08
1946,5.4292307538617024e-08,1.6705325123211878e-08
1947,3.5762614203349585e-08,1.3112957830685446e-08
1948,1.848220954059343e-08,9.784699273041042e-09
1949,2.2579119018928395e-08,3.9268033269479474e-09
1950,4.679559140186029e-08,9.571825110299415e-09
1951,2.2388944032059044e-08,1.3859822622919182e-08
1952,2.2144087452602434e-08,6.326882129314981e-09
1953,9.69644453618912e-09,1.0773827163745864e-08
1954,2.34540866728139e-08,1.07497895029951e-08
1955,1.407841132561316e-08,9.385607846468247e-10
1956,3.314033847345854e-08,1.3081712602058815e-08
1957,6.184526224473075e-09,1.7670075402875796e-09
1958,3.3088973339090444e-08,4.1361216673863055e-09
1959,1.3951345856355601e-08,7.750747821333448e-10
1960,2.6991250123842292e-08,7.612916519406099e-09
1961,2.431855783413539e-08,6.25334317660986e-09
1962,3.7417542841922113e-08,1.2683912586908264e-08
1963,1.4225316924409981e-08,5.819448034571906e-09
1964,2.311907998375773e-08,5.475571551727398e-09
1965,4.268193976031398e-08,7.660860390501512e-09
1966,2.326411419062424e-08,3.8773522170743036e-09
1967,3.747054933000982e-08,5.423369309198733e-09
1968,2.7397636159776084e-08,3.1439910674890825e-09
1969,7.2668124850849836e-09,2.2708788183223305e-09
1970,2.851209579546321e-08,3.219107425067591e-09
1971,3.648262136835001e-08,5.652237344833111e-09
1972,1.1799337507056862e-08,5.130146973897354e-09
1973,1.8193572870472963e-08,5.513203782392395e-10
1974,1.406392957647995e-08,1.6876715580593782e-09
1975,1.1422960355389478e-08,3.998036124386317e-09
1976,5.713526984862938e-09,2.856763492431469e-09
1977,9.990529292736028e-09,2.938390863960194e-09
1978,1.900989232694883e-08,1.7821774056514528e-09
1979,1.462993370893173e-08,3.5111840102075575e-09
1980,1.989802811408481e-08,2.2740602734216964e-09
1981,1.5181319312773667e-08,3.795329828193417e-09
1982,9.932003663948308e-09,7.449002747961231e-09
1983,1.2630632539867293e-08,3.78918940668882e-09
1984,3.479405208395292e-09,6.378909400694965e-09
1985,7.218669662023558e-09,1.8046674155058895e-09
1986,1.3787316177626963e-08,2.997242676272549e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,6.596209356501959e-09,3.597932174415064e-09
1989,1.1525056464734007e-08,3.2928733073589456e-09
1990,9.262707045820662e-09,5.993515905799995e-09
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,1.2672871640972971e-08,4.958949695321735e-09
1993,6.647049133334804e-09,5.539207315052863e-09
1994,1.318731612798274e-08,3.164955852952289e-09
1995,1.7351842629409475e-08,2.1689803286761844e-09
1996,9.60856638698715e-09,5.338092190498855e-10
1997,1.4864173003559245e-08,3.835915585170824e-09
1998,1.0489884516573511e-08,1.43043876743576e-09
1999,2.0108885223635298e-08,4.570201106446348e-09
2000,1.2812291672048559e-08,2.2090156370779823e-09
2001,1.4896119893137438e-08,2.6287270138425356e-09
2002,7.009954394732176e-09,2.1906108038649563e-09
2003,6.667076668520622e-09,5.416999737661854e-09
2004,1.0571499231559756e-08,4.404791198453495e-09
2005,1.306087415997581e-08,2.702249757291497e-09
2006,8.64756888319107e-09,2.8825228870488218e-09
2007,2.1969636776475454e-08,3.1955835755326234e-09
2008,5.5346713878634546e-09,3.8316958494988285e-09
2009,6.198650481792356e-09,7.1522885392028e-09
2010,1.2754241218715379e-08,5.196172381261022e-09
2011,1.911985902935953e-09,5.353560705856353e-09
2012,1.327658516458996e-08,9.872333173177594e-09
2013,1.0319762822064149e-08,1.1156499724052082e-08
2014,1.797319448826329e-08,6.063246349441442e-09
2015,9.087958829923082e-09,7.093041265449074e-09
2016,1.6156452176119274e-08,9.32103016992869e-09
2017,4.2765391228272165e-09,7.798394818792076e-09
2018,1.4714360396794746e-08,5.421080029321956e-09
2019,1.403043281555938e-08,8.418259866971312e-09
