year,aux_ADP arts_NOUN,aux_ADP gares_NOUN
1896,1.8463597761808614e-06,3.485144119963479e-07
1897,1.9845786347616468e-06,4.3059412546675446e-07
1898,1.6816630576954594e-06,4.4022000267318617e-07
1899,1.8451056433832491e-06,4.06277024467272e-07
1900,1.9492404952359266e-06,4.2099440666909516e-07
1901,1.560375959996918e-06,5.013098736683652e-07
1902,1.427910589768544e-06,5.199990525395215e-07
1903,1.6918889933492665e-06,4.4389811382217204e-07
1904,1.8031867625722953e-06,4.4501897988880046e-07
1905,1.6514429006520004e-06,5.862622494134939e-07
1906,1.7515948869117892e-06,7.541374293928982e-07
1907,1.927023472347855e-06,6.978838646976016e-07
1908,1.9979530989644445e-06,5.9526032925028e-07
1909,1.8125740552932257e-06,5.148920602660034e-07
1910,1.698371107750063e-06,5.472410194995447e-07
1911,1.6663411184225652e-06,5.315053522858548e-07
1912,1.7425513867408426e-06,5.683478754292537e-07
1913,1.8401373829135537e-06,6.183285818917028e-07
1914,1.7846821567246707e-06,6.315029281722673e-07
1915,1.7082104655230523e-06,1.0072551396289597e-06
1916,1.541540875393821e-06,9.592054297513641e-07
1917,1.8105566574888599e-06,8.42221410835009e-07
1918,1.6184304847399744e-06,6.547234328024842e-07
1919,1.48706756775141e-06,5.819360302528054e-07
1920,1.6499892918631076e-06,4.5509112034380905e-07
1921,1.3880845806113484e-06,4.513357399482665e-07
1922,1.4320573029635852e-06,4.90632695082649e-07
1923,1.4650008406391635e-06,4.182683639442075e-07
1924,1.7261884961428109e-06,3.287364300774698e-07
1925,1.6167321277293922e-06,3.3984370517714524e-07
1926,1.4634879850206062e-06,3.789686960908867e-07
1927,1.4572037427829088e-06,4.3927945014843317e-07
1928,1.3174226101142494e-06,6.672807923990831e-07
1929,1.399235075361105e-06,7.642318777811852e-07
1930,1.4200871714109553e-06,6.113097228421793e-07
1931,1.4975233515457376e-06,6.375594470142687e-07
1932,1.3743258461262897e-06,8.701872173944025e-07
1933,1.534774646927417e-06,1.0117123814268325e-06
1934,1.6306930135101538e-06,8.79447958013202e-07
1935,1.651623267484581e-06,8.246147871204812e-07
1936,1.4998272117594524e-06,7.68706879483716e-07
1937,1.5159706565626152e-06,7.113981697060012e-07
1938,1.6828848448113831e-06,2.865312443978141e-07
1939,1.437640688273234e-06,3.670572041869491e-07
1940,1.4808971764423973e-06,2.332920319148002e-07
1941,1.4344302465829628e-06,1.7709015232014735e-07
1942,1.4685584517337702e-06,1.9115534755087538e-07
1943,1.3732302055480261e-06,1.4516176438661432e-07
1944,1.2756348972686737e-06,1.7029886834052377e-07
1945,1.1284651248999467e-06,1.590307929788537e-07
1946,1.30719171309579e-06,2.3109033620016817e-07
1947,1.2206972122008608e-06,1.645080236478691e-07
1948,1.2339593036259089e-06,2.761459620970186e-07
1949,1.3174424600137513e-06,2.807664357673545e-07
1950,1.1337295635627243e-06,1.5102212835849116e-07
1951,1.3262783851164528e-06,1.983020689877435e-07
1952,1.0565893671099502e-06,1.7398926921430302e-07
1953,1.145257872092742e-06,2.1763131829999338e-07
1954,1.2645661167098865e-06,1.5245155760013063e-07
1955,1.437875076781836e-06,2.290088350065389e-07
1956,1.802659924443617e-06,1.3953826494272903e-07
1957,1.5964912640775708e-06,1.0248643445009975e-07
1958,1.2325643048427537e-06,1.298742184907553e-07
1959,1.1649374340727547e-06,1.1626121443342186e-07
1960,1.2533628985789136e-06,9.966000291683486e-08
1961,1.2729027538682658e-06,1.2159279050294458e-07
1962,1.216387264024732e-06,1.6806184310880212e-07
1963,1.175528431041073e-06,1.260880315712143e-07
1964,1.383494351525627e-06,1.3871447790414493e-07
1965,1.5004343225655248e-06,1.1929054477555212e-07
1966,1.391415596962986e-06,1.1188931059447071e-07
1967,1.439658016799683e-06,1.2030018536890452e-07
1968,1.9151396557504086e-06,2.1558796192699958e-07
1969,1.7181469544880201e-06,1.6804503566447693e-07
1970,1.5014836748372673e-06,1.6141524597501622e-07
1971,1.4454312262657254e-06,1.0430946806305741e-07
1972,1.7581013818102065e-06,9.131661327099749e-08
1973,1.4549345168646255e-06,2.0839910375158865e-07
1974,1.547594710160638e-06,1.2376257024770965e-07
1975,1.3559053639866647e-06,7.881843000490107e-08
1976,1.618070825770701e-06,8.456019484626154e-08
1977,1.4621432988803917e-06,1.1871099125926321e-07
1978,1.453662683559287e-06,7.069304031048773e-08
1979,1.4109108352755584e-06,7.724604689229864e-08
1980,1.513955623977381e-06,8.357171688011533e-08
1981,1.493462249424482e-06,7.906937038448802e-08
1982,1.3526147615294803e-06,9.932003530721545e-08
1983,1.3584244924480515e-06,9.788739818716863e-08
1984,1.5216598567846518e-06,6.726849588467587e-08
1985,1.4383199653522638e-06,7.519447753345787e-08
1986,1.6616713711670172e-06,8.991728439600166e-08
1987,1.7183616947136215e-06,7.45519650457993e-08
1988,1.6772360833527955e-06,8.155313213631388e-08
1989,1.8818770932682582e-06,6.860152912402384e-08
1990,1.7768050355471132e-06,6.102489030768155e-08
1991,1.7361659851999889e-06,9.378344101307334e-08
1992,1.9141546037104717e-06,9.311805881928592e-08
1993,1.8611736862794714e-06,7.810282715015049e-08
1994,1.7496931254967762e-06,7.64864364066753e-08
1995,1.6993960727518242e-06,6.723839057753977e-08
1996,1.9291864905568445e-06,6.832757715180549e-08
1997,1.759726302452691e-06,8.774656679033654e-08
1998,1.8595703927815066e-06,7.77205053648089e-08
1999,1.9181134298662528e-06,8.226361947194505e-08
2000,1.964256797215569e-06,7.908276222767796e-08
2001,1.9338668701962547e-06,7.360435724801384e-08
2002,1.929051848925667e-06,6.528019763640813e-08
2003,1.901783559743464e-06,8.292176867374934e-08
2004,1.744297358996505e-06,1.0131019775871941e-07
2005,1.756912730854765e-06,5.9449493661212216e-08
2006,1.7599860984152116e-06,5.517972584412334e-08
2007,1.9037689251710788e-06,6.790615225682473e-08
2008,1.8519862612365046e-06,6.343584857404494e-08
2009,1.7370525196014341e-06,8.439700893703161e-08
2010,1.434616000661748e-06,7.32187945828855e-08
2011,1.4381958672871065e-06,7.953861991261135e-08
2012,1.1703820983477442e-06,9.055311922523401e-08
2013,1.0618198902356824e-06,7.697984966137383e-08
2014,1.1548318834542215e-06,9.527958688693161e-08
2015,1.1980589846860568e-06,8.844136134555924e-08
2016,1.2875449613147794e-06,1.1454510628894354e-07
2017,1.0105210521693664e-06,7.144336144904173e-08
2018,1.0034161335159553e-06,7.047404015914083e-08
2019,1.0826391636520327e-06,8.061121414826289e-08
